"","Axis1","Axis2","site","year","HydroBasin","Country"
"S12317_2010",0.227137504754473,0.569184659577885,"S12317",2010,"2080029400","FIN"
"S12317_2011",0.838885869206311,0.269483927884858,"S12317",2011,"2080029400","FIN"
"S12317_2012",-0.4884443701872,0.640796653619666,"S12317",2012,"2080029400","FIN"
"S12317_2013",0.824285612459244,0.783028035189173,"S12317",2013,"2080029400","FIN"
"S1236_2006",2.21460783000262,-0.660012056538267,"S1236",2006,"2080053790","GBR"
"S1236_2007",0.602902282190785,-2.03133395502301,"S1236",2007,"2080053790","GBR"
"S1236_2009",0.620652489823541,-1.91217681452636,"S1236",2009,"2080053790","GBR"
"S1236_2004",0.150627158505344,-1.86301236813259,"S1236",2004,"2080053790","GBR"
"S1236_2005",0.665147162636586,-1.72383417422991,"S1236",2005,"2080053790","GBR"
"S1236_2012",0.312348831901371,-2.10948825319279,"S1236",2012,"2080053790","GBR"
"S1236_2008",0.536723635592198,-1.96851282598068,"S1236",2008,"2080053790","GBR"
"S1236_2010",0.29950589876981,-1.88287155685965,"S1236",2010,"2080053790","GBR"
"S1242_2004",-1.87649317013346,0.843286261233083,"S1242",2004,"2080033080","SWE"
"S1242_2006",-2.64991385202782,0.555802634426744,"S1242",2006,"2080033080","SWE"
"S1242_2007",-3.06110462514453,0.40296134438604,"S1242",2007,"2080033080","SWE"
"S1242_2008",-2.59791681380067,0.525425071509514,"S1242",2008,"2080033080","SWE"
"S1242_2009",-2.03580929554334,0.719439596534971,"S1242",2009,"2080033080","SWE"
"S1242_2010",-1.76411266785405,0.830892350800799,"S1242",2010,"2080033080","SWE"
"S1242_2011",-1.84076892925826,0.825438842770483,"S1242",2011,"2080033080","SWE"
"S1242_2012",-1.83997557560243,0.856860000290991,"S1242",2012,"2080033080","SWE"
"S1242_2013",-1.69970456338569,0.908999308525025,"S1242",2013,"2080033080","SWE"
"S1242_2005",-2.05345531880778,0.777508707698145,"S1242",2005,"2080033080","SWE"
"S1245_2005",0.138666351922492,-1.74639378511836,"S1245",2005,"2080017150","ESP"
"S1245_2010",1.7020142635873,-0.843257766526089,"S1245",2010,"2080017150","ESP"
"S1245_2011",1.93476088194937,-0.206137294950924,"S1245",2011,"2080017150","ESP"
"S1245_2004",1.3986961133881,-0.904938055604556,"S1245",2004,"2080017150","ESP"
"S1245_2006",1.4722442063169,-0.632342628049676,"S1245",2006,"2080017150","ESP"
"S1245_2007",1.74017328584108,-0.492455978679661,"S1245",2007,"2080017150","ESP"
"S1245_2008",2.03309453094267,-0.61543611700589,"S1245",2008,"2080017150","ESP"
"S1245_2009",1.65846791839616,-0.862118677006948,"S1245",2009,"2080017150","ESP"
"S1245_2012",1.67385015905193,-0.664852292108376,"S1245",2012,"2080017150","ESP"
"S1245_2013",1.64154564372145,-0.659047341452217,"S1245",2013,"2080017150","ESP"
"S1249_2004",-1.74051234504223,0.859512187253927,"S1249",2004,"2080033080","SWE"
"S1249_2006",-1.69970456338569,0.908999308525025,"S1249",2006,"2080033080","SWE"
"S1249_2007",-1.77783062517946,0.814256743811237,"S1249",2007,"2080033080","SWE"
"S1249_2008",-1.69970456338569,0.908999308525025,"S1249",2008,"2080033080","SWE"
"S1249_2009",-1.69969404543698,0.793037847220604,"S1249",2009,"2080033080","SWE"
"S1249_2010",-1.67075514633781,0.783862284391394,"S1249",2010,"2080033080","SWE"
"S1249_2011",-1.63952944484949,0.887991428744501,"S1249",2011,"2080033080","SWE"
"S1249_2012",-1.69970456338569,0.908999308525025,"S1249",2012,"2080033080","SWE"
"S1249_2013",-1.69970456338569,0.908999308525025,"S1249",2013,"2080033080","SWE"
"S1249_2005",-1.69970456338569,0.908999308525025,"S1249",2005,"2080033080","SWE"
"S12494_2004",2.25980982801445,0.330873510995372,"S12494",2004,"7080047060","USA"
"S12494_2005",2.32747909066295,0.36805671043108,"S12494",2005,"7080047060","USA"
"S12494_2006",2.13746249025428,0.287249065943471,"S12494",2006,"7080047060","USA"
"S12494_2008",1.99541326177499,0.160659828469092,"S12494",2008,"7080047060","USA"
"S12494_2010",2.10817471589038,0.22478493584996,"S12494",2010,"7080047060","USA"
"S12494_2011",2.14121521156,0.271281588652775,"S12494",2011,"7080047060","USA"
"S12494_2012",2.23532948838072,0.275472677946805,"S12494",2012,"7080047060","USA"
"S12494_2013",2.20380520859982,0.311178958008839,"S12494",2013,"7080047060","USA"
"S1251_2004",-0.53940976516853,0.902949347283736,"S1251",2004,"2080033080","SWE"
"S1251_2006",0.537956064854265,0.846664925525595,"S1251",2006,"2080033080","SWE"
"S1251_2007",0.9599978502775,1.13865845369818,"S1251",2007,"2080033080","SWE"
"S1251_2008",0.855154400512716,1.04605385592342,"S1251",2008,"2080033080","SWE"
"S1251_2009",1.55168063599809,1.15093550996747,"S1251",2009,"2080033080","SWE"
"S1251_2010",0.192062723893265,0.889376915529133,"S1251",2010,"2080033080","SWE"
"S1251_2011",1.15042257823795,1.14580747367099,"S1251",2011,"2080033080","SWE"
"S1251_2012",1.10459436043092,1.16057716650349,"S1251",2012,"2080033080","SWE"
"S1251_2013",-0.0109832314771971,0.810342457923769,"S1251",2013,"2080033080","SWE"
"S1251_2005",0.412625442674221,0.999151537410993,"S1251",2005,"2080033080","SWE"
"S1265_2004",-4.43062506824596,-0.276029023938716,"S1265",2004,"2080033090","SWE"
"S1265_2005",-4.03638419644288,-0.0306538624076729,"S1265",2005,"2080033090","SWE"
"S1265_2006",-3.82900566087134,-0.035449867877845,"S1265",2006,"2080033090","SWE"
"S1265_2007",-3.01524135668593,-0.153866748068293,"S1265",2007,"2080033090","SWE"
"S1265_2011",-0.563104658972113,-0.188508106108054,"S1265",2011,"2080033090","SWE"
"S1265_2008",-3.00066608230148,-0.273855730554356,"S1265",2008,"2080033090","SWE"
"S1265_2009",-3.10886662907521,-0.056191976611249,"S1265",2009,"2080033090","SWE"
"S1265_2010",-2.80595039007711,-0.253705361678402,"S1265",2010,"2080033090","SWE"
"S1265_2013",-2.2768896590326,-0.0172566720065469,"S1265",2013,"2080033090","SWE"
"S1266_2007",-1.69970456338569,0.908999308525025,"S1266",2007,"2080033020","SWE"
"S1266_2011",-0.414505285068104,-0.51509363829448,"S1266",2011,"2080033020","SWE"
"S1266_2004",-1.96242106524578,-0.641224221984749,"S1266",2004,"2080033020","SWE"
"S1266_2005",-1.49161010670212,0.301254072123594,"S1266",2005,"2080033020","SWE"
"S1266_2009",1.00105445493994,-0.0338691419795893,"S1266",2009,"2080033020","SWE"
"S1266_2010",0.353735709283987,-0.100075008717593,"S1266",2010,"2080033020","SWE"
"S1266_2012",-0.11678348888817,-0.0302687099723711,"S1266",2012,"2080033020","SWE"
"S1266_2013",0.484777604308437,0.146369506075769,"S1266",2013,"2080033020","SWE"
"S1266_2006",-1.38332478243781,-0.0246787672100802,"S1266",2006,"2080033020","SWE"
"S12684_2006",2.011351885223,0.408743548997765,"S12684",2006,"7080047060","USA"
"S12684_2010",2.19077179597286,0.37278778288641,"S12684",2010,"7080047060","USA"
"S12684_2005",2.16495297144353,0.401030899545146,"S12684",2005,"7080047060","USA"
"S12684_2008",2.18740772525402,0.36453911981764,"S12684",2008,"7080047060","USA"
"S12684_2009",2.18136136621988,0.37073458466436,"S12684",2009,"7080047060","USA"
"S12684_2011",2.19253260396386,0.391721885582902,"S12684",2011,"7080047060","USA"
"S12684_2012",2.21799259321836,0.409670271240711,"S12684",2012,"7080047060","USA"
"S12684_2013",2.2171087956326,0.404217153044935,"S12684",2013,"7080047060","USA"
"S1275_2007",0.896327966628823,-1.68026912482923,"S1275",2007,"2080053790","GBR"
"S1275_2006",0.344425668055547,-1.9268663128671,"S1275",2006,"2080053790","GBR"
"S1275_2011",0.804886178416335,-1.85336834158575,"S1275",2011,"2080053790","GBR"
"S1275_2012",0.462261094258053,-1.91026972719339,"S1275",2012,"2080053790","GBR"
"S1275_2005",0.188655120376886,-2.11063306120944,"S1275",2005,"2080053790","GBR"
"S1275_2004",0.0213364164865935,-2.19261779038902,"S1275",2004,"2080053790","GBR"
"S1275_2008",-0.370005828286175,-2.4020278639214,"S1275",2008,"2080053790","GBR"
"S1275_2009",-0.191861822846918,-1.9786890499722,"S1275",2009,"2080053790","GBR"
"S1275_2010",1.28376535359262,-1.44722451308376,"S1275",2010,"2080053790","GBR"
"S1277_2004",1.59024061769689,1.12322419737441,"S1277",2004,"2080033080","SWE"
"S1277_2006",0.355616121773606,0.357593569127373,"S1277",2006,"2080033080","SWE"
"S1277_2007",1.7589372316134,1.01877614751409,"S1277",2007,"2080033080","SWE"
"S1277_2008",1.58625372749823,1.17237301273012,"S1277",2008,"2080033080","SWE"
"S1277_2009",1.93658292564971,1.01440356229991,"S1277",2009,"2080033080","SWE"
"S1277_2010",1.51054714788874,1.03361365387394,"S1277",2010,"2080033080","SWE"
"S1277_2011",1.53848188862402,0.958062604687223,"S1277",2011,"2080033080","SWE"
"S1277_2012",0.549188584580259,0.791392971326061,"S1277",2012,"2080033080","SWE"
"S1277_2013",1.72809281982293,0.789606976642766,"S1277",2013,"2080033080","SWE"
"S1277_2005",0.944596555874858,0.996915986591636,"S1277",2005,"2080033080","SWE"
"S1283_2011",-0.0388778641415168,-1.9453886870287,"S1283",2011,"2080032670","SWE"
"S1283_2012",0.391830006782799,-1.67349657438184,"S1283",2012,"2080032670","SWE"
"S1283_2013",-0.338792595099461,-1.8651573001024,"S1283",2013,"2080032670","SWE"
"S1283_2004",-1.01569220097953,-2.80847824834797,"S1283",2004,"2080032670","SWE"
"S1283_2006",0.0986861167232048,-2.0106255940106,"S1283",2006,"2080032670","SWE"
"S1283_2007",0.111925878385813,-2.27750314971726,"S1283",2007,"2080032670","SWE"
"S1283_2008",1.87097961942017,-1.12195678189429,"S1283",2008,"2080032670","SWE"
"S1283_2009",-0.965820479310425,-1.53439625274569,"S1283",2009,"2080032670","SWE"
"S1283_2010",-0.627041737225973,-1.42544319950415,"S1283",2010,"2080032670","SWE"
"S1288_2004",-2.80231121628247,-0.316451289343238,"S1288",2004,"2080033080","SWE"
"S1288_2005",-3.78640150474841,-0.112205100102274,"S1288",2005,"2080033080","SWE"
"S1288_2006",-1.96325175598024,-0.294148011947384,"S1288",2006,"2080033080","SWE"
"S1288_2007",-4.12731123660289,-0.568416256127601,"S1288",2007,"2080033080","SWE"
"S1288_2010",-3.64992824644929,-0.208063251374764,"S1288",2010,"2080033080","SWE"
"S1288_2011",-4.26890071523861,-0.358630561898208,"S1288",2011,"2080033080","SWE"
"S1288_2013",-3.58963963036522,-0.463395893326241,"S1288",2013,"2080033080","SWE"
"S1288_2008",-4.23512198759282,-0.213292846004293,"S1288",2008,"2080033080","SWE"
"S1288_2009",-3.85225603514389,-0.347054850946943,"S1288",2009,"2080033080","SWE"
"S1288_2012",-3.42580277277652,-0.122831544213932,"S1288",2012,"2080033080","SWE"
"S1296_2005",0.859224483224481,-2.53647327193979,"S1296",2005,"7080047060","USA"
"S1296_2006",2.08698398188516,-0.571442186577136,"S1296",2006,"7080047060","USA"
"S1296_2004",1.39087788305683,-1.71271028248504,"S1296",2004,"7080047060","USA"
"S1296_2009",1.10593682311064,-1.92384112072759,"S1296",2009,"7080047060","USA"
"S1296_2010",0.553403015838469,-1.90697027444081,"S1296",2010,"7080047060","USA"
"S1296_2012",0.797988471409089,-2.65976481150293,"S1296",2012,"7080047060","USA"
"S1296_2011",0.672553921129592,-2.0231589052513,"S1296",2011,"7080047060","USA"
"S1296_2007",0.609817310190075,-2.81073283352136,"S1296",2007,"7080047060","USA"
"S1296_2008",1.3061772909109,-1.61592147020702,"S1296",2008,"7080047060","USA"
"S1296_2013",2.16010744211637,-1.0219719409503,"S1296",2013,"7080047060","USA"
"S1298_2004",-0.304836221298862,-2.08579057857737,"S1298",2004,"7080047060","USA"
"S1298_2005",0.358401346502263,-2.24408621097571,"S1298",2005,"7080047060","USA"
"S1298_2006",0.446256909329531,-1.77674264479109,"S1298",2006,"7080047060","USA"
"S1298_2007",0.732562579807399,-1.664687152079,"S1298",2007,"7080047060","USA"
"S1298_2008",0.389741722376319,-1.40448202904655,"S1298",2008,"7080047060","USA"
"S1298_2009",1.18021064276159,-1.36726536907673,"S1298",2009,"7080047060","USA"
"S1298_2010",1.27529426178431,-2.05719943312624,"S1298",2010,"7080047060","USA"
"S1298_2011",1.63741014912213,-0.59830657397083,"S1298",2011,"7080047060","USA"
"S1298_2012",1.05282951297478,-1.20904863146335,"S1298",2012,"7080047060","USA"
"S1298_2013",1.39668784410788,-1.18822264760406,"S1298",2013,"7080047060","USA"
"S1355_2004",0.776500188632957,0.0445255358463229,"S1355",2004,"2080033090","SWE"
"S1355_2006",1.3548000131262,-0.157366101188764,"S1355",2006,"2080033090","SWE"
"S1355_2007",0.336414081126028,0.198165051055982,"S1355",2007,"2080033090","SWE"
"S1355_2008",0.376206614973641,0.122052416551217,"S1355",2008,"2080033090","SWE"
"S1355_2009",0.655603272676355,-0.000227271661057571,"S1355",2009,"2080033090","SWE"
"S1355_2011",-0.123823620597711,0.279712657056829,"S1355",2011,"2080033090","SWE"
"S1355_2012",0.478781979534639,-0.0159393432830131,"S1355",2012,"2080033090","SWE"
"S1355_2013",1.61224201974748,-0.247242296817759,"S1355",2013,"2080033090","SWE"
"S1355_2005",-0.823006548786242,0.532273878859849,"S1355",2005,"2080033090","SWE"
"S1362_2005",-0.941285350823267,-2.95972923635086,"S1362",2005,"2080032670","SWE"
"S1362_2011",-0.388267387040352,-2.78690494124403,"S1362",2011,"2080032670","SWE"
"S1362_2012",-0.783387154430921,-2.99092690935456,"S1362",2012,"2080032670","SWE"
"S1362_2013",-1.24435812543066,-2.97546466198182,"S1362",2013,"2080032670","SWE"
"S1362_2004",-1.88917700820121,-2.96755049393708,"S1362",2004,"2080032670","SWE"
"S1362_2006",-1.2493916253977,-3.25932789370842,"S1362",2006,"2080032670","SWE"
"S1362_2008",-1.63059443742578,-3.4788863236405,"S1362",2008,"2080032670","SWE"
"S1362_2009",-1.52375091873388,-2.78368825380934,"S1362",2009,"2080032670","SWE"
"S1362_2010",-0.58899583661038,-2.87896484825108,"S1362",2010,"2080032670","SWE"
"S1387_2004",-1.69970456338569,0.908999308525025,"S1387",2004,"2080033090","SWE"
"S1387_2006",-1.51630699945887,0.84497294565715,"S1387",2006,"2080033090","SWE"
"S1387_2007",-1.11121914780521,0.623572252303887,"S1387",2007,"2080033090","SWE"
"S1387_2009",-1.60858065350632,0.877186822061442,"S1387",2009,"2080033090","SWE"
"S1387_2011",-1.5492667670452,0.856479609073714,"S1387",2011,"2080033090","SWE"
"S1387_2012",-1.69970456338569,0.908999308525025,"S1387",2012,"2080033090","SWE"
"S1387_2013",-1.69970456338569,0.908999308525025,"S1387",2013,"2080033090","SWE"
"S1387_2005",-1.69970456338569,0.908999308525025,"S1387",2005,"2080033090","SWE"
"S1387_2008",-1.69970456338569,0.908999308525025,"S1387",2008,"2080033090","SWE"
"S1387_2010",-1.8791104107412,0.691435928100453,"S1387",2010,"2080033090","SWE"
"S1392_2007",1.38427026159425,-0.167654530226866,"S1392",2007,"2080033090","SWE"
"S1392_2005",-0.192892689343339,0.307773550437471,"S1392",2005,"2080033090","SWE"
"S1392_2006",1.72925979775997,-0.357933898269269,"S1392",2006,"2080033090","SWE"
"S1392_2012",1.78840677407118,-0.480308787890539,"S1392",2012,"2080033090","SWE"
"S1392_2013",2.14410513033222,-0.485333201819461,"S1392",2013,"2080033090","SWE"
"S1392_2004",-0.701757212230134,0.418900702955717,"S1392",2004,"2080033090","SWE"
"S1392_2008",-0.330185492818296,0.300306194042699,"S1392",2008,"2080033090","SWE"
"S1392_2009",2.01989866063592,-0.389560283252065,"S1392",2009,"2080033090","SWE"
"S1392_2010",1.14021469990519,-0.0824517084551336,"S1392",2010,"2080033090","SWE"
"S1397_2006",-1.69970456338569,0.908999308525025,"S1397",2006,"2080033080","SWE"
"S1397_2007",-1.69970456338569,0.908999308525025,"S1397",2007,"2080033080","SWE"
"S1397_2009",-1.69970456338569,0.908999308525025,"S1397",2009,"2080033080","SWE"
"S1397_2010",-1.69970456338569,0.908999308525025,"S1397",2010,"2080033080","SWE"
"S1397_2004",-1.69970456338569,0.908999308525025,"S1397",2004,"2080033080","SWE"
"S1397_2005",-1.69970456338569,0.908999308525025,"S1397",2005,"2080033080","SWE"
"S1397_2008",-1.69970456338569,0.908999308525025,"S1397",2008,"2080033080","SWE"
"S1397_2011",-1.69970456338569,0.908999308525025,"S1397",2011,"2080033080","SWE"
"S1397_2012",-1.69970456338569,0.908999308525025,"S1397",2012,"2080033080","SWE"
"S1397_2013",-1.69970456338569,0.908999308525025,"S1397",2013,"2080033080","SWE"
"S1414_2007",-1.49053404152287,0.661413187666836,"S1414",2007,"2080033090","SWE"
"S1414_2011",-0.639321512072423,0.187599254258078,"S1414",2011,"2080033090","SWE"
"S1414_2005",0.0857545458132256,0.285673401879194,"S1414",2005,"2080033090","SWE"
"S1414_2006",0.449486891209744,-0.0926441914483183,"S1414",2006,"2080033090","SWE"
"S1414_2012",1.25396146617257,-0.122162114504955,"S1414",2012,"2080033090","SWE"
"S1414_2013",0.521129342897736,-0.200715471439523,"S1414",2013,"2080033090","SWE"
"S1414_2004",-1.47743610753128,0.831402635461826,"S1414",2004,"2080033090","SWE"
"S1414_2008",-1.05568510130509,0.444153217086406,"S1414",2008,"2080033090","SWE"
"S1414_2009",-1.11624986676786,0.705308041734127,"S1414",2009,"2080033090","SWE"
"S1414_2010",-0.837915191135804,0.608137956378788,"S1414",2010,"2080033090","SWE"
"S1416_2007",2.4122618699209,-0.526539143144163,"S1416",2007,"2080033090","SWE"
"S1416_2011",-1.69970456338569,0.908999308525025,"S1416",2011,"2080033090","SWE"
"S1416_2005",1.91746588013948,-0.960050231411078,"S1416",2005,"2080033090","SWE"
"S1416_2006",1.57276864778405,-1.08147333240318,"S1416",2006,"2080033090","SWE"
"S1416_2012",1.92856595570402,-0.689481602766114,"S1416",2012,"2080033090","SWE"
"S1416_2013",0.524282764149713,-1.77301973027832,"S1416",2013,"2080033090","SWE"
"S1416_2004",0.49228239070428,-0.421280459604603,"S1416",2004,"2080033090","SWE"
"S1416_2008",-0.07380034854538,-0.00626824680450805,"S1416",2008,"2080033090","SWE"
"S1416_2010",2.4122618699209,-0.526539143144163,"S1416",2010,"2080033090","SWE"
"S1427_2007",-1.41282318431779,0.808845463059733,"S1427",2007,"2080033080","SWE"
"S1427_2006",-0.348544805274225,0.0631987773201273,"S1427",2006,"2080033080","SWE"
"S1427_2009",-1.70482361984,0.804264937751076,"S1427",2009,"2080033080","SWE"
"S1427_2012",-1.48991035760474,0.835757550786802,"S1427",2012,"2080033080","SWE"
"S1427_2004",-1.69970456338569,0.908999308525025,"S1427",2004,"2080033080","SWE"
"S1427_2008",-0.0669862313221672,-0.436995690681171,"S1427",2008,"2080033080","SWE"
"S1427_2010",-1.58782605850048,0.717564601887449,"S1427",2010,"2080033080","SWE"
"S1427_2011",-1.69970456338569,0.908999308525025,"S1427",2011,"2080033080","SWE"
"S1427_2013",-1.55088822610096,0.670734550789155,"S1427",2013,"2080033080","SWE"
"S1438_2007",-1.69970456338569,0.908999308525025,"S1438",2007,"2080033080","SWE"
"S1438_2006",-1.69970456338569,0.908999308525025,"S1438",2006,"2080033080","SWE"
"S1438_2009",-1.06164080649329,0.686243341886703,"S1438",2009,"2080033080","SWE"
"S1438_2012",-1.7981504476121,0.63297134407831,"S1438",2012,"2080033080","SWE"
"S1438_2004",-1.69970456338569,0.908999308525025,"S1438",2004,"2080033080","SWE"
"S1438_2005",-1.69970456338569,0.908999308525025,"S1438",2005,"2080033080","SWE"
"S1438_2008",-1.57509951995215,0.865498143322929,"S1438",2008,"2080033080","SWE"
"S1438_2010",-1.69970456338569,0.908999308525025,"S1438",2010,"2080033080","SWE"
"S1438_2011",-1.80307274182342,0.619169945855975,"S1438",2011,"2080033080","SWE"
"S1438_2013",-0.795754769184324,0.202319460404868,"S1438",2013,"2080033080","SWE"
"S1468_2007",3.14512444600453,2.30243487067093,"S1468",2007,"2080016510","FRA"
"S1468_2008",3.14512444600453,2.30243487067093,"S1468",2008,"2080016510","FRA"
"S1468_2009",1.21039444929507,-1.44145612139291,"S1468",2009,"2080016510","FRA"
"S1468_2010",1.34483667392859,-1.08750414693374,"S1468",2010,"2080016510","FRA"
"S1468_2011",1.29545406593035,-0.624282469822481,"S1468",2011,"2080016510","FRA"
"S1468_2004",3.14512444600453,2.30243487067093,"S1468",2004,"2080016510","FRA"
"S1468_2005",1.2323248590938,-0.810858515925326,"S1468",2005,"2080016510","FRA"
"S1468_2006",3.14512444600453,2.30243487067093,"S1468",2006,"2080016510","FRA"
"S1468_2012",0.772567248740792,-1.21831283212398,"S1468",2012,"2080016510","FRA"
"S1468_2013",1.42207509945339,-1.09586657964317,"S1468",2013,"2080016510","FRA"
"S1481_2004",3.14512444600453,2.30243487067093,"S1481",2004,"2080016510","FRA"
"S1481_2007",3.14512444600453,2.30243487067093,"S1481",2007,"2080016510","FRA"
"S1481_2008",1.34144890668994,-0.727657878494343,"S1481",2008,"2080016510","FRA"
"S1481_2012",1.07246527477343,-1.0709734144297,"S1481",2012,"2080016510","FRA"
"S1481_2005",1.64669064375859,0.222122472918482,"S1481",2005,"2080016510","FRA"
"S1481_2006",1.54338351664827,0.160697999545306,"S1481",2006,"2080016510","FRA"
"S1481_2009",0.900532427370234,-1.22754865592365,"S1481",2009,"2080016510","FRA"
"S1481_2010",3.14512444600453,2.30243487067093,"S1481",2010,"2080016510","FRA"
"S1481_2011",3.14512444600453,2.30243487067093,"S1481",2011,"2080016510","FRA"
"S1481_2013",2.22478521494027,0.691284222499041,"S1481",2013,"2080016510","FRA"
"S1528_2006",0.147249406055588,-1.8504496016257,"S1528",2006,"2080033010","SWE"
"S1528_2009",-2.07050821767025,-0.623004345142116,"S1528",2009,"2080033010","SWE"
"S1528_2010",0.398565426915727,-1.6201782929497,"S1528",2010,"2080033010","SWE"
"S1528_2011",-0.369349431302093,-1.47897463858554,"S1528",2011,"2080033010","SWE"
"S1528_2012",0.386915792337192,-1.7262056955282,"S1528",2012,"2080033010","SWE"
"S1528_2004",-0.16072826786002,-2.63229889506621,"S1528",2004,"2080033010","SWE"
"S1528_2005",-1.82496147600214,-1.65371982635005,"S1528",2005,"2080033010","SWE"
"S1528_2008",-1.02302940094814,-2.08719538914004,"S1528",2008,"2080033010","SWE"
"S1528_2007",-1.83331193684323,-1.82456776867506,"S1528",2007,"2080033010","SWE"
"S1531_2006",0.0949937324391772,-2.01470537140097,"S1531",2006,"2080033010","SWE"
"S1531_2009",0.110499234423724,-1.58605971772445,"S1531",2009,"2080033010","SWE"
"S1531_2010",-0.342227614530588,-1.27975598236759,"S1531",2010,"2080033010","SWE"
"S1531_2011",-0.843221923016628,-1.6085285314982,"S1531",2011,"2080033010","SWE"
"S1531_2012",-0.153893396781987,-0.984226396411381,"S1531",2012,"2080033010","SWE"
"S1531_2004",-0.220560362495061,-1.45920798048605,"S1531",2004,"2080033010","SWE"
"S1531_2005",-1.8768355509241,-2.71504795291448,"S1531",2005,"2080033010","SWE"
"S1531_2008",-0.145454623706981,-1.69334593393576,"S1531",2008,"2080033010","SWE"
"S1531_2007",-1.69970456338569,0.908999308525025,"S1531",2007,"2080033010","SWE"
"S1542_2006",-0.305585089408316,-0.219936914362646,"S1542",2006,"2080033080","SWE"
"S1542_2008",0.0543510480248148,0.296636752218588,"S1542",2008,"2080033080","SWE"
"S1542_2009",1.02392514862886,-0.1931076393636,"S1542",2009,"2080033080","SWE"
"S1542_2010",0.746816859840758,-0.405250857709686,"S1542",2010,"2080033080","SWE"
"S1542_2011",1.15224720498537,-0.295768903526538,"S1542",2011,"2080033080","SWE"
"S1542_2012",0.587164469041505,0.110624982463016,"S1542",2012,"2080033080","SWE"
"S1542_2013",0.203528801902395,0.163917821360022,"S1542",2013,"2080033080","SWE"
"S1542_2004",-0.235168573440876,0.397711640807232,"S1542",2004,"2080033080","SWE"
"S1542_2005",-0.688834280285215,-0.490224030636948,"S1542",2005,"2080033080","SWE"
"S1548_2009",3.14512444600453,2.30243487067093,"S1548",2009,"2080016510","FRA"
"S1548_2013",2.25262904659575,1.97008337242904,"S1548",2013,"2080016510","FRA"
"S1548_2004",3.14512444600453,2.30243487067093,"S1548",2004,"2080016510","FRA"
"S1548_2005",1.40786771612916,-1.28140194075702,"S1548",2005,"2080016510","FRA"
"S1548_2008",1.70903895688742,-0.880846368928617,"S1548",2008,"2080016510","FRA"
"S1548_2010",1.68164319925375,-1.11775470810586,"S1548",2010,"2080016510","FRA"
"S1548_2012",1.3793725752952,-1.30472596236846,"S1548",2012,"2080016510","FRA"
"S1548_2007",3.14512444600453,2.30243487067093,"S1548",2007,"2080016510","FRA"
"S1554_2006",-0.535159599180356,-1.12701244224913,"S1554",2006,"2080033010","SWE"
"S1554_2009",-1.4060059778065,0.25217241494042,"S1554",2009,"2080033010","SWE"
"S1554_2010",-1.87804528113918,-0.987160227782697,"S1554",2010,"2080033010","SWE"
"S1554_2011",-0.0325405148747288,-2.01699584315316,"S1554",2011,"2080033010","SWE"
"S1554_2012",0.341805310946082,-2.29715590338192,"S1554",2012,"2080033010","SWE"
"S1554_2004",-0.47941059765092,-1.04477170490911,"S1554",2004,"2080033010","SWE"
"S1554_2005",-1.46148258015304,0.627026226436532,"S1554",2005,"2080033010","SWE"
"S1554_2008",-0.259237530237848,-1.66291560932452,"S1554",2008,"2080033010","SWE"
"S1554_2007",-1.92238351914826,-3.64694582014178,"S1554",2007,"2080033010","SWE"
"S1558_2006",1.38204105653862,-1.22040358605512,"S1558",2006,"2080022150","FRA"
"S1558_2011",2.16985113700095,-0.503081126878166,"S1558",2011,"2080022150","FRA"
"S1558_2004",1.63072273916851,-1.04284504899916,"S1558",2004,"2080022150","FRA"
"S1558_2005",1.35128746677245,-1.31313396741282,"S1558",2005,"2080022150","FRA"
"S1558_2008",1.64310241562066,-1.06546800022147,"S1558",2008,"2080022150","FRA"
"S1558_2013",1.95335340727826,-0.72307702609074,"S1558",2013,"2080022150","FRA"
"S1558_2007",1.85652017659582,-0.674484096048954,"S1558",2007,"2080022150","FRA"
"S1558_2009",1.6696683032197,-0.741358472525998,"S1558",2009,"2080022150","FRA"
"S1558_2012",1.73962387244307,-0.876929172992617,"S1558",2012,"2080022150","FRA"
"S1559_2011",0.264589781795974,-1.67868026814215,"S1559",2011,"2080032600","SWE"
"S1559_2012",0.444293285708189,-1.62875843027141,"S1559",2012,"2080032600","SWE"
"S1559_2004",0.444293285708189,-1.62875843027141,"S1559",2004,"2080032600","SWE"
"S1559_2006",0.444293285708189,-1.62875843027141,"S1559",2006,"2080032600","SWE"
"S1559_2007",0.21416710310501,-1.53873206449265,"S1559",2007,"2080032600","SWE"
"S1559_2008",-2.2025180210029,-1.92287951742803,"S1559",2008,"2080032600","SWE"
"S1559_2009",0.444293285708189,-1.62875843027141,"S1559",2009,"2080032600","SWE"
"S1559_2010",0.444293285708189,-1.62875843027141,"S1559",2010,"2080032600","SWE"
"S1562_2009",-0.823721739247693,0.603182846389985,"S1562",2009,"2080033120","SWE"
"S1562_2010",0.105548992700131,0.278762915109284,"S1562",2010,"2080033120","SWE"
"S1562_2011",-0.779264388533605,0.58766223418545,"S1562",2011,"2080033120","SWE"
"S1562_2012",-1.20805640288164,0.737358841477622,"S1562",2012,"2080033120","SWE"
"S1562_2004",1.35031817777719,-0.217506302602401,"S1562",2004,"2080033120","SWE"
"S1562_2005",1.7170968907654,-0.283848432016677,"S1562",2005,"2080033120","SWE"
"S1562_2006",1.6834633029704,-0.284473320761464,"S1562",2006,"2080033120","SWE"
