"","basin_ID","Axis","Country","Correlation","Site_ID1","Site_ID2"
"S2928.S1034.1","2080053790","Axis2","GBR","0.62731811201181","S2928","S1034"
"S2992.S1034.1","2080053790","Axis2","GBR","0.202307565647304","S2992","S1034"
"S3042.S1034.1","2080053790","Axis2","GBR","-0.00499679297644399","S3042","S1034"
"S3058.S1034.1","2080053790","Axis2","GBR","0.0185406369463508","S3058","S1034"
"S3189.S1034.1","2080053790","Axis2","GBR","0.410130287560805","S3189","S1034"
"S3209.S1034.1","2080053790","Axis2","GBR","0.994902773118838","S3209","S1034"
"S3383.S1034.1","2080053790","Axis2","GBR","0.993680717941346","S3383","S1034"
"S3473.S1034.1","2080053790","Axis2","GBR","0.995224512272903","S3473","S1034"
"S3680.S1034.1","2080053790","Axis2","GBR","-0.140175866613791","S3680","S1034"
"S479.S1034.1","2080053790","Axis2","GBR","-0.0764312500100505","S479","S1034"
"S5707.S1034.1","2080053790","Axis2","GBR","0.245114553473025","S5707","S1034"
"S6137.S1034.1","2080053790","Axis2","GBR","-0.0874420800707435","S6137","S1034"
"S6354.S1034.1","2080053790","Axis2","GBR","-0.128157680676557","S6354","S1034"
"S663.S1034.1","2080053790","Axis2","GBR","-0.153160248924241","S663","S1034"
"S690.S1034.1","2080053790","Axis2","GBR","-0.12264792676616","S690","S1034"
"S11286.S1087.1","2080053790","Axis2","GBR","-0.420326435345056","S11286","S1087"
"S1199.S1087.1","2080053790","Axis2","GBR","-0.057417753169556","S1199","S1087"
"S1236.S1087.1","2080053790","Axis2","GBR","0.425065845685455","S1236","S1087"
"S1275.S1087.1","2080053790","Axis2","GBR","-0.138356227589486","S1275","S1087"
"S2447.S1087.1","2080053790","Axis2","GBR","-0.173089209116599","S2447","S1087"
"S2462.S1087.1","2080053790","Axis2","GBR","-0.22011662102944","S2462","S1087"
"S2483.S1087.1","2080053790","Axis2","GBR","-0.144377174613449","S2483","S1087"
"S2494.S1087.1","2080053790","Axis2","GBR","-0.161167937308147","S2494","S1087"
"S2751.S1087.1","2080053790","Axis2","GBR","-0.0197234710338882","S2751","S1087"
"S2806.S1087.1","2080053790","Axis2","GBR","-0.18271452768953","S2806","S1087"
"S2928.S1087.1","2080053790","Axis2","GBR","0.0334578523125824","S2928","S1087"
"S2992.S1087.1","2080053790","Axis2","GBR","-0.116418473786955","S2992","S1087"
"S3042.S1087.1","2080053790","Axis2","GBR","0.392370440272789","S3042","S1087"
"S3058.S1087.1","2080053790","Axis2","GBR","-0.375332616542688","S3058","S1087"
"S3189.S1087.1","2080053790","Axis2","GBR","-0.248675576612919","S3189","S1087"
"S3209.S1087.1","2080053790","Axis2","GBR","-0.0928149470324306","S3209","S1087"
"S3383.S1087.1","2080053790","Axis2","GBR","-0.0854621187044608","S3383","S1087"
"S3473.S1087.1","2080053790","Axis2","GBR","-0.067203254905797","S3473","S1087"
"S3680.S1087.1","2080053790","Axis2","GBR","-0.142312973339931","S3680","S1087"
"S479.S1087.1","2080053790","Axis2","GBR","-0.0675803187958963","S479","S1087"
"S5707.S1087.1","2080053790","Axis2","GBR","0.295744698569473","S5707","S1087"
"S6137.S1087.1","2080053790","Axis2","GBR","-0.094894130909218","S6137","S1087"
"S6354.S1087.1","2080053790","Axis2","GBR","-0.106262706492062","S6354","S1087"
"S663.S1087.1","2080053790","Axis2","GBR","-0.14729281512922","S663","S1087"
"S690.S1087.1","2080053790","Axis2","GBR","-0.217500790356117","S690","S1087"
"S1199.S11286.1","2080053790","Axis2","GBR","0.371260187432505","S1199","S11286"
"S1236.S11286.1","2080053790","Axis2","GBR","-0.218246873515614","S1236","S11286"
"S1275.S11286.1","2080053790","Axis2","GBR","0.352754267683777","S1275","S11286"
"S2447.S11286.1","2080053790","Axis2","GBR","-0.250075155561804","S2447","S11286"
"S2462.S11286.1","2080053790","Axis2","GBR","-0.435068129832752","S2462","S11286"
"S2483.S11286.1","2080053790","Axis2","GBR","-0.167688694116351","S2483","S11286"
"S2494.S11286.1","2080053790","Axis2","GBR","-0.235494705272551","S2494","S11286"
"S2751.S11286.1","2080053790","Axis2","GBR","0.464362408252723","S2751","S11286"
"S2806.S11286.1","2080053790","Axis2","GBR","-0.260984289564546","S2806","S11286"
"S2928.S11286.1","2080053790","Axis2","GBR","0.121177299109473","S2928","S11286"
"S2992.S11286.1","2080053790","Axis2","GBR","0.167925727100888","S2992","S11286"
"S3042.S11286.1","2080053790","Axis2","GBR","-0.599605434759577","S3042","S11286"
"S3058.S11286.1","2080053790","Axis2","GBR","-0.194816275938353","S3058","S11286"
"S3189.S11286.1","2080053790","Axis2","GBR","0.443642555387911","S3189","S11286"
"S3209.S11286.1","2080053790","Axis2","GBR","0.374223766959625","S3209","S11286"
"S3383.S11286.1","2080053790","Axis2","GBR","0.373045101789662","S3383","S11286"
"S3473.S11286.1","2080053790","Axis2","GBR","0.339991243268629","S3473","S11286"
"S3680.S11286.1","2080053790","Axis2","GBR","-0.313190076345803","S3680","S11286"
"S479.S11286.1","2080053790","Axis2","GBR","-0.288146142425716","S479","S11286"
"S5707.S11286.1","2080053790","Axis2","GBR","-0.0693105784098786","S5707","S11286"
"S6137.S11286.1","2080053790","Axis2","GBR","-0.301529801848189","S6137","S11286"
"S6354.S11286.1","2080053790","Axis2","GBR","-0.310157396027877","S6354","S11286"
"S663.S11286.1","2080053790","Axis2","GBR","0.081441935981717","S663","S11286"
"S690.S11286.1","2080053790","Axis2","GBR","0.0476488259938426","S690","S11286"
"S1236.S1199.1","2080053790","Axis2","GBR","0.460110632524493","S1236","S1199"
"S1275.S1199.1","2080053790","Axis2","GBR","0.969254982857708","S1275","S1199"
"S2447.S1199.1","2080053790","Axis2","GBR","-0.234953687241303","S2447","S1199"
"S2462.S1199.1","2080053790","Axis2","GBR","-0.248283761759053","S2462","S1199"
"S2483.S1199.1","2080053790","Axis2","GBR","-0.17405037164423","S2483","S1199"
"S2494.S1199.1","2080053790","Axis2","GBR","-0.196713076289736","S2494","S1199"
"S2751.S1199.1","2080053790","Axis2","GBR","0.576603027856114","S2751","S1199"
"S2806.S1199.1","2080053790","Axis2","GBR","-0.123157090092228","S2806","S1199"
"S2928.S1199.1","2080053790","Axis2","GBR","0.62129324309186","S2928","S1199"
"S2992.S1199.1","2080053790","Axis2","GBR","0.132274794256246","S2992","S1199"
"S3042.S1199.1","2080053790","Axis2","GBR","-0.0166425615740199","S3042","S1199"
"S3058.S1199.1","2080053790","Axis2","GBR","-0.00880578873998251","S3058","S1199"
"S3189.S1199.1","2080053790","Axis2","GBR","0.430104751461685","S3189","S1199"
"S3209.S1199.1","2080053790","Axis2","GBR","0.994696681664972","S3209","S1199"
"S3383.S1199.1","2080053790","Axis2","GBR","0.995285479690124","S3383","S1199"
"S3473.S1199.1","2080053790","Axis2","GBR","0.995416930503148","S3473","S1199"
"S3680.S1199.1","2080053790","Axis2","GBR","-0.217383476345868","S3680","S1199"
"S479.S1199.1","2080053790","Axis2","GBR","-0.142108792451408","S479","S1199"
"S5707.S1199.1","2080053790","Axis2","GBR","0.209745776512436","S5707","S1199"
"S6137.S1199.1","2080053790","Axis2","GBR","-0.159248161117282","S6137","S1199"
"S6354.S1199.1","2080053790","Axis2","GBR","-0.19599099647023","S6354","S1199"
"S663.S1199.1","2080053790","Axis2","GBR","-0.133073961710681","S663","S1199"
"S690.S1199.1","2080053790","Axis2","GBR","-0.135270104537986","S690","S1199"
"S1275.S1236.1","2080053790","Axis2","GBR","0.350952458755146","S1275","S1236"
"S2447.S1236.1","2080053790","Axis2","GBR","-0.28961490091545","S2447","S1236"
"S2462.S1236.1","2080053790","Axis2","GBR","-0.374423710960052","S2462","S1236"
"S2483.S1236.1","2080053790","Axis2","GBR","-0.286945577713035","S2483","S1236"
"S2494.S1236.1","2080053790","Axis2","GBR","-0.324601828966844","S2494","S1236"
"S2751.S1236.1","2080053790","Axis2","GBR","0.400198260686105","S2751","S1236"
"S2806.S1236.1","2080053790","Axis2","GBR","-0.243378769364848","S2806","S1236"
"S2928.S1236.1","2080053790","Axis2","GBR","0.245848696512382","S2928","S1236"
"S2992.S1236.1","2080053790","Axis2","GBR","-0.13180911898055","S2992","S1236"
"S3042.S1236.1","2080053790","Axis2","GBR","0.210889212348272","S3042","S1236"
"S3058.S1236.1","2080053790","Axis2","GBR","-0.204537448967044","S3058","S1236"
"S3189.S1236.1","2080053790","Axis2","GBR","-0.270464875831004","S3189","S1236"
"S3209.S1236.1","2080053790","Axis2","GBR","0.396009563374914","S3209","S1236"
"S3383.S1236.1","2080053790","Axis2","GBR","0.411940048420972","S3383","S1236"
"S3473.S1236.1","2080053790","Axis2","GBR","0.447693758424169","S3473","S1236"
"S3680.S1236.1","2080053790","Axis2","GBR","-0.344322745272971","S3680","S1236"
"S479.S1236.1","2080053790","Axis2","GBR","-0.185916369847696","S479","S1236"
"S5707.S1236.1","2080053790","Axis2","GBR","0.48422368865987","S5707","S1236"
"S6137.S1236.1","2080053790","Axis2","GBR","-0.196474311321431","S6137","S1236"
"S6354.S1236.1","2080053790","Axis2","GBR","-0.20337552659562","S6354","S1236"
"S663.S1236.1","2080053790","Axis2","GBR","-0.385592480967625","S663","S1236"
"S690.S1236.1","2080053790","Axis2","GBR","-0.141298682866086","S690","S1236"
"S2447.S1275.1","2080053790","Axis2","GBR","-0.18645764114926","S2447","S1275"
"S2462.S1275.1","2080053790","Axis2","GBR","-0.238449253218784","S2462","S1275"
"S2483.S1275.1","2080053790","Axis2","GBR","-0.163572739200391","S2483","S1275"
"S2494.S1275.1","2080053790","Axis2","GBR","-0.135582197279495","S2494","S1275"
"S2751.S1275.1","2080053790","Axis2","GBR","0.515597858287129","S2751","S1275"
"S2806.S1275.1","2080053790","Axis2","GBR","-0.145394512768239","S2806","S1275"
"S2928.S1275.1","2080053790","Axis2","GBR","0.702322441614225","S2928","S1275"
"S2992.S1275.1","2080053790","Axis2","GBR","0.22222450754952","S2992","S1275"
"S3042.S1275.1","2080053790","Axis2","GBR","-0.0768696788542214","S3042","S1275"
"S3058.S1275.1","2080053790","Axis2","GBR","-0.0120410062239676","S3058","S1275"
"S3189.S1275.1","2080053790","Axis2","GBR","0.384908002953649","S3189","S1275"
"S3209.S1275.1","2080053790","Axis2","GBR","0.975982417902564","S3209","S1275"
"S3383.S1275.1","2080053790","Axis2","GBR","0.983407194466511","S3383","S1275"
"S3473.S1275.1","2080053790","Axis2","GBR","0.977228073510155","S3473","S1275"
"S3680.S1275.1","2080053790","Axis2","GBR","-0.17044375489796","S3680","S1275"
"S479.S1275.1","2080053790","Axis2","GBR","-0.133799077713997","S479","S1275"
"S5707.S1275.1","2080053790","Axis2","GBR","0.277306179880145","S5707","S1275"
"S6137.S1275.1","2080053790","Axis2","GBR","-0.130250078079822","S6137","S1275"
"S6354.S1275.1","2080053790","Axis2","GBR","-0.182159514757336","S6354","S1275"
"S663.S1275.1","2080053790","Axis2","GBR","-0.0240112746689118","S663","S1275"
"S690.S1275.1","2080053790","Axis2","GBR","-0.0202848974696409","S690","S1275"
"S2462.S2447.1","2080053790","Axis2","GBR","0.594065585565169","S2462","S2447"
"S2483.S2447.1","2080053790","Axis2","GBR","0.977078477393616","S2483","S2447"
"S2494.S2447.1","2080053790","Axis2","GBR","0.948695810292093","S2494","S2447"
"S2751.S2447.1","2080053790","Axis2","GBR","-0.0704748562827863","S2751","S2447"
"S2806.S2447.1","2080053790","Axis2","GBR","-0.228458888285562","S2806","S2447"
"S2928.S2447.1","2080053790","Axis2","GBR","-0.0793287154778867","S2928","S2447"
"S2992.S2447.1","2080053790","Axis2","GBR","-0.197609473385353","S2992","S2447"
"S3042.S2447.1","2080053790","Axis2","GBR","0.248915053214678","S3042","S2447"
"S3058.S2447.1","2080053790","Axis2","GBR","0.602216382232145","S3058","S2447"
"S3189.S2447.1","2080053790","Axis2","GBR","0.0673040762181811","S3189","S2447"
"S3209.S2447.1","2080053790","Axis2","GBR","-0.197432725005209","S3209","S2447"
"S3383.S2447.1","2080053790","Axis2","GBR","-0.20217294330094","S3383","S2447"
"S3473.S2447.1","2080053790","Axis2","GBR","-0.202774722837169","S3473","S2447"
"S3680.S2447.1","2080053790","Axis2","GBR","0.96318574802369","S3680","S2447"
"S479.S2447.1","2080053790","Axis2","GBR","0.973749469275027","S479","S2447"
"S5707.S2447.1","2080053790","Axis2","GBR","0.300320540330722","S5707","S2447"
"S6137.S2447.1","2080053790","Axis2","GBR","0.985003825649544","S6137","S2447"
"S6354.S2447.1","2080053790","Axis2","GBR","0.972846434706865","S6354","S2447"
"S663.S2447.1","2080053790","Axis2","GBR","-0.0669134237281435","S663","S2447"
"S690.S2447.1","2080053790","Axis2","GBR","0.0335530756890626","S690","S2447"
"S2483.S2462.1","2080053790","Axis2","GBR","0.619665397994634","S2483","S2462"
"S2494.S2462.1","2080053790","Axis2","GBR","0.601923194880904","S2494","S2462"
"S2751.S2462.1","2080053790","Axis2","GBR","-0.379322251676751","S2751","S2462"
"S2806.S2462.1","2080053790","Axis2","GBR","0.639877715247529","S2806","S2462"
"S2928.S2462.1","2080053790","Axis2","GBR","-0.18140894613817","S2928","S2462"
"S2992.S2462.1","2080053790","Axis2","GBR","-0.475257978362642","S2992","S2462"
"S3042.S2462.1","2080053790","Axis2","GBR","0.145025089592442","S3042","S2462"
"S3058.S2462.1","2080053790","Axis2","GBR","0.455100424092444","S3058","S2462"
"S3189.S2462.1","2080053790","Axis2","GBR","0.0803466649960542","S3189","S2462"
"S3209.S2462.1","2080053790","Axis2","GBR","-0.203644900974489","S3209","S2462"
"S3383.S2462.1","2080053790","Axis2","GBR","-0.213180546827836","S3383","S2462"
"S3473.S2462.1","2080053790","Axis2","GBR","-0.202815760570025","S3473","S2462"
"S3680.S2462.1","2080053790","Axis2","GBR","0.753177682209993","S3680","S2462"
"S479.S2462.1","2080053790","Axis2","GBR","0.650591255939345","S479","S2462"
"S5707.S2462.1","2080053790","Axis2","GBR","-0.292799277420498","S5707","S2462"
"S6137.S2462.1","2080053790","Axis2","GBR","0.648360041561502","S6137","S2462"
"S6354.S2462.1","2080053790","Axis2","GBR","0.680710238508812","S6354","S2462"
"S663.S2462.1","2080053790","Axis2","GBR","-0.240022196697138","S663","S2462"
"S690.S2462.1","2080053790","Axis2","GBR","-0.140739435588039","S690","S2462"
"S2494.S2483.1","2080053790","Axis2","GBR","0.9286789214989","S2494","S2483"
"S2751.S2483.1","2080053790","Axis2","GBR","6.08612204433043e-06","S2751","S2483"
"S2806.S2483.1","2080053790","Axis2","GBR","-0.191007309317072","S2806","S2483"
"S2928.S2483.1","2080053790","Axis2","GBR","-0.102240687205887","S2928","S2483"
"S2992.S2483.1","2080053790","Axis2","GBR","-0.315516266043705","S2992","S2483"
"S3042.S2483.1","2080053790","Axis2","GBR","0.255389903337811","S3042","S2483"
"S3058.S2483.1","2080053790","Axis2","GBR","0.64335345216155","S3058","S2483"
"S3189.S2483.1","2080053790","Axis2","GBR","0.201260474841925","S3189","S2483"
"S3209.S2483.1","2080053790","Axis2","GBR","-0.142946249279035","S3209","S2483"
"S3383.S2483.1","2080053790","Axis2","GBR","-0.14888250397238","S3383","S2483"
"S3473.S2483.1","2080053790","Axis2","GBR","-0.15243635015522","S3473","S2483"
"S3680.S2483.1","2080053790","Axis2","GBR","0.964814266589139","S3680","S2483"
"S479.S2483.1","2080053790","Axis2","GBR","0.98561829516591","S479","S2483"
"S5707.S2483.1","2080053790","Axis2","GBR","0.21760841931357","S5707","S2483"
"S6137.S2483.1","2080053790","Axis2","GBR","0.980327320048926","S6137","S2483"
"S6354.S2483.1","2080053790","Axis2","GBR","0.980294174038116","S6354","S2483"
"S663.S2483.1","2080053790","Axis2","GBR","-0.0757742902833524","S663","S2483"
"S690.S2483.1","2080053790","Axis2","GBR","-0.0558870130238108","S690","S2483"
"S2751.S2494.1","2080053790","Axis2","GBR","-0.267492094806455","S2751","S2494"
"S2806.S2494.1","2080053790","Axis2","GBR","-0.182978229417293","S2806","S2494"
"S2928.S2494.1","2080053790","Axis2","GBR","0.156009571621436","S2928","S2494"
"S2992.S2494.1","2080053790","Axis2","GBR","-0.241836106858033","S2992","S2494"
"S3042.S2494.1","2080053790","Axis2","GBR","0.0952647607085293","S3042","S2494"
"S3058.S2494.1","2080053790","Axis2","GBR","0.517570561435283","S3058","S2494"
"S3189.S2494.1","2080053790","Axis2","GBR","-0.03862287258877","S3189","S2494"
"S3209.S2494.1","2080053790","Axis2","GBR","-0.167018980769631","S3209","S2494"
"S3383.S2494.1","2080053790","Axis2","GBR","-0.167639084675687","S3383","S2494"
"S3473.S2494.1","2080053790","Axis2","GBR","-0.172890217376235","S3473","S2494"
"S3680.S2494.1","2080053790","Axis2","GBR","0.93159916270092","S3680","S2494"
"S479.S2494.1","2080053790","Axis2","GBR","0.908691194928023","S479","S2494"
"S5707.S2494.1","2080053790","Axis2","GBR","0.287452242148487","S5707","S2494"
"S6137.S2494.1","2080053790","Axis2","GBR","0.949871470714992","S6137","S2494"
"S6354.S2494.1","2080053790","Axis2","GBR","0.896939713619012","S6354","S2494"
"S663.S2494.1","2080053790","Axis2","GBR","-0.000460295586056994","S663","S2494"
"S690.S2494.1","2080053790","Axis2","GBR","0.285625804030512","S690","S2494"
"S2806.S2751.1","2080053790","Axis2","GBR","-0.415241484283029","S2806","S2751"
"S2928.S2751.1","2080053790","Axis2","GBR","-0.0799576073354006","S2928","S2751"
"S2992.S2751.1","2080053790","Axis2","GBR","0.0205699247408099","S2992","S2751"
"S3042.S2751.1","2080053790","Axis2","GBR","0.144430325823644","S3042","S2751"
"S3058.S2751.1","2080053790","Axis2","GBR","0.123686258329445","S3058","S2751"
"S3189.S2751.1","2080053790","Axis2","GBR","0.577906166276569","S3189","S2751"
"S3209.S2751.1","2080053790","Axis2","GBR","0.566968851523817","S3209","S2751"
"S3383.S2751.1","2080053790","Axis2","GBR","0.578880112159464","S3383","S2751"
"S3473.S2751.1","2080053790","Axis2","GBR","0.573107535837467","S3473","S2751"
"S3680.S2751.1","2080053790","Axis2","GBR","-0.122584097761371","S3680","S2751"
"S479.S2751.1","2080053790","Axis2","GBR","0.0157558943763094","S479","S2751"
"S5707.S2751.1","2080053790","Axis2","GBR","0.315173434569411","S5707","S2751"
"S6137.S2751.1","2080053790","Axis2","GBR","-0.0599804492077874","S6137","S2751"
"S6354.S2751.1","2080053790","Axis2","GBR","0.00611747280223624","S6354","S2751"
"S663.S2751.1","2080053790","Axis2","GBR","-0.102755284640089","S663","S2751"
"S690.S2751.1","2080053790","Axis2","GBR","-0.593906310042423","S690","S2751"
"S2928.S2806.1","2080053790","Axis2","GBR","-0.198454868075247","S2928","S2806"
"S2992.S2806.1","2080053790","Axis2","GBR","-0.297198521806428","S2992","S2806"
"S3042.S2806.1","2080053790","Axis2","GBR","-0.0849731184764027","S3042","S2806"
"S3058.S2806.1","2080053790","Axis2","GBR","-0.0298681420360891","S3058","S2806"
"S3189.S2806.1","2080053790","Axis2","GBR","0.0212047855081336","S3189","S2806"
"S3209.S2806.1","2080053790","Axis2","GBR","-0.096467634891062","S3209","S2806"
"S3383.S2806.1","2080053790","Axis2","GBR","-0.108728136872288","S3383","S2806"
"S3473.S2806.1","2080053790","Axis2","GBR","-0.0952169956684448","S3473","S2806"
"S3680.S2806.1","2080053790","Axis2","GBR","-0.0171223062806356","S3680","S2806"
"S479.S2806.1","2080053790","Axis2","GBR","-0.155733843701031","S479","S2806"
"S5707.S2806.1","2080053790","Axis2","GBR","-0.677250900240533","S5707","S2806"
"S6137.S2806.1","2080053790","Axis2","GBR","-0.168071954100112","S6137","S2806"
"S6354.S2806.1","2080053790","Axis2","GBR","-0.115311484032376","S6354","S2806"
"S663.S2806.1","2080053790","Axis2","GBR","-0.235021917645251","S663","S2806"
"S690.S2806.1","2080053790","Axis2","GBR","-0.192464497072986","S690","S2806"
"S2992.S2928.1","2080053790","Axis2","GBR","0.0516912838109557","S2992","S2928"
"S3042.S2928.1","2080053790","Axis2","GBR","-0.336664708293157","S3042","S2928"
"S3058.S2928.1","2080053790","Axis2","GBR","-0.196674069498355","S3058","S2928"
"S3189.S2928.1","2080053790","Axis2","GBR","-0.155495826315872","S3189","S2928"
"S3209.S2928.1","2080053790","Axis2","GBR","0.60433972114526","S3209","S2928"
"S3383.S2928.1","2080053790","Axis2","GBR","0.630523783880023","S3383","S2928"
"S3473.S2928.1","2080053790","Axis2","GBR","0.619062873759713","S3473","S2928"
"S3680.S2928.1","2080053790","Axis2","GBR","-0.0665359895834154","S3680","S2928"
"S479.S2928.1","2080053790","Axis2","GBR","-0.101066064154633","S479","S2928"
"S5707.S2928.1","2080053790","Axis2","GBR","0.436617009233462","S5707","S2928"
"S6137.S2928.1","2080053790","Axis2","GBR","-0.0161358142623194","S6137","S2928"
"S6354.S2928.1","2080053790","Axis2","GBR","-0.152048673354211","S6354","S2928"
"S663.S2928.1","2080053790","Axis2","GBR","0.137564890389435","S663","S2928"
"S690.S2928.1","2080053790","Axis2","GBR","0.613337786243745","S690","S2928"
"S3042.S2992.1","2080053790","Axis2","GBR","0.0965503445761945","S3042","S2992"
"S3058.S2992.1","2080053790","Axis2","GBR","-0.245924976284761","S3058","S2992"
"S3189.S2992.1","2080053790","Axis2","GBR","-0.0249798726574018","S3189","S2992"
"S3209.S2992.1","2080053790","Axis2","GBR","0.181748714485573","S3209","S2992"
"S3383.S2992.1","2080053790","Axis2","GBR","0.140755103617137","S3383","S2992"
"S3473.S2992.1","2080053790","Axis2","GBR","0.145644480569977","S3473","S2992"
"S3680.S2992.1","2080053790","Axis2","GBR","-0.346909709955889","S3680","S2992"
"S479.S2992.1","2080053790","Axis2","GBR","-0.309981075399573","S479","S2992"
"S5707.S2992.1","2080053790","Axis2","GBR","0.0249620112330671","S5707","S2992"
"S6137.S2992.1","2080053790","Axis2","GBR","-0.307158380406364","S6137","S2992"
"S6354.S2992.1","2080053790","Axis2","GBR","-0.349826317543812","S6354","S2992"
"S663.S2992.1","2080053790","Axis2","GBR","0.0402183918450314","S663","S2992"
"S690.S2992.1","2080053790","Axis2","GBR","0.0673332823485038","S690","S2992"
"S3058.S3042.1","2080053790","Axis2","GBR","0.540075450483692","S3058","S3042"
"S3189.S3042.1","2080053790","Axis2","GBR","0.285941050341861","S3189","S3042"
"S3209.S3042.1","2080053790","Axis2","GBR","-0.0110752014762369","S3209","S3042"
"S3383.S3042.1","2080053790","Axis2","GBR","-0.0392230317118626","S3383","S3042"
"S3473.S3042.1","2080053790","Axis2","GBR","-0.0183658705536824","S3473","S3042"
"S3680.S3042.1","2080053790","Axis2","GBR","0.250878207917881","S3680","S3042"
"S479.S3042.1","2080053790","Axis2","GBR","0.34615249811346","S479","S3042"
"S5707.S3042.1","2080053790","Axis2","GBR","-0.0904642566690371","S5707","S3042"
"S6137.S3042.1","2080053790","Axis2","GBR","0.269486563311249","S6137","S3042"
"S6354.S3042.1","2080053790","Axis2","GBR","0.332374278536669","S6354","S3042"
"S663.S3042.1","2080053790","Axis2","GBR","0.0686840980752336","S663","S3042"
"S690.S3042.1","2080053790","Axis2","GBR","-0.560925077156795","S690","S3042"
"S3189.S3058.1","2080053790","Axis2","GBR","0.540742189632694","S3189","S3058"
"S3209.S3058.1","2080053790","Axis2","GBR","0.000437216480846181","S3209","S3058"
"S3383.S3058.1","2080053790","Axis2","GBR","-0.0079106101057326","S3383","S3058"
"S3473.S3058.1","2080053790","Axis2","GBR","-0.020503884344309","S3473","S3058"
"S3680.S3058.1","2080053790","Axis2","GBR","0.621439395859145","S3680","S3058"
"S479.S3058.1","2080053790","Axis2","GBR","0.628795605047174","S479","S3058"
"S5707.S3058.1","2080053790","Axis2","GBR","-0.221788003839793","S5707","S3058"
"S6137.S3058.1","2080053790","Axis2","GBR","0.594393050740935","S6137","S3058"
"S6354.S3058.1","2080053790","Axis2","GBR","0.648203537674317","S6354","S3058"
"S663.S3058.1","2080053790","Axis2","GBR","0.376576812673298","S663","S3058"
"S690.S3058.1","2080053790","Axis2","GBR","-0.199898409969854","S690","S3058"
"S3209.S3189.1","2080053790","Axis2","GBR","0.455477956839528","S3209","S3189"
"S3383.S3189.1","2080053790","Axis2","GBR","0.439813658286883","S3383","S3189"
"S3473.S3189.1","2080053790","Axis2","GBR","0.411555932617532","S3473","S3189"
"S3680.S3189.1","2080053790","Axis2","GBR","0.138159779187519","S3680","S3189"
"S479.S3189.1","2080053790","Axis2","GBR","0.158128615745596","S479","S3189"
"S5707.S3189.1","2080053790","Axis2","GBR","-0.383662816025618","S5707","S3189"
"S6137.S3189.1","2080053790","Axis2","GBR","0.068183267281732","S6137","S3189"
"S6354.S3189.1","2080053790","Axis2","GBR","0.143943905174024","S6354","S3189"
"S663.S3189.1","2080053790","Axis2","GBR","0.279410242186001","S663","S3189"
"S690.S3189.1","2080053790","Axis2","GBR","-0.573364114712484","S690","S3189"
"S3383.S3209.1","2080053790","Axis2","GBR","0.996888081413617","S3383","S3209"
"S3473.S3209.1","2080053790","Axis2","GBR","0.996967743156025","S3473","S3209"
"S3680.S3209.1","2080053790","Axis2","GBR","-0.177023080078421","S3680","S3209"
"S479.S3209.1","2080053790","Axis2","GBR","-0.109827337482171","S479","S3209"
"S5707.S3209.1","2080053790","Axis2","GBR","0.191940847626501","S5707","S3209"
"S6137.S3209.1","2080053790","Axis2","GBR","-0.128382155117151","S6137","S3209"
"S6354.S3209.1","2080053790","Axis2","GBR","-0.164368001894331","S6354","S3209"
"S663.S3209.1","2080053790","Axis2","GBR","-0.151036813003925","S663","S3209"
"S690.S3209.1","2080053790","Axis2","GBR","-0.157075989225387","S690","S3209"
"S3473.S3383.1","2080053790","Axis2","GBR","0.998100835977355","S3473","S3383"
"S3680.S3383.1","2080053790","Axis2","GBR","-0.176796084911238","S3680","S3383"
"S479.S3383.1","2080053790","Axis2","GBR","-0.115926483778997","S479","S3383"
"S5707.S3383.1","2080053790","Axis2","GBR","0.230967296127281","S5707","S3383"
"S6137.S3383.1","2080053790","Axis2","GBR","-0.129900198062859","S6137","S3383"
"S6354.S3383.1","2080053790","Axis2","GBR","-0.16698563251917","S6354","S3383"
"S663.S3383.1","2080053790","Axis2","GBR","-0.123880588712528","S663","S3383"
"S690.S3383.1","2080053790","Axis2","GBR","-0.13519213490377","S690","S3383"
"S3680.S3473.1","2080053790","Axis2","GBR","-0.179627309495375","S3680","S3473"
"S479.S3473.1","2080053790","Axis2","GBR","-0.111700144996808","S479","S3473"
"S5707.S3473.1","2080053790","Axis2","GBR","0.237874571460795","S5707","S3473"
"S6137.S3473.1","2080053790","Axis2","GBR","-0.127005987743651","S6137","S3473"
"S6354.S3473.1","2080053790","Axis2","GBR","-0.163309357418427","S6354","S3473"
"S663.S3473.1","2080053790","Axis2","GBR","-0.172893718216152","S663","S3473"
"S690.S3473.1","2080053790","Axis2","GBR","-0.151488102333974","S690","S3473"
"S479.S3680.1","2080053790","Axis2","GBR","0.970235291255797","S479","S3680"
"S5707.S3680.1","2080053790","Axis2","GBR","0.183939469354986","S5707","S3680"
"S6137.S3680.1","2080053790","Axis2","GBR","0.976722810419467","S6137","S3680"
"S6354.S3680.1","2080053790","Axis2","GBR","0.976255328982523","S6354","S3680"
"S663.S3680.1","2080053790","Axis2","GBR","-0.0539855616680103","S663","S3680"
"S690.S3680.1","2080053790","Axis2","GBR","-0.0338096239863256","S690","S3680"
"S5707.S479.1","2080053790","Axis2","GBR","0.266686033688468","S5707","S479"
"S6137.S479.1","2080053790","Axis2","GBR","0.990961513565513","S6137","S479"
"S6354.S479.1","2080053790","Axis2","GBR","0.994776546090351","S6354","S479"
"S663.S479.1","2080053790","Axis2","GBR","-0.155111304018879","S663","S479"
"S690.S479.1","2080053790","Axis2","GBR","-0.123807001421428","S690","S479"
