"","BasinPairs","Axis","Correlation","BasinID1","BasinID2","Euclid_Dist_Meters","MeanLat","MeanLon","MaxDist","Similarity"
"1","X2080017150.2080016960","Axis1",-0.159109681883898,2080017150,2080016960,442880.979478336,42.3363716130686,-0.0288962802985948,17279330.5116857,0.974369320664431
"2","X2080020120.2080016960","Axis1",-0.259012406508304,2080020120,2080016960,464950.042690162,42.556347357778,-0.0991954013641798,17279330.5116857,0.973092126319609
"3","X2080020330.2080016960","Axis1",-0.291957398895597,2080020330,2080016960,291864.846697865,42.6257848664674,1.09417393339925,17279330.5116857,0.983109018807153
"4","X2080020590.2080016960","Axis1",0.720338824895718,2080020590,2080016960,234030.303716139,42.9811740499642,2.61900994990596,17279330.5116857,0.986456054905723
"5","X2080021030.2080016960","Axis1",-0.756562262074227,2080021030,2080016960,523738.374446136,44.2663712985872,2.19371064150596,17279330.5116857,0.969689891972843
"6","X2080022150.2080016960","Axis1",0.710881166995873,2080022150,2080016960,760875.475798296,45.3448109121658,2.89483330515861,17279330.5116857,0.955966148382674
"7","X2080023010.2080016960","Axis1",0.0392840964674532,2080023010,2080016960,795159.939757525,44.9377336268987,5.33000523484631,17279330.5116857,0.953982016883133
"8","X2080029400.2080016960","Axis1",-0.0713865354725462,2080029400,2080016960,2588033.5345251,52.0758257374482,12.1536952200575,17279330.5116857,0.850223737963988
"9","X2080030100.2080016960","Axis1",0.443603186836676,2080030100,2080016960,3099245.4955398,54.7887044135759,12.4657310680034,17279330.5116857,0.820638566208116
"10","X2080030160.2080016960","Axis1",-0.287875022582433,2080030160,2080016960,3022601.31238714,54.4328894842554,12.2548093289135,17279330.5116857,0.825074165324692
"11","X2080030220.2080016960","Axis1",-0.140806781185066,2080030220,2080016960,2953746.34775046,54.1409394792063,11.9616397683745,17279330.5116857,0.829058982015947
"12","X2080030370.2080016960","Axis1",-0.217388722217097,2080030370,2080016960,2830278.25756112,53.5197551606232,11.8199051708011,17279330.5116857,0.836204402963005
"13","X2080030420.2080016960","Axis1",0.178244169032725,2080030420,2080016960,2822732.50773454,53.4185897826551,12.0337864323796,17279330.5116857,0.836641095219194
"14","X2080030460.2080016960","Axis1",-0.0615585177595761,2080030460,2080016960,2801601.65898885,53.4125429300907,11.6520101394438,17279330.5116857,0.837863992641719
"15","X2080030560.2080016960","Axis1",0.398363635880961,2080030560,2080016960,2758980.33736515,53.3094044181884,11.1959599253349,17279330.5116857,0.840330599874845
"16","X2080030610.2080016960","Axis1",0.0292542084326378,2080030610,2080016960,2723011.48378166,53.0348669790484,11.49789805234,17279330.5116857,0.842412211402511
"17","X2080030630.2080016960","Axis1",-0.120944095311014,2080030630,2080016960,2701033.80503936,52.9328461709653,11.4423944217693,17279330.5116857,0.843684117089334
"18","X2080030660.2080016960","Axis1",-0.591661816785031,2080030660,2080016960,2677735.18181657,52.9375627462562,10.9848881545416,17279330.5116857,0.845032469284289
"19","X2080030710.2080016960","Axis1",-0.467448118878505,2080030710,2080016960,2663540.01965298,52.8525136525005,11.0211201543364,17279330.5116857,0.84585398040441
"20","X2080030760.2080016960","Axis1",-0.781169744072598,2080030760,2080016960,2653878.57091711,52.8669972242645,10.7817203474968,17279330.5116857,0.84641311368387
"21","X2080031060.2080016960","Axis1",-0.25743056064538,2080031060,2080016960,2620071.87534563,52.9607293325838,9.69748778013507,17279330.5116857,0.848369595478614
"22","X2080031740.2080016960","Axis1",0.41994537257251,2080031740,2080016960,2168159.13649123,50.8692557209568,8.87724434047967,17279330.5116857,0.87452296632529
"23","X2080031750.2080016960","Axis1",0.128893125068269,2080031750,2080016960,2186336.51817423,50.5084534608683,10.2863795606224,17279330.5116857,0.873470993757793
"24","X2080031960.2080016960","Axis1",0.118943377958486,2080031960,2080016960,1963477.66248631,49.8988926804108,8.57925457606222,17279330.5116857,0.886368417968599
"25","X2080032230.2080016960","Axis1",0.0459045954776242,2080032230,2080016960,1955041.80252574,49.6703027525932,9.12266181397782,17279330.5116857,0.886856623223708
"26","X2080032600.2080016960","Axis1",-0.371252039113099,2080032600,2080016960,1889522.8156158,49.4572346351377,8.73327390869127,17279330.5116857,0.890648378168475
"27","X2080032670.2080016960","Axis1",0.102694006312963,2080032670,2080016960,1807659.54578976,49.1746090557911,8.29540535517417,17279330.5116857,0.895386019466016
"28","X2080032980.2080016960","Axis1",-0.347398284847335,2080032980,2080016960,1753135.92065153,49.1068197232148,7.62844830543767,17279330.5116857,0.898541444099011
"29","X2080033010.2080016960","Axis1",0.205555030640817,2080033010,2080016960,1869523.59494112,49.4991105371596,8.29585006386227,17279330.5116857,0.891805785318083
"30","X2080033020.2080016960","Axis1",0.0093899276697661,2080033020,2080016960,1807872.53926622,49.3232015784116,7.83926886809352,17279330.5116857,0.895373692977075
"31","X2080033080.2080016960","Axis1",0.492918156295668,2080033080,2080016960,1853473.7605425,49.5245310410092,7.94709023149252,17279330.5116857,0.892734631165888
"32","X2080033090.2080016960","Axis1",-0.163101127759422,2080033090,2080016960,1808892.06539678,49.3674436911385,7.70878937099107,17279330.5116857,0.895314690336327
"33","X2080033120.2080016960","Axis1",-0.39540745178577,2080033120,2080016960,1852297.48693846,49.5744298194892,7.75596115249462,17279330.5116857,0.892802705192439
"34","X2080033190.2080016960","Axis1",-0.613372153650583,2080033190,2080016960,1868661.86980662,49.6923963433358,7.62921422454492,17279330.5116857,0.891855655602925
"35","X2080033320.2080016960","Axis1",-0.435792428941554,2080033320,2080016960,1769929.00343588,49.2690871103032,7.36310937821972,17279330.5116857,0.897569584525343
"36","X2080053790.2080016960","Axis1",-0.26799744540092,2080053790,2080016960,1200629.35792849,47.0987041892411,0.30840023892124,17279330.5116857,0.930516442340372
"37","X5080070260.2080016960","Axis1",-0.196652805589636,5080070260,2080016960,16847512.7363179,7.5615982591032,77.8089114587712,17279330.5116857,0.0249904228104101
"38","X5080070390.2080016960","Axis1",-0.45867300385223,5080070390,2080016960,16845119.393027,7.2732245324762,77.5302959527092,17279330.5116857,0.0251289318394031
"39","X5080070440.2080016960","Axis1",0.159377535195172,5080070440,2080016960,16924239.5151209,6.94409091057895,77.7493888936077,17279330.5116857,0.0205500436677585
"40","X7080047060.2080016960","Axis1",0.227726151742481,7080047060,2080016960,7182663.83911066,40.6510703057521,-42.0163424462434,17279330.5116857,0.58432047849
"41","X7080049270.2080016960","Axis1",0.626806944811683,7080049270,2080016960,8812258.23757426,37.7668686278204,-50.8535273086533,17279330.5116857,0.490011593237673
"42","X2080020120.2080017150","Axis1",0.472656926429296,2080020120,2080017150,50203.1830551153,42.9647810010514,-2.72965512400621,17279330.5116857,0.99709461063777
"43","X2080020330.2080017150","Axis1",0.373041183285016,2080020330,2080017150,194009.1312626,43.0342185097409,-1.53628578924278,17279330.5116857,0.988772184713326
"44","X2080020590.2080017150","Axis1",-0.123671426285814,2080020590,2080017150,452275.606728761,43.3896076932376,-0.0114497727360749,17279330.5116857,0.973825629041421
"45","X2080021030.2080017150","Axis1",0.532929513212158,2080021030,2080017150,554987.160106424,44.6748049418606,-0.436749081136075,17279330.5116857,0.967881443107353
"46","X2080022150.2080017150","Axis1",0.280239145294837,2080022150,2080017150,808299.137303024,45.7532445554392,0.264373582516575,17279330.5116857,0.953221617194232
"47","X2080023010.2080017150","Axis1",-0.257910026207436,2080023010,2080017150,1018260.98070209,45.3461672701721,2.69954551220428,17279330.5116857,0.941070576778802
"48","X2080029400.2080017150","Axis1",-0.250987535060893,2080029400,2080017150,2692634.32402,52.4842593807216,9.52323549741548,17279330.5116857,0.844170217000073
"49","X2080030100.2080017150","Axis1",0.539093503585735,2080030100,2080017150,3146660.28228084,55.1971380568494,9.83527134536133,17279330.5116857,0.817894548625434
"50","X2080030160.2080017150","Axis1",0.0560887808491943,2080030160,2080017150,3074922.17185461,54.8413231275288,9.62434960627144,17279330.5116857,0.822046220495922
"51","X2080030220.2080017150","Axis1",0.663564396212349,2080030220,2080017150,3008835.64483631,54.5493731224797,9.33118004573243,17279330.5116857,0.825870820469492
"52","X2080030370.2080017150","Axis1",0.717585959823608,2080030370,2080017150,2896804.00247973,53.9281888038966,9.18944544815909,17279330.5116857,0.832354384302061
"53","X2080030420.2080017150","Axis1",0.286561166796386,2080030420,2080017150,2893972.50278321,53.8270234259286,9.40332670973759,17279330.5116857,0.832518250586962
"54","X2080030460.2080017150","Axis1",0.240539540046126,2080030460,2080017150,2868458.15230123,53.8209765733641,9.02155041680174,17279330.5116857,0.833994832707127
