"","basin_ID","Axis","Country","Correlation","Site_ID1","Site_ID2"
"S9965.S10459.1","7080049270","Axis2","USA","0.360713808628902","S9965","S10459"
"S8762.S8637.1","7080049270","Axis2","USA","0.54342259195294","S8762","S8637"
"S8891.S8637.1","7080049270","Axis2","USA","0.161758845125915","S8891","S8637"
"S9167.S8637.1","7080049270","Axis2","USA","0.522745481535561","S9167","S8637"
"S9315.S8637.1","7080049270","Axis2","USA","0.251809633718588","S9315","S8637"
"S9449.S8637.1","7080049270","Axis2","USA","0.128295107199826","S9449","S8637"
"S9583.S8637.1","7080049270","Axis2","USA","0.533956085604271","S9583","S8637"
"S9721.S8637.1","7080049270","Axis2","USA","0.413476644434626","S9721","S8637"
"S9965.S8637.1","7080049270","Axis2","USA","-0.023685994546185","S9965","S8637"
"S8891.S8762.1","7080049270","Axis2","USA","0.0733505473913192","S8891","S8762"
"S9167.S8762.1","7080049270","Axis2","USA","0.904243212628678","S9167","S8762"
"S9315.S8762.1","7080049270","Axis2","USA","0.742920632998721","S9315","S8762"
"S9449.S8762.1","7080049270","Axis2","USA","0.0905565136765085","S9449","S8762"
"S9583.S8762.1","7080049270","Axis2","USA","0.329516616869699","S9583","S8762"
"S9721.S8762.1","7080049270","Axis2","USA","0.00470301177339347","S9721","S8762"
"S9965.S8762.1","7080049270","Axis2","USA","0.472888028324084","S9965","S8762"
"S9167.S8891.1","7080049270","Axis2","USA","0.145833520125981","S9167","S8891"
"S9315.S8891.1","7080049270","Axis2","USA","-0.0228492763507879","S9315","S8891"
"S9449.S8891.1","7080049270","Axis2","USA","0.459848048399704","S9449","S8891"
"S9583.S8891.1","7080049270","Axis2","USA","0.44091369087798","S9583","S8891"
"S9721.S8891.1","7080049270","Axis2","USA","-0.27299120782863","S9721","S8891"
"S9965.S8891.1","7080049270","Axis2","USA","-0.487941560576239","S9965","S8891"
"S9315.S9167.1","7080049270","Axis2","USA","0.721445597334553","S9315","S9167"
"S9449.S9167.1","7080049270","Axis2","USA","0.169682411187921","S9449","S9167"
"S9583.S9167.1","7080049270","Axis2","USA","0.303289657996725","S9583","S9167"
"S9721.S9167.1","7080049270","Axis2","USA","-0.0914380570842957","S9721","S9167"
"S9965.S9167.1","7080049270","Axis2","USA","0.431407326373003","S9965","S9167"
"S9449.S9315.1","7080049270","Axis2","USA","0.144765980724884","S9449","S9315"
"S9583.S9315.1","7080049270","Axis2","USA","0.33294637963221","S9583","S9315"
"S9721.S9315.1","7080049270","Axis2","USA","0.178134119972996","S9721","S9315"
"S9965.S9315.1","7080049270","Axis2","USA","0.511500370528339","S9965","S9315"
"S9583.S9449.1","7080049270","Axis2","USA","-0.00882902040631918","S9583","S9449"
"S9721.S9449.1","7080049270","Axis2","USA","0.16333633572697","S9721","S9449"
"S9965.S9449.1","7080049270","Axis2","USA","-0.065602379803562","S9965","S9449"
"S9721.S9583.1","7080049270","Axis2","USA","0.423924358156077","S9721","S9583"
"S9965.S9583.1","7080049270","Axis2","USA","-0.254773147985951","S9965","S9583"
"S9965.S9721.1","7080049270","Axis2","USA","-0.0587662847318852","S9965","S9721"
"S10328.S10203","7080047060","Axis1","USA","0.325540470396555","S10328","S10203"
"S10458.S10203","7080047060","Axis1","USA","0.389810113741494","S10458","S10203"
"S10580.S10203","7080047060","Axis1","USA","0.297794582833415","S10580","S10203"
"S10806.S10203","7080047060","Axis1","USA","0.116835540149312","S10806","S10203"
"S10918.S10203","7080047060","Axis1","USA","0.0229157499875954","S10918","S10203"
"S11151.S10203","7080047060","Axis1","USA","-0.483004924433978","S11151","S10203"
"S11264.S10203","7080047060","Axis1","USA","-0.25724205567643","S11264","S10203"
"S11383.S10203","7080047060","Axis1","USA","-0.0958468237164485","S11383","S10203"
"S11384.S10203","7080047060","Axis1","USA","0.604918107045648","S11384","S10203"
"S11498.S10203","7080047060","Axis1","USA","0.130720760033109","S11498","S10203"
"S11618.S10203","7080047060","Axis1","USA","-0.0127674786886815","S11618","S10203"
"S11784.S10203","7080047060","Axis1","USA","0.477311959521935","S11784","S10203"
"S11804.S10203","7080047060","Axis1","USA","0.421046590377628","S11804","S10203"
"S11816.S10203","7080047060","Axis1","USA","-0.219696198904343","S11816","S10203"
"S11830.S10203","7080047060","Axis1","USA","-0.42673169089641","S11830","S10203"
"S11849.S10203","7080047060","Axis1","USA","0.0269508689310338","S11849","S10203"
"S11872.S10203","7080047060","Axis1","USA","-0.410114882244973","S11872","S10203"
"S11988.S10203","7080047060","Axis1","USA","0.164875544113557","S11988","S10203"
"S1296.S10203","7080047060","Axis1","USA","-0.133318371111154","S1296","S10203"
"S1298.S10203","7080047060","Axis1","USA","0.242994252333595","S1298","S10203"
"S1664.S10203","7080047060","Axis1","USA","0.363609950802037","S1664","S10203"
"S1697.S10203","7080047060","Axis1","USA","0.221825091121353","S1697","S10203"
"S176.S10203","7080047060","Axis1","USA","0.123976280225548","S176","S10203"
"S3234.S10203","7080047060","Axis1","USA","0.400384280740182","S3234","S10203"
"S4287.S10203","7080047060","Axis1","USA","0.545723252324683","S4287","S10203"
"S4401.S10203","7080047060","Axis1","USA","0.210963108145199","S4401","S10203"
"S4573.S10203","7080047060","Axis1","USA","-0.176990504710378","S4573","S10203"
"S4668.S10203","7080047060","Axis1","USA","0.634352228840772","S4668","S10203"
"S5110.S10203","7080047060","Axis1","USA","0.217516691582865","S5110","S10203"
"S5557.S10203","7080047060","Axis1","USA","0.31321449909938","S5557","S10203"
"S5610.S10203","7080047060","Axis1","USA","0.421621060761421","S5610","S10203"
"S5646.S10203","7080047060","Axis1","USA","0.395375723249469","S5646","S10203"
"S6018.S10203","7080047060","Axis1","USA","0.205368689735429","S6018","S10203"
"S6120.S10203","7080047060","Axis1","USA","0.0462340500136786","S6120","S10203"
"S6165.S10203","7080047060","Axis1","USA","0.448161721241862","S6165","S10203"
"S6923.S10203","7080047060","Axis1","USA","0.640788229132395","S6923","S10203"
"S8633.S10203","7080047060","Axis1","USA","0.262109851481721","S8633","S10203"
"S8702.S10203","7080047060","Axis1","USA","-0.10786340720969","S8702","S10203"
"S8888.S10203","7080047060","Axis1","USA","0.248432383428781","S8888","S10203"
"S9019.S10203","7080047060","Axis1","USA","0.797850090056476","S9019","S10203"
"S9163.S10203","7080047060","Axis1","USA","-0.0226886815589412","S9163","S10203"
"S9165.S10203","7080047060","Axis1","USA","0.350778426525593","S9165","S10203"
"S9269.S10203","7080047060","Axis1","USA","-0.0251417927634288","S9269","S10203"
"S9272.S10203","7080047060","Axis1","USA","-0.0908229848897801","S9272","S10203"
"S9313.S10203","7080047060","Axis1","USA","-0.174458276566536","S9313","S10203"
"S936.S10203","7080047060","Axis1","USA","-0.100825355931514","S936","S10203"
"S9445.S10203","7080047060","Axis1","USA","0.319875926442857","S9445","S10203"
"S9447.S10203","7080047060","Axis1","USA","-0.480893488310784","S9447","S10203"
"S9840.S10203","7080047060","Axis1","USA","0.130368317132011","S9840","S10203"
"S995.S10203","7080047060","Axis1","USA","-0.0770128972272723","S995","S10203"
"S9964.S10203","7080047060","Axis1","USA","0.340935594920981","S9964","S10203"
"S10458.S10328","7080047060","Axis1","USA","0.152570638303277","S10458","S10328"
"S10580.S10328","7080047060","Axis1","USA","0.118663779224244","S10580","S10328"
"S10806.S10328","7080047060","Axis1","USA","0.00937002937111724","S10806","S10328"
"S10918.S10328","7080047060","Axis1","USA","-0.153880618862055","S10918","S10328"
"S11151.S10328","7080047060","Axis1","USA","0.263971038250774","S11151","S10328"
"S11264.S10328","7080047060","Axis1","USA","0.102092031292648","S11264","S10328"
"S11383.S10328","7080047060","Axis1","USA","-0.0238422374060274","S11383","S10328"
"S11384.S10328","7080047060","Axis1","USA","-0.0708195292430802","S11384","S10328"
"S11498.S10328","7080047060","Axis1","USA","-0.146422251898962","S11498","S10328"
"S11618.S10328","7080047060","Axis1","USA","0.29549992621353","S11618","S10328"
"S11784.S10328","7080047060","Axis1","USA","0.562429464523589","S11784","S10328"
"S11804.S10328","7080047060","Axis1","USA","-0.198291495261635","S11804","S10328"
"S11816.S10328","7080047060","Axis1","USA","0.339970657728159","S11816","S10328"
"S11830.S10328","7080047060","Axis1","USA","0.078953160285958","S11830","S10328"
"S11849.S10328","7080047060","Axis1","USA","0.101020826571057","S11849","S10328"
"S11872.S10328","7080047060","Axis1","USA","0.167175191677322","S11872","S10328"
"S11988.S10328","7080047060","Axis1","USA","-0.063641526672928","S11988","S10328"
"S1296.S10328","7080047060","Axis1","USA","0.0196480087169459","S1296","S10328"
"S1298.S10328","7080047060","Axis1","USA","0.0698514221574323","S1298","S10328"
"S1664.S10328","7080047060","Axis1","USA","0.690515467740218","S1664","S10328"
"S1697.S10328","7080047060","Axis1","USA","0.592394995100723","S1697","S10328"
"S176.S10328","7080047060","Axis1","USA","0.478898536142369","S176","S10328"
"S3234.S10328","7080047060","Axis1","USA","-0.228720451196109","S3234","S10328"
"S4287.S10328","7080047060","Axis1","USA","0.226154541621047","S4287","S10328"
"S4401.S10328","7080047060","Axis1","USA","-0.399300930518985","S4401","S10328"
"S4573.S10328","7080047060","Axis1","USA","-0.071529470725206","S4573","S10328"
"S4668.S10328","7080047060","Axis1","USA","0.308211917190451","S4668","S10328"
"S5110.S10328","7080047060","Axis1","USA","-0.430365625500644","S5110","S10328"
"S5557.S10328","7080047060","Axis1","USA","-0.291560896274461","S5557","S10328"
"S5610.S10328","7080047060","Axis1","USA","0.585313401412183","S5610","S10328"
"S5646.S10328","7080047060","Axis1","USA","0.275027258744501","S5646","S10328"
"S6018.S10328","7080047060","Axis1","USA","-0.29025071299316","S6018","S10328"
"S6120.S10328","7080047060","Axis1","USA","0.687884927095406","S6120","S10328"
"S6165.S10328","7080047060","Axis1","USA","0.744355097731156","S6165","S10328"
"S6923.S10328","7080047060","Axis1","USA","0.365059778949312","S6923","S10328"
"S8633.S10328","7080047060","Axis1","USA","0.381419319702259","S8633","S10328"
"S8702.S10328","7080047060","Axis1","USA","0.0407359714471064","S8702","S10328"
"S8888.S10328","7080047060","Axis1","USA","0.421950400524057","S8888","S10328"
"S9019.S10328","7080047060","Axis1","USA","0.311893935573634","S9019","S10328"
"S9163.S10328","7080047060","Axis1","USA","-0.415911776416081","S9163","S10328"
"S9165.S10328","7080047060","Axis1","USA","0.0445843104356222","S9165","S10328"
"S9269.S10328","7080047060","Axis1","USA","0.177379538261967","S9269","S10328"
"S9272.S10328","7080047060","Axis1","USA","0.130826811274371","S9272","S10328"
"S9313.S10328","7080047060","Axis1","USA","-0.38868113146259","S9313","S10328"
"S936.S10328","7080047060","Axis1","USA","0.240808540725139","S936","S10328"
"S9445.S10328","7080047060","Axis1","USA","0.0804698258418444","S9445","S10328"
"S9447.S10328","7080047060","Axis1","USA","-0.407735955378474","S9447","S10328"
"S9840.S10328","7080047060","Axis1","USA","-0.0380124274687974","S9840","S10328"
"S995.S10328","7080047060","Axis1","USA","-0.394444098974876","S995","S10328"
"S9964.S10328","7080047060","Axis1","USA","0.500349708477139","S9964","S10328"
"S10580.S10458","7080047060","Axis1","USA","0.876424580219286","S10580","S10458"
"S10806.S10458","7080047060","Axis1","USA","0.646765967126334","S10806","S10458"
"S10918.S10458","7080047060","Axis1","USA","0.298744727926999","S10918","S10458"
"S11151.S10458","7080047060","Axis1","USA","0.361491195672676","S11151","S10458"
"S11264.S10458","7080047060","Axis1","USA","-0.484874927852986","S11264","S10458"
"S11383.S10458","7080047060","Axis1","USA","0.197740549479185","S11383","S10458"
"S11384.S10458","7080047060","Axis1","USA","0.46502807394931","S11384","S10458"
"S11498.S10458","7080047060","Axis1","USA","-0.134067090269005","S11498","S10458"
"S11618.S10458","7080047060","Axis1","USA","0.725800447559879","S11618","S10458"
"S11784.S10458","7080047060","Axis1","USA","0.644761832823555","S11784","S10458"
"S11804.S10458","7080047060","Axis1","USA","-0.218263077675499","S11804","S10458"
"S11816.S10458","7080047060","Axis1","USA","0.308427265231326","S11816","S10458"
"S11830.S10458","7080047060","Axis1","USA","-0.130597503734597","S11830","S10458"
"S11849.S10458","7080047060","Axis1","USA","0.587399545819398","S11849","S10458"
"S11872.S10458","7080047060","Axis1","USA","0.0765429735696239","S11872","S10458"
"S11988.S10458","7080047060","Axis1","USA","0.00435426780971379","S11988","S10458"
"S1296.S10458","7080047060","Axis1","USA","0.320741876900182","S1296","S10458"
"S1298.S10458","7080047060","Axis1","USA","-0.662467295565546","S1298","S10458"
"S1664.S10458","7080047060","Axis1","USA","0.509695816611903","S1664","S10458"
"S1697.S10458","7080047060","Axis1","USA","0.350947499826623","S1697","S10458"
"S176.S10458","7080047060","Axis1","USA","0.523570360034323","S176","S10458"
"S3234.S10458","7080047060","Axis1","USA","0.101236830440983","S3234","S10458"
