"","BasinPairs","Axis","Correlation","BasinID1","BasinID2","Euclid_Dist_Meters","MeanLat","MeanLon","MaxDist","Similarity"
"70","X2080033020.2080017150","Axis1",-0.0940526117909049,2080033020,2080017150,1914335.87721936,49.7316352216851,5.20880914545149,17279330.5116857,0.889212381467862
"71","X2080033080.2080017150","Axis1",0.38592558301626,2080033080,2080017150,1956365.79517809,49.9329646842827,5.31663050885049,17279330.5116857,0.886780000309906
"72","X2080033090.2080017150","Axis1",-0.761602020449593,2080033090,2080017150,1910961.96449328,49.7758773344119,5.07832964834903,17279330.5116857,0.889407638611871
"73","X2080033120.2080017150","Axis1",-0.328845583948661,2080033120,2080017150,1949361.00450318,49.9828634627626,5.12550142985259,17279330.5116857,0.887185385846699
"74","X2080033190.2080017150","Axis1",-0.152847528560008,2080033190,2080017150,1959432.62604523,50.1008299866092,4.99875450190289,17279330.5116857,0.886602514795345
"75","X2080033320.2080017150","Axis1",-0.108191107363599,2080033320,2080017150,1866610.74450502,49.6775207535766,4.73264965557768,17279330.5116857,0.891974359582817
"76","X2080053790.2080017150","Axis1",0.230451241332704,2080053790,2080017150,1060163.08614196,47.5071378325146,-2.32205948372079,17279330.5116857,0.938645592465229
"77","X5080070260.2080017150","Axis1",-0.0787204344282468,5080070260,2080017150,17192055.0133855,7.97003190237665,75.1784517361292,17279330.5116857,0.00505086109911546
"78","X5080070390.2080017150","Axis1",-0.365124923061925,5080070390,2080017150,17197698.234252,7.68165817574965,74.8998362300672,17279330.5116857,0.00472427316431545
"79","X5080070440.2080017150","Axis1",-0.484571694152304,5080070440,2080017150,17279330.5116857,7.3525245538524,75.1189291709657,17279330.5116857,0
"80","X7080047060.2080017150","Axis1",-0.582247268492114,7080047060,2080017150,6760927.39776738,41.0595039490255,-44.6468021688855,17279330.5116857,0.608727468162318
"81","X7080049270.2080017150","Axis1",-0.0213813727222798,7080049270,2080017150,8402708.89841102,38.1753022710938,-53.4839870312953,17279330.5116857,0.513713283467295
"82","X2080020330.2080020120","Axis1",-0.312004694419215,2080020330,2080020120,194419.200723266,43.2541942544503,-1.60658491030837,17279330.5116857,0.988748452922306
"83","X2080020590.2080020120","Axis1",0.171138211321955,2080020590,2080020120,448829.206141743,43.609583437947,-0.0817488938016599,17279330.5116857,0.97402508124732
"84","X2080021030.2080020120","Axis1",0.176501001375772,2080021030,2080020120,524860.52956076,44.89478068657,-0.50704820220166,17279330.5116857,0.969624949924663
"85","X2080022150.2080020120","Axis1",0.0372056310093143,2080022150,2080020120,773822.137314719,45.9732203001486,0.19407446145099,17279330.5116857,0.955216891256788
"86","X2080023010.2080020120","Axis1",0.313448674232382,2080023010,2080020120,997978.092520925,45.5661430148815,2.62924639113869,17279330.5116857,0.942244400508109
"87","X2080029400.2080020120","Axis1",0.127608309739504,2080029400,2080020120,2655067.07693319,52.704235125431,9.4529363763499,17279330.5116857,0.846344331735676
"88","X2080030100.2080020120","Axis1",0.234880453884482,2080030100,2080020120,3104689.33319954,55.4171138015588,9.76497222429575,17279330.5116857,0.820323517100394
"89","X2080030160.2080020120","Axis1",0.42274633681043,2080030160,2080020120,3033315.01156313,55.0612988722382,9.55405048520585,17279330.5116857,0.824454135563195
"90","X2080030220.2080020120","Axis1",0.049238097641277,2080030220,2080020120,2967458.50759025,54.7693488671891,9.26088092466685,17279330.5116857,0.828265423502177
"91","X2080030370.2080020120","Axis1",0.131120430602806,2080030370,2080020120,2856279.33668339,54.148164548606,9.1191463270935,17279330.5116857,0.834699652584819
"92","X2080030420.2080020120","Axis1",-0.430618942860819,2080030420,2080020120,2853771.65180406,54.046999170638,9.333027588672,17279330.5116857,0.834844778860263
"93","X2080030460.2080020120","Axis1",-0.330738067236224,2080030460,2080020120,2827981.71672771,54.0409523180736,8.95125129573615,17279330.5116857,0.836337309780886
"94","X2080030560.2080020120","Axis1",0.18083341089714,2080030560,2080020120,2781826.07125949,53.9378138061712,8.49520108162725,17279330.5116857,0.839008457568527
"95","X2080030610.2080020120","Axis1",0.219474313122387,2080030610,2080020120,2756345.20716513,53.6632763670313,8.79713920863235,17279330.5116857,0.840483101743956
"96","X2080030630.2080020120","Axis1",0.502664489390759,2080030630,2080020120,2736098.23641555,53.5612555589482,8.7416355780617,17279330.5116857,0.841654846837661
"97","X2080030660.2080020120","Axis1",0.10559928440901,2080030660,2080020120,2706413.55980123,53.565972134239,8.28412931083395,17279330.5116857,0.843372776626332
"98","X2080030710.2080020120","Axis1",-0.106520668137673,2080030710,2080020120,2694758.90526386,53.4809230404834,8.3203613106288,17279330.5116857,0.844047261932895
"99","X2080030760.2080020120","Axis1",0.189160896658185,2080030760,2080020120,2681375.73931577,53.4954066122474,8.08096150378915,17279330.5116857,0.844821780710635
"100","X2080031060.2080020120","Axis1",0.452505520840946,2080031060,2080020120,2629568.87751992,53.5891387205667,6.99672893642745,17279330.5116857,0.847819979151299
"101","X2080031740.2080020120","Axis1",0.172083817589554,2080031740,2080020120,2214733.90701137,51.4976651089396,6.17648549677205,17279330.5116857,0.871827562675904
"102","X2080031750.2080020120","Axis1",0.382633079613272,2080031750,2080020120,2270113.01788331,51.1368628488512,7.5856207169148,17279330.5116857,0.868622628848492
"103","X2080031960.2080020120","Axis1",0.235518125291166,2080031960,2080020120,2032517.28678253,50.5273020683937,5.8784957323546,17279330.5116857,0.882372914540412
"104","X2080032230.2080020120","Axis1",-0.111934776308482,2080032230,2080020120,2043306.18991247,50.2987121405761,6.4219029702702,17279330.5116857,0.881748532529625
"105","X2080032600.2080020120","Axis1",-0.0548275179908431,2080032600,2080020120,1976509.74272083,50.0856440231205,6.03251506498365,17279330.5116857,0.885614217438335
"106","X2080032670.2080020120","Axis1",0.0276644917818895,2080032670,2080020120,1894252.26449241,49.8030184437739,5.59464651146655,17279330.5116857,0.890374672606016
"107","X2080032980.2080020120","Axis1",0.121139441091437,2080032980,2080020120,1825386.26376289,49.7352291111977,4.92768946173005,17279330.5116857,0.894360127984796
"108","X2080033010.2080020120","Axis1",-0.125084223859251,2080033010,2080020120,1945060.18639141,50.1275199251424,5.59509122015465,17279330.5116857,0.887434285426973
"109","X2080033020.2080020120","Axis1",0.281405323968586,2080033020,2080020120,1878204.78506171,49.9516109663945,5.1385100243859,17279330.5116857,0.891303382165674
"110","X2080033080.2080020120","Axis1",-0.397129707246532,2080033080,2080020120,1919853.06657498,50.1529404289921,5.2463313877849,17279330.5116857,0.888893087305864
"111","X2080033090.2080020120","Axis1",0.198961464709015,2080033090,2080020120,1874488.7268419,49.9958530791213,5.00803052728345,17279330.5116857,0.89151844016328
"112","X2080033120.2080020120","Axis1",0.243329366968712,2080033120,2080020120,1912406.06582086,50.202839207472,5.055202308787,17279330.5116857,0.889324064695242
"113","X2080033190.2080020120","Axis1",-0.0765342713648274,2080033190,2080020120,1921969.25024911,50.3208057313187,4.9284553808373,17279330.5116857,0.888770618227986
"114","X2080033320.2080020120","Axis1",-0.320529634641952,2080033320,2080020120,1829819.63800767,49.897496498286,4.6623505345121,17279330.5116857,0.894103557034794
"115","X2080053790.2080020120","Axis1",0.0322711159000298,2080053790,2080020120,1011913.69703366,47.727113577224,-2.39235860478638,17279330.5116857,0.941437910667354
"116","X5080070260.2080020120","Axis1",0.336228811727387,5080070260,2080020120,17175942.4620962,8.19000764708605,75.1081526150636,17279330.5116857,0.0059833365372346
"117","X5080070390.2080020120","Axis1",0.426405988077986,5080070390,2080020120,17183060.4561471,7.90163392045905,74.8295371090016,17279330.5116857,0.00557139962531938
"118","X5080070440.2080020120","Axis1",0.359475394121419,5080070440,2080020120,17265089.3498898,7.5725002985618,75.0486300499001,17279330.5116857,0.000824173239020065
"119","X7080047060.2080020120","Axis1",0.0614805813413941,7080047060,2080020120,6727855.69798119,41.2794796937349,-44.7171012899511,17279330.5116857,0.610641413830747
"120","X7080049270.2080020120","Axis1",0.0657666072290896,7080049270,2080020120,8366772.94579087,38.3952780158032,-53.5542861523609,17279330.5116857,0.515792990930258
"121","X2080020590.2080020330","Axis1",-0.241397068026851,2080020590,2080020330,258267.666673521,43.6790209466365,1.11162044096177,17279330.5116857,0.985053375389813
"122","X2080021030.2080020330","Axis1",-0.149786113498771,2080021030,2080020330,403768.86599039,44.9642181952594,0.686321132561775,17279330.5116857,0.976632840854724
"123","X2080022150.2080020330","Axis1",0.10965997186037,2080022150,2080020330,665436.247566832,46.0426578088381,1.38744379621442,17279330.5116857,0.961489465861145
"124","X2080023010.2080020330","Axis1",-0.613136421261598,2080023010,2080020330,836083.339601399,45.635580523571,3.82261572590212,17279330.5116857,0.951613672819328
"125","X2080029400.2080020330","Axis1",0.0153884826873211,2080029400,2080020330,2551132.2789319,52.7736726341205,10.6463057111133,17279330.5116857,0.852359310031913
"126","X2080030100.2080020330","Axis1",-0.241516031984333,2080030100,2080020330,3025289.8288107,55.4865513102482,10.9583415590592,17279330.5116857,0.82491857385535
"127","X2080030160.2080020330","Axis1",0.131117732787576,2080030160,2080020330,2951670.56430219,55.1307363809277,10.7474198199693,17279330.5116857,0.829179113027208
"128","X2080030220.2080020330","Axis1",0.407426188438223,2080030220,2080020330,2884459.08542356,54.8387863758785,10.4542502594303,17279330.5116857,0.833068816903939
"129","X2080030370.2080020330","Axis1",0.103362793784476,2080030370,2080020330,2768235.42111984,54.2176020572955,10.3125156618569,17279330.5116857,0.839794983998498
"130","X2080030420.2080020330","Axis1",-0.0437952146133969,2080030420,2080020330,2763817.56495377,54.1164366793274,10.5263969234354,17279330.5116857,0.840050656876744
"131","X2080030460.2080020330","Axis1",0.407378880950879,2080030460,2080020330,2739698.35700188,54.110389826763,10.1446206304996,17279330.5116857,0.841446498453799
"132","X2080030560.2080020330","Axis1",-0.648104130052016,2080030560,2080020330,2694721.66379848,54.0072513148607,9.68857041639068,17279330.5116857,0.844049417193792
"133","X2080030610.2080020330","Axis1",-0.0375572285523238,2080030610,2080020330,2665190.37613602,53.7327138757207,9.99050854339578,17279330.5116857,0.845758469963081
"134","X2080030630.2080020330","Axis1",-0.126706594409319,2080030630,2080020330,2644221.36209487,53.6306930676377,9.93500491282513,17279330.5116857,0.846972001588451
"135","X2080030660.2080020330","Axis1",-0.430640932316314,2080030660,2080020330,2616828.11590568,53.6354096429285,9.47749864559738,17279330.5116857,0.84855732031192
"136","X2080030710.2080020330","Axis1",0.368365946013291,2080030710,2080020330,2604173.01011709,53.5503605491729,9.51373064539223,17279330.5116857,0.84928970434613
"137","X2080030760.2080020330","Axis1",-0.00786925666950293,2080030760,2080020330,2592142.19363431,53.5648441209368,9.27433083855258,17279330.5116857,0.849985959127219
"138","X2080031060.2080020330","Axis1",0.349032139986382,2080031060,2080020330,2547000.68402288,53.6585762292561,8.19009827119088,17279330.5116857,0.852598416223337
"139","X2080031740.2080020330","Axis1",0.389704249517145,2080031740,2080020330,2116267.87688231,51.5671026176291,7.36985483153548,17279330.5116857,0.87752604908789
"140","X2080031750.2080020330","Axis1",-0.465621224458892,2080031750,2080020330,2158532.66170636,51.2063003575406,8.77899005167823,17279330.5116857,0.875080075570834
"141","X2080031960.2080020330","Axis1",-0.0703763566385958,2080031960,2080020330,1924825.24413794,50.5967395770831,7.07186506711803,17279330.5116857,0.888605334400183
"142","X2080032230.2080020330","Axis1",-0.388357853320876,2080032230,2080020330,1928891.27618582,50.3681496492655,7.61527230503363,17279330.5116857,0.88837002250282
"143","X2080032600.2080020330","Axis1",-0.414574150813488,2080032600,2080020330,1862115.13054051,50.15508153181,7.22588439974708,17279330.5116857,0.892234532508005
"144","X2080032670.2080020330","Axis1",0.425568239248033,2080032670,2080020330,1779430.13709752,49.8724559524634,6.78801584622998,17279330.5116857,0.897019729098062
"145","X2080032980.2080020330","Axis1",0.189847117471387,2080032980,2080020330,1715094.46182512,49.8046666198871,6.12105879649348,17279330.5116857,0.900743002706891
"146","X2080033010.2080020330","Axis1",-0.385223001787104,2080033010,2080020330,1834479.31820812,50.1969574338319,6.78846055491808,17279330.5116857,0.8938338891679
"147","X2080033020.2080020330","Axis1",-0.294974633176701,2080033020,2080020330,1768996.35479876,50.0210484750839,6.33187935914933,17279330.5116857,0.897623559338574
"148","X2080033080.2080020330","Axis1",0.247804073154712,2080033080,2080020330,1812358.62672789,50.2223779376815,6.43970072254833,17279330.5116857,0.895114071375495
"149","X2080033090.2080020330","Axis1",-0.511020056263695,2080033090,2080020330,1766945.16690125,50.0652905878108,6.20139986204688,17279330.5116857,0.897742266941055
"150","X2080033120.2080020330","Axis1",0.311536702915191,2080033120,2080020330,1807114.82310531,50.2722767161614,6.24857164355043,17279330.5116857,0.895417543990886
"151","X2080033190.2080020330","Axis1",0.229662117391571,2080033190,2080020330,1819214.63413782,50.3902432400081,6.12182471560073,17279330.5116857,0.894717296314952
"152","X2080033320.2080020330","Axis1",0.316068511654568,2080033320,2080020330,1723987.68533045,49.9669340069755,5.85571986927553,17279330.5116857,0.900228328628557
"153","X2080053790.2080020330","Axis1",-0.0331924833724402,2080053790,2080020330,1001531.74713325,47.7965510859134,-1.19898927002295,17279330.5116857,0.942038741231558
"154","X5080070260.2080020330","Axis1",0.569556415232282,5080070260,2080020330,17001590.4002162,8.2594451557755,76.301521949827,17279330.5116857,0.016073545863461
"155","X5080070390.2080020330","Axis1",0.487334806908188,5080070390,2080020330,17006210.4521448,7.9710714291485,76.022906443765,17279330.5116857,0.0158061713881896
"156","X5080070440.2080020330","Axis1",0.211778347127658,5080070440,2080020330,17087586.3053537,7.64193780725125,76.2419993846635,17279330.5116857,0.0110967381636891
"157","X7080047060.2080020330","Axis1",-0.480518335767723,7080047060,2080020330,6890988.77491333,41.3489172024243,-43.5237319551876,17279330.5116857,0.601200476473722
"158","X7080049270.2080020330","Axis1",-0.592809109523949,7080049270,2080020330,8520719.34747472,38.4647155244927,-52.3609168175975,17279330.5116857,0.506883710470593
"159","X2080021030.2080020590","Axis1",-0.527154706908957,2080021030,2080020590,293345.217097177,45.3196073787562,2.21115714906848,17279330.5116857,0.983023345904589
"160","X2080022150.2080020590","Axis1",0.811818219603058,2080022150,2080020590,527184.970968669,46.3980469923348,2.91227981272113,17279330.5116857,0.969490428427644
"161","X2080023010.2080020590","Axis1",-0.0259272418150527,2080023010,2080020590,604386.845314164,45.9909697070677,5.34745174240883,17279330.5116857,0.965022554264737
"162","X2080029400.2080020590","Axis1",0.0960720106461141,2080029400,2080020590,2372754.52590036,53.1290618176172,12.17114172762,17279330.5116857,0.862682496622441
"163","X2080030100.2080020590","Axis1",-0.00915603473336407,2080030100,2080020590,2874136.93395064,55.841940493745,12.4831775755659,17279330.5116857,0.833666186776918
"164","X2080030160.2080020590","Axis1",0.138035371609442,2080030160,2080020590,2798142.25092049,55.4861255644244,12.272255836476,17279330.5116857,0.838064197624546
"165","X2080030220.2080020590","Axis1",-0.12593195036966,2080030220,2080020590,2729622.6949995,55.1941755593753,11.979086275937,17279330.5116857,0.842029603337149
"166","X2080030370.2080020590","Axis1",-0.325071751263661,2080030370,2080020590,2607867.6454133,54.5729912407922,11.8373516783636,17279330.5116857,0.849075886149082
"167","X2080030420.2080020590","Axis1",-0.293528808472748,2080030420,2080020590,2601149.41250554,54.4718258628242,12.0512329399421,17279330.5116857,0.849464687839241
"168","X2080030460.2080020590","Axis1",-0.436559928773752,2080030460,2080020590,2579196.64857361,54.4657790102598,11.6694566470063,17279330.5116857,0.850735151640896
"169","X2080030560.2080020590","Axis1",0.198268284444182,2080030560,2080020590,2535916.78442656,54.3626404983574,11.2134064328974,17279330.5116857,0.85323987045033
"170","X2080030610.2080020590","Axis1",-0.440831821131915,2080030610,2080020590,2501612.0554524,54.0881030592175,11.5153445599025,17279330.5116857,0.85522517473923
"171","X2080030630.2080020590","Axis1",0.315466578059875,2080030630,2080020590,2479885.12336132,53.9860822511344,11.4598409293318,17279330.5116857,0.856482569062255
"172","X2080030660.2080020590","Axis1",-0.476672141025025,2080030660,2080020590,2455451.09596241,53.9907988264252,11.0023346621041,17279330.5116857,0.857896630063194
"173","X2080030710.2080020590","Axis1",-0.619082451106656,2080030710,2080020590,2441649.5336358,53.9057497326696,11.0385666618989,17279330.5116857,0.858695362532446
"174","X2080030760.2080020590","Axis1",-0.571743077914724,2080030760,2080020590,2431347.22898042,53.9202333044336,10.7991668550593,17279330.5116857,0.859291583818242
"175","X2080031060.2080020590","Axis1",-0.181680160171321,2080031060,2080020590,2394709.03297921,54.0139654127529,9.71493428769759,17279330.5116857,0.86141193194032
"176","X2080031740.2080020590","Axis1",0.225472988354208,2080031740,2080020590,1947578.66491729,51.9224918011259,8.89469084804219,17279330.5116857,0.887288534495004
"177","X2080031750.2080020590","Axis1",-0.0258028428104651,2080031750,2080020590,1973431.92167603,51.5616895410374,10.3038260681849,17279330.5116857,0.88579233898319
"178","X2080031960.2080020590","Axis1",0.214179433327838,2080031960,2080020590,1746436.60304252,50.9521287605799,8.59670108362474,17279330.5116857,0.898929151111414
