"","basin_ID","Env_Var","Country","Correlation","Site_ID1","Site_ID2"
"S3440.S1548","2080016510","qmean_raw","FRA","-0.384127566452629","S3440","S1548"
"S5166.S1548","2080016510","qmean_raw","FRA","-0.111354133316715","S5166","S1548"
"S5193.S1548","2080016510","qmean_raw","FRA","0.293575123268046","S5193","S1548"
"S5212.S1548","2080016510","qmean_raw","FRA","-0.34712412980682","S5212","S1548"
"S5448.S1548","2080016510","qmean_raw","FRA","0.375875714197005","S5448","S1548"
"S5449.S1548","2080016510","qmean_raw","FRA","0.341657005571295","S5449","S1548"
"S5471.S1548","2080016510","qmean_raw","FRA","0.497118513137889","S5471","S1548"
"S5472.S1548","2080016510","qmean_raw","FRA","0.622734701822491","S5472","S1548"
"S5490.S1548","2080016510","qmean_raw","FRA","0.256072987644966","S5490","S1548"
"S5546.S1548","2080016510","qmean_raw","FRA","0.462189116629945","S5546","S1548"
"S3412.S1578","2080016510","qmean_raw","FRA","0.15363684535532","S3412","S1578"
"S3440.S1578","2080016510","qmean_raw","FRA","-0.162243137895338","S3440","S1578"
"S5166.S1578","2080016510","qmean_raw","FRA","0.0857942443737334","S5166","S1578"
"S5193.S1578","2080016510","qmean_raw","FRA","0.387280149753419","S5193","S1578"
"S5212.S1578","2080016510","qmean_raw","FRA","-0.10142726713361","S5212","S1578"
"S5448.S1578","2080016510","qmean_raw","FRA","0.660399365558823","S5448","S1578"
"S5449.S1578","2080016510","qmean_raw","FRA","0.325067071697247","S5449","S1578"
"S5471.S1578","2080016510","qmean_raw","FRA","0.45149490047373","S5471","S1578"
"S5472.S1578","2080016510","qmean_raw","FRA","0.840278154207785","S5472","S1578"
"S5490.S1578","2080016510","qmean_raw","FRA","0.330336169900816","S5490","S1578"
"S5546.S1578","2080016510","qmean_raw","FRA","0.425965432746928","S5546","S1578"
"S3440.S3412","2080016510","qmean_raw","FRA","0.768588557131607","S3440","S3412"
"S5166.S3412","2080016510","qmean_raw","FRA","0.821138157932595","S5166","S3412"
"S5193.S3412","2080016510","qmean_raw","FRA","0.672245575398","S5193","S3412"
"S5212.S3412","2080016510","qmean_raw","FRA","0.480473845871306","S5212","S3412"
"S5448.S3412","2080016510","qmean_raw","FRA","0.538220357420303","S5448","S3412"
"S5449.S3412","2080016510","qmean_raw","FRA","0.339950315516157","S5449","S3412"
"S5471.S3412","2080016510","qmean_raw","FRA","0.284788234803002","S5471","S3412"
"S5472.S3412","2080016510","qmean_raw","FRA","0.524769732015239","S5472","S3412"
"S5490.S3412","2080016510","qmean_raw","FRA","0.37611536625807","S5490","S3412"
"S5546.S3412","2080016510","qmean_raw","FRA","0.301436931601364","S5546","S3412"
"S5166.S3440","2080016510","qmean_raw","FRA","0.659704499029267","S5166","S3440"
"S5193.S3440","2080016510","qmean_raw","FRA","0.368059379369916","S5193","S3440"
"S5212.S3440","2080016510","qmean_raw","FRA","0.688000943415921","S5212","S3440"
"S5448.S3440","2080016510","qmean_raw","FRA","0.187127137592099","S5448","S3440"
"S5449.S3440","2080016510","qmean_raw","FRA","-0.00360000568137881","S5449","S3440"
"S5471.S3440","2080016510","qmean_raw","FRA","0.0545135506035022","S5471","S3440"
"S5472.S3440","2080016510","qmean_raw","FRA","0.205614231111848","S5472","S3440"
"S5490.S3440","2080016510","qmean_raw","FRA","0.417633352076648","S5490","S3440"
"S5546.S3440","2080016510","qmean_raw","FRA","0.032980827278151","S5546","S3440"
"S5193.S5166","2080016510","qmean_raw","FRA","0.808188012099193","S5193","S5166"
"S5212.S5166","2080016510","qmean_raw","FRA","0.515147439745787","S5212","S5166"
"S5448.S5166","2080016510","qmean_raw","FRA","0.408433960058716","S5448","S5166"
"S5449.S5166","2080016510","qmean_raw","FRA","0.495531107003162","S5449","S5166"
"S5471.S5166","2080016510","qmean_raw","FRA","0.528812302342145","S5471","S5166"
"S5472.S5166","2080016510","qmean_raw","FRA","0.547053293450462","S5472","S5166"
"S5490.S5166","2080016510","qmean_raw","FRA","0.216807137017438","S5490","S5166"
"S5546.S5166","2080016510","qmean_raw","FRA","0.559377296207749","S5546","S5166"
"S5212.S5193","2080016510","qmean_raw","FRA","0.0818570018360218","S5212","S5193"
"S5448.S5193","2080016510","qmean_raw","FRA","0.654925843837986","S5448","S5193"
"S5449.S5193","2080016510","qmean_raw","FRA","0.859049046125745","S5449","S5193"
"S5471.S5193","2080016510","qmean_raw","FRA","0.877313064741735","S5471","S5193"
"S5472.S5193","2080016510","qmean_raw","FRA","0.772168531468485","S5472","S5193"
"S5490.S5193","2080016510","qmean_raw","FRA","0.333629444687928","S5490","S5193"
"S5546.S5193","2080016510","qmean_raw","FRA","0.888001380691976","S5546","S5193"
"S5448.S5212","2080016510","qmean_raw","FRA","-0.190554263002631","S5448","S5212"
"S5449.S5212","2080016510","qmean_raw","FRA","-0.375549515547393","S5449","S5212"
"S5471.S5212","2080016510","qmean_raw","FRA","-0.0892664110756463","S5471","S5212"
"S5472.S5212","2080016510","qmean_raw","FRA","0.0383433935689614","S5472","S5212"
"S5490.S5212","2080016510","qmean_raw","FRA","-0.167007627503311","S5490","S5212"
"S5546.S5212","2080016510","qmean_raw","FRA","-0.0873138258443936","S5546","S5212"
"S5449.S5448","2080016510","qmean_raw","FRA","0.674649756198758","S5449","S5448"
"S5471.S5448","2080016510","qmean_raw","FRA","0.572093922338315","S5471","S5448"
"S5472.S5448","2080016510","qmean_raw","FRA","0.871657789085037","S5472","S5448"
"S5490.S5448","2080016510","qmean_raw","FRA","0.682576421026318","S5490","S5448"
"S5546.S5448","2080016510","qmean_raw","FRA","0.56146744225306","S5546","S5448"
"S5471.S5449","2080016510","qmean_raw","FRA","0.879061755101259","S5471","S5449"
"S5472.S5449","2080016510","qmean_raw","FRA","0.648479598702111","S5472","S5449"
"S5490.S5449","2080016510","qmean_raw","FRA","0.301830997218419","S5490","S5449"
"S5546.S5449","2080016510","qmean_raw","FRA","0.889461745276261","S5546","S5449"
"S5472.S5471","2080016510","qmean_raw","FRA","0.718247620644317","S5472","S5471"
"S5490.S5471","2080016510","qmean_raw","FRA","0.198972848641383","S5490","S5471"
"S5546.S5471","2080016510","qmean_raw","FRA","0.995545864607407","S5546","S5471"
"S5490.S5472","2080016510","qmean_raw","FRA","0.518082208961009","S5490","S5472"
"S5546.S5472","2080016510","qmean_raw","FRA","0.704320013513355","S5546","S5472"
"S5546.S5490","2080016510","qmean_raw","FRA","0.15346395134498","S5546","S5490"
"S1481.S1468.1","2080016510","qmax_raw","FRA","0.9231093033181","S1481","S1468"
"S1548.S1468.1","2080016510","qmax_raw","FRA","0.444645527718876","S1548","S1468"
"S1578.S1468.1","2080016510","qmax_raw","FRA","0.385024222435372","S1578","S1468"
"S3412.S1468.1","2080016510","qmax_raw","FRA","0.31960624987821","S3412","S1468"
"S3440.S1468.1","2080016510","qmax_raw","FRA","-0.0012457355217744","S3440","S1468"
"S5166.S1468.1","2080016510","qmax_raw","FRA","0.527982769243364","S5166","S1468"
"S5193.S1468.1","2080016510","qmax_raw","FRA","0.845733860423241","S5193","S1468"
"S5212.S1468.1","2080016510","qmax_raw","FRA","-0.473680673823188","S5212","S1468"
"S5448.S1468.1","2080016510","qmax_raw","FRA","0.569658085662945","S5448","S1468"
"S5449.S1468.1","2080016510","qmax_raw","FRA","0.981683608010765","S5449","S1468"
"S5471.S1468.1","2080016510","qmax_raw","FRA","0.872398338030565","S5471","S1468"
"S5472.S1468.1","2080016510","qmax_raw","FRA","0.627903102444181","S5472","S1468"
"S5490.S1468.1","2080016510","qmax_raw","FRA","0.229042193053779","S5490","S1468"
"S5546.S1468.1","2080016510","qmax_raw","FRA","0.906837019401227","S5546","S1468"
"S1548.S1481.1","2080016510","qmax_raw","FRA","0.338040520185104","S1548","S1481"
"S1578.S1481.1","2080016510","qmax_raw","FRA","0.44210253017712","S1578","S1481"
"S3412.S1481.1","2080016510","qmax_raw","FRA","0.378801832953935","S3412","S1481"
"S3440.S1481.1","2080016510","qmax_raw","FRA","-0.00803983977743306","S3440","S1481"
"S5166.S1481.1","2080016510","qmax_raw","FRA","0.507616628475711","S5166","S1481"
"S5193.S1481.1","2080016510","qmax_raw","FRA","0.795445665445782","S5193","S1481"
"S5212.S1481.1","2080016510","qmax_raw","FRA","-0.415998286747872","S5212","S1481"
"S5448.S1481.1","2080016510","qmax_raw","FRA","0.717025981595408","S5448","S1481"
"S5449.S1481.1","2080016510","qmax_raw","FRA","0.971372607589138","S5449","S1481"
"S5471.S1481.1","2080016510","qmax_raw","FRA","0.853767504186485","S5471","S1481"
"S5472.S1481.1","2080016510","qmax_raw","FRA","0.671383689573381","S5472","S1481"
"S5490.S1481.1","2080016510","qmax_raw","FRA","0.282342707951276","S5490","S1481"
"S5546.S1481.1","2080016510","qmax_raw","FRA","0.885869138407392","S5546","S1481"
"S1578.S1548.1","2080016510","qmax_raw","FRA","0.82010092897963","S1578","S1548"
"S3412.S1548.1","2080016510","qmax_raw","FRA","-0.213398234889165","S3412","S1548"
"S3440.S1548.1","2080016510","qmax_raw","FRA","-0.369281501312916","S3440","S1548"
"S5166.S1548.1","2080016510","qmax_raw","FRA","-0.0666024817905335","S5166","S1548"
"S5193.S1548.1","2080016510","qmax_raw","FRA","0.389486933411117","S5193","S1548"
"S5212.S1548.1","2080016510","qmax_raw","FRA","-0.354920591039679","S5212","S1548"
"S5448.S1548.1","2080016510","qmax_raw","FRA","0.352188970562335","S5448","S1548"
"S5449.S1548.1","2080016510","qmax_raw","FRA","0.390853548989255","S5449","S1548"
"S5471.S1548.1","2080016510","qmax_raw","FRA","0.551834327020596","S5471","S1548"
"S5472.S1548.1","2080016510","qmax_raw","FRA","0.652016757039339","S5472","S1548"
"S5490.S1548.1","2080016510","qmax_raw","FRA","0.22345313561132","S5490","S1548"
"S5546.S1548.1","2080016510","qmax_raw","FRA","0.50730736522764","S5546","S1548"
"S3412.S1578.1","2080016510","qmax_raw","FRA","0.121359765701593","S3412","S1578"
"S3440.S1578.1","2080016510","qmax_raw","FRA","-0.251148553018538","S3440","S1578"
"S5166.S1578.1","2080016510","qmax_raw","FRA","0.0645103808122309","S5166","S1578"
"S5193.S1578.1","2080016510","qmax_raw","FRA","0.438175851900968","S5193","S1578"
"S5212.S1578.1","2080016510","qmax_raw","FRA","-0.235230485469975","S5212","S1578"
"S5448.S1578.1","2080016510","qmax_raw","FRA","0.705882339122814","S5448","S1578"
"S5449.S1578.1","2080016510","qmax_raw","FRA","0.387691001475908","S5449","S1578"
"S5471.S1578.1","2080016510","qmax_raw","FRA","0.457775993015051","S5471","S1578"
"S5472.S1578.1","2080016510","qmax_raw","FRA","0.855555907186082","S5472","S1578"
"S5490.S1578.1","2080016510","qmax_raw","FRA","0.345417787455634","S5490","S1578"
"S5546.S1578.1","2080016510","qmax_raw","FRA","0.423481192600944","S5546","S1578"
"S3440.S3412.1","2080016510","qmax_raw","FRA","0.747235710472182","S3440","S3412"
"S5166.S3412.1","2080016510","qmax_raw","FRA","0.814524849304217","S5166","S3412"
"S5193.S3412.1","2080016510","qmax_raw","FRA","0.678774162065513","S5193","S3412"
"S5212.S3412.1","2080016510","qmax_raw","FRA","0.414364087390365","S5212","S3412"
"S5448.S3412.1","2080016510","qmax_raw","FRA","0.534191954184377","S5448","S3412"
"S5449.S3412.1","2080016510","qmax_raw","FRA","0.32201124466259","S5449","S3412"
"S5471.S3412.1","2080016510","qmax_raw","FRA","0.266452774541545","S5471","S3412"
"S5472.S3412.1","2080016510","qmax_raw","FRA","0.510976733682356","S5472","S3412"
"S5490.S3412.1","2080016510","qmax_raw","FRA","0.362327880546586","S5490","S3412"
"S5546.S3412.1","2080016510","qmax_raw","FRA","0.27938793379158","S5546","S3412"
"S5166.S3440.1","2080016510","qmax_raw","FRA","0.617794200372584","S5166","S3440"
"S5193.S3440.1","2080016510","qmax_raw","FRA","0.422995746994146","S5193","S3440"
"S5212.S3440.1","2080016510","qmax_raw","FRA","0.65970754740119","S5212","S3440"
"S5448.S3440.1","2080016510","qmax_raw","FRA","0.179551418880016","S5448","S3440"
"S5449.S3440.1","2080016510","qmax_raw","FRA","0.000384128962443553","S5449","S3440"
"S5471.S3440.1","2080016510","qmax_raw","FRA","0.0883898303545957","S5471","S3440"
"S5472.S3440.1","2080016510","qmax_raw","FRA","0.178832624285992","S5472","S3440"
"S5490.S3440.1","2080016510","qmax_raw","FRA","0.417613897508302","S5490","S3440"
"S5546.S3440.1","2080016510","qmax_raw","FRA","0.0469154963559064","S5546","S3440"
"S5193.S5166.1","2080016510","qmax_raw","FRA","0.786767333363838","S5193","S5166"
"S5212.S5166.1","2080016510","qmax_raw","FRA","0.368781792645022","S5212","S5166"
"S5448.S5166.1","2080016510","qmax_raw","FRA","0.378875020929684","S5448","S5166"
"S5449.S5166.1","2080016510","qmax_raw","FRA","0.485442640966422","S5449","S5166"
"S5471.S5166.1","2080016510","qmax_raw","FRA","0.509066908260746","S5471","S5166"
"S5472.S5166.1","2080016510","qmax_raw","FRA","0.529778496803367","S5472","S5166"
"S5490.S5166.1","2080016510","qmax_raw","FRA","0.174590439400994","S5490","S5166"
"S5546.S5166.1","2080016510","qmax_raw","FRA","0.549150727349535","S5546","S5166"
"S5212.S5193.1","2080016510","qmax_raw","FRA","0.00908281865018585","S5212","S5193"
"S5448.S5193.1","2080016510","qmax_raw","FRA","0.644891491907231","S5448","S5193"
"S5449.S5193.1","2080016510","qmax_raw","FRA","0.818466816549224","S5449","S5193"
"S5471.S5193.1","2080016510","qmax_raw","FRA","0.860884484762359","S5471","S5193"
"S5472.S5193.1","2080016510","qmax_raw","FRA","0.803076597021542","S5472","S5193"
"S5490.S5193.1","2080016510","qmax_raw","FRA","0.363137349060459","S5490","S5193"
"S5546.S5193.1","2080016510","qmax_raw","FRA","0.861192659755444","S5546","S5193"
"S5448.S5212.1","2080016510","qmax_raw","FRA","-0.244424888112451","S5448","S5212"
"S5449.S5212.1","2080016510","qmax_raw","FRA","-0.485825980845553","S5449","S5212"
"S5471.S5212.1","2080016510","qmax_raw","FRA","-0.175319748168937","S5471","S5212"
"S5472.S5212.1","2080016510","qmax_raw","FRA","-0.029250234365986","S5472","S5212"
"S5490.S5212.1","2080016510","qmax_raw","FRA","-0.164722110803847","S5490","S5212"
"S5546.S5212.1","2080016510","qmax_raw","FRA","-0.215372888497232","S5546","S5212"
"S5449.S5448.1","2080016510","qmax_raw","FRA","0.636503438881484","S5449","S5448"
"S5471.S5448.1","2080016510","qmax_raw","FRA","0.523025870546523","S5471","S5448"
"S5472.S5448.1","2080016510","qmax_raw","FRA","0.839836281187783","S5472","S5448"
"S5490.S5448.1","2080016510","qmax_raw","FRA","0.687114981565506","S5490","S5448"
"S5546.S5448.1","2080016510","qmax_raw","FRA","0.509589584483673","S5546","S5448"
"S5471.S5449.1","2080016510","qmax_raw","FRA","0.873891498561601","S5471","S5449"
"S5472.S5449.1","2080016510","qmax_raw","FRA","0.626293993066641","S5472","S5449"
"S5490.S5449.1","2080016510","qmax_raw","FRA","0.278592743433775","S5490","S5449"
"S5546.S5449.1","2080016510","qmax_raw","FRA","0.903279846661066","S5546","S5449"
"S5472.S5471.1","2080016510","qmax_raw","FRA","0.704188912042132","S5472","S5471"
"S5490.S5471.1","2080016510","qmax_raw","FRA","0.192797143669969","S5490","S5471"
"S5546.S5471.1","2080016510","qmax_raw","FRA","0.990905058943758","S5546","S5471"
"S5490.S5472.1","2080016510","qmax_raw","FRA","0.477373286373226","S5490","S5472"
"S5546.S5472.1","2080016510","qmax_raw","FRA","0.678694886627568","S5546","S5472"
"S5546.S5490.1","2080016510","qmax_raw","FRA","0.134744593472902","S5546","S5490"
"S1481.S1468.2","2080016510","qmin_raw","FRA","0.964119884965183","S1481","S1468"
"S1548.S1468.2","2080016510","qmin_raw","FRA","-0.298203163915251","S1548","S1468"
"S1578.S1468.2","2080016510","qmin_raw","FRA","0.0836849164823942","S1578","S1468"
"S3412.S1468.2","2080016510","qmin_raw","FRA","0.480805021332126","S3412","S1468"
"S3440.S1468.2","2080016510","qmin_raw","FRA","0.374599913850082","S3440","S1468"
"S5166.S1468.2","2080016510","qmin_raw","FRA","0.334914485149599","S5166","S1468"
"S5193.S1468.2","2080016510","qmin_raw","FRA","0.85142782217744","S5193","S1468"
"S5212.S1468.2","2080016510","qmin_raw","FRA","0.368617230830135","S5212","S1468"
"S5448.S1468.2","2080016510","qmin_raw","FRA","0.837099603437248","S5448","S1468"
"S5449.S1468.2","2080016510","qmin_raw","FRA","0.989180561395583","S5449","S1468"
"S5471.S1468.2","2080016510","qmin_raw","FRA","0.846362908359518","S5471","S1468"
"S5472.S1468.2","2080016510","qmin_raw","FRA","0.671913234617912","S5472","S1468"
"S5490.S1468.2","2080016510","qmin_raw","FRA","0.862633422663038","S5490","S1468"
"S5546.S1468.2","2080016510","qmin_raw","FRA","0.818286804669633","S5546","S1468"
"S1548.S1481.2","2080016510","qmin_raw","FRA","-0.185759000209101","S1548","S1481"
"S1578.S1481.2","2080016510","qmin_raw","FRA","0.269546962484277","S1578","S1481"
"S3412.S1481.2","2080016510","qmin_raw","FRA","0.503281579752856","S3412","S1481"
"S3440.S1481.2","2080016510","qmin_raw","FRA","0.38548801210077","S3440","S1481"
"S5166.S1481.2","2080016510","qmin_raw","FRA","0.335775872265637","S5166","S1481"
"S5193.S1481.2","2080016510","qmin_raw","FRA","0.868540609764387","S5193","S1481"
"S5212.S1481.2","2080016510","qmin_raw","FRA","0.345012899133111","S5212","S1481"
"S5448.S1481.2","2080016510","qmin_raw","FRA","0.933584086832337","S5448","S1481"
"S5449.S1481.2","2080016510","qmin_raw","FRA","0.987158922413793","S5449","S1481"
"S5471.S1481.2","2080016510","qmin_raw","FRA","0.915255848545748","S5471","S1481"
"S5472.S1481.2","2080016510","qmin_raw","FRA","0.802070748421016","S5472","S1481"
"S5490.S1481.2","2080016510","qmin_raw","FRA","0.899148967993174","S5490","S1481"
"S5546.S1481.2","2080016510","qmin_raw","FRA","0.894239961580156","S5546","S1481"
"S1578.S1548.2","2080016510","qmin_raw","FRA","0.558780807493122","S1578","S1548"
"S3412.S1548.2","2080016510","qmin_raw","FRA","-0.550161195925364","S3412","S1548"
"S3440.S1548.2","2080016510","qmin_raw","FRA","-0.551215336718379","S3440","S1548"
"S5166.S1548.2","2080016510","qmin_raw","FRA","-0.483053531626911","S5166","S1548"
"S5193.S1548.2","2080016510","qmin_raw","FRA","-0.458712198010973","S5193","S1548"
"S5212.S1548.2","2080016510","qmin_raw","FRA","-0.561104822687245","S5212","S1548"
"S5448.S1548.2","2080016510","qmin_raw","FRA","-0.0787820617551846","S5448","S1548"
"S5449.S1548.2","2080016510","qmin_raw","FRA","-0.290165259103932","S5449","S1548"
"S5471.S1548.2","2080016510","qmin_raw","FRA","-0.200685001956189","S5471","S1548"
"S5472.S1548.2","2080016510","qmin_raw","FRA","-0.0716326854264516","S5472","S1548"
"S5490.S1548.2","2080016510","qmin_raw","FRA","-0.342708463796239","S5490","S1548"
"S5546.S1548.2","2080016510","qmin_raw","FRA","-0.187134019392774","S5546","S1548"
"S3412.S1578.2","2080016510","qmin_raw","FRA","0.21744978000031","S3412","S1578"
"S3440.S1578.2","2080016510","qmin_raw","FRA","0.192283637496599","S3440","S1578"
"S5166.S1578.2","2080016510","qmin_raw","FRA","0.169294291868752","S5166","S1578"
"S5193.S1578.2","2080016510","qmin_raw","FRA","0.195888908385553","S5193","S1578"
"S5212.S1578.2","2080016510","qmin_raw","FRA","-0.029971403819989","S5212","S1578"
"S5448.S1578.2","2080016510","qmin_raw","FRA","0.542626311091637","S5448","S1578"
"S5449.S1578.2","2080016510","qmin_raw","FRA","0.144533092529808","S5449","S1578"
"S5471.S1578.2","2080016510","qmin_raw","FRA","0.33951100658607","S5471","S1578"
"S5472.S1578.2","2080016510","qmin_raw","FRA","0.502154406946812","S5472","S1578"
"S5490.S1578.2","2080016510","qmin_raw","FRA","0.242060038335184","S5490","S1578"
"S5546.S1578.2","2080016510","qmin_raw","FRA","0.37917792989982","S5546","S1578"
"S3440.S3412.2","2080016510","qmin_raw","FRA","0.985619261443032","S3440","S3412"
"S5166.S3412.2","2080016510","qmin_raw","FRA","0.704904532163993","S5166","S3412"
"S5193.S3412.2","2080016510","qmin_raw","FRA","0.800255834777164","S5193","S3412"
"S5212.S3412.2","2080016510","qmin_raw","FRA","0.66422323833462","S5212","S3412"
"S5448.S3412.2","2080016510","qmin_raw","FRA","0.620538086982463","S5448","S3412"
"S5449.S3412.2","2080016510","qmin_raw","FRA","0.509490156761007","S5449","S3412"
"S5471.S3412.2","2080016510","qmin_raw","FRA","0.500283702187966","S5471","S3412"
"S5472.S3412.2","2080016510","qmin_raw","FRA","0.673489008322907","S5472","S3412"
"S5490.S3412.2","2080016510","qmin_raw","FRA","0.70925634692156","S5490","S3412"
"S5546.S3412.2","2080016510","qmin_raw","FRA","0.515282249227681","S5546","S3412"
"S5166.S3440.2","2080016510","qmin_raw","FRA","0.696619484244028","S5166","S3440"
"S5193.S3440.2","2080016510","qmin_raw","FRA","0.716393353485087","S5193","S3440"
"S5212.S3440.2","2080016510","qmin_raw","FRA","0.621213888972905","S5212","S3440"
"S5448.S3440.2","2080016510","qmin_raw","FRA","0.51877195681128","S5448","S3440"
"S5449.S3440.2","2080016510","qmin_raw","FRA","0.396605339767771","S5449","S3440"
"S5471.S3440.2","2080016510","qmin_raw","FRA","0.382480328415361","S5471","S3440"
"S5472.S3440.2","2080016510","qmin_raw","FRA","0.573984794006833","S5472","S3440"
"S5490.S3440.2","2080016510","qmin_raw","FRA","0.614525467741818","S5490","S3440"
"S5546.S3440.2","2080016510","qmin_raw","FRA","0.394335672687029","S5546","S3440"
"S5193.S5166.2","2080016510","qmin_raw","FRA","0.66323071259877","S5193","S5166"
"S5212.S5166.2","2080016510","qmin_raw","FRA","0.877960083567946","S5212","S5166"
"S5448.S5166.2","2080016510","qmin_raw","FRA","0.463749043043571","S5448","S5166"
"S5449.S5166.2","2080016510","qmin_raw","FRA","0.366221603755578","S5449","S5166"
"S5471.S5166.2","2080016510","qmin_raw","FRA","0.48915978852057","S5471","S5166"
"S5472.S5166.2","2080016510","qmin_raw","FRA","0.429202809575516","S5472","S5166"
"S5490.S5166.2","2080016510","qmin_raw","FRA","0.612455502634459","S5490","S5166"
"S5546.S5166.2","2080016510","qmin_raw","FRA","0.504207628326153","S5546","S5166"
"S5212.S5193.2","2080016510","qmin_raw","FRA","0.648892388290633","S5212","S5193"
"S5448.S5193.2","2080016510","qmin_raw","FRA","0.866413878434855","S5448","S5193"
"S5449.S5193.2","2080016510","qmin_raw","FRA","0.871158233309857","S5449","S5193"
"S5471.S5193.2","2080016510","qmin_raw","FRA","0.887553348976398","S5471","S5193"
"S5472.S5193.2","2080016510","qmin_raw","FRA","0.82885287580823","S5472","S5193"
"S5490.S5193.2","2080016510","qmin_raw","FRA","0.980503469100793","S5490","S5193"
"S5546.S5193.2","2080016510","qmin_raw","FRA","0.879233857624666","S5546","S5193"
"S5448.S5212.2","2080016510","qmin_raw","FRA","0.398375168213065","S5448","S5212"
"S5449.S5212.2","2080016510","qmin_raw","FRA","0.399563261998977","S5449","S5212"
"S5471.S5212.2","2080016510","qmin_raw","FRA","0.415737875201571","S5471","S5212"
"S5472.S5212.2","2080016510","qmin_raw","FRA","0.501927586698268","S5472","S5212"
"S5490.S5212.2","2080016510","qmin_raw","FRA","0.584092982259892","S5490","S5212"
"S5546.S5212.2","2080016510","qmin_raw","FRA","0.433411462069698","S5546","S5212"
"S5449.S5448.2","2080016510","qmin_raw","FRA","0.886655142049741","S5449","S5448"
"S5471.S5448.2","2080016510","qmin_raw","FRA","0.906382967812321","S5471","S5448"
"S5472.S5448.2","2080016510","qmin_raw","FRA","0.883775081430185","S5472","S5448"
"S5490.S5448.2","2080016510","qmin_raw","FRA","0.881419729728465","S5490","S5448"
"S5546.S5448.2","2080016510","qmin_raw","FRA","0.907364454507265","S5546","S5448"
"S5471.S5449.2","2080016510","qmin_raw","FRA","0.880275347345727","S5471","S5449"
"S5472.S5449.2","2080016510","qmin_raw","FRA","0.740094519891819","S5472","S5449"
"S5490.S5449.2","2080016510","qmin_raw","FRA","0.886764950397326","S5490","S5449"
"S5546.S5449.2","2080016510","qmin_raw","FRA","0.854654171942765","S5546","S5449"
"S5472.S5471.2","2080016510","qmin_raw","FRA","0.77768321999918","S5472","S5471"
"S5490.S5471.2","2080016510","qmin_raw","FRA","0.927765831878035","S5490","S5471"
"S5546.S5471.2","2080016510","qmin_raw","FRA","0.994998690249585","S5546","S5471"
"S5490.S5472.2","2080016510","qmin_raw","FRA","0.849607017917038","S5490","S5472"
"S5546.S5472.2","2080016510","qmin_raw","FRA","0.780614848490607","S5546","S5472"
"S5546.S5490.2","2080016510","qmin_raw","FRA","0.912758369527853","S5546","S5490"
"S3237.S2679","2080016960","qmean_raw","ESP","1","S3237","S2679"
"S3782.S2679","2080016960","qmean_raw","ESP","0.998697678417706","S3782","S2679"
"S4441.S2679","2080016960","qmean_raw","ESP","0.996014318231981","S4441","S2679"
"S5116.S2679","2080016960","qmean_raw","ESP","0.993651644662242","S5116","S2679"
"S5561.S2679","2080016960","qmean_raw","ESP","0.986420524843294","S5561","S2679"
