"SiteID","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"S1468",16.9833333333333,15.95,16.025,16.4416666666667,16.3916666666667,15.95,16.625,15.2833333333333,17.2583333333333,16.3,15.5333333333333
"S1481",17.2333333333333,16.2333333333333,16.275,16.775,16.5666666666667,16.1583333333333,16.9416666666667,15.5583333333333,17.5083333333333,16.575,15.8166666666667
"S1548",16.8666666666667,15.8416666666667,15.8916666666667,16.325,16.2416666666667,15.8166666666667,16.4833333333333,15.125,17.1166666666667,16.15,15.3916666666667
"S1578",16.9666666666667,15.95,16.0166666666667,16.4666666666667,16.3583333333333,15.9333333333333,16.65,15.3,17.25,16.2833333333333,15.55
"S3412",19.95,19.0916666666667,18.925,19.9166666666667,19.5833333333333,19.2083333333333,19.9916666666667,18.5666666666667,20.3583333333333,19.675,18.8416666666667
"S3440",17.7416666666667,16.8583333333333,16.625,17.65,17.2833333333333,16.9666666666667,17.7416666666667,16.3583333333333,18.15,17.4333333333333,16.6083333333333
"S5166",9.75833333333334,8.91666666666667,8.75833333333334,9.625,9.55833333333334,8.96666666666667,9.64166666666667,8.3,9.95833333333334,9.46666666666667,8.725
"S5193",21.3416666666667,20.5083333333333,20.2583333333333,21.3333333333333,21.025,20.675,21.375,19.95,21.7333333333333,21.1166666666667,20.3166666666667
"S5212",13.95,13.1,12.8916666666667,13.8666666666667,13.7666666666667,13.2,13.875,12.5666666666667,14.1416666666667,13.675,12.9333333333333
"S5448",15.3333333333333,14.35,14.4,14.975,14.6833333333333,14.25,15.1,13.7,15.6666666666667,14.6916666666667,13.9166666666667
"S5449",17.85,16.8666666666667,16.8833333333333,17.5166666666667,17.2083333333333,16.7916666666667,17.65,16.2166666666667,18.175,17.2666666666667,16.4666666666667
"S5471",17.8333333333333,16.8833333333333,16.7833333333333,17.4916666666667,17.2666666666667,16.8166666666667,17.6166666666667,16.2083333333333,18.0833333333333,17.2416666666667,16.5083333333333
"S5472",18.0666666666667,17.1166666666667,17.0666666666667,17.7833333333333,17.475,17.075,17.9,16.5,18.3916666666667,17.55,16.7666666666667
"S5490",17.625,16.6833333333333,16.6416666666667,17.3916666666667,17.0916666666667,16.6583333333333,17.5083333333333,16.0916666666667,17.975,17.15,16.325
"S5546",16.7333333333333,15.7916666666667,15.6416666666667,16.3833333333333,16.225,15.75,16.5,15.1,16.9083333333333,16.1583333333333,15.4333333333333
