"","Axis1","Axis2","site_year","site","MAIN_BAS","origin","sINGEO_ID","year"
"2178_2010",-1.33704905949996,0.453315365502198,"2178_2010",2178,"2080048980","UK",2178,2010
"2178_2012",-1.4949643693386,0.288078139637816,"2178_2012",2178,"2080048980","UK",2178,2012
"2178_2013",-1.37364626197148,0.408674865620989,"2178_2013",2178,"2080048980","UK",2178,2013
"2191_2004",-0.555460250146322,0.17913831090913,"2191_2004",2191,"2080053790","UK",2191,2004
"2191_2005",-0.964423913589216,0.317132269025578,"2191_2005",2191,"2080053790","UK",2191,2005
"2191_2007",-0.284233332363818,-0.0270377986278315,"2191_2007",2191,"2080053790","UK",2191,2007
"2191_2008",-0.301780080677361,-0.256994085622553,"2191_2008",2191,"2080053790","UK",2191,2008
"2191_2009",-0.34762819711974,0.0327656529218023,"2191_2009",2191,"2080053790","UK",2191,2009
"2191_2010",-0.521076494874515,-0.0333773061117757,"2191_2010",2191,"2080053790","UK",2191,2010
"2191_2011",-0.954143298990771,0.193721800382511,"2191_2011",2191,"2080053790","UK",2191,2011
"2191_2012",-1.02321255303091,0.0947503020877708,"2191_2012",2191,"2080053790","UK",2191,2012
"2191_2013",-0.560512769529457,-0.245208208355653,"2191_2013",2191,"2080053790","UK",2191,2013
"2192_2004",-1.33704905949996,0.453315365502198,"2192_2004",2192,"2080053240","UK",2192,2004
"2192_2005",-1.33704905949996,0.453315365502198,"2192_2005",2192,"2080053240","UK",2192,2005
"2192_2006",-1.33704905949996,0.453315365502198,"2192_2006",2192,"2080053240","UK",2192,2006
"2192_2007",-1.33704905949996,0.453315365502198,"2192_2007",2192,"2080053240","UK",2192,2007
"2192_2008",-1.33704905949996,0.453315365502198,"2192_2008",2192,"2080053240","UK",2192,2008
"2192_2009",-1.33704905949996,0.453315365502198,"2192_2009",2192,"2080053240","UK",2192,2009
"2192_2010",-1.33704905949996,0.453315365502198,"2192_2010",2192,"2080053240","UK",2192,2010
"2192_2011",1.41470515196447,1.92625632472196,"2192_2011",2192,"2080053240","UK",2192,2011
"2192_2012",-0.849053238747646,0.714526570092894,"2192_2012",2192,"2080053240","UK",2192,2012
"2192_2013",-1.01437636271258,0.605257447616899,"2192_2013",2192,"2080053240","UK",2192,2013
"2253_2004",-0.0262872887848582,-2.17242682820211,"2253_2004",2253,"2080048980","UK",2253,2004
"2253_2005",0.496144903017976,-2.26633850026219,"2253_2005",2253,"2080048980","UK",2253,2005
"2253_2006",-0.354259447006368,-2.10366873427098,"2253_2006",2253,"2080048980","UK",2253,2006
"2253_2007",-0.17312539579058,-2.36117640802634,"2253_2007",2253,"2080048980","UK",2253,2007
"2253_2008",-1.22758444854518,-2.47756309334659,"2253_2008",2253,"2080048980","UK",2253,2008
"2253_2009",-3.16821214619837,-2.14594379895012,"2253_2009",2253,"2080048980","UK",2253,2009
"2253_2010",-3.80796205002196,-2.52633842797692,"2253_2010",2253,"2080048980","UK",2253,2010
"2253_2011",0.0273055820253456,-2.64335412342019,"2253_2011",2253,"2080048980","UK",2253,2011
"2253_2013",-2.21609433414511,-2.47390934195617,"2253_2013",2253,"2080048980","UK",2253,2013
"2255_2004",-2.37692708480578,0.315809455226408,"2255_2004",2255,"2080048980","UK",2255,2004
"2255_2005",-3.42160307323648,0.426744598571097,"2255_2005",2255,"2080048980","UK",2255,2005
"2255_2006",-2.45734949884712,0.357566920122997,"2255_2006",2255,"2080048980","UK",2255,2006
"2255_2007",-2.69921311052702,0.368218207056394,"2255_2007",2255,"2080048980","UK",2255,2007
"2255_2008",-2.35367445852144,-0.257178588608106,"2255_2008",2255,"2080048980","UK",2255,2008
"2255_2009",-2.36640615190983,-0.157227024552981,"2255_2009",2255,"2080048980","UK",2255,2009
"2255_2010",-2.36407610893733,0.0268591338988762,"2255_2010",2255,"2080048980","UK",2255,2010
"2255_2011",-2.07518474127843,0.398976327103643,"2255_2011",2255,"2080048980","UK",2255,2011
"2255_2012",-2.63208209176129,0.175921703206805,"2255_2012",2255,"2080048980","UK",2255,2012
"2255_2013",-2.11072800471414,0.0162801287870229,"2255_2013",2255,"2080048980","UK",2255,2013
"2257_2004",-1.00323320578739,0.0324106945980289,"2257_2004",2257,"2080048980","UK",2257,2004
"2257_2005",-1.11030799668417,0.268101580275219,"2257_2005",2257,"2080048980","UK",2257,2005
"2257_2006",-2.68056220401539,0.30373240771246,"2257_2006",2257,"2080048980","UK",2257,2006
"2257_2007",-2.81538763420332,0.260171056943034,"2257_2007",2257,"2080048980","UK",2257,2007
"2257_2008",-2.88881707416076,0.311622945197844,"2257_2008",2257,"2080048980","UK",2257,2008
"2257_2009",-1.83013751525957,0.258186068119053,"2257_2009",2257,"2080048980","UK",2257,2009
"2257_2010",-2.04089300097601,0.232401594887865,"2257_2010",2257,"2080048980","UK",2257,2010
"2257_2011",-1.67987891154084,0.206896315147593,"2257_2011",2257,"2080048980","UK",2257,2011
"2257_2012",-1.88129095137107,0.139554558568178,"2257_2012",2257,"2080048980","UK",2257,2012
"2257_2013",-1.43132370003378,-0.187719684143619,"2257_2013",2257,"2080048980","UK",2257,2013
"2258_2004",-1.57459301626756,0.452871363611209,"2258_2004",2258,"2080048980","UK",2258,2004
"2258_2005",-1.54360902190657,0.452929276901338,"2258_2005",2258,"2080048980","UK",2258,2005
"2258_2006",-1.41206294058446,0.453175154378728,"2258_2006",2258,"2080048980","UK",2258,2006
"2258_2007",-0.697843440519719,-0.426549085246844,"2258_2007",2258,"2080048980","UK",2258,2007
"2258_2008",-0.419683252762425,-1.09481847747759,"2258_2008",2258,"2080048980","UK",2258,2008
"2258_2009",-0.728021205551065,-1.88763814118996,"2258_2009",2258,"2080048980","UK",2258,2009
"2258_2010",-1.96326033686233,-0.951981112032801,"2258_2010",2258,"2080048980","UK",2258,2010
"2258_2011",2.0560767526103,0.116305655729228,"2258_2011",2258,"2080048980","UK",2258,2011
"2258_2013",-0.828559884640708,-1.39988449377042,"2258_2013",2258,"2080048980","UK",2258,2013
"2259_2004",-1.55508348464367,0.254082005637206,"2259_2004",2259,"2080048980","UK",2259,2004
"2259_2005",-1.36561332835272,0.393947488849538,"2259_2005",2259,"2080048980","UK",2259,2005
"2259_2006",-1.87322192726803,-0.0413687225870324,"2259_2006",2259,"2080048980","UK",2259,2006
"2259_2007",-1.4371171950333,0.204998672810489,"2259_2007",2259,"2080048980","UK",2259,2007
"2259_2008",-1.64211293254042,0.171857177451429,"2259_2008",2259,"2080048980","UK",2259,2008
"2259_2009",-1.45690554560441,0.235152775982213,"2259_2009",2259,"2080048980","UK",2259,2009
"2259_2010",-1.66904125923749,0.0791900386751851,"2259_2010",2259,"2080048980","UK",2259,2010
"2259_2011",1.05664320742542,1.130641899992,"2259_2011",2259,"2080048980","UK",2259,2011
"2259_2012",-1.98151201851959,-0.215561181450317,"2259_2012",2259,"2080048980","UK",2259,2012
"2259_2013",-1.03984028397978,0.202694129747735,"2259_2013",2259,"2080048980","UK",2259,2013
"2262_2004",-1.20248997903219,0.404138136218974,"2262_2004",2262,"2080048980","UK",2262,2004
"2262_2005",-1.08059528260845,0.35958935204476,"2262_2005",2262,"2080048980","UK",2262,2005
"2262_2006",-1.33704905949996,0.453315365502198,"2262_2006",2262,"2080048980","UK",2262,2006
"2262_2007",-0.794796048659699,0.255138471375774,"2262_2007",2262,"2080048980","UK",2262,2007
"2262_2008",-1.04346561120665,0.346019592520618,"2262_2008",2262,"2080048980","UK",2262,2008
"2262_2009",-1.44237748668266,0.26159672622706,"2262_2009",2262,"2080048980","UK",2262,2009
"2262_2010",-1.2992043181184,0.439484269766292,"2262_2010",2262,"2080048980","UK",2262,2010
"2262_2011",2.71697583910067,2.40534052046157,"2262_2011",2262,"2080048980","UK",2262,2011
"2262_2012",-1.20771557439016,0.406047931530944,"2262_2012",2262,"2080048980","UK",2262,2012
"2262_2013",-1.07128355388146,0.252825279740145,"2262_2013",2262,"2080048980","UK",2262,2013
"2274_2004",-1.50735284041306,0.106732766330764,"2274_2004",2274,"2080053100","UK",2274,2004
"2274_2005",-2.7520615183212,0.0235825535191027,"2274_2005",2274,"2080053100","UK",2274,2005
"2274_2006",-0.314542089949865,-1.52017789921785,"2274_2006",2274,"2080053100","UK",2274,2006
"2274_2007",-1.02400326400827,-0.41471877551392,"2274_2007",2274,"2080053100","UK",2274,2007
"2274_2008",1.5357459116592,1.48963337620586,"2274_2008",2274,"2080053100","UK",2274,2008
"2274_2009",-3.52966083632568,0.369827186133439,"2274_2009",2274,"2080053100","UK",2274,2009
"2274_2010",-1.48750616002659,-0.865714261143651,"2274_2010",2274,"2080053100","UK",2274,2010
"2274_2011",-3.33254471214916,0.322483042991304,"2274_2011",2274,"2080053100","UK",2274,2011
"2274_2013",-3.42718722708398,-0.340528611367509,"2274_2013",2274,"2080053100","UK",2274,2013
"2290_2004",-0.231671585544095,-2.40102544009546,"2290_2004",2290,"2080053790","UK",2290,2004
"2290_2005",0.622553539123395,-2.28709195620243,"2290_2005",2290,"2080053790","UK",2290,2005
"2290_2006",1.24748065330511,-2.1564486245674,"2290_2006",2290,"2080053790","UK",2290,2006
"2290_2007",1.01879969834825,-2.41142759864719,"2290_2007",2290,"2080053790","UK",2290,2007
"2290_2008",0.75121088264553,-2.44879150540685,"2290_2008",2290,"2080053790","UK",2290,2008
"2290_2009",0.529272795949189,-2.87654717717052,"2290_2009",2290,"2080053790","UK",2290,2009
"2290_2010",0.820400122815819,-2.54089709435611,"2290_2010",2290,"2080053790","UK",2290,2010
"2290_2011",0.89263983161851,-2.2696517702241,"2290_2011",2290,"2080053790","UK",2290,2011
"2290_2012",0.558960532196148,-2.65072499870923,"2290_2012",2290,"2080053790","UK",2290,2012
"2290_2013",0.778740435281703,-2.62159511892196,"2290_2013",2290,"2080053790","UK",2290,2013
"2312_2004",0.474556933211887,-0.717703626371344,"2312_2004",2312,"2080053240","UK",2312,2004
"2312_2005",0.788135460408273,-0.449979680651416,"2312_2005",2312,"2080053240","UK",2312,2005
"2312_2006",-1.30935687488972,0.458362373414371,"2312_2006",2312,"2080053240","UK",2312,2006
"2312_2007",0.55570448650528,-0.451700318034358,"2312_2007",2312,"2080053240","UK",2312,2007
"2312_2009",1.08501438891987,-0.431874761595829,"2312_2009",2312,"2080053240","UK",2312,2009
"2312_2011",-0.520380289741949,0.270501269058015,"2312_2011",2312,"2080053240","UK",2312,2011
"2312_2012",2.23576455201055,-0.447129588898154,"2312_2012",2312,"2080053240","UK",2312,2012
"2312_2013",-1.33704905949996,0.453315365502198,"2312_2013",2312,"2080053240","UK",2312,2013
"2316_2004",-3.90061068689792,0.448523720933675,"2316_2004",2316,"2080053100","UK",2316,2004
"2316_2005",-4.02511124385453,0.448291012497434,"2316_2005",2316,"2080053100","UK",2316,2005
"2316_2006",-3.94555062249509,0.44843972209549,"2316_2006",2316,"2080053100","UK",2316,2006
"2316_2007",-4.06541107723065,0.448215686639984,"2316_2007",2316,"2080053100","UK",2316,2007
"2316_2008",-3.73870051974528,0.430485070674932,"2316_2008",2316,"2080053100","UK",2316,2008
"2316_2009",-4.05183713684393,0.448241058176612,"2316_2009",2316,"2080053100","UK",2316,2009
"2316_2010",-4.07263591646874,0.448202182435004,"2316_2010",2316,"2080053100","UK",2316,2010
"2316_2011",-3.9060429623199,0.448513567273727,"2316_2011",2316,"2080053100","UK",2316,2011
"2316_2013",-4.13275870453399,0.448089804785176,"2316_2013",2316,"2080053100","UK",2316,2013
"2317_2004",-0.81021112029734,-0.628794355365825,"2317_2004",2317,"2080053100","UK",2317,2004
"2317_2005",-0.938939773938656,0.00245166721388338,"2317_2005",2317,"2080053100","UK",2317,2005
"2317_2006",0.423769085742935,-2.20122680419359,"2317_2006",2317,"2080053100","UK",2317,2006
"2317_2007",-0.931452158707542,-0.573033226035094,"2317_2007",2317,"2080053100","UK",2317,2007
"2317_2008",2.94094152765723,0.72582741261506,"2317_2008",2317,"2080053100","UK",2317,2008
"2317_2009",-1.80624142313602,0.0214924991332627,"2317_2009",2317,"2080053100","UK",2317,2009
"2317_2010",-1.94787637690235,0.452173646353941,"2317_2010",2317,"2080053100","UK",2317,2010
"2317_2011",2.56187623113696,0.201979238402115,"2317_2011",2317,"2080053100","UK",2317,2011
"2317_2013",-1.6553675444215,-0.807639573101457,"2317_2013",2317,"2080053100","UK",2317,2013
"2318_2004",-0.749795067765708,0.140667585124435,"2318_2004",2318,"2080053100","UK",2318,2004
"2318_2005",-1.03429112844748,0.342666599614944,"2318_2005",2318,"2080053100","UK",2318,2005
"2318_2006",-0.750766529627051,-0.762900445849709,"2318_2006",2318,"2080053100","UK",2318,2006
"2318_2007",-0.324982092930377,-0.818316890134124,"2318_2007",2318,"2080053100","UK",2318,2007
"2318_2008",3.00005426293469,0.738028785656239,"2318_2008",2318,"2080053100","UK",2318,2008
"2318_2009",-1.39060706359888,0.342000596778461,"2318_2009",2318,"2080053100","UK",2318,2009
"2318_2010",-1.33704905949996,0.453315365502198,"2318_2010",2318,"2080053100","UK",2318,2010
"2318_2011",-1.33704905949996,0.453315365502198,"2318_2011",2318,"2080053100","UK",2318,2011
"2318_2013",-1.65377433519009,0.452723362980879,"2318_2013",2318,"2080053100","UK",2318,2013
"2319_2004",-2.1754394951503,0.45174830000459,"2319_2004",2319,"2080053100","UK",2319,2004
"2319_2005",-2.27237838927237,0.451567108056429,"2319_2005",2319,"2080053100","UK",2319,2005
"2319_2006",-2.42296429043755,0.451285642571963,"2319_2006",2319,"2080053100","UK",2319,2006
"2319_2007",-1.99486309362561,0.452085821804075,"2319_2007",2319,"2080053100","UK",2319,2007
"2319_2008",0.35809094381749,1.78081243521983,"2319_2008",2319,"2080053100","UK",2319,2008
"2319_2009",-3.17344657143408,0.449882889344938,"2319_2009",2319,"2080053100","UK",2319,2009
"2319_2010",-2.55870369430475,0.451031927205684,"2319_2010",2319,"2080053100","UK",2319,2010
"2319_2011",-2.71316577456742,0.450743216616469,"2319_2011",2319,"2080053100","UK",2319,2011
"2319_2013",-2.17758921421607,0.451744281887929,"2319_2013",2319,"2080053100","UK",2319,2013
"2320_2004",-2.57958667951508,0.45099289407241,"2320_2004",2320,"2080053100","UK",2320,2004
"2320_2005",-1.80691622673257,0.452437120003539,"2320_2005",2320,"2080053100","UK",2320,2005
"2320_2006",-2.11446564528482,0.451862268404416,"2320_2006",2320,"2080053100","UK",2320,2006
"2320_2008",-0.741764095526551,0.50232141512677,"2320_2008",2320,"2080053100","UK",2320,2008
"2320_2009",-2.07896717104807,0.451928619870069,"2320_2009",2320,"2080053100","UK",2320,2009
"2320_2010",-2.36323895273598,0.451397277333126,"2320_2010",2320,"2080053100","UK",2320,2010
"2320_2011",-2.35071184624197,0.338285254890542,"2320_2011",2320,"2080053100","UK",2320,2011
"2320_2013",-2.54990705866716,0.404434626902669,"2320_2013",2320,"2080053100","UK",2320,2013
"2321_2004",-1.33704905949996,0.453315365502198,"2321_2004",2321,"2080053100","UK",2321,2004
"2321_2005",-1.33704905949996,0.453315365502198,"2321_2005",2321,"2080053100","UK",2321,2005
"2321_2006",-1.33704905949996,0.453315365502198,"2321_2006",2321,"2080053100","UK",2321,2006
"2321_2007",-1.33704905949996,0.453315365502198,"2321_2007",2321,"2080053100","UK",2321,2007
"2321_2008",-1.33704905949996,0.453315365502198,"2321_2008",2321,"2080053100","UK",2321,2008
"2321_2009",-1.33704905949996,0.453315365502198,"2321_2009",2321,"2080053100","UK",2321,2009
"2321_2010",-1.33704905949996,0.453315365502198,"2321_2010",2321,"2080053100","UK",2321,2010
"2321_2011",-1.33704905949996,0.453315365502198,"2321_2011",2321,"2080053100","UK",2321,2011
"2321_2013",-1.33704905949996,0.453315365502198,"2321_2013",2321,"2080053100","UK",2321,2013
"2322_2004",-2.06365410373026,0.451957242070938,"2322_2004",2322,"2080053100","UK",2322,2004
"2322_2005",-1.97386902870671,0.452125062560398,"2322_2005",2322,"2080053100","UK",2322,2005
"2322_2006",-1.60852786723436,0.452807934769639,"2322_2006",2322,"2080053100","UK",2322,2006
"2322_2007",-1.37485470945214,0.374740234638383,"2322_2007",2322,"2080053100","UK",2322,2007
"2322_2008",-1.93090895141895,0.452205360774726,"2322_2008",2322,"2080053100","UK",2322,2008
"2322_2009",-2.51079566941044,0.451121473805548,"2322_2009",2322,"2080053100","UK",2322,2009
"2322_2010",-2.40707370223236,0.438035981665086,"2322_2010",2322,"2080053100","UK",2322,2010
"2322_2011",-2.46939108179271,0.401770126133701,"2322_2011",2322,"2080053100","UK",2322,2011
"2322_2013",-1.81882835209903,0.452414854624699,"2322_2013",2322,"2080053100","UK",2322,2013
"2323_2004",-1.93716010817599,0.452193676514437,"2323_2004",2323,"2080053100","UK",2323,2004
"2323_2005",-2.19970869197176,0.451702937582292,"2323_2005",2323,"2080053100","UK",2323,2005
"2323_2006",-1.78128710851988,0.452485024303465,"2323_2006",2323,"2080053100","UK",2323,2006
"2323_2007",0.438008629788955,-0.0790957977842053,"2323_2007",2323,"2080053100","UK",2323,2007
"2323_2008",2.54693796194532,0.621992609644571,"2323_2008",2323,"2080053100","UK",2323,2008
"2323_2009",-2.80550261042692,0.450570626539721,"2323_2009",2323,"2080053100","UK",2323,2009
"2323_2010",-3.11432316196131,0.436512833984677,"2323_2010",2323,"2080053100","UK",2323,2010
"2323_2011",-2.93334444897821,0.450331672794753,"2323_2011",2323,"2080053100","UK",2323,2011
"2323_2013",-2.98410781895546,0.380614981595381,"2323_2013",2323,"2080053100","UK",2323,2013
"2324_2004",-2.43725264873936,0.451258935691303,"2324_2004",2324,"2080053100","UK",2324,2004
"2324_2005",-2.93334444897821,0.450331672794753,"2324_2005",2324,"2080053100","UK",2324,2005
"2324_2006",-2.79139981521994,0.450596986577777,"2324_2006",2324,"2080053100","UK",2324,2006
"2324_2007",-2.96592190590634,0.450270781106846,"2324_2007",2324,"2080053100","UK",2324,2007
"2324_2008",1.4193019720845,1.9593605255376,"2324_2008",2324,"2080053100","UK",2324,2008
"2324_2009",-2.94371000345534,0.450312298166784,"2324_2009",2324,"2080053100","UK",2324,2009
"2324_2010",-3.59595762951636,0.449093158840719,"2324_2010",2324,"2080053100","UK",2324,2010
"2324_2011",-1.76429480821421,1.04396141533376,"2324_2011",2324,"2080053100","UK",2324,2011
"2324_2013",-3.28264718159647,0.449678778585528,"2324_2013",2324,"2080053100","UK",2324,2013
"2345_2004",0.962024928294509,-2.56271769763345,"2345_2004",2345,"2080053240","UK",2345,2004
"2345_2005",0.726201299606971,-2.68169521136463,"2345_2005",2345,"2080053240","UK",2345,2005
"2345_2006",0.516879157898963,-2.65590116685535,"2345_2006",2345,"2080053240","UK",2345,2006
"2345_2007",0.896526096378979,-2.30834891729224,"2345_2007",2345,"2080053240","UK",2345,2007
"2345_2008",0.78432268258366,-2.45958428953843,"2345_2008",2345,"2080053240","UK",2345,2008
"2345_2009",1.51817599818462,-2.07702949388133,"2345_2009",2345,"2080053240","UK",2345,2009
"2345_2010",0.73742517888852,-2.48277603669889,"2345_2010",2345,"2080053240","UK",2345,2010
"2345_2011",0.865250137051269,-2.54448001164106,"2345_2011",2345,"2080053240","UK",2345,2011
"2345_2013",1.06299248975323,-1.92172166239643,"2345_2013",2345,"2080053240","UK",2345,2013
"2346_2004",1.07961447082155,-2.39426719773095,"2346_2004",2346,"2080053240","UK",2346,2004
"2346_2005",0.713162284858418,-2.67572539565107,"2346_2005",2346,"2080053240","UK",2346,2005
"2346_2006",1.27461263401758,-2.28699223959037,"2346_2006",2346,"2080053240","UK",2346,2006
"2346_2007",1.17284900588885,-2.39290844108616,"2346_2007",2346,"2080053240","UK",2346,2007
"2346_2008",0.527868407703472,-2.77869713180472,"2346_2008",2346,"2080053240","UK",2346,2008
"2346_2009",0.687063439309528,-2.70299843382861,"2346_2009",2346,"2080053240","UK",2346,2009
"2346_2010",0.784278752074456,-2.71743791370548,"2346_2010",2346,"2080053240","UK",2346,2010
"2346_2011",1.06837235825818,-2.4829557022828,"2346_2011",2346,"2080053240","UK",2346,2011
"2346_2013",0.753722608192505,-2.6827738643524,"2346_2013",2346,"2080053240","UK",2346,2013
"2347_2004",0.938231829562252,-2.49907506488364,"2347_2004",2347,"2080053240","UK",2347,2004
"2347_2005",0.637452356519419,-2.9673364128512,"2347_2005",2347,"2080053240","UK",2347,2005
"2347_2006",1.17815090529839,-2.47506907881114,"2347_2006",2347,"2080053240","UK",2347,2006
"2347_2007",1.6180686009308,-2.10162559669648,"2347_2007",2347,"2080053240","UK",2347,2007
"2347_2008",1.4779771802439,-2.1543308377501,"2347_2008",2347,"2080053240","UK",2347,2008
"2347_2009",0.686662911819138,-2.83955151034702,"2347_2009",2347,"2080053240","UK",2347,2009
"2347_2010",0.530716779648251,-2.93902561680894,"2347_2010",2347,"2080053240","UK",2347,2010
"2347_2011",0.691767048507769,-2.80026910001405,"2347_2011",2347,"2080053240","UK",2347,2011
"2347_2013",0.24585870404132,-3.02802439708555,"2347_2013",2347,"2080053240","UK",2347,2013
"2348_2004",0.621744472059922,-2.5723834055411,"2348_2004",2348,"2080053240","UK",2348,2004
"2348_2005",0.886314404821228,-2.56561829530258,"2348_2005",2348,"2080053240","UK",2348,2005
"2348_2006",0.834193729956411,-2.69402081847101,"2348_2006",2348,"2080053240","UK",2348,2006
"2348_2007",1.01658874758013,-2.4102631291949,"2348_2007",2348,"2080053240","UK",2348,2007
"2348_2008",0.75570903667239,-2.10572678971556,"2348_2008",2348,"2080053240","UK",2348,2008
"2348_2010",0.722639672200211,-2.47237485557281,"2348_2010",2348,"2080053240","UK",2348,2010
"2348_2011",0.389690892327018,-2.5158192472704,"2348_2011",2348,"2080053240","UK",2348,2011
"2348_2013",0.148280523130371,-2.04445987515654,"2348_2013",2348,"2080053240","UK",2348,2013
"2352_2005",-1.1099806112106,0.370328791086758,"2352_2005",2352,"2080053240","UK",2352,2005
"2352_2006",-0.212519601305039,0.0423342350638283,"2352_2006",2352,"2080053240","UK",2352,2006
"2352_2007",-0.964423913589216,0.317132269025578,"2352_2007",2352,"2080053240","UK",2352,2007
"2352_2008",-0.126017335290045,0.0107203019531845,"2352_2008",2352,"2080053240","UK",2352,2008
"2352_2009",-1.33704905949996,0.453315365502198,"2352_2009",2352,"2080053240","UK",2352,2009
"2352_2010",-0.798812737628886,0.256606448369303,"2352_2010",2352,"2080053240","UK",2352,2010
"2352_2011",1.46890845700165,1.53278055522361,"2352_2011",2352,"2080053240","UK",2352,2011
"2352_2012",-0.333038886501659,0.936193941200095,"2352_2012",2352,"2080053240","UK",2352,2012
"2352_2013",1.49724155138494,1.39927131114752,"2352_2013",2352,"2080053240","UK",2352,2013
"2359_2004",-1.33704905949996,0.453315365502198,"2359_2004",2359,"2080053240","UK",2359,2004
"2359_2005",-1.33704905949996,0.453315365502198,"2359_2005",2359,"2080053240","UK",2359,2005
"2359_2006",-1.33704905949996,0.453315365502198,"2359_2006",2359,"2080053240","UK",2359,2006
"2359_2007",-1.33704905949996,0.453315365502198,"2359_2007",2359,"2080053240","UK",2359,2007
"2359_2008",-1.33704905949996,0.453315365502198,"2359_2008",2359,"2080053240","UK",2359,2008
"2359_2009",-1.33704905949996,0.453315365502198,"2359_2009",2359,"2080053240","UK",2359,2009
"2359_2010",-1.33704905949996,0.453315365502198,"2359_2010",2359,"2080053240","UK",2359,2010
"2359_2011",1.06993032687466,1.7417075160141,"2359_2011",2359,"2080053240","UK",2359,2011
"2359_2013",0.273180740065764,1.31522861911157,"2359_2013",2359,"2080053240","UK",2359,2013
"2364_2004",-1.74947908968835,-0.142101908637037,"2364_2004",2364,"2080053240","UK",2364,2004
"2364_2005",-2.87200120157167,-0.104798153619883,"2364_2005",2364,"2080053240","UK",2364,2005
"2364_2006",-2.80351584529416,-0.113590347674596,"2364_2006",2364,"2080053240","UK",2364,2006
"2364_2007",-1.41889220096206,-0.479365397755207,"2364_2007",2364,"2080053240","UK",2364,2007
"2364_2009",-2.76438738590304,0.181870972975211,"2364_2009",2364,"2080053240","UK",2364,2009
"2364_2010",-2.36523683751303,0.336398164773569,"2364_2010",2364,"2080053240","UK",2364,2010
"2364_2011",-0.147336690770741,-0.141282838852072,"2364_2011",2364,"2080053240","UK",2364,2011
"2364_2012",-3.56990844735019,0.256934745198006,"2364_2012",2364,"2080053240","UK",2364,2012
"2364_2013",-2.7351551051229,0.126298383341296,"2364_2013",2364,"2080053240","UK",2364,2013
"2365_2004",-2.04167047488641,0.189614543496705,"2365_2004",2365,"2080053240","UK",2365,2004
"2365_2005",-3.47494467040834,0.449319348483299,"2365_2005",2365,"2080053240","UK",2365,2005
"2365_2006",-3.18909283573922,0.382511045551713,"2365_2006",2365,"2080053240","UK",2365,2006
"2365_2007",-3.74416115474495,0.448816146340178,"2365_2007",2365,"2080053240","UK",2365,2007
"2365_2008",-3.87910368966649,0.414777187808524,"2365_2008",2365,"2080053240","UK",2365,2008
"2365_2009",-3.3799270877013,0.449496949239694,"2365_2009",2365,"2080053240","UK",2365,2009
"2365_2010",-3.29264349428437,0.449660094120569,"2365_2010",2365,"2080053240","UK",2365,2010
"2365_2011",1.20149106754485,-0.194735729050344,"2365_2011",2365,"2080053240","UK",2365,2011
"2365_2013",-0.441249460848794,0.707472693066771,"2365_2013",2365,"2080053240","UK",2365,2013
"2367_2004",-3.51948416230226,0.449236098128738,"2367_2004",2367,"2080053240","UK",2367,2004
"2367_2005",-3.91491739033441,0.448496979763467,"2367_2005",2367,"2080053240","UK",2367,2005
"2367_2006",-3.6774821493365,0.44894077844993,"2367_2006",2367,"2080053240","UK",2367,2006
"2367_2007",-3.98396743491033,0.44836791585975,"2367_2007",2367,"2080053240","UK",2367,2007
"2367_2009",-3.81126928246543,0.448690712142592,"2367_2009",2367,"2080053240","UK",2367,2009
"2367_2010",-3.58746549203509,0.449109031798094,"2367_2010",2367,"2080053240","UK",2367,2010
"2367_2011",-0.0961502853294941,1.72572898644419,"2367_2011",2367,"2080053240","UK",2367,2011
"2367_2013",-0.808229515636748,1.41846454615862,"2367_2013",2367,"2080053240","UK",2367,2013
"2368_2004",-1.55632040420851,0.452905517602823,"2368_2004",2368,"2080053240","UK",2368,2004
"2368_2005",-1.33704905949996,0.453315365502198,"2368_2005",2368,"2080053240","UK",2368,2005
"2368_2006",-1.33704905949996,0.453315365502198,"2368_2006",2368,"2080053240","UK",2368,2006
"2368_2007",-1.33704905949996,0.453315365502198,"2368_2007",2368,"2080053240","UK",2368,2007
"2368_2008",-1.58492101438789,0.452852059181166,"2368_2008",2368,"2080053240","UK",2368,2008
"2368_2009",-1.33704905949996,0.453315365502198,"2368_2009",2368,"2080053240","UK",2368,2009
"2368_2010",-1.33704905949996,0.453315365502198,"2368_2010",2368,"2080053240","UK",2368,2010
"2368_2011",-0.40172373639136,0.953970174301034,"2368_2011",2368,"2080053240","UK",2368,2011
"2368_2013",-0.978773646795729,0.645090680264988,"2368_2013",2368,"2080053240","UK",2368,2013
"2371_2004",-1.05210041850939,0.349175350549489,"2371_2004",2371,"2080053240","UK",2371,2004
"2371_2005",-0.874373028331696,0.300743333567596,"2371_2005",2371,"2080053240","UK",2371,2005
"2371_2006",-0.676486300840006,0.211899876293645,"2371_2006",2371,"2080053240","UK",2371,2006
"2371_2007",-1.02452474357482,0.339097284586323,"2371_2007",2371,"2080053240","UK",2371,2007
"2371_2008",-1.33704905949996,0.453315365502198,"2371_2008",2371,"2080053240","UK",2371,2008
"2371_2009",-1.24389277302227,0.419269591383042,"2371_2009",2371,"2080053240","UK",2371,2009
"2371_2010",-1.33704905949996,0.453315365502198,"2371_2010",2371,"2080053240","UK",2371,2010
"2371_2011",0.353487977250486,1.11097207714081,"2371_2011",2371,"2080053240","UK",2371,2011
"2371_2013",1.0567272279453,1.00789154988477,"2371_2013",2371,"2080053240","UK",2371,2013
