"","Axis","Correlation","BasinID1","BasinID2"
"X5080070390.2080016960","Axis1","0.00626948829644328","5080070390","2080016960"
"X5080070440.2080016960","Axis1","0.180795034102734","5080070440","2080016960"
"X7080047060.2080016960","Axis1","0.129635965475108","7080047060","2080016960"
"X7080049270.2080016960","Axis1","0.673460745306798","7080049270","2080016960"
"X2080020120.2080017150","Axis1","-0.434932621777584","2080020120","2080017150"
"X2080020330.2080017150","Axis1","0.216450255656936","2080020330","2080017150"
"X2080020590.2080017150","Axis1","0.0940097784805799","2080020590","2080017150"
"X2080021030.2080017150","Axis1","0.147656323938043","2080021030","2080017150"
"X2080022150.2080017150","Axis1","0.163876920998926","2080022150","2080017150"
"X2080023010.2080017150","Axis1","0.252609746683015","2080023010","2080017150"
"X2080029400.2080017150","Axis1","-0.454269002884077","2080029400","2080017150"
"X2080030100.2080017150","Axis1","0.105705366638965","2080030100","2080017150"
"X2080030160.2080017150","Axis1","-0.666142614077348","2080030160","2080017150"
"X2080030220.2080017150","Axis1","-0.0744585897009923","2080030220","2080017150"
"X2080030370.2080017150","Axis1","-0.032516625266837","2080030370","2080017150"
"X2080030420.2080017150","Axis1","0.369898172099519","2080030420","2080017150"
"X2080030460.2080017150","Axis1","0.564621712988038","2080030460","2080017150"
"X2080030560.2080017150","Axis1","-0.0527791577301396","2080030560","2080017150"
"X2080030610.2080017150","Axis1","0.163355650172967","2080030610","2080017150"
"X2080030630.2080017150","Axis1","-0.107883799441893","2080030630","2080017150"
"X2080030660.2080017150","Axis1","-0.158474497415308","2080030660","2080017150"
"X2080030710.2080017150","Axis1","-0.344022669848973","2080030710","2080017150"
"X2080030760.2080017150","Axis1","0.111672477668204","2080030760","2080017150"
"X2080031060.2080017150","Axis1","-0.233107593634119","2080031060","2080017150"
"X2080031740.2080017150","Axis1","0.14050353538426","2080031740","2080017150"
"X2080031750.2080017150","Axis1","0.241816232179947","2080031750","2080017150"
"X2080031960.2080017150","Axis1","-0.0909266674645376","2080031960","2080017150"
"X2080032230.2080017150","Axis1","0.0311176856164936","2080032230","2080017150"
"X2080032600.2080017150","Axis1","0.028688171008193","2080032600","2080017150"
"X2080032670.2080017150","Axis1","-0.312856352920759","2080032670","2080017150"
"X2080032980.2080017150","Axis1","-0.188099294475056","2080032980","2080017150"
"X2080033010.2080017150","Axis1","0.188090879187327","2080033010","2080017150"
"X2080033020.2080017150","Axis1","-0.0940526117909049","2080033020","2080017150"
"X2080033080.2080017150","Axis1","0.38592558301626","2080033080","2080017150"
"X2080033090.2080017150","Axis1","-0.761602020449593","2080033090","2080017150"
"X2080033120.2080017150","Axis1","-0.328845583948661","2080033120","2080017150"
"X2080033190.2080017150","Axis1","-0.152847528560008","2080033190","2080017150"
"X2080033320.2080017150","Axis1","-0.108191107363599","2080033320","2080017150"
"X2080053790.2080017150","Axis1","0.230451241332704","2080053790","2080017150"
"X5080070260.2080017150","Axis1","-0.0787204344282468","5080070260","2080017150"
"X5080070390.2080017150","Axis1","-0.365124923061925","5080070390","2080017150"
"X5080070440.2080017150","Axis1","-0.484571694152304","5080070440","2080017150"
"X7080047060.2080017150","Axis1","-0.582247268492114","7080047060","2080017150"
"X7080049270.2080017150","Axis1","-0.0213813727222798","7080049270","2080017150"
"X2080020330.2080020120","Axis1","-0.312004694419215","2080020330","2080020120"
"X2080020590.2080020120","Axis1","0.171138211321955","2080020590","2080020120"
"X2080021030.2080020120","Axis1","0.176501001375772","2080021030","2080020120"
"X2080022150.2080020120","Axis1","0.0372056310093143","2080022150","2080020120"
"X2080023010.2080020120","Axis1","0.313448674232382","2080023010","2080020120"
"X2080029400.2080020120","Axis1","0.127608309739504","2080029400","2080020120"
"X2080030100.2080020120","Axis1","0.234880453884482","2080030100","2080020120"
"X2080030160.2080020120","Axis1","0.42274633681043","2080030160","2080020120"
"X2080030220.2080020120","Axis1","0.049238097641277","2080030220","2080020120"
"X2080030370.2080020120","Axis1","0.131120430602806","2080030370","2080020120"
"X2080030420.2080020120","Axis1","-0.430618942860819","2080030420","2080020120"
"X2080030460.2080020120","Axis1","-0.330738067236224","2080030460","2080020120"
"X2080030560.2080020120","Axis1","0.18083341089714","2080030560","2080020120"
"X2080030610.2080020120","Axis1","0.219474313122387","2080030610","2080020120"
"X2080030630.2080020120","Axis1","0.502664489390759","2080030630","2080020120"
"X2080030660.2080020120","Axis1","0.10559928440901","2080030660","2080020120"
"X2080030710.2080020120","Axis1","-0.106520668137673","2080030710","2080020120"
"X2080030760.2080020120","Axis1","0.189160896658185","2080030760","2080020120"
"X2080031060.2080020120","Axis1","0.452505520840946","2080031060","2080020120"
"X2080031740.2080020120","Axis1","0.172083817589554","2080031740","2080020120"
"X2080031750.2080020120","Axis1","0.382633079613272","2080031750","2080020120"
"X2080031960.2080020120","Axis1","0.235518125291166","2080031960","2080020120"
"X2080032230.2080020120","Axis1","-0.111934776308482","2080032230","2080020120"
"X2080032600.2080020120","Axis1","-0.0548275179908431","2080032600","2080020120"
"X2080032670.2080020120","Axis1","0.0276644917818895","2080032670","2080020120"
"X2080032980.2080020120","Axis1","0.121139441091437","2080032980","2080020120"
"X2080033010.2080020120","Axis1","-0.125084223859251","2080033010","2080020120"
"X2080033020.2080020120","Axis1","0.281405323968586","2080033020","2080020120"
"X2080033080.2080020120","Axis1","-0.397129707246532","2080033080","2080020120"
"X2080033090.2080020120","Axis1","0.198961464709015","2080033090","2080020120"
"X2080033120.2080020120","Axis1","0.243329366968712","2080033120","2080020120"
"X2080033190.2080020120","Axis1","-0.0765342713648274","2080033190","2080020120"
"X2080033320.2080020120","Axis1","-0.320529634641952","2080033320","2080020120"
"X2080053790.2080020120","Axis1","0.0322711159000298","2080053790","2080020120"
"X5080070260.2080020120","Axis1","0.336228811727387","5080070260","2080020120"
"X5080070390.2080020120","Axis1","0.426405988077986","5080070390","2080020120"
"X5080070440.2080020120","Axis1","0.359475394121419","5080070440","2080020120"
"X7080047060.2080020120","Axis1","0.0614805813413941","7080047060","2080020120"
"X7080049270.2080020120","Axis1","0.0657666072290896","7080049270","2080020120"
"X2080020590.2080020330","Axis1","-0.241397068026851","2080020590","2080020330"
"X2080021030.2080020330","Axis1","-0.149786113498771","2080021030","2080020330"
"X2080022150.2080020330","Axis1","0.10965997186037","2080022150","2080020330"
"X2080023010.2080020330","Axis1","-0.613136421261598","2080023010","2080020330"
"X2080029400.2080020330","Axis1","0.0153884826873211","2080029400","2080020330"
"X2080030100.2080020330","Axis1","-0.241516031984333","2080030100","2080020330"
"X2080030160.2080020330","Axis1","0.131117732787576","2080030160","2080020330"
"X2080030220.2080020330","Axis1","0.407426188438223","2080030220","2080020330"
"X2080030370.2080020330","Axis1","0.103362793784476","2080030370","2080020330"
"X2080030420.2080020330","Axis1","-0.0437952146133969","2080030420","2080020330"
"X2080030460.2080020330","Axis1","0.407378880950879","2080030460","2080020330"
"X2080030560.2080020330","Axis1","-0.648104130052016","2080030560","2080020330"
"X2080030610.2080020330","Axis1","-0.0375572285523238","2080030610","2080020330"
"X2080030630.2080020330","Axis1","-0.126706594409319","2080030630","2080020330"
"X2080030660.2080020330","Axis1","-0.430640932316314","2080030660","2080020330"
"X2080030710.2080020330","Axis1","0.368365946013291","2080030710","2080020330"
"X2080030760.2080020330","Axis1","-0.00786925666950293","2080030760","2080020330"
"X2080031060.2080020330","Axis1","0.349032139986382","2080031060","2080020330"
"X2080031740.2080020330","Axis1","0.389704249517145","2080031740","2080020330"
"X2080031750.2080020330","Axis1","-0.465621224458892","2080031750","2080020330"
"X2080031960.2080020330","Axis1","-0.0703763566385958","2080031960","2080020330"
"X2080032230.2080020330","Axis1","-0.388357853320876","2080032230","2080020330"
"X2080032600.2080020330","Axis1","-0.414574150813488","2080032600","2080020330"
"X2080032670.2080020330","Axis1","0.425568239248033","2080032670","2080020330"
"X2080032980.2080020330","Axis1","0.189847117471387","2080032980","2080020330"
"X2080033010.2080020330","Axis1","-0.385223001787104","2080033010","2080020330"
"X2080033020.2080020330","Axis1","-0.294974633176701","2080033020","2080020330"
"X2080033080.2080020330","Axis1","0.247804073154712","2080033080","2080020330"
"X2080033090.2080020330","Axis1","-0.511020056263695","2080033090","2080020330"
"X2080033120.2080020330","Axis1","0.311536702915191","2080033120","2080020330"
"X2080033190.2080020330","Axis1","0.229662117391571","2080033190","2080020330"
"X2080033320.2080020330","Axis1","0.316068511654568","2080033320","2080020330"
"X2080053790.2080020330","Axis1","-0.0331924833724402","2080053790","2080020330"
"X5080070260.2080020330","Axis1","0.569556415232282","5080070260","2080020330"
"X5080070390.2080020330","Axis1","0.487334806908188","5080070390","2080020330"
"X5080070440.2080020330","Axis1","0.211778347127658","5080070440","2080020330"
"X7080047060.2080020330","Axis1","-0.480518335767723","7080047060","2080020330"
"X7080049270.2080020330","Axis1","-0.592809109523949","7080049270","2080020330"
"X2080021030.2080020590","Axis1","-0.527154706908957","2080021030","2080020590"
"X2080022150.2080020590","Axis1","0.811818219603058","2080022150","2080020590"
"X2080023010.2080020590","Axis1","-0.0259272418150527","2080023010","2080020590"
"X2080029400.2080020590","Axis1","0.0960720106461141","2080029400","2080020590"
"X2080030100.2080020590","Axis1","-0.00915603473336407","2080030100","2080020590"
"X2080030160.2080020590","Axis1","0.138035371609442","2080030160","2080020590"
"X2080030220.2080020590","Axis1","-0.12593195036966","2080030220","2080020590"
"X2080030370.2080020590","Axis1","-0.325071751263661","2080030370","2080020590"
"X2080030420.2080020590","Axis1","-0.293528808472748","2080030420","2080020590"
"X2080030460.2080020590","Axis1","-0.436559928773752","2080030460","2080020590"
"X2080030560.2080020590","Axis1","0.198268284444182","2080030560","2080020590"
"X2080030610.2080020590","Axis1","-0.440831821131915","2080030610","2080020590"
"X2080030630.2080020590","Axis1","0.315466578059875","2080030630","2080020590"
"X2080030660.2080020590","Axis1","-0.476672141025025","2080030660","2080020590"
"X2080030710.2080020590","Axis1","-0.619082451106656","2080030710","2080020590"
"X2080030760.2080020590","Axis1","-0.571743077914724","2080030760","2080020590"
"X2080031060.2080020590","Axis1","-0.181680160171321","2080031060","2080020590"
"X2080031740.2080020590","Axis1","0.225472988354208","2080031740","2080020590"
"X2080031750.2080020590","Axis1","-0.0258028428104651","2080031750","2080020590"
"X2080031960.2080020590","Axis1","0.214179433327838","2080031960","2080020590"
"X2080032230.2080020590","Axis1","0.127687450423225","2080032230","2080020590"
"X2080032600.2080020590","Axis1","-0.57405141220749","2080032600","2080020590"
"X2080032670.2080020590","Axis1","-0.125838641904021","2080032670","2080020590"
"X2080032980.2080020590","Axis1","-0.00930652430625176","2080032980","2080020590"
"X2080033010.2080020590","Axis1","0.246866131853743","2080033010","2080020590"
"X2080033020.2080020590","Axis1","0.124968934213472","2080033020","2080020590"
"X2080033080.2080020590","Axis1","0.497901938532121","2080033080","2080020590"
"X2080033090.2080020590","Axis1","-0.000271432632099254","2080033090","2080020590"
"X2080033120.2080020590","Axis1","-0.168300799334169","2080033120","2080020590"
"X2080033190.2080020590","Axis1","-0.311840421488062","2080033190","2080020590"
"X2080033320.2080020590","Axis1","-0.744445514888503","2080033320","2080020590"
"X2080053790.2080020590","Axis1","0.0609987835863188","2080053790","2080020590"
"X5080070260.2080020590","Axis1","-0.20247236821544","5080070260","2080020590"
"X5080070390.2080020590","Axis1","-0.293731083819676","5080070390","2080020590"
"X5080070440.2080020590","Axis1","0.260221665631093","5080070440","2080020590"
"X7080047060.2080020590","Axis1","-0.173130983594967","7080047060","2080020590"
"X7080049270.2080020590","Axis1","0.16921325998398","7080049270","2080020590"
"X2080022150.2080021030","Axis1","-0.61023837010569","2080022150","2080021030"
"X2080023010.2080021030","Axis1","0.283033938617132","2080023010","2080021030"
"X2080029400.2080021030","Axis1","-0.0960820305233534","2080029400","2080021030"
"X2080030100.2080021030","Axis1","0.0126231157985656","2080030100","2080021030"
"X2080030160.2080021030","Axis1","0.0849201677582509","2080030160","2080021030"
"X2080030220.2080021030","Axis1","0.025314710483715","2080030220","2080021030"
"X2080030370.2080021030","Axis1","0.497902682430453","2080030370","2080021030"
"X2080030420.2080021030","Axis1","0.227068686436252","2080030420","2080021030"
"X2080030460.2080021030","Axis1","0.0470641422789712","2080030460","2080021030"
"X2080030560.2080021030","Axis1","0.0602263704401194","2080030560","2080021030"
"X2080030610.2080021030","Axis1","0.485934051271305","2080030610","2080021030"
"X2080030630.2080021030","Axis1","0.0494072802402132","2080030630","2080021030"
"X2080030660.2080021030","Axis1","0.755989444630346","2080030660","2080021030"
"X2080030710.2080021030","Axis1","0.425027745026557","2080030710","2080021030"
"X2080030760.2080021030","Axis1","0.820222665343269","2080030760","2080021030"
"X2080031060.2080021030","Axis1","0.113221011130686","2080031060","2080021030"
"X2080031740.2080021030","Axis1","-0.182492278470449","2080031740","2080021030"
"X2080031750.2080021030","Axis1","0.222210554368589","2080031750","2080021030"
"X2080031960.2080021030","Axis1","0.255151669785487","2080031960","2080021030"
"X2080032230.2080021030","Axis1","-0.202186387564653","2080032230","2080021030"
"X2080032600.2080021030","Axis1","0.499142826201152","2080032600","2080021030"
"X2080032670.2080021030","Axis1","0.122378258598253","2080032670","2080021030"
"X2080032980.2080021030","Axis1","0.525835337035345","2080032980","2080021030"
"X2080033010.2080021030","Axis1","-0.118508507895416","2080033010","2080021030"
"X2080033020.2080021030","Axis1","-0.052552262549771","2080033020","2080021030"
"X2080033080.2080021030","Axis1","-0.437478501998192","2080033080","2080021030"
"X2080033090.2080021030","Axis1","0.0355563943161974","2080033090","2080021030"
"X2080033120.2080021030","Axis1","0.0763491627628589","2080033120","2080021030"
"X2080033190.2080021030","Axis1","0.0959592439050603","2080033190","2080021030"
"X2080033320.2080021030","Axis1","0.195015913298732","2080033320","2080021030"
"X2080053790.2080021030","Axis1","0.541896439192379","2080053790","2080021030"
"X5080070260.2080021030","Axis1","0.231690164565355","5080070260","2080021030"
"X5080070390.2080021030","Axis1","0.335413887134224","5080070390","2080021030"
"X5080070440.2080021030","Axis1","-0.107963409813308","5080070440","2080021030"
"X7080047060.2080021030","Axis1","-0.231901453201806","7080047060","2080021030"
"X7080049270.2080021030","Axis1","-0.32577426198745","7080049270","2080021030"
"X2080023010.2080022150","Axis1","-0.240406356899964","2080023010","2080022150"
"X2080029400.2080022150","Axis1","-0.2231440481472","2080029400","2080022150"
"X2080030100.2080022150","Axis1","0.209601631958518","2080030100","2080022150"
"X2080030160.2080022150","Axis1","0.190826974024386","2080030160","2080022150"
"X2080030220.2080022150","Axis1","-0.113589339656527","2080030220","2080022150"
"X2080030370.2080022150","Axis1","-0.132886498768838","2080030370","2080022150"
"X2080030420.2080022150","Axis1","0.0115361342144406","2080030420","2080022150"
"X2080030460.2080022150","Axis1","-0.119111799785288","2080030460","2080022150"
"X2080030560.2080022150","Axis1","0.0463611232674404","2080030560","2080022150"
"X2080030610.2080022150","Axis1","-0.144009166178359","2080030610","2080022150"
"X2080030630.2080022150","Axis1","0.301995900766282","2080030630","2080022150"
"X2080030660.2080022150","Axis1","-0.496937635435132","2080030660","2080022150"
"X2080030710.2080022150","Axis1","-0.407370837789627","2080030710","2080022150"
"X2080030760.2080022150","Axis1","-0.56384653760251","2080030760","2080022150"
"X2080031060.2080022150","Axis1","-0.167251883233525","2080031060","2080022150"
"X2080031740.2080022150","Axis1","0.634207418489868","2080031740","2080022150"
"X2080031750.2080022150","Axis1","-0.0928971319832147","2080031750","2080022150"
"X2080031960.2080022150","Axis1","0.217384457511872","2080031960","2080022150"
"X2080032230.2080022150","Axis1","-0.171036197867995","2080032230","2080022150"
"X2080032600.2080022150","Axis1","-0.554569837306611","2080032600","2080022150"
"X2080032670.2080022150","Axis1","0.191446948355302","2080032670","2080022150"
"X2080032980.2080022150","Axis1","0.0132884982978772","2080032980","2080022150"
"X2080033010.2080022150","Axis1","0.190971009766129","2080033010","2080022150"
"X2080033020.2080022150","Axis1","-0.0529885685729786","2080033020","2080022150"
"X2080033080.2080022150","Axis1","0.63432545258113","2080033080","2080022150"
"X2080033090.2080022150","Axis1","-0.211551375923734","2080033090","2080022150"
"X2080033120.2080022150","Axis1","0.000714156031108521","2080033120","2080022150"
"X2080033190.2080022150","Axis1","-0.23549026499757","2080033190","2080022150"
"X2080033320.2080022150","Axis1","-0.688036371829584","2080033320","2080022150"
"X2080053790.2080022150","Axis1","0.054871553458517","2080053790","2080022150"
"X5080070260.2080022150","Axis1","0.028428448871691","5080070260","2080022150"
"X5080070390.2080022150","Axis1","-0.183218449242832","5080070390","2080022150"
"X5080070440.2080022150","Axis1","0.220600122878097","5080070440","2080022150"
"X7080047060.2080022150","Axis1","-0.0601070900940401","7080047060","2080022150"
"X7080049270.2080022150","Axis1","0.0262322196155669","7080049270","2080022150"
"X2080029400.2080023010","Axis1","-0.460207301189938","2080029400","2080023010"
"X2080030100.2080023010","Axis1","0.0691454887754535","2080030100","2080023010"
"X2080030160.2080023010","Axis1","-0.556821605029564","2080030160","2080023010"
"X2080030220.2080023010","Axis1","-0.444303788112138","2080030220","2080023010"
"X2080030370.2080023010","Axis1","-0.399222574809467","2080030370","2080023010"
"X2080030420.2080023010","Axis1","0.025016782627613","2080030420","2080023010"
"X2080030460.2080023010","Axis1","0.214711775737526","2080030460","2080023010"
"X2080030560.2080023010","Axis1","0.158327777984838","2080030560","2080023010"
"X2080030610.2080023010","Axis1","0.253822733570254","2080030610","2080023010"
"X2080030630.2080023010","Axis1","-0.150891794370373","2080030630","2080023010"
"X2080030660.2080023010","Axis1","0.342348646685896","2080030660","2080023010"
"X2080030710.2080023010","Axis1","-0.55593185285819","2080030710","2080023010"
"X2080030760.2080023010","Axis1","0.428953836210532","2080030760","2080023010"
"X2080031060.2080023010","Axis1","-0.395845311645443","2080031060","2080023010"
"X2080031740.2080023010","Axis1","-0.450042275105302","2080031740","2080023010"
"X2080031750.2080023010","Axis1","0.626377417131282","2080031750","2080023010"
"X2080031960.2080023010","Axis1","-0.247870471081413","2080031960","2080023010"
"X2080032230.2080023010","Axis1","0.539578317803408","2080032230","2080023010"
"X2080032600.2080023010","Axis1","0.475811738547526","2080032600","2080023010"
"X2080032670.2080023010","Axis1","-0.675084838103904","2080032670","2080023010"
"X2080032980.2080023010","Axis1","-0.384180758503343","2080032980","2080023010"
"X2080033010.2080023010","Axis1","0.56476029677989","2080033010","2080023010"
"X2080033020.2080023010","Axis1","0.69741171385649","2080033020","2080023010"
"X2080033080.2080023010","Axis1","-0.10013710258682","2080033080","2080023010"
"X2080033090.2080023010","Axis1","0.0671590256502065","2080033090","2080023010"
"X2080033120.2080023010","Axis1","-0.164555019411719","2080033120","2080023010"
"X2080033190.2080023010","Axis1","0.184238540004888","2080033190","2080023010"
"X2080033320.2080023010","Axis1","-0.041762238275647","2080033320","2080023010"
"X2080053790.2080023010","Axis1","-0.102097144018439","2080053790","2080023010"
"X5080070260.2080023010","Axis1","-0.552931099708589","5080070260","2080023010"
"X5080070390.2080023010","Axis1","-0.53664891251798","5080070390","2080023010"
"X5080070440.2080023010","Axis1","-0.584734681809038","5080070440","2080023010"
"X7080047060.2080023010","Axis1","0.141395590916267","7080047060","2080023010"
"X7080049270.2080023010","Axis1","0.284978172425389","7080049270","2080023010"
"X2080030100.2080029400","Axis1","-0.326493746097464","2080030100","2080029400"
"X2080030160.2080029400","Axis1","0.340917028366099","2080030160","2080029400"
"X2080030220.2080029400","Axis1","0.60478309728844","2080030220","2080029400"
"X2080030370.2080029400","Axis1","0.101019101392293","2080030370","2080029400"
"X2080030420.2080029400","Axis1","-0.613575738818292","2080030420","2080029400"
"X2080030460.2080029400","Axis1","-0.480027029445655","2080030460","2080029400"
"X2080030560.2080029400","Axis1","0.0222796797265228","2080030560","2080029400"
"X2080030610.2080029400","Axis1","-0.541298494187812","2080030610","2080029400"
"X2080030630.2080029400","Axis1","-0.0143042133027551","2080030630","2080029400"
"X2080030660.2080029400","Axis1","-0.355530121488689","2080030660","2080029400"
"X2080030710.2080029400","Axis1","0.309377576347436","2080030710","2080029400"
"X2080030760.2080029400","Axis1","-0.277786135317256","2080030760","2080029400"
"X2080031060.2080029400","Axis1","0.542395191904617","2080031060","2080029400"
"X2080031740.2080029400","Axis1","-0.191654864439025","2080031740","2080029400"
"X2080031750.2080029400","Axis1","-0.479496453892324","2080031750","2080029400"
"X2080031960.2080029400","Axis1","0.389288087004169","2080031960","2080029400"
"X2080032230.2080029400","Axis1","-0.255238161048805","2080032230","2080029400"
"X2080032600.2080029400","Axis1","-0.151150605494701","2080032600","2080029400"
"X2080032670.2080029400","Axis1","0.191714614032006","2080032670","2080029400"
"X2080032980.2080029400","Axis1","0.119962595249001","2080032980","2080029400"
"X2080033010.2080029400","Axis1","-0.699124319948367","2080033010","2080029400"
"X2080033020.2080029400","Axis1","-0.357414285414314","2080033020","2080029400"
"X2080033080.2080029400","Axis1","-0.334992897708487","2080033080","2080029400"
"X2080033090.2080029400","Axis1","0.186450753543182","2080033090","2080029400"
"X2080033120.2080029400","Axis1","0.170263536941549","2080033120","2080029400"
"X2080033190.2080029400","Axis1","-0.414181227709761","2080033190","2080029400"
"X2080033320.2080029400","Axis1","0.249105029780806","2080033320","2080029400"
"X2080053790.2080029400","Axis1","0.0593452773148843","2080053790","2080029400"
"X5080070260.2080029400","Axis1","0.253449244061297","5080070260","2080029400"
"X5080070390.2080029400","Axis1","0.432458524126583","5080070390","2080029400"
"X5080070440.2080029400","Axis1","0.708857805756866","5080070440","2080029400"
"X7080047060.2080029400","Axis1","-0.158672244197624","7080047060","2080029400"
"X7080049270.2080029400","Axis1","0.0648922655996007","7080049270","2080029400"
"X2080030160.2080030100","Axis1","-0.0852483091242991","2080030160","2080030100"
"X2080030220.2080030100","Axis1","-0.164700970622803","2080030220","2080030100"
"X2080030370.2080030100","Axis1","0.609903240692772","2080030370","2080030100"
"X2080030420.2080030100","Axis1","0.528088031198829","2080030420","2080030100"
"X2080030460.2080030100","Axis1","0.110945740468039","2080030460","2080030100"
"X2080030560.2080030100","Axis1","0.698173483451687","2080030560","2080030100"
"X2080030610.2080030100","Axis1","0.589871949279315","2080030610","2080030100"
"X2080030630.2080030100","Axis1","0.638458850187901","2080030630","2080030100"
"X2080030660.2080030100","Axis1","0.131241947895824","2080030660","2080030100"
"X2080030710.2080030100","Axis1","-0.0817285094637687","2080030710","2080030100"
"X2080030760.2080030100","Axis1","-0.224627285230098","2080030760","2080030100"
"X2080031060.2080030100","Axis1","0.231952848595356","2080031060","2080030100"
"X2080031740.2080030100","Axis1","0.621759477051738","2080031740","2080030100"
"X2080031750.2080030100","Axis1","0.698245095759311","2080031750","2080030100"
"X2080031960.2080030100","Axis1","-0.00918288984346494","2080031960","2080030100"
"X2080032230.2080030100","Axis1","-0.244055941062851","2080032230","2080030100"
"X2080032600.2080030100","Axis1","0.131391896980388","2080032600","2080030100"
"X2080032670.2080030100","Axis1","-0.0164710622725459","2080032670","2080030100"
"X2080032980.2080030100","Axis1","-0.291495368736512","2080032980","2080030100"
"X2080033010.2080030100","Axis1","-0.0541743596952973","2080033010","2080030100"
"X2080033020.2080030100","Axis1","-0.446997638411318","2080033020","2080030100"
"X2080033080.2080030100","Axis1","-0.244738715638305","2080033080","2080030100"
"X2080033090.2080030100","Axis1","-0.28948943055731","2080033090","2080030100"
"X2080033120.2080030100","Axis1","-0.398565026308838","2080033120","2080030100"
"X2080033190.2080030100","Axis1","-0.521884514917031","2080033190","2080030100"
"X2080033320.2080030100","Axis1","-0.477109035729406","2080033320","2080030100"
"X2080053790.2080030100","Axis1","0.000301480587067392","2080053790","2080030100"
"X5080070260.2080030100","Axis1","0.307649198138084","5080070260","2080030100"
"X5080070390.2080030100","Axis1","0.0109718053362595","5080070390","2080030100"
"X5080070440.2080030100","Axis1","-0.200440538848159","5080070440","2080030100"
"X7080047060.2080030100","Axis1","0.269754401977237","7080047060","2080030100"
"X7080049270.2080030100","Axis1","0.616410420764254","7080049270","2080030100"
"X2080030220.2080030160","Axis1","0.112777509337493","2080030220","2080030160"
"X2080030370.2080030160","Axis1","0.381693363657004","2080030370","2080030160"
"X2080030420.2080030160","Axis1","-0.291185436090299","2080030420","2080030160"
"X2080030460.2080030160","Axis1","-0.569953644682171","2080030460","2080030160"
"X2080030560.2080030160","Axis1","-0.0156373642612754","2080030560","2080030160"
"X2080030610.2080030160","Axis1","-0.102970736229717","2080030610","2080030160"
"X2080030630.2080030160","Axis1","0.441935806745644","2080030630","2080030160"
"X2080030660.2080030160","Axis1","0.147720774065745","2080030660","2080030160"
"X2080030710.2080030160","Axis1","0.442975629284901","2080030710","2080030160"
"X2080030760.2080030160","Axis1","-0.0436064484921795","2080030760","2080030160"
"X2080031060.2080030160","Axis1","0.318894319125911","2080031060","2080030160"
"X2080031740.2080030160","Axis1","0.29957827744504","2080031740","2080030160"
"X2080031750.2080030160","Axis1","-0.352115440833122","2080031750","2080030160"
"X2080031960.2080030160","Axis1","0.42805494336084","2080031960","2080030160"
"X2080032230.2080030160","Axis1","-0.401158405765312","2080032230","2080030160"
