"SiteID","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"S1468",11.9208333333333,11.4291666666667,11.35,11.85,11.8041666666667,11.3916666666667,11.8125,10.725,12.3833333333333,11.6958333333333,11.2041666666667
"S1481",12.2458333333333,11.7375,11.6166666666667,12.1833333333333,12.0083333333333,11.6291666666667,12.1416666666667,11.0166666666667,12.6666666666667,11.9708333333333,11.4666666666667
"S1548",11.7875,11.3,11.2166666666667,11.7166666666667,11.6583333333333,11.2541666666667,11.6625,10.5708333333333,12.25,11.5458333333333,11.0625
"S1578",11.9833333333333,11.4833333333333,11.4083333333333,11.9333333333333,11.8416666666667,11.4416666666667,11.8791666666667,10.7916666666667,12.4416666666667,11.7333333333333,11.2541666666667
"S3412",14.6416666666667,14.0541666666667,13.7541666666667,14.725,14.3041666666667,14.0958333333333,14.6458333333333,13.4541666666667,14.9458333333333,14.3833333333333,13.7916666666667
"S3440",12.4958333333333,11.8916666666667,11.5375,12.5333333333333,12.0458333333333,11.875,12.4333333333333,11.2375,12.7791666666667,12.1833333333333,11.5833333333333
"S5166",5.57083333333334,5.0125,4.70833333333334,5.5625,5.42083333333334,5.05,5.52916666666667,4.43333333333334,5.7875,5.3625,4.85833333333334
"S5193",16.1125,15.5208333333333,15.1666666666667,16.1958333333333,15.7333333333333,15.5791666666667,16.0916666666667,14.8958333333333,16.3708333333333,15.8458333333333,15.2708333333333
"S5212",9.2,8.6125,8.25833333333334,9.21666666666667,9.03333333333334,8.69166666666667,9.18333333333334,8.11666666666667,9.38333333333334,8.98333333333334,8.45833333333334
"S5448",10.6791666666667,10.1291666666667,10.025,10.6458333333333,10.4041666666667,10.0083333333333,10.575,9.43333333333334,11.075,10.375,9.84166666666667
"S5449",12.725,12.15,12.0166666666667,12.6958333333333,12.4125,12.0666666666667,12.6375,11.4666666666667,13.0875,12.4375,11.8833333333333
"S5471",12.6416666666667,12.1,11.8583333333333,12.6,12.3666666666667,12.0083333333333,12.5375,11.4083333333333,12.9583333333333,12.3458333333333,11.8541666666667
"S5472",12.8875,12.3208333333333,12.1291666666667,12.8791666666667,12.5708333333333,12.2666666666667,12.8166666666667,11.6583333333333,13.2333333333333,12.6083333333333,12.0791666666667
"S5490",12.4958333333333,11.9375,11.75,12.5125,12.2,11.8833333333333,12.45,11.2791666666667,12.8458333333333,12.2416666666667,11.6666666666667
"S5546",11.5416666666667,10.9833333333333,10.7125,11.4791666666667,11.2958333333333,10.9375,11.45,10.3125,11.8166666666667,11.2625,10.7625
"S675",12.5458333333333,11.9583333333333,11.475,12.5666666666667,12.0541666666667,11.9125,12.375,11.3083333333333,12.6666666666667,12.1791666666667,11.7958333333333
"S6024",15.8291666666667,15.2583333333333,14.7458333333333,15.825,15.3375,15.1833333333333,15.6541666666667,14.6,15.9458333333333,15.4458333333333,15.0833333333333
"S2679",14.3583333333333,13.7916666666667,13.2916666666667,14.3791666666667,13.8833333333333,13.725,14.2166666666667,13.1416666666667,14.5,14.0041666666667,13.625
"S3237",14.3583333333333,13.7916666666667,13.2916666666667,14.3791666666667,13.8833333333333,13.725,14.2166666666667,13.1416666666667,14.5,14.0041666666667,13.625
"S3782",14.3583333333333,13.7916666666667,13.2916666666667,14.3791666666667,13.8833333333333,13.725,14.2166666666667,13.1416666666667,14.5,14.0041666666667,13.625
"S4441",15.3416666666667,14.7666666666667,14.2791666666667,15.3625,14.8583333333333,14.7166666666667,15.1833333333333,14.125,15.4791666666667,14.9791666666667,14.6166666666667
"S5116",15.5375,14.9666666666667,14.475,15.5541666666667,15.05,14.9083333333333,15.3708333333333,14.3041666666667,15.6625,15.1708333333333,14.7958333333333
