"","basin_ID","Axis","Correlation","Site_ID1","Site_ID2"
"S6964.S6801.1","2080030660","Axis2","0.332725090905415","S6964","S6801"
"S6812.S6809.1","2080030660","Axis2","0.365841579470571","S6812","S6809"
"S6817.S6809.1","2080030660","Axis2","0.151459692577545","S6817","S6809"
"S6831.S6809.1","2080030660","Axis2","-0.524594299303452","S6831","S6809"
"S6833.S6809.1","2080030660","Axis2","0.105316630497336","S6833","S6809"
"S6837.S6809.1","2080030660","Axis2","-0.34068693040004","S6837","S6809"
"S6840.S6809.1","2080030660","Axis2",NA,"S6840","S6809"
"S6841.S6809.1","2080030660","Axis2","0.0343174061725786","S6841","S6809"
"S6842.S6809.1","2080030660","Axis2",NA,"S6842","S6809"
"S6844.S6809.1","2080030660","Axis2",NA,"S6844","S6809"
"S6850.S6809.1","2080030660","Axis2","-0.119931776015536","S6850","S6809"
"S6851.S6809.1","2080030660","Axis2","0.208788964410878","S6851","S6809"
"S6853.S6809.1","2080030660","Axis2","0.307429365579941","S6853","S6809"
"S6855.S6809.1","2080030660","Axis2",NA,"S6855","S6809"
"S6857.S6809.1","2080030660","Axis2","0.130166832246562","S6857","S6809"
"S6859.S6809.1","2080030660","Axis2","-0.608963498877021","S6859","S6809"
"S6860.S6809.1","2080030660","Axis2",NA,"S6860","S6809"
"S6863.S6809.1","2080030660","Axis2","0.112413136947604","S6863","S6809"
"S6869.S6809.1","2080030660","Axis2",NA,"S6869","S6809"
"S6870.S6809.1","2080030660","Axis2","-0.526069237032913","S6870","S6809"
"S6882.S6809.1","2080030660","Axis2","-0.0517083885154024","S6882","S6809"
"S6897.S6809.1","2080030660","Axis2","0.438761870326248","S6897","S6809"
"S6898.S6809.1","2080030660","Axis2","-0.226179138501235","S6898","S6809"
"S6900.S6809.1","2080030660","Axis2","0.13578644249346","S6900","S6809"
"S6959.S6809.1","2080030660","Axis2","-0.303542920157834","S6959","S6809"
"S6964.S6809.1","2080030660","Axis2","0.00155114050408283","S6964","S6809"
"S6817.S6812.1","2080030660","Axis2","-0.154223355942546","S6817","S6812"
"S6831.S6812.1","2080030660","Axis2","-0.215298850317601","S6831","S6812"
"S6833.S6812.1","2080030660","Axis2","0.82666006995352","S6833","S6812"
"S6837.S6812.1","2080030660","Axis2","-0.354608512914362","S6837","S6812"
"S6840.S6812.1","2080030660","Axis2",NA,"S6840","S6812"
"S6841.S6812.1","2080030660","Axis2","0.467286198777392","S6841","S6812"
"S6842.S6812.1","2080030660","Axis2",NA,"S6842","S6812"
"S6844.S6812.1","2080030660","Axis2",NA,"S6844","S6812"
"S6850.S6812.1","2080030660","Axis2","-0.407762038518562","S6850","S6812"
"S6851.S6812.1","2080030660","Axis2","0.180811285232265","S6851","S6812"
"S6853.S6812.1","2080030660","Axis2","-0.24184717861577","S6853","S6812"
"S6855.S6812.1","2080030660","Axis2",NA,"S6855","S6812"
"S6857.S6812.1","2080030660","Axis2","-0.32103209196942","S6857","S6812"
"S6859.S6812.1","2080030660","Axis2","-0.332985189011797","S6859","S6812"
"S6860.S6812.1","2080030660","Axis2",NA,"S6860","S6812"
"S6863.S6812.1","2080030660","Axis2","-0.13616947296916","S6863","S6812"
"S6869.S6812.1","2080030660","Axis2",NA,"S6869","S6812"
"S6870.S6812.1","2080030660","Axis2","-0.343162657681782","S6870","S6812"
"S6882.S6812.1","2080030660","Axis2","0.217614371340875","S6882","S6812"
"S6897.S6812.1","2080030660","Axis2","0.357834875338757","S6897","S6812"
"S6898.S6812.1","2080030660","Axis2","0.194800404442083","S6898","S6812"
"S6900.S6812.1","2080030660","Axis2","-0.209953620773787","S6900","S6812"
"S6959.S6812.1","2080030660","Axis2","-0.215143716535003","S6959","S6812"
"S6964.S6812.1","2080030660","Axis2","-0.117822984772819","S6964","S6812"
"S6831.S6817.1","2080030660","Axis2","-0.508574946881994","S6831","S6817"
"S6833.S6817.1","2080030660","Axis2","0.0405658679239331","S6833","S6817"
"S6837.S6817.1","2080030660","Axis2","0.748402838458733","S6837","S6817"
"S6840.S6817.1","2080030660","Axis2",NA,"S6840","S6817"
"S6841.S6817.1","2080030660","Axis2","-0.358424414628064","S6841","S6817"
"S6842.S6817.1","2080030660","Axis2",NA,"S6842","S6817"
"S6844.S6817.1","2080030660","Axis2",NA,"S6844","S6817"
"S6850.S6817.1","2080030660","Axis2","0.710555075369787","S6850","S6817"
"S6851.S6817.1","2080030660","Axis2","0.159496998764833","S6851","S6817"
"S6853.S6817.1","2080030660","Axis2","-0.185938939398986","S6853","S6817"
"S6855.S6817.1","2080030660","Axis2",NA,"S6855","S6817"
"S6857.S6817.1","2080030660","Axis2","-0.0641677749372226","S6857","S6817"
"S6859.S6817.1","2080030660","Axis2","-0.254275102887352","S6859","S6817"
"S6860.S6817.1","2080030660","Axis2",NA,"S6860","S6817"
"S6863.S6817.1","2080030660","Axis2","-0.31240726238636","S6863","S6817"
"S6869.S6817.1","2080030660","Axis2",NA,"S6869","S6817"
"S6870.S6817.1","2080030660","Axis2","-0.581802128952757","S6870","S6817"
"S6882.S6817.1","2080030660","Axis2","0.204469327177843","S6882","S6817"
"S6897.S6817.1","2080030660","Axis2","-0.390390817172678","S6897","S6817"
"S6898.S6817.1","2080030660","Axis2","0.412650620355614","S6898","S6817"
"S6900.S6817.1","2080030660","Axis2","0.0698164000922701","S6900","S6817"
"S6959.S6817.1","2080030660","Axis2","-0.232573771904869","S6959","S6817"
"S6964.S6817.1","2080030660","Axis2","-0.565099584480243","S6964","S6817"
"S6833.S6831.1","2080030660","Axis2","-0.0811196631307706","S6833","S6831"
"S6837.S6831.1","2080030660","Axis2","-0.306988642472184","S6837","S6831"
"S6840.S6831.1","2080030660","Axis2",NA,"S6840","S6831"
"S6841.S6831.1","2080030660","Axis2","-0.198570743688704","S6841","S6831"
"S6842.S6831.1","2080030660","Axis2",NA,"S6842","S6831"
"S6844.S6831.1","2080030660","Axis2",NA,"S6844","S6831"
"S6850.S6831.1","2080030660","Axis2","-0.223120572228048","S6850","S6831"
"S6851.S6831.1","2080030660","Axis2","-0.0846555746668864","S6851","S6831"
"S6853.S6831.1","2080030660","Axis2","-0.0420641662522748","S6853","S6831"
"S6855.S6831.1","2080030660","Axis2",NA,"S6855","S6831"
"S6857.S6831.1","2080030660","Axis2","0.319571209107418","S6857","S6831"
"S6859.S6831.1","2080030660","Axis2","0.261359684493105","S6859","S6831"
"S6860.S6831.1","2080030660","Axis2",NA,"S6860","S6831"
"S6863.S6831.1","2080030660","Axis2","0.231341394633347","S6863","S6831"
"S6869.S6831.1","2080030660","Axis2",NA,"S6869","S6831"
"S6870.S6831.1","2080030660","Axis2","0.755038751155626","S6870","S6831"
"S6882.S6831.1","2080030660","Axis2","-0.483193085031687","S6882","S6831"
"S6897.S6831.1","2080030660","Axis2","-0.188930677398344","S6897","S6831"
"S6898.S6831.1","2080030660","Axis2","-0.49432200629889","S6898","S6831"
"S6900.S6831.1","2080030660","Axis2","-0.0142546430200884","S6900","S6831"
"S6959.S6831.1","2080030660","Axis2","0.0461709418083399","S6959","S6831"
"S6964.S6831.1","2080030660","Axis2","0.680129670492415","S6964","S6831"
"S6837.S6833.1","2080030660","Axis2","-0.073609753752857","S6837","S6833"
"S6840.S6833.1","2080030660","Axis2",NA,"S6840","S6833"
"S6841.S6833.1","2080030660","Axis2","0.388388644582549","S6841","S6833"
"S6842.S6833.1","2080030660","Axis2",NA,"S6842","S6833"
"S6844.S6833.1","2080030660","Axis2",NA,"S6844","S6833"
"S6850.S6833.1","2080030660","Axis2","-0.0513713674501192","S6850","S6833"
"S6851.S6833.1","2080030660","Axis2","0.337524149381409","S6851","S6833"
"S6853.S6833.1","2080030660","Axis2","-0.264604728301772","S6853","S6833"
"S6855.S6833.1","2080030660","Axis2",NA,"S6855","S6833"
"S6857.S6833.1","2080030660","Axis2","-0.147109403663459","S6857","S6833"
"S6859.S6833.1","2080030660","Axis2","-0.296430942958514","S6859","S6833"
"S6860.S6833.1","2080030660","Axis2",NA,"S6860","S6833"
"S6863.S6833.1","2080030660","Axis2","0.00291320855428361","S6863","S6833"
"S6869.S6833.1","2080030660","Axis2",NA,"S6869","S6833"
"S6870.S6833.1","2080030660","Axis2","-0.168371337960938","S6870","S6833"
"S6882.S6833.1","2080030660","Axis2","0.0498611960665019","S6882","S6833"
"S6897.S6833.1","2080030660","Axis2","0.317958707489547","S6897","S6833"
"S6898.S6833.1","2080030660","Axis2","0.405262097046951","S6898","S6833"
"S6900.S6833.1","2080030660","Axis2","-0.130490194923341","S6900","S6833"
"S6959.S6833.1","2080030660","Axis2","0.0940741136509973","S6959","S6833"
"S6964.S6833.1","2080030660","Axis2","-0.117847912166764","S6964","S6833"
"S6840.S6837.1","2080030660","Axis2",NA,"S6840","S6837"
"S6841.S6837.1","2080030660","Axis2","-0.247176235587583","S6841","S6837"
"S6842.S6837.1","2080030660","Axis2",NA,"S6842","S6837"
"S6844.S6837.1","2080030660","Axis2",NA,"S6844","S6837"
"S6850.S6837.1","2080030660","Axis2","0.854218749064913","S6850","S6837"
"S6851.S6837.1","2080030660","Axis2","-0.267592139981579","S6851","S6837"
"S6853.S6837.1","2080030660","Axis2","-0.282144415074619","S6853","S6837"
"S6855.S6837.1","2080030660","Axis2",NA,"S6855","S6837"
"S6857.S6837.1","2080030660","Axis2","-0.39698246068746","S6857","S6837"
"S6859.S6837.1","2080030660","Axis2","0.0285676345564009","S6859","S6837"
"S6860.S6837.1","2080030660","Axis2",NA,"S6860","S6837"
"S6863.S6837.1","2080030660","Axis2","-0.132881673924572","S6863","S6837"
"S6869.S6837.1","2080030660","Axis2",NA,"S6869","S6837"
"S6870.S6837.1","2080030660","Axis2","-0.436170547332313","S6870","S6837"
"S6882.S6837.1","2080030660","Axis2","0.440576007506402","S6882","S6837"
"S6897.S6837.1","2080030660","Axis2","-0.437422904794729","S6897","S6837"
"S6898.S6837.1","2080030660","Axis2","0.554187446951312","S6898","S6837"
"S6900.S6837.1","2080030660","Axis2","-0.224760252578197","S6900","S6837"
"S6959.S6837.1","2080030660","Axis2","0.155884772163341","S6959","S6837"
"S6964.S6837.1","2080030660","Axis2","-0.390657307949258","S6964","S6837"
"S6841.S6840.1","2080030660","Axis2",NA,"S6841","S6840"
"S6842.S6840.1","2080030660","Axis2",NA,"S6842","S6840"
"S6844.S6840.1","2080030660","Axis2",NA,"S6844","S6840"
"S6850.S6840.1","2080030660","Axis2",NA,"S6850","S6840"
"S6851.S6840.1","2080030660","Axis2",NA,"S6851","S6840"
"S6853.S6840.1","2080030660","Axis2",NA,"S6853","S6840"
"S6855.S6840.1","2080030660","Axis2",NA,"S6855","S6840"
"S6857.S6840.1","2080030660","Axis2",NA,"S6857","S6840"
"S6859.S6840.1","2080030660","Axis2",NA,"S6859","S6840"
"S6860.S6840.1","2080030660","Axis2",NA,"S6860","S6840"
"S6863.S6840.1","2080030660","Axis2",NA,"S6863","S6840"
"S6869.S6840.1","2080030660","Axis2",NA,"S6869","S6840"
"S6870.S6840.1","2080030660","Axis2",NA,"S6870","S6840"
"S6882.S6840.1","2080030660","Axis2",NA,"S6882","S6840"
"S6897.S6840.1","2080030660","Axis2",NA,"S6897","S6840"
"S6898.S6840.1","2080030660","Axis2",NA,"S6898","S6840"
"S6900.S6840.1","2080030660","Axis2",NA,"S6900","S6840"
"S6959.S6840.1","2080030660","Axis2",NA,"S6959","S6840"
"S6964.S6840.1","2080030660","Axis2",NA,"S6964","S6840"
"S6842.S6841.1","2080030660","Axis2",NA,"S6842","S6841"
"S6844.S6841.1","2080030660","Axis2",NA,"S6844","S6841"
"S6850.S6841.1","2080030660","Axis2","-0.381441336963417","S6850","S6841"
"S6851.S6841.1","2080030660","Axis2","0.234811536986652","S6851","S6841"
"S6853.S6841.1","2080030660","Axis2","-0.353112614557803","S6853","S6841"
"S6855.S6841.1","2080030660","Axis2",NA,"S6855","S6841"
"S6857.S6841.1","2080030660","Axis2","-0.371915811309335","S6857","S6841"
"S6859.S6841.1","2080030660","Axis2","-0.0655560461790085","S6859","S6841"
"S6860.S6841.1","2080030660","Axis2",NA,"S6860","S6841"
"S6863.S6841.1","2080030660","Axis2","-0.101635487041875","S6863","S6841"
"S6869.S6841.1","2080030660","Axis2",NA,"S6869","S6841"
"S6870.S6841.1","2080030660","Axis2","-0.19286073823405","S6870","S6841"
"S6882.S6841.1","2080030660","Axis2","0.420485157796864","S6882","S6841"
"S6897.S6841.1","2080030660","Axis2","0.104325559279492","S6897","S6841"
"S6898.S6841.1","2080030660","Axis2","0.0722681811509399","S6898","S6841"
"S6900.S6841.1","2080030660","Axis2","-0.408197916707738","S6900","S6841"
"S6959.S6841.1","2080030660","Axis2","-0.100816156726723","S6959","S6841"
"S6964.S6841.1","2080030660","Axis2","-0.340270667462294","S6964","S6841"
"S6844.S6842.1","2080030660","Axis2",NA,"S6844","S6842"
"S6850.S6842.1","2080030660","Axis2",NA,"S6850","S6842"
"S6851.S6842.1","2080030660","Axis2",NA,"S6851","S6842"
"S6853.S6842.1","2080030660","Axis2",NA,"S6853","S6842"
"S6855.S6842.1","2080030660","Axis2",NA,"S6855","S6842"
"S6857.S6842.1","2080030660","Axis2",NA,"S6857","S6842"
"S6859.S6842.1","2080030660","Axis2",NA,"S6859","S6842"
"S6860.S6842.1","2080030660","Axis2",NA,"S6860","S6842"
"S6863.S6842.1","2080030660","Axis2",NA,"S6863","S6842"
"S6869.S6842.1","2080030660","Axis2",NA,"S6869","S6842"
"S6870.S6842.1","2080030660","Axis2",NA,"S6870","S6842"
"S6882.S6842.1","2080030660","Axis2",NA,"S6882","S6842"
"S6897.S6842.1","2080030660","Axis2",NA,"S6897","S6842"
"S6898.S6842.1","2080030660","Axis2",NA,"S6898","S6842"
"S6900.S6842.1","2080030660","Axis2",NA,"S6900","S6842"
"S6959.S6842.1","2080030660","Axis2",NA,"S6959","S6842"
"S6964.S6842.1","2080030660","Axis2",NA,"S6964","S6842"
"S6850.S6844.1","2080030660","Axis2",NA,"S6850","S6844"
"S6851.S6844.1","2080030660","Axis2",NA,"S6851","S6844"
"S6853.S6844.1","2080030660","Axis2",NA,"S6853","S6844"
"S6855.S6844.1","2080030660","Axis2",NA,"S6855","S6844"
"S6857.S6844.1","2080030660","Axis2",NA,"S6857","S6844"
"S6859.S6844.1","2080030660","Axis2",NA,"S6859","S6844"
"S6860.S6844.1","2080030660","Axis2",NA,"S6860","S6844"
"S6863.S6844.1","2080030660","Axis2",NA,"S6863","S6844"
"S6869.S6844.1","2080030660","Axis2",NA,"S6869","S6844"
"S6870.S6844.1","2080030660","Axis2",NA,"S6870","S6844"
"S6882.S6844.1","2080030660","Axis2",NA,"S6882","S6844"
"S6897.S6844.1","2080030660","Axis2",NA,"S6897","S6844"
"S6898.S6844.1","2080030660","Axis2",NA,"S6898","S6844"
"S6900.S6844.1","2080030660","Axis2",NA,"S6900","S6844"
"S6959.S6844.1","2080030660","Axis2",NA,"S6959","S6844"
"S6964.S6844.1","2080030660","Axis2",NA,"S6964","S6844"
"S6851.S6850.1","2080030660","Axis2","-0.0597887525723297","S6851","S6850"
"S6853.S6850.1","2080030660","Axis2","0.144902911970196","S6853","S6850"
"S6855.S6850.1","2080030660","Axis2",NA,"S6855","S6850"
"S6857.S6850.1","2080030660","Axis2","-0.130538643953171","S6857","S6850"
"S6859.S6850.1","2080030660","Axis2","-0.334440167148654","S6859","S6850"
"S6860.S6850.1","2080030660","Axis2",NA,"S6860","S6850"
"S6863.S6850.1","2080030660","Axis2","0.012504110183792","S6863","S6850"
"S6869.S6850.1","2080030660","Axis2",NA,"S6869","S6850"
"S6870.S6850.1","2080030660","Axis2","-0.336761341287729","S6870","S6850"
"S6882.S6850.1","2080030660","Axis2","0.199050394180837","S6882","S6850"
"S6897.S6850.1","2080030660","Axis2","-0.0942913298848849","S6897","S6850"
"S6898.S6850.1","2080030660","Axis2","0.523314425508849","S6898","S6850"
"S6900.S6850.1","2080030660","Axis2","0.125132739799241","S6900","S6850"
"S6959.S6850.1","2080030660","Axis2","0.285255435598344","S6959","S6850"
"S6964.S6850.1","2080030660","Axis2","-0.0919370504560931","S6964","S6850"
"S6853.S6851.1","2080030660","Axis2","0.109836718807757","S6853","S6851"
"S6855.S6851.1","2080030660","Axis2",NA,"S6855","S6851"
"S6857.S6851.1","2080030660","Axis2","0.564561830322997","S6857","S6851"
"S6859.S6851.1","2080030660","Axis2","-0.414000862091398","S6859","S6851"
"S6860.S6851.1","2080030660","Axis2",NA,"S6860","S6851"
"S6863.S6851.1","2080030660","Axis2","-0.162081647300716","S6863","S6851"
"S6869.S6851.1","2080030660","Axis2",NA,"S6869","S6851"
"S6870.S6851.1","2080030660","Axis2","0.137481850509479","S6870","S6851"
"S6882.S6851.1","2080030660","Axis2","-0.133943466058872","S6882","S6851"
"S6897.S6851.1","2080030660","Axis2","0.188829770269918","S6897","S6851"
"S6898.S6851.1","2080030660","Axis2","0.156472800824892","S6898","S6851"
"S6900.S6851.1","2080030660","Axis2","0.461391108543759","S6900","S6851"
"S6959.S6851.1","2080030660","Axis2","-0.213861262229265","S6959","S6851"
"S6964.S6851.1","2080030660","Axis2","-0.340931185244741","S6964","S6851"
"S6855.S6853.1","2080030660","Axis2",NA,"S6855","S6853"
"S6857.S6853.1","2080030660","Axis2","0.33923739206821","S6857","S6853"
"S6859.S6853.1","2080030660","Axis2","-0.375030308922883","S6859","S6853"
"S6860.S6853.1","2080030660","Axis2",NA,"S6860","S6853"
"S6863.S6853.1","2080030660","Axis2","0.0812685868144839","S6863","S6853"
"S6869.S6853.1","2080030660","Axis2",NA,"S6869","S6853"
"S6870.S6853.1","2080030660","Axis2","0.232456825525855","S6870","S6853"
"S6882.S6853.1","2080030660","Axis2","-0.401226258482365","S6882","S6853"
"S6897.S6853.1","2080030660","Axis2","0.697149907009286","S6897","S6853"
"S6898.S6853.1","2080030660","Axis2","0.0777065296225588","S6898","S6853"
"S6900.S6853.1","2080030660","Axis2","0.815992658766628","S6900","S6853"
"S6959.S6853.1","2080030660","Axis2","0.396299683771924","S6959","S6853"
"S6964.S6853.1","2080030660","Axis2","0.463561659441222","S6964","S6853"
"S6857.S6855.1","2080030660","Axis2",NA,"S6857","S6855"
"S6859.S6855.1","2080030660","Axis2",NA,"S6859","S6855"
"S6860.S6855.1","2080030660","Axis2",NA,"S6860","S6855"
"S6863.S6855.1","2080030660","Axis2",NA,"S6863","S6855"
"S6869.S6855.1","2080030660","Axis2",NA,"S6869","S6855"
"S6870.S6855.1","2080030660","Axis2",NA,"S6870","S6855"
"S6882.S6855.1","2080030660","Axis2",NA,"S6882","S6855"
"S6897.S6855.1","2080030660","Axis2",NA,"S6897","S6855"
"S6898.S6855.1","2080030660","Axis2",NA,"S6898","S6855"
"S6900.S6855.1","2080030660","Axis2",NA,"S6900","S6855"
"S6959.S6855.1","2080030660","Axis2",NA,"S6959","S6855"
"S6964.S6855.1","2080030660","Axis2",NA,"S6964","S6855"
"S6859.S6857.1","2080030660","Axis2","0.040185816517033","S6859","S6857"
"S6860.S6857.1","2080030660","Axis2",NA,"S6860","S6857"
"S6863.S6857.1","2080030660","Axis2","0.395422447034544","S6863","S6857"
"S6869.S6857.1","2080030660","Axis2",NA,"S6869","S6857"
"S6870.S6857.1","2080030660","Axis2","0.624488318419792","S6870","S6857"
"S6882.S6857.1","2080030660","Axis2","-0.69528515886857","S6882","S6857"
"S6897.S6857.1","2080030660","Axis2","0.174866699839241","S6897","S6857"
"S6898.S6857.1","2080030660","Axis2","-0.358619751359221","S6898","S6857"
"S6900.S6857.1","2080030660","Axis2","0.505014382412876","S6900","S6857"
"S6959.S6857.1","2080030660","Axis2","0.108297400447156","S6959","S6857"
"S6964.S6857.1","2080030660","Axis2","0.227687210253714","S6964","S6857"
"S6860.S6859.1","2080030660","Axis2",NA,"S6860","S6859"
"S6863.S6859.1","2080030660","Axis2","0.109771814093278","S6863","S6859"
"S6869.S6859.1","2080030660","Axis2",NA,"S6869","S6859"
"S6870.S6859.1","2080030660","Axis2","0.487806026309952","S6870","S6859"
"S6882.S6859.1","2080030660","Axis2","-0.206739571144629","S6882","S6859"
"S6897.S6859.1","2080030660","Axis2","-0.436012856170622","S6897","S6859"
"S6898.S6859.1","2080030660","Axis2","-0.194555026622521","S6898","S6859"
"S6900.S6859.1","2080030660","Axis2","-0.286724264588429","S6900","S6859"
"S6959.S6859.1","2080030660","Axis2","0.251864447803949","S6959","S6859"
"S6964.S6859.1","2080030660","Axis2","-0.0875835285723389","S6964","S6859"
"S6863.S6860.1","2080030660","Axis2",NA,"S6863","S6860"
"S6869.S6860.1","2080030660","Axis2",NA,"S6869","S6860"
"S6870.S6860.1","2080030660","Axis2",NA,"S6870","S6860"
"S6882.S6860.1","2080030660","Axis2",NA,"S6882","S6860"
"S6897.S6860.1","2080030660","Axis2",NA,"S6897","S6860"
"S6898.S6860.1","2080030660","Axis2",NA,"S6898","S6860"
"S6900.S6860.1","2080030660","Axis2",NA,"S6900","S6860"
"S6959.S6860.1","2080030660","Axis2",NA,"S6959","S6860"
"S6964.S6860.1","2080030660","Axis2",NA,"S6964","S6860"
"S6869.S6863.1","2080030660","Axis2",NA,"S6869","S6863"
"S6870.S6863.1","2080030660","Axis2","0.299471786032118","S6870","S6863"
"S6882.S6863.1","2080030660","Axis2","-0.229247182356672","S6882","S6863"
"S6897.S6863.1","2080030660","Axis2","0.370403019136746","S6897","S6863"
"S6898.S6863.1","2080030660","Axis2","-0.315654721314313","S6898","S6863"
"S6900.S6863.1","2080030660","Axis2","-0.277692467285907","S6900","S6863"
"S6959.S6863.1","2080030660","Axis2","0.535659883017948","S6959","S6863"
"S6964.S6863.1","2080030660","Axis2","0.51613704969662","S6964","S6863"
"S6870.S6869.1","2080030660","Axis2",NA,"S6870","S6869"
"S6882.S6869.1","2080030660","Axis2",NA,"S6882","S6869"
"S6897.S6869.1","2080030660","Axis2",NA,"S6897","S6869"
"S6898.S6869.1","2080030660","Axis2",NA,"S6898","S6869"
"S6900.S6869.1","2080030660","Axis2",NA,"S6900","S6869"
"S6959.S6869.1","2080030660","Axis2",NA,"S6959","S6869"
"S6964.S6869.1","2080030660","Axis2",NA,"S6964","S6869"
"S6882.S6870.1","2080030660","Axis2","-0.638358607127787","S6882","S6870"
"S6897.S6870.1","2080030660","Axis2","0.0895897211176449","S6897","S6870"
"S6898.S6870.1","2080030660","Axis2","-0.293162991488252","S6898","S6870"
"S6900.S6870.1","2080030660","Axis2","0.327181895451064","S6900","S6870"
"S6959.S6870.1","2080030660","Axis2","0.38885605423804","S6959","S6870"
"S6964.S6870.1","2080030660","Axis2","0.477100625048834","S6964","S6870"
"S6897.S6882.1","2080030660","Axis2","-0.143092620781502","S6897","S6882"
"S6898.S6882.1","2080030660","Axis2","0.451528538565904","S6898","S6882"
"S6900.S6882.1","2080030660","Axis2","-0.500303381687729","S6900","S6882"
"S6959.S6882.1","2080030660","Axis2","-0.226107594896486","S6959","S6882"
"S6964.S6882.1","2080030660","Axis2","-0.507927852934184","S6964","S6882"
"S6898.S6897.1","2080030660","Axis2","0.23289925100467","S6898","S6897"
"S6900.S6897.1","2080030660","Axis2","0.419243399253698","S6900","S6897"
"S6959.S6897.1","2080030660","Axis2","0.523780238398841","S6959","S6897"
"S6964.S6897.1","2080030660","Axis2","0.376749977489384","S6964","S6897"
"S6900.S6898.1","2080030660","Axis2","0.215469061313833","S6900","S6898"
"S6959.S6898.1","2080030660","Axis2","0.377022329920663","S6959","S6898"
"S6964.S6898.1","2080030660","Axis2","-0.467644029819638","S6964","S6898"
"S6959.S6900.1","2080030660","Axis2","0.170169730674096","S6959","S6900"
"S6964.S6900.1","2080030660","Axis2","0.127765426662137","S6964","S6900"
"S6964.S6959.1","2080030660","Axis2","0.31857633097097","S6964","S6959"
"S6890.S6887","2080030630","Axis1","0.795823169425342","S6890","S6887"
"S6934.S6887","2080030630","Axis1","0.266270516085029","S6934","S6887"
"S6969.S6887","2080030630","Axis1","-0.427716305139957","S6969","S6887"
"S7067.S6887","2080030630","Axis1","-0.0805220226918011","S7067","S6887"
"S7082.S6887","2080030630","Axis1","-0.139160919628258","S7082","S6887"
"S7086.S6887","2080030630","Axis1","-0.0279724442785368","S7086","S6887"
"S7102.S6887","2080030630","Axis1","-0.117525871145096","S7102","S6887"
"S6934.S6890","2080030630","Axis1","0.347633608438796","S6934","S6890"
"S6969.S6890","2080030630","Axis1","-0.51678356516827","S6969","S6890"
"S7067.S6890","2080030630","Axis1","-0.023509798408051","S7067","S6890"
"S7082.S6890","2080030630","Axis1","-0.0699523353756154","S7082","S6890"
"S7086.S6890","2080030630","Axis1","0.361858872589891","S7086","S6890"
"S7102.S6890","2080030630","Axis1","-0.00176671526083938","S7102","S6890"
"S6969.S6934","2080030630","Axis1","0.142377103218161","S6969","S6934"
"S7067.S6934","2080030630","Axis1","-0.300367330006149","S7067","S6934"
"S7082.S6934","2080030630","Axis1","0.214243762949699","S7082","S6934"
"S7086.S6934","2080030630","Axis1","0.346083254915645","S7086","S6934"
"S7102.S6934","2080030630","Axis1","-0.452672638119612","S7102","S6934"
"S7067.S6969","2080030630","Axis1","-0.0596979353400917","S7067","S6969"
"S7082.S6969","2080030630","Axis1","-0.222463507435767","S7082","S6969"
"S7086.S6969","2080030630","Axis1","0.0662642700735679","S7086","S6969"
"S7102.S6969","2080030630","Axis1","-0.155690668943365","S7102","S6969"
"S7082.S7067","2080030630","Axis1","0.0194090053774269","S7082","S7067"
"S7086.S7067","2080030630","Axis1","0.332899957011568","S7086","S7067"
"S7102.S7067","2080030630","Axis1","0.160723248528193","S7102","S7067"
"S7086.S7082","2080030630","Axis1","-0.260670712581579","S7086","S7082"
"S7102.S7082","2080030630","Axis1","-0.291252354060887","S7102","S7082"
"S7102.S7086","2080030630","Axis1","-0.264337365857388","S7102","S7086"
"S6890.S6887.1","2080030630","Axis2","0.665139799182092","S6890","S6887"
"S6934.S6887.1","2080030630","Axis2","0.435089470219184","S6934","S6887"
"S6969.S6887.1","2080030630","Axis2","0.382713411363887","S6969","S6887"
"S7067.S6887.1","2080030630","Axis2","-0.198511128600608","S7067","S6887"
"S7082.S6887.1","2080030630","Axis2","-0.363567885128027","S7082","S6887"
"S7086.S6887.1","2080030630","Axis2","0.0634661700839928","S7086","S6887"
"S7102.S6887.1","2080030630","Axis2","-0.251833277851396","S7102","S6887"
"S6934.S6890.1","2080030630","Axis2","0.363137727043112","S6934","S6890"
"S6969.S6890.1","2080030630","Axis2","0.140389789717533","S6969","S6890"
"S7067.S6890.1","2080030630","Axis2","-0.0994654071277395","S7067","S6890"
"S7082.S6890.1","2080030630","Axis2","-0.207569410454424","S7082","S6890"
"S7086.S6890.1","2080030630","Axis2","0.621165732457952","S7086","S6890"
"S7102.S6890.1","2080030630","Axis2","-0.0792344387240302","S7102","S6890"
"S6969.S6934.1","2080030630","Axis2","0.33266719264923","S6969","S6934"
"S7067.S6934.1","2080030630","Axis2","0.751074767089851","S7067","S6934"
"S7082.S6934.1","2080030630","Axis2","0.428305679795946","S7082","S6934"
"S7086.S6934.1","2080030630","Axis2","-0.244979331954743","S7086","S6934"
"S7102.S6934.1","2080030630","Axis2","0.161430819739735","S7102","S6934"
"S7067.S6969.1","2080030630","Axis2","0.183349895140614","S7067","S6969"
"S7082.S6969.1","2080030630","Axis2","-0.44670635311956","S7082","S6969"
"S7086.S6969.1","2080030630","Axis2","-0.289793038551877","S7086","S6969"
"S7102.S6969.1","2080030630","Axis2","0.260697643253023","S7102","S6969"
"S7082.S7067.1","2080030630","Axis2","0.636109850678358","S7082","S7067"
"S7086.S7067.1","2080030630","Axis2","-0.326680840527434","S7086","S7067"
"S7102.S7067.1","2080030630","Axis2","0.406079776312035","S7102","S7067"
