"","Country","Axis","Correlation","BasinID1","BasinID2"
"X2080033120.2080032230","SWE","Axis1","-0.513616154213331","2080033120","2080032230"
"X2080033190.2080032230","SWE","Axis1","0.49196044550094","2080033190","2080032230"
"X2080033320.2080032230","SWE","Axis1","-0.116275678324001","2080033320","2080032230"
"X2080032670.2080032600","SWE","Axis1","0.00675807496908342","2080032670","2080032600"
"X2080032980.2080032600","SWE","Axis1","-0.193779936583367","2080032980","2080032600"
"X2080033010.2080032600","SWE","Axis1","-0.0818136420051663","2080033010","2080032600"
"X2080033020.2080032600","SWE","Axis1","0.0435806703476082","2080033020","2080032600"
"X2080033080.2080032600","SWE","Axis1","-0.473633725519551","2080033080","2080032600"
"X2080033090.2080032600","SWE","Axis1","0.05010940844715","2080033090","2080032600"
"X2080033120.2080032600","SWE","Axis1","0.239124720091108","2080033120","2080032600"
"X2080033190.2080032600","SWE","Axis1","-0.0809767341795004","2080033190","2080032600"
"X2080033320.2080032600","SWE","Axis1","0.513837194923959","2080033320","2080032600"
"X2080032980.2080032670","SWE","Axis1","0.615513875412548","2080032980","2080032670"
"X2080033010.2080032670","SWE","Axis1","-0.558818468825846","2080033010","2080032670"
"X2080033020.2080032670","SWE","Axis1","-0.461311730561378","2080033020","2080032670"
"X2080033080.2080032670","SWE","Axis1","-0.158803362490777","2080033080","2080032670"
"X2080033090.2080032670","SWE","Axis1","-0.032187040244055","2080033090","2080032670"
"X2080033120.2080032670","SWE","Axis1","0.689569092888721","2080033120","2080032670"
"X2080033190.2080032670","SWE","Axis1","-0.0466086278654574","2080033190","2080032670"
"X2080033320.2080032670","SWE","Axis1","0.0904433731172781","2080033320","2080032670"
"X2080033010.2080032980","SWE","Axis1","-0.144084567090264","2080033010","2080032980"
"X2080033020.2080032980","SWE","Axis1","-0.139937187624892","2080033020","2080032980"
"X2080033080.2080032980","SWE","Axis1","0.0473630191377105","2080033080","2080032980"
"X2080033090.2080032980","SWE","Axis1","0.292395385223947","2080033090","2080032980"
"X2080033120.2080032980","SWE","Axis1","0.311178013870869","2080033120","2080032980"
"X2080033190.2080032980","SWE","Axis1","0.214257880381187","2080033190","2080032980"
"X2080033320.2080032980","SWE","Axis1","-0.118850878483888","2080033320","2080032980"
"X2080033020.2080033010","SWE","Axis1","0.689315875141966","2080033020","2080033010"
"X2080033080.2080033010","SWE","Axis1","0.454585170096902","2080033080","2080033010"
"X2080033090.2080033010","SWE","Axis1","0.318895716157347","2080033090","2080033010"
"X2080033120.2080033010","SWE","Axis1","-0.408712301805887","2080033120","2080033010"
"X2080033190.2080033010","SWE","Axis1","0.533788799146139","2080033190","2080033010"
"X2080033320.2080033010","SWE","Axis1","-0.368331579467266","2080033320","2080033010"
"X2080033080.2080033020","SWE","Axis1","0.166672922767158","2080033080","2080033020"
"X2080033090.2080033020","SWE","Axis1","0.37297131327422","2080033090","2080033020"
"X2080033120.2080033020","SWE","Axis1","0.154696027025283","2080033120","2080033020"
"X2080033190.2080033020","SWE","Axis1","0.683351974497688","2080033190","2080033020"
"X2080033320.2080033020","SWE","Axis1","0.0177128594810572","2080033320","2080033020"
"X2080033090.2080033080","SWE","Axis1","-0.0548600502709059","2080033090","2080033080"
"X2080033120.2080033080","SWE","Axis1","-0.205833444015825","2080033120","2080033080"
"X2080033190.2080033080","SWE","Axis1","0.114467730470835","2080033190","2080033080"
"X2080033320.2080033080","SWE","Axis1","-0.23448000124372","2080033320","2080033080"
"X2080033120.2080033090","SWE","Axis1","0.0110306607619859","2080033120","2080033090"
"X2080033190.2080033090","SWE","Axis1","0.338322004371842","2080033190","2080033090"
"X2080033320.2080033090","SWE","Axis1","0.0199172023154052","2080033320","2080033090"
"X2080033190.2080033120","SWE","Axis1","0.240251900918731","2080033190","2080033120"
"X2080033320.2080033120","SWE","Axis1","0.417464523801603","2080033320","2080033120"
"X2080033320.2080033190","SWE","Axis1","0.241598082833464","2080033320","2080033190"
"X2080030160.2080030100.1","SWE","Axis2","0.61379665859067","2080030160","2080030100"
"X2080030220.2080030100.1","SWE","Axis2","0.316260384344644","2080030220","2080030100"
"X2080030370.2080030100.1","SWE","Axis2","0.408212449486574","2080030370","2080030100"
"X2080030420.2080030100.1","SWE","Axis2","-0.0420668237318529","2080030420","2080030100"
"X2080030460.2080030100.1","SWE","Axis2","0.242819459230349","2080030460","2080030100"
"X2080030560.2080030100.1","SWE","Axis2","-0.679409424941574","2080030560","2080030100"
"X2080030610.2080030100.1","SWE","Axis2","0.333127881379017","2080030610","2080030100"
"X2080030630.2080030100.1","SWE","Axis2","0.441016821885204","2080030630","2080030100"
"X2080030660.2080030100.1","SWE","Axis2","0.603913543358139","2080030660","2080030100"
"X2080030710.2080030100.1","SWE","Axis2","0.396297769603374","2080030710","2080030100"
"X2080030760.2080030100.1","SWE","Axis2","-0.512677037143567","2080030760","2080030100"
"X2080031060.2080030100.1","SWE","Axis2","-0.0416620983701777","2080031060","2080030100"
"X2080031740.2080030100.1","SWE","Axis2","-0.0374923053844614","2080031740","2080030100"
"X2080031750.2080030100.1","SWE","Axis2","0.236556643395721","2080031750","2080030100"
"X2080031960.2080030100.1","SWE","Axis2","0.150510224944778","2080031960","2080030100"
"X2080032230.2080030100.1","SWE","Axis2","0.383263422493119","2080032230","2080030100"
"X2080032600.2080030100.1","SWE","Axis2","0.62081532523896","2080032600","2080030100"
"X2080032670.2080030100.1","SWE","Axis2","-0.345152944916443","2080032670","2080030100"
"X2080032980.2080030100.1","SWE","Axis2","-0.0503816652846211","2080032980","2080030100"
"X2080033010.2080030100.1","SWE","Axis2","-0.347056657087839","2080033010","2080030100"
"X2080033020.2080030100.1","SWE","Axis2","0.232760495924481","2080033020","2080030100"
"X2080033080.2080030100.1","SWE","Axis2","0.591886855592386","2080033080","2080030100"
"X2080033090.2080030100.1","SWE","Axis2","-0.0170075684158019","2080033090","2080030100"
"X2080033120.2080030100.1","SWE","Axis2","0.735561390110607","2080033120","2080030100"
"X2080033190.2080030100.1","SWE","Axis2","-0.306171849006835","2080033190","2080030100"
"X2080033320.2080030100.1","SWE","Axis2","0.0446270202631592","2080033320","2080030100"
"X2080030220.2080030160.1","SWE","Axis2","0.291124826488313","2080030220","2080030160"
"X2080030370.2080030160.1","SWE","Axis2","0.520954080400394","2080030370","2080030160"
"X2080030420.2080030160.1","SWE","Axis2","-0.358317442653031","2080030420","2080030160"
"X2080030460.2080030160.1","SWE","Axis2","0.170096331086815","2080030460","2080030160"
"X2080030560.2080030160.1","SWE","Axis2","-0.550969783428648","2080030560","2080030160"
"X2080030610.2080030160.1","SWE","Axis2","0.25069378121047","2080030610","2080030160"
"X2080030630.2080030160.1","SWE","Axis2","0.229699429775372","2080030630","2080030160"
"X2080030660.2080030160.1","SWE","Axis2","0.258907951345846","2080030660","2080030160"
"X2080030710.2080030160.1","SWE","Axis2","-0.050155393836033","2080030710","2080030160"
"X2080030760.2080030160.1","SWE","Axis2","-0.493191405020495","2080030760","2080030160"
"X2080031060.2080030160.1","SWE","Axis2","0.317489070681985","2080031060","2080030160"
"X2080031740.2080030160.1","SWE","Axis2","0.310025863584659","2080031740","2080030160"
"X2080031750.2080030160.1","SWE","Axis2","0.162962141922016","2080031750","2080030160"
"X2080031960.2080030160.1","SWE","Axis2","0.207428553430882","2080031960","2080030160"
"X2080032230.2080030160.1","SWE","Axis2","0.0402809457203333","2080032230","2080030160"
"X2080032600.2080030160.1","SWE","Axis2","0.235369070989713","2080032600","2080030160"
"X2080032670.2080030160.1","SWE","Axis2","0.0361971985769718","2080032670","2080030160"
"X2080032980.2080030160.1","SWE","Axis2","-0.063480427886775","2080032980","2080030160"
"X2080033010.2080030160.1","SWE","Axis2","-0.767037119115624","2080033010","2080030160"
"X2080033020.2080030160.1","SWE","Axis2","-0.38568462069506","2080033020","2080030160"
"X2080033080.2080030160.1","SWE","Axis2","0.316923539188396","2080033080","2080030160"
"X2080033090.2080030160.1","SWE","Axis2","-0.199974942195908","2080033090","2080030160"
"X2080033120.2080030160.1","SWE","Axis2","0.81276637989357","2080033120","2080030160"
"X2080033190.2080030160.1","SWE","Axis2","-0.405430786107807","2080033190","2080030160"
"X2080033320.2080030160.1","SWE","Axis2","-0.31597511996267","2080033320","2080030160"
"X2080030370.2080030220.1","SWE","Axis2","0.524458317813174","2080030370","2080030220"
"X2080030420.2080030220.1","SWE","Axis2","0.0672601415043005","2080030420","2080030220"
"X2080030460.2080030220.1","SWE","Axis2","0.506934249992501","2080030460","2080030220"
"X2080030560.2080030220.1","SWE","Axis2","-0.337410002986872","2080030560","2080030220"
"X2080030610.2080030220.1","SWE","Axis2","0.435103685963685","2080030610","2080030220"
"X2080030630.2080030220.1","SWE","Axis2","0.119242751163652","2080030630","2080030220"
"X2080030660.2080030220.1","SWE","Axis2","0.528085744678008","2080030660","2080030220"
"X2080030710.2080030220.1","SWE","Axis2","0.215396900506379","2080030710","2080030220"
"X2080030760.2080030220.1","SWE","Axis2","-0.710495507607496","2080030760","2080030220"
"X2080031060.2080030220.1","SWE","Axis2","0.0440956587054381","2080031060","2080030220"
"X2080031740.2080030220.1","SWE","Axis2","0.37587241880344","2080031740","2080030220"
"X2080031750.2080030220.1","SWE","Axis2","-0.0373999312090043","2080031750","2080030220"
"X2080031960.2080030220.1","SWE","Axis2","0.635486291622734","2080031960","2080030220"
"X2080032230.2080030220.1","SWE","Axis2","-0.239891774489725","2080032230","2080030220"
"X2080032600.2080030220.1","SWE","Axis2","0.226718792488135","2080032600","2080030220"
"X2080032670.2080030220.1","SWE","Axis2","-0.0196123692640485","2080032670","2080030220"
"X2080032980.2080030220.1","SWE","Axis2","-0.492180533753335","2080032980","2080030220"
"X2080033010.2080030220.1","SWE","Axis2","-0.11097007918785","2080033010","2080030220"
"X2080033020.2080030220.1","SWE","Axis2","0.161361294998029","2080033020","2080030220"
"X2080033080.2080030220.1","SWE","Axis2","0.170454929265122","2080033080","2080030220"
"X2080033090.2080030220.1","SWE","Axis2","0.183192990440593","2080033090","2080030220"
"X2080033120.2080030220.1","SWE","Axis2","0.31469247763274","2080033120","2080030220"
"X2080033190.2080030220.1","SWE","Axis2","-0.116987937502678","2080033190","2080030220"
"X2080033320.2080030220.1","SWE","Axis2","-0.248811486507147","2080033320","2080030220"
"X2080030420.2080030370.1","SWE","Axis2","0.0238813034167301","2080030420","2080030370"
"X2080030460.2080030370.1","SWE","Axis2","0.152883321778297","2080030460","2080030370"
"X2080030560.2080030370.1","SWE","Axis2","-0.415956461483871","2080030560","2080030370"
"X2080030610.2080030370.1","SWE","Axis2","0.1295465981244","2080030610","2080030370"
"X2080030630.2080030370.1","SWE","Axis2","0.363589660508455","2080030630","2080030370"
"X2080030660.2080030370.1","SWE","Axis2","0.72016593030835","2080030660","2080030370"
"X2080030710.2080030370.1","SWE","Axis2","0.444729310390952","2080030710","2080030370"
"X2080030760.2080030370.1","SWE","Axis2","-0.479268972104016","2080030760","2080030370"
"X2080031060.2080030370.1","SWE","Axis2","0.546211324407102","2080031060","2080030370"
"X2080031740.2080030370.1","SWE","Axis2","0.559198121815484","2080031740","2080030370"
"X2080031750.2080030370.1","SWE","Axis2","0.0937366153713551","2080031750","2080030370"
"X2080031960.2080030370.1","SWE","Axis2","0.404068782805921","2080031960","2080030370"
"X2080032230.2080030370.1","SWE","Axis2","0.209294327303346","2080032230","2080030370"
"X2080032600.2080030370.1","SWE","Axis2","0.336742330813013","2080032600","2080030370"
"X2080032670.2080030370.1","SWE","Axis2","0.0774248432401402","2080032670","2080030370"
"X2080032980.2080030370.1","SWE","Axis2","-0.146101169606487","2080032980","2080030370"
"X2080033010.2080030370.1","SWE","Axis2","-0.351373983676225","2080033010","2080030370"
"X2080033020.2080030370.1","SWE","Axis2","-0.485173415374044","2080033020","2080030370"
"X2080033080.2080030370.1","SWE","Axis2","0.186897866242088","2080033080","2080030370"
"X2080033090.2080030370.1","SWE","Axis2","-0.538928201961733","2080033090","2080030370"
"X2080033120.2080030370.1","SWE","Axis2","0.192458215904772","2080033120","2080030370"
"X2080033190.2080030370.1","SWE","Axis2","-0.552557638493597","2080033190","2080030370"
"X2080033320.2080030370.1","SWE","Axis2","-0.0706501880603171","2080033320","2080030370"
"X2080030460.2080030420.1","SWE","Axis2","-0.599492163251416","2080030460","2080030420"
"X2080030560.2080030420.1","SWE","Axis2","0.606318495410476","2080030560","2080030420"
"X2080030610.2080030420.1","SWE","Axis2","0.406183740072401","2080030610","2080030420"
"X2080030630.2080030420.1","SWE","Axis2","0.308217641188706","2080030630","2080030420"
"X2080030660.2080030420.1","SWE","Axis2","0.43239615282717","2080030660","2080030420"
"X2080030710.2080030420.1","SWE","Axis2","-0.213312477321779","2080030710","2080030420"
"X2080030760.2080030420.1","SWE","Axis2","0.276520194500596","2080030760","2080030420"
"X2080031060.2080030420.1","SWE","Axis2","0.174456549084126","2080031060","2080030420"
"X2080031740.2080030420.1","SWE","Axis2","0.0303224046307694","2080031740","2080030420"
"X2080031750.2080030420.1","SWE","Axis2","0.284148449679671","2080031750","2080030420"
"X2080031960.2080030420.1","SWE","Axis2","-0.51547270320799","2080031960","2080030420"
"X2080032230.2080030420.1","SWE","Axis2","0.435907357327924","2080032230","2080030420"
"X2080032600.2080030420.1","SWE","Axis2","0.156561631802322","2080032600","2080030420"
"X2080032670.2080030420.1","SWE","Axis2","0.332097908107089","2080032670","2080030420"
"X2080032980.2080030420.1","SWE","Axis2","-0.471225899057095","2080032980","2080030420"
"X2080033010.2080030420.1","SWE","Axis2","0.500748696190023","2080033010","2080030420"
"X2080033020.2080030420.1","SWE","Axis2","-0.10434082694712","2080033020","2080030420"
"X2080033080.2080030420.1","SWE","Axis2","0.0403515003565793","2080033080","2080030420"
"X2080033090.2080030420.1","SWE","Axis2","-0.195542934185881","2080033090","2080030420"
"X2080033120.2080030420.1","SWE","Axis2","-0.164184634650128","2080033120","2080030420"
"X2080033190.2080030420.1","SWE","Axis2","-0.117726697896314","2080033190","2080030420"
"X2080033320.2080030420.1","SWE","Axis2","0.186144225466909","2080033320","2080030420"
"X2080030560.2080030460.1","SWE","Axis2","-0.772873681870756","2080030560","2080030460"
"X2080030610.2080030460.1","SWE","Axis2","-0.240833123289545","2080030610","2080030460"
"X2080030630.2080030460.1","SWE","Axis2","0.0501223042270283","2080030630","2080030460"
"X2080030660.2080030460.1","SWE","Axis2","0.103835047224711","2080030660","2080030460"
"X2080030710.2080030460.1","SWE","Axis2","0.463190008730765","2080030710","2080030460"
"X2080030760.2080030460.1","SWE","Axis2","-0.631635940992206","2080030760","2080030460"
"X2080031060.2080030460.1","SWE","Axis2","-0.254223599906498","2080031060","2080030460"
"X2080031740.2080030460.1","SWE","Axis2","-0.144510905929939","2080031740","2080030460"
"X2080031750.2080030460.1","SWE","Axis2","-0.00410487752480321","2080031750","2080030460"
"X2080031960.2080030460.1","SWE","Axis2","0.692196012000716","2080031960","2080030460"
"X2080032230.2080030460.1","SWE","Axis2","-0.493067587930943","2080032230","2080030460"
"X2080032600.2080030460.1","SWE","Axis2","0.0590694126284082","2080032600","2080030460"
"X2080032670.2080030460.1","SWE","Axis2","-0.46881113717376","2080032670","2080030460"
"X2080032980.2080030460.1","SWE","Axis2","-0.0663489797650319","2080032980","2080030460"
"X2080033010.2080030460.1","SWE","Axis2","-0.279260405752367","2080033010","2080030460"
"X2080033020.2080030460.1","SWE","Axis2","0.4029758604535","2080033020","2080030460"
"X2080033080.2080030460.1","SWE","Axis2","-0.167179143012997","2080033080","2080030460"
"X2080033090.2080030460.1","SWE","Axis2","0.441051764965142","2080033090","2080030460"
"X2080033120.2080030460.1","SWE","Axis2","0.304436108043812","2080033120","2080030460"
"X2080033190.2080030460.1","SWE","Axis2","0.45150784571255","2080033190","2080030460"
"X2080033320.2080030460.1","SWE","Axis2","-0.038425247937376","2080033320","2080030460"
"X2080030610.2080030560.1","SWE","Axis2","0.0631014066338431","2080030610","2080030560"
"X2080030630.2080030560.1","SWE","Axis2","-0.160383651036508","2080030630","2080030560"
"X2080030660.2080030560.1","SWE","Axis2","-0.295164413175203","2080030660","2080030560"
"X2080030710.2080030560.1","SWE","Axis2","-0.586115709713166","2080030710","2080030560"
"X2080030760.2080030560.1","SWE","Axis2","0.549674113294387","2080030760","2080030560"
"X2080031060.2080030560.1","SWE","Axis2","0.130072162530825","2080031060","2080030560"
"X2080031740.2080030560.1","SWE","Axis2","0.0804136566521143","2080031740","2080030560"
"X2080031750.2080030560.1","SWE","Axis2","-0.18430844691442","2080031750","2080030560"
"X2080031960.2080030560.1","SWE","Axis2","-0.604655389555147","2080031960","2080030560"
"X2080032230.2080030560.1","SWE","Axis2","0.030579793405852","2080032230","2080030560"
"X2080032600.2080030560.1","SWE","Axis2","-0.270549516151518","2080032600","2080030560"
"X2080032670.2080030560.1","SWE","Axis2","0.489088184149281","2080032670","2080030560"
"X2080032980.2080030560.1","SWE","Axis2","-0.0931953404689101","2080032980","2080030560"
"X2080033010.2080030560.1","SWE","Axis2","0.483909174962661","2080033010","2080030560"
"X2080033020.2080030560.1","SWE","Axis2","-0.22527940987019","2080033020","2080030560"
"X2080033080.2080030560.1","SWE","Axis2","-0.110174145172433","2080033080","2080030560"
"X2080033090.2080030560.1","SWE","Axis2","-0.145903629832472","2080033090","2080030560"
"X2080033120.2080030560.1","SWE","Axis2","-0.554878748792706","2080033120","2080030560"
"X2080033190.2080030560.1","SWE","Axis2","-0.0394361579596895","2080033190","2080030560"
"X2080033320.2080030560.1","SWE","Axis2","-0.0578063970068557","2080033320","2080030560"
"X2080030630.2080030610.1","SWE","Axis2","0.0523546001551612","2080030630","2080030610"
"X2080030660.2080030610.1","SWE","Axis2","0.314384865448304","2080030660","2080030610"
"X2080030710.2080030610.1","SWE","Axis2","-0.00751426282222078","2080030710","2080030610"
"X2080030760.2080030610.1","SWE","Axis2","-0.0882237550043049","2080030760","2080030610"
"X2080031060.2080030610.1","SWE","Axis2","-0.16937686893642","2080031060","2080030610"
"X2080031740.2080030610.1","SWE","Axis2","0.216334010408433","2080031740","2080030610"
"X2080031750.2080030610.1","SWE","Axis2","0.401637600709717","2080031750","2080030610"
"X2080031960.2080030610.1","SWE","Axis2","0.182777974245898","2080031960","2080030610"
"X2080032230.2080030610.1","SWE","Axis2","0.330961416737603","2080032230","2080030610"
"X2080032600.2080030610.1","SWE","Axis2","0.100251450600923","2080032600","2080030610"
"X2080032670.2080030610.1","SWE","Axis2","-0.0517072014931816","2080032670","2080030610"
"X2080032980.2080030610.1","SWE","Axis2","-0.153137042248985","2080032980","2080030610"
"X2080033010.2080030610.1","SWE","Axis2","0.145054001832799","2080033010","2080030610"
"X2080033020.2080030610.1","SWE","Axis2","0.0482870013459545","2080033020","2080030610"
"X2080033080.2080030610.1","SWE","Axis2","0.160634691128385","2080033080","2080030610"
"X2080033090.2080030610.1","SWE","Axis2","0.292819186645273","2080033090","2080030610"
"X2080033120.2080030610.1","SWE","Axis2","0.258479982031225","2080033120","2080030610"
"X2080033190.2080030610.1","SWE","Axis2","-0.421274549892947","2080033190","2080030610"
"X2080033320.2080030610.1","SWE","Axis2","0.153771237247247","2080033320","2080030610"
"X2080030660.2080030630.1","SWE","Axis2","0.65240350753675","2080030660","2080030630"
"X2080030710.2080030630.1","SWE","Axis2","0.35447584391271","2080030710","2080030630"
"X2080030760.2080030630.1","SWE","Axis2","-0.4574892748337","2080030760","2080030630"
"X2080031060.2080030630.1","SWE","Axis2","0.416795509069206","2080031060","2080030630"
"X2080031740.2080030630.1","SWE","Axis2","-0.183649740103295","2080031740","2080030630"
"X2080031750.2080030630.1","SWE","Axis2","0.518199843911601","2080031750","2080030630"
"X2080031960.2080030630.1","SWE","Axis2","-0.273043941072033","2080031960","2080030630"
"X2080032230.2080030630.1","SWE","Axis2","0.305594914073663","2080032230","2080030630"
"X2080032600.2080030630.1","SWE","Axis2","0.325056940642877","2080032600","2080030630"
"X2080032670.2080030630.1","SWE","Axis2","-0.417833240166337","2080032670","2080030630"
"X2080032980.2080030630.1","SWE","Axis2","-0.112005316163906","2080032980","2080030630"
"X2080033010.2080030630.1","SWE","Axis2","-0.297813073936763","2080033010","2080030630"
"X2080033020.2080030630.1","SWE","Axis2","-0.266655535225802","2080033020","2080030630"
"X2080033080.2080030630.1","SWE","Axis2","-0.00729537419673717","2080033080","2080030630"
"X2080033090.2080030630.1","SWE","Axis2","-0.00861552922115615","2080033090","2080030630"
"X2080033120.2080030630.1","SWE","Axis2","0.379141012344487","2080033120","2080030630"
"X2080033190.2080030630.1","SWE","Axis2","0.0431138710862508","2080033190","2080030630"
"X2080033320.2080030630.1","SWE","Axis2","0.145295330378178","2080033320","2080030630"
"X2080030710.2080030660.1","SWE","Axis2","0.499940429133469","2080030710","2080030660"
"X2080030760.2080030660.1","SWE","Axis2","-0.560266670873088","2080030760","2080030660"
"X2080031060.2080030660.1","SWE","Axis2","0.167473472265091","2080031060","2080030660"
"X2080031740.2080030660.1","SWE","Axis2","0.371943288162627","2080031740","2080030660"
"X2080031750.2080030660.1","SWE","Axis2","0.260699242039488","2080031750","2080030660"
"X2080031960.2080030660.1","SWE","Axis2","0.183751277522009","2080031960","2080030660"
"X2080032230.2080030660.1","SWE","Axis2","0.234525470270684","2080032230","2080030660"
"X2080032600.2080030660.1","SWE","Axis2","0.719508089826449","2080032600","2080030660"
"X2080032670.2080030660.1","SWE","Axis2","-0.072092766043609","2080032670","2080030660"
"X2080032980.2080030660.1","SWE","Axis2","-0.187588886437118","2080032980","2080030660"
"X2080033010.2080030660.1","SWE","Axis2","0.0654437023853616","2080033010","2080030660"
"X2080033020.2080030660.1","SWE","Axis2","-0.120928321662633","2080033020","2080030660"
"X2080033080.2080030660.1","SWE","Axis2","0.331870370881036","2080033080","2080030660"
"X2080033090.2080030660.1","SWE","Axis2","-0.298371279190301","2080033090","2080030660"
"X2080033120.2080030660.1","SWE","Axis2","0.274653094919109","2080033120","2080030660"
"X2080033190.2080030660.1","SWE","Axis2","-0.405291658752969","2080033190","2080030660"
"X2080033320.2080030660.1","SWE","Axis2","0.312676096340811","2080033320","2080030660"
"X2080030760.2080030710.1","SWE","Axis2","-0.395888940172101","2080030760","2080030710"
"X2080031060.2080030710.1","SWE","Axis2","-0.145076975166212","2080031060","2080030710"
"X2080031740.2080030710.1","SWE","Axis2","-0.0277707522111821","2080031740","2080030710"
"X2080031750.2080030710.1","SWE","Axis2","0.177998667578139","2080031750","2080030710"
"X2080031960.2080030710.1","SWE","Axis2","0.542522611507013","2080031960","2080030710"
"X2080032230.2080030710.1","SWE","Axis2","0.202882964895411","2080032230","2080030710"
"X2080032600.2080030710.1","SWE","Axis2","0.317411912653845","2080032600","2080030710"
"X2080032670.2080030710.1","SWE","Axis2","-0.714282205768918","2080032670","2080030710"
"X2080032980.2080030710.1","SWE","Axis2","0.414959825211882","2080032980","2080030710"
"X2080033010.2080030710.1","SWE","Axis2","0.05248506981089","2080033010","2080030710"
"X2080033020.2080030710.1","SWE","Axis2","0.221880603051566","2080033020","2080030710"
"X2080033080.2080030710.1","SWE","Axis2","0.0171168070838628","2080033080","2080030710"
"X2080033090.2080030710.1","SWE","Axis2","0.128025178267963","2080033090","2080030710"
"X2080033120.2080030710.1","SWE","Axis2","-0.134099659231172","2080033120","2080030710"
"X2080033190.2080030710.1","SWE","Axis2","-0.126418173770085","2080033190","2080030710"
"X2080033320.2080030710.1","SWE","Axis2","0.480628561787378","2080033320","2080030710"
"X2080031060.2080030760.1","SWE","Axis2","-0.012715052381073","2080031060","2080030760"
"X2080031740.2080030760.1","SWE","Axis2","-0.309260528422951","2080031740","2080030760"
"X2080031750.2080030760.1","SWE","Axis2","0.118300804047534","2080031750","2080030760"
"X2080031960.2080030760.1","SWE","Axis2","-0.523451950170962","2080031960","2080030760"
"X2080032230.2080030760.1","SWE","Axis2","0.397008870694809","2080032230","2080030760"
"X2080032600.2080030760.1","SWE","Axis2","-0.5269648349586","2080032600","2080030760"
"X2080032670.2080030760.1","SWE","Axis2","0.313576994604478","2080032670","2080030760"
"X2080032980.2080030760.1","SWE","Axis2","0.0380691751641582","2080032980","2080030760"
"X2080033010.2080030760.1","SWE","Axis2","0.353868896509723","2080033010","2080030760"
"X2080033020.2080030760.1","SWE","Axis2","-0.101292630698951","2080033020","2080030760"
"X2080033080.2080030760.1","SWE","Axis2","-0.345646524300821","2080033080","2080030760"
"X2080033090.2080030760.1","SWE","Axis2","-0.147576313325276","2080033090","2080030760"
"X2080033120.2080030760.1","SWE","Axis2","-0.507234513309436","2080033120","2080030760"
"X2080033190.2080030760.1","SWE","Axis2","0.12026028161936","2080033190","2080030760"
"X2080033320.2080030760.1","SWE","Axis2","0.129186809596377","2080033320","2080030760"
"X2080031740.2080031060.1","SWE","Axis2","0.0614600496318436","2080031740","2080031060"
"X2080031750.2080031060.1","SWE","Axis2","0.135052732045113","2080031750","2080031060"
"X2080031960.2080031060.1","SWE","Axis2","-0.332249097834381","2080031960","2080031060"
"X2080032230.2080031060.1","SWE","Axis2","0.358800332436737","2080032230","2080031060"
"X2080032600.2080031060.1","SWE","Axis2","-0.273707803765171","2080032600","2080031060"
"X2080032670.2080031060.1","SWE","Axis2","0.217563463305852","2080032670","2080031060"
"X2080032980.2080031060.1","SWE","Axis2","-0.397613990734151","2080032980","2080031060"
"X2080033010.2080031060.1","SWE","Axis2","-0.601771306632509","2080033010","2080031060"
"X2080033020.2080031060.1","SWE","Axis2","-0.725120032890792","2080033020","2080031060"
"X2080033080.2080031060.1","SWE","Axis2","-0.121991654112573","2080033080","2080031060"
"X2080033090.2080031060.1","SWE","Axis2","-0.504806224219586","2080033090","2080031060"
"X2080033120.2080031060.1","SWE","Axis2","0.105962414365655","2080033120","2080031060"
"X2080033190.2080031060.1","SWE","Axis2","-0.126265520868678","2080033190","2080031060"
"X2080033320.2080031060.1","SWE","Axis2","-0.552121547816595","2080033320","2080031060"
"X2080031750.2080031740.1","SWE","Axis2","-0.391044512332032","2080031750","2080031740"
"X2080031960.2080031740.1","SWE","Axis2","0.407036767340249","2080031960","2080031740"
"X2080032230.2080031740.1","SWE","Axis2","-0.327496189629917","2080032230","2080031740"
"X2080032600.2080031740.1","SWE","Axis2","0.443096623549973","2080032600","2080031740"
"X2080032670.2080031740.1","SWE","Axis2","0.549222513316246","2080032670","2080031740"
"X2080032980.2080031740.1","SWE","Axis2","0.138322444029814","2080032980","2080031740"
"X2080033010.2080031740.1","SWE","Axis2","0.143864541989497","2080033010","2080031740"
"X2080033020.2080031740.1","SWE","Axis2","-0.418343555164084","2080033020","2080031740"
"X2080033080.2080031740.1","SWE","Axis2","0.357810864673695","2080033080","2080031740"
"X2080033090.2080031740.1","SWE","Axis2","-0.551909794942448","2080033090","2080031740"
"X2080033120.2080031740.1","SWE","Axis2","-0.101406219351292","2080033120","2080031740"
"X2080033190.2080031740.1","SWE","Axis2","-0.761626345307734","2080033190","2080031740"
"X2080033320.2080031740.1","SWE","Axis2","0.0605211749525589","2080033320","2080031740"
"X2080031960.2080031750.1","SWE","Axis2","-0.146430003640606","2080031960","2080031750"
"X2080032230.2080031750.1","SWE","Axis2","0.481618111284591","2080032230","2080031750"
"X2080032600.2080031750.1","SWE","Axis2","-0.204613552700916","2080032600","2080031750"
"X2080032670.2080031750.1","SWE","Axis2","-0.363077275217203","2080032670","2080031750"
"X2080032980.2080031750.1","SWE","Axis2","-0.187675806769639","2080032980","2080031750"
"X2080033010.2080031750.1","SWE","Axis2","-0.153977106426194","2080033010","2080031750"
"X2080033020.2080031750.1","SWE","Axis2","-0.243411635468032","2080033020","2080031750"
"X2080033080.2080031750.1","SWE","Axis2","-0.540035083062869","2080033080","2080031750"
"X2080033090.2080031750.1","SWE","Axis2","0.28867179501529","2080033090","2080031750"
