"","AVG_MXL","AVG_LMAT","AVG_AGEMAT","AVG_LONGY","AVG_FECUND","AVG_EGGSIZE","AVG_RGUILD_Bearer","AVG_RGUILD_G_NS","AVG_RGUILD_G_SC","AVG_RGUILD_NG_BH","AVG_RGUILD_NG_OS","number_nas"
"S1029_2009",538.811881188119,96.9055445544554,2.37623762376238,15.7768316831683,8.03663303577301,2.4260396039604,0,0,0,0.376237623762376,0.623762376237624,0
"S1029_2012",385.613382899628,85.0366171003718,2.24171003717472,12.6573605947955,8.00140629517257,1.96620817843866,0,0,0,0.204460966542751,0.795539033457249,0
"S1029_2004",869.462365591398,135.794408602151,2.68817204301075,22.2245161290323,8.28562992369844,3.31817204301075,0,0,0,0.688172043010753,0.311827956989247,0
"S1029_2008",514.117647058824,94.0011764705882,2.35294117647059,15.2952941176471,8.01803700238449,2.35941176470588,0,0,0,0.352941176470588,0.647058823529412,0
"S1029_2010",396.969696969697,80.2230303030303,2.24242424242424,13.0109090909091,7.92981854702163,2.04333333333333,0,0,0,0.242424242424242,0.757575757575758,0
"S1029_2013",486.03305785124,90.6980578512397,2.32644628099174,14.7476446280992,7.99688785656069,2.28363636363636,0,0,0,0.326446280991736,0.673553719008264,0
"S1031_2007",846.666666666667,133.113333333333,2.66666666666667,21.78,8.26846358535,3.25666666666667,0,0,0,0.666666666666667,0.333333333333333,0
"S1031_2011",493.333333333333,91.5566666666667,2.33333333333333,14.89,8.00238534094914,2.30333333333333,0,0,0,0.333333333333333,0.666666666666667,0
"S1031_2005",612.181818181818,105.534818181818,2.44545454545455,17.2075454545455,8.09188438679306,2.624,0,0,0,0.445454545454545,0.554545454545455,0
"S1031_2006",307.136929460581,69.657510373444,2.15767634854772,11.2591701244813,7.86216983456363,1.80095435684647,0,0,0,0.157676348547718,0.842323651452282,0
"S1031_2009",822.178217821782,130.233168316832,2.64356435643564,21.3024752475248,8.25002251890637,3.19059405940594,0,0,0,0.643564356435644,0.356435643564356,0
"S1031_2012",230.23381294964,63.5877697841727,2.08996402877698,9.69564748201439,7.84303041207327,1.57097122302158,0,0,0,0.0719424460431655,0.928057553956835,0
"S1031_2004",442.857142857143,85.62,2.28571428571429,13.9057142857143,7.96437416317759,2.16714285714286,0,0,0,0.285714285714286,0.714285714285714,0
"S1031_2008",564,99.868,2.4,16.268,8.05560098982931,2.494,0,0,0,0.4,0.6,0
"S1031_2010",497.590361445783,92.0573493975904,2.33734939759036,14.9730120481928,8.00559110292988,2.31481927710843,0,0,0,0.337349397590361,0.662650602409638,0
"S1031_2013",286.769230769231,67.262,2.13846153846154,10.862,7.84683190576095,1.746,0,0,0,0.138461538461538,0.861538461538461,0
"S10328_2007",613.597547169811,219.371037735849,2.66792452830189,12.2243396226415,10.9974181010576,1.21066037735849,0,0.292452830188679,0.0471698113207547,0.0471698113207547,0.613207547169811,0
"S10328_2008",692.3336,274.6164,3.0684,12.0768,11.4608043291153,1.2566,0,0,0.04,0.14,0.82,0
"S10328_2004",401.190810488677,153.777800953516,1.84429082240763,8.20893325387366,10.8750553335928,0.829404052443385,0.00476758045292014,0.0143027413587604,0.00119189511323004,0.00357568533969011,0.976162097735399,0
"S10328_2012",362.549662921348,137.280842696629,2.03022471910112,8.0426404494382,9.68679577677585,1.0326404494382,0,0.106741573033708,0,0.0617977528089888,0.831460674157303,0
"S10328_2006",500.178985239852,195.750442804428,2.11031365313653,9.66516605166052,11.6012046099022,0.875055350553505,0,0.03690036900369,0.00553505535055351,0.014760147601476,0.94280442804428,0
"S10328_2009",700.981656441718,254.504539877301,2.86527607361963,13.228773006135,11.5714681503791,1.4278527607362,0,0.319018404907975,0.0429447852760736,0.214723926380368,0.423312883435583,0
"S10328_2010",549.827067669173,226.022481203008,2.42210526315789,9.97563909774436,11.5811665600553,1.04932330827068,0,0.105263157894737,0.0225563909774436,0.037593984962406,0.834586466165413,0
"S10328_2011",370.240291970803,144.944306569343,2.03518248175182,7.80324817518248,10.046073555392,0.965620437956204,0,0.0474452554744526,0,0.0328467153284672,0.91970802919708,0
"S10328_2013",503.767337807606,189.108389261745,2.0106711409396,9.34480984340045,11.7063334247777,0.840480984340045,0,0.0492170022371365,0.00335570469798658,0.0201342281879195,0.927293064876958,0
"S10328_2005",573.283913043478,207.143043478261,2.52557971014493,12.0991304347826,10.8304707492523,1.20855072463768,0,0.318840579710145,0.0144927536231884,0.0507246376811594,0.615942028985507,0
"S10329_2004",90.8532110091743,44.3372235872236,1.38004587155963,2.96215596330275,6.75065582877686,1.17373853211009,0.0573394495412844,0.736238532110092,0,0,0.206422018348624,0.13302752293578
"S10329_2005",98.5837320574163,51.226902173913,1.40143540669856,3.01674641148325,6.94222163941472,1.11813397129187,0.00478468899521531,0.578947368421053,0,0.00478468899521531,0.411483253588517,0.239234449760766
"S10329_2006",103.908450704225,49.7138157894737,1.34859154929577,3.04225352112676,6.91726324297797,1.20369718309859,0.0176056338028169,0.598591549295775,0,0,0.383802816901408,0.394366197183099
"S10329_2007",86.1104294478528,45.21875,1.14723926380368,2.38343558282209,7.10811752480244,1.26515337423313,0,0.251533742331288,0,0,0.748466257668712,1.01840490797546
"S10329_2008",104.939467312349,48.039755351682,1.24721549636804,2.78571428571429,7.10720869792406,1.16033898305085,0.00242130750605327,0.423728813559322,0,0,0.573849878934625,0.416464891041162
"S10329_2009",107.256,51.3057851239669,1.15266666666667,2.72933333333333,7.30869025808515,1.20021333333333,0.00266666666666667,0.197333333333333,0,0,0.8,0.709333333333333
"S10329_2010",104.205338809035,50.8776758409786,1.05441478439425,2.34702258726899,7.44893793042846,1.13845995893224,0,0.0472279260780287,0,0.00205338809034908,0.950718685831622,0.657084188911704
"S10329_2011",85.2351097178683,41.4819749216301,1.34012539184953,2.97805642633229,6.55354869031339,1.16554858934169,0.109717868338558,0.614420062695925,0,0,0.275862068965517,0
"S10329_2012",90.6843220338983,44.4744565217391,1.45281779661017,2.96133474576271,6.10548428581419,1.19299785867238,0.0741525423728814,0.438559322033898,0,0.00211864406779661,0.485169491525424,0.0614406779661017
"S10329_2013",94.6766666666667,42.0411073825503,1.40933333333333,2.91166666666667,6.89462008001255,1.06226666666667,0.01,0.573333333333333,0,0,0.416666666666667,0.0133333333333333
"S1034_2012",573.849454545455,168.909090909091,3.08854545454545,17.0118181818182,10.6002723643777,1.54109090909091,0,0,0.145454545454545,0,0.854545454545455,0
"S1034_2005",525.522476635514,159.271495327103,3.19018691588785,16.6579906542056,10.2465100783629,1.47126168224299,0,0,0.177570093457944,0,0.822429906542056,0
"S1034_2007",540.709690402477,152.243034055728,3.31159442724458,17.0536068111455,10.6536593214165,1.42421052631579,0,0,0.145510835913313,0,0.854489164086687,0
"S1034_2004",631.092183908046,185.350574712644,3.36149425287356,18.5897701149425,10.6635484244537,1.59195402298851,0,0,0.275862068965517,0,0.724137931034483,0
"S1034_2006",538.353826086956,154.325072463768,3.15182608695652,17.0129275362319,10.5256459912429,1.48936231884058,0,0,0.205797101449275,0,0.794202898550725,0
"S1034_2008",501.938106591865,149.26683029453,3.15813464235624,16.9137166900421,10.4071309490184,1.44573632538569,0,0,0.158485273492286,0,0.841514726507714,0
"S1034_2009",491.120596330275,131.269724770642,2.94793577981651,16.0863302752294,10.1252162230636,1.60449541284404,0,0,0.422018348623853,0,0.577981651376147,0
"S1034_2010",483.377089552239,145.122276119403,2.83317164179104,16.0559328358209,10.0716559036414,1.56630597014925,0,0,0.276119402985075,0.00373134328358209,0.720149253731343,0
"S1034_2011",377.006730769231,118.092692307692,2.57357692307692,12.9140384615385,9.6483849555921,1.49480769230769,0,0,0.0692307692307692,0,0.930769230769231,0
"S1034_2013",561.924471544716,147.169918699187,2.98211382113821,17.479512195122,10.416203642198,1.67739837398374,0,0,0.536585365853659,0,0.463414634146341,0
"S1038_2005",966.25641025641,147.178666666667,2.77948717948718,24.112,8.35852083730105,3.57933333333333,0,0,0,0.779487179487179,0.220512820512821,0
"S1038_2004",646.22691292876,109.538970976253,2.47757255936675,17.8714248021108,8.11752210105927,2.71585751978892,0,0,0,0.477572559366755,0.522427440633245,0
"S1038_2006",472.647679324895,89.1237605485232,2.31381856540084,14.4866297468354,7.98680797537504,2.24752109704641,0,0,0,0.313818565400844,0.686181434599156,0
"S1038_2007",588.294001966568,104.080707964602,2.42512291052114,16.7126155358899,8.0915599696696,2.54930186823992,0,0,0,0.416912487708948,0.583087512291052,0
"S1038_2008",366.51467268623,77.3879097065463,2.21490744920993,12.400993227991,7.91661687522828,1.95551693002257,0,0,0,0.21038374717833,0.789616252821671,0
"S1038_2009",358.587570621469,75.7087853107345,2.20621468926554,12.2624576271186,7.90091482401661,1.93977401129944,0,0,0,0.206214689265537,0.793785310734463,0
"S1038_2010",440.15306122449,85.3019642857143,2.28316326530612,13.8529846938776,7.96233785008268,2.15984693877551,0,0,0,0.283163265306122,0.716836734693878,0
"S1038_2011",554.71048513302,98.7754303599374,2.39123630672926,16.0868544600939,8.04860550546948,2.4689358372457,0,0,0,0.391236306729264,0.608763693270736,0
"S1038_2012",867.244318181818,135.533536931818,2.68607954545455,22.1812642045455,8.28395961946993,3.3121875,0,0,0,0.686079545454545,0.313920454545455,0
"S1038_2013",961.5,146.61925,2.775,24.01925,8.35493901478027,3.5665,0,0,0,0.775,0.225,0
"S1041_2004",1460.07511254019,645.645900321543,6.37861736334405,15.4256430868167,9.32587095824309,5.67647909967846,0,0,0,0.948553054662379,0.0514469453376206,0
"S1041_2005",1340.43389110226,519.631142098274,5.48140770252324,17.8051128818061,9.09509304520314,5.14770252324037,0,0,0,0.908366533864542,0.0916334661354582,0
"S1041_2006",1315.15195589645,538.068686481304,5.74232981783317,17.04184084372,9.22183175326168,4.99013422818792,0,0,0,0.839884947267498,0.160115052732502,0
"S1041_2007",1180.41407867495,457.590766045549,4.91304347826087,15.9675776397516,8.81920303913604,4.74590062111801,0,0,0,0.811594202898551,0.188405797101449,0
"S1041_2010",1328.79224306077,493.117509377344,5.25468867216804,18.4513428357089,9.01983025435289,5.10782445611403,0,0,0,0.922730682670668,0.0772693173293323,0
"S1041_2011",1298.18976766699,517.111810261375,5.38455953533398,16.5309777347531,9.00094525226096,5.10908034849952,0,0,0,0.883833494675702,0.116166505324298,0
"S1041_2012",1389.87907441016,538.117676950998,5.60632183908046,18.1866424682396,9.13897771549392,5.31447065940714,0,0,0,0.949183303085299,0.0508166969147005,0
"S1041_2013",1373.84173020528,521.847903225806,5.53152492668622,18.6719501466276,9.14509050816355,5.20545454545455,0,0,0,0.934017595307918,0.0659824046920821,0
"S1041_2008",911.169162895928,228.308054298643,3.73246606334842,21.1813574660633,8.7721440422759,3.21821266968326,0,0,0,0.581447963800905,0.418552036199095,0
"S10458_2004",605.125,227.333333333333,2.58489583333333,11.7786458333333,11.4852483925484,1.1603125,0,0.0520833333333333,0,0.104166666666667,0.84375,0
"S10458_2008",641.422413793103,237.663793103448,2.47909482758621,11.6023706896552,11.9679112634437,1.1148275862069,0,0.0862068965517241,0,0.0387931034482759,0.875,0
"S10458_2012",517.079207920792,212.700909090909,2.68374331550802,11.1497326203209,10.1431356395276,1.38598930481283,0,0.118811881188119,0,0.0891089108910891,0.717821782178218,0.445544554455445
"S10458_2009",881.666666666667,330.491904761905,3.31071428571429,17.6092857142857,11.3949364804362,1.8997619047619,0,0.285714285714286,0.0476190476190476,0.119047619047619,0.547619047619048,0
"S10458_2011",844.807692307692,335.110576923077,3.80557692307692,16.0817307692308,11.2937189591435,1.95480769230769,0,0.153846153846154,0,0.211538461538462,0.634615384615385,0
"S10458_2013",651.397172236504,275.850445026178,2.60738219895288,11.4897643979058,11.8072451428463,1.1801832460733,0,0.0488431876606684,0.0051413881748072,0.0591259640102828,0.868894601542416,0.107969151670951
"S10458_2005",480.598639455782,191.141245674741,2.19840830449827,9.16955017301038,11.178752041323,0.971141868512111,0,0.0374149659863946,0,0.0374149659863946,0.908163265306122,0.102040816326531
"S10458_2010",854.494494382022,314.536516853933,3.42157303370786,15.9439325842697,11.4880743441559,1.73314606741573,0,0.213483146067416,0,0.134831460674157,0.651685393258427,0
"S10458_2006",596.395135135135,229.17652173913,2.45774703557312,11.4904743083004,11.7859248938567,1.0201976284585,0,0.0772200772200772,0,0.0424710424710425,0.849420849420849,0.146718146718147
"S10458_2007",686.950892857143,267.643090909091,2.85463636363636,13.0636363636364,11.2959039455384,1.41236363636364,0,0.0803571428571428,0,0.116071428571429,0.785714285714286,0.107142857142857
"S10459_2004",85.7328767123288,44.2165354330709,1.34897260273973,2.81506849315068,6.65706068747574,1.22972602739726,0.0547945205479452,0.801369863013699,0,0,0.143835616438356,0.26027397260274
"S10459_2005",85.625,41.5504518072289,1.22690217391304,2.71195652173913,6.60546708657049,1.26779891304348,0.135869565217391,0.6875,0,0,0.176630434782609,0.195652173913043
"S10459_2006",99.2984126984127,48.7610619469027,1.32222222222222,2.83333333333333,6.86699383076536,1.25006349206349,0,0.622222222222222,0,0,0.377777777777778,0.565079365079365
"S10459_2007",107.509677419355,47.4206081081081,0.99458064516129,3.5,6.63921469005159,1.38735483870968,0.335483870967742,0.496774193548387,0,0,0.167741935483871,0.0903225806451613
"S10459_2008",106.019193857965,49.8088888888889,1.03071017274472,2.25815738963532,7.60208164794115,1.30151631477927,0,0.0383877159309021,0,0,0.961612284069098,1.1362763915547
"S10459_2009",97.3214285714286,46.5740740740741,1.05,2.19642857142857,7.46231981872575,1.20464285714286,0,0.107142857142857,0,0.00714285714285714,0.885714285714286,0.842857142857143
"S10459_2010",104.430894308943,53.0884146341463,1.02479674796748,2.45731707317073,7.52495132675132,1.12776422764228,0.0040650406504065,0.024390243902439,0,0,0.971544715447154,0.666666666666667
"S10459_2011",108.807327001357,52.3850864553314,1.36659430122117,3.04647218453189,6.90058843999159,1.17571234735414,0.0583446404341927,0.667571234735414,0,0,0.274084124830393,0.116689280868385
"S10459_2012",90.5690703735882,45.6791958041958,1.49107732406603,3.05017376194613,6.71794869330714,1.15494782608696,0.00695047784535187,0.964378801042572,0,0,0.0286707211120765,0.0130321459600348
"S10459_2013",90.359649122807,45.3691176470588,1.47485380116959,2.97587719298246,6.74826454454252,1.15276315789474,0.00730994152046784,0.961988304093567,0,0,0.0307017543859649,0.0116959064327485
"S1054_2007",1100,196.325757575758,2.96,26.0021212121212,8.89474298743491,3.68757575757576,0,0,0,0.757575757575758,0.242424242424242,0
"S1054_2011",846.666666666667,133.113333333333,2.66666666666667,21.78,8.26846358534999,3.25666666666667,0,0,0,0.666666666666667,0.333333333333333,0
"S1054_2005",1119.09375,175.6445,2.9896875,27.0923125,8.79022553287985,3.8661875,0,0,0.0875,0.85,0.0625,0
"S1054_2006",796.875,135.462261904762,2.63303571428571,20.6327976190476,8.33790024500272,3.06029761904762,0,0,0,0.583333333333333,0.416666666666667,0
"S1054_2009",359.310344827586,75.7937931034483,2.20689655172414,12.2765517241379,7.90145911031433,1.94172413793103,0,0,0,0.206896551724138,0.793103448275862,0
"S1054_2012",396.071428571429,82.0304464285714,2.29464285714286,13.1822321428571,8.13764344489096,1.97928571428571,0,0,0.0892857142857143,0.205357142857143,0.705357142857143,0
"S1054_2004",1200,174.67,3,28.67,8.53454182975085,4.21,0,0,0,1,0,0
"S1054_2008",456.623376623377,87.2390909090909,2.2987012987013,14.1741558441558,7.97474084802438,2.20428571428571,0,0,0,0.298701298701299,0.701298701298701,0
"S1054_2010",177.068965517241,56.2068965517241,2.08620689655172,8.9051724137931,7.96553358060622,1.39051724137931,0,0,0.0862068965517241,0,0.913793103448276,0
"S1054_2013",566.923076923077,110.815288461538,2.42,16.0972115384615,8.19599172344914,2.42173076923077,0,0,0,0.355769230769231,0.644230769230769,0
"S10580_2005",730.027209302326,274.803132530121,3.02180722891566,14.1697590361446,11.0479570173791,1.55457831325301,0,0.186046511627907,0,0.162790697674419,0.616279069767442,0.209302325581395
"S10580_2006",714.283918918919,272.096428571429,3.10028571428571,14.5907142857143,10.92944649606,1.65157142857143,0,0.243243243243243,0.027027027027027,0.135135135135135,0.540540540540541,0.324324324324324
"S10580_2007",664.191489361702,279.631627906977,2.97488372093023,13.6860465116279,11.1859318188997,1.52883720930233,0,0.106382978723404,0,0.0851063829787234,0.723404255319149,0.51063829787234
"S10580_2010",1029.10269230769,395.167884615385,3.89115384615385,18.6857692307692,12.0665750804534,1.94230769230769,0,0.192307692307692,0,0.173076923076923,0.634615384615385,0
"S10580_2011",924.712380952381,344.187380952381,3.75761904761905,17.4653571428571,11.8381001826607,1.72869047619048,0,0.214285714285714,0,0.142857142857143,0.619047619047619,0.0238095238095238
"S10580_2004",728.907894736842,289.077534246575,3.07095890410959,14.4178082191781,10.9267266389537,1.66835616438356,0,0.302631578947368,0,0.131578947368421,0.526315789473684,0.236842105263158
"S10580_2013",776.384615384615,302.069213483146,2.9514606741573,14.2696629213483,11.6756640175125,1.49134831460674,0,0.0769230769230769,0,0.186813186813187,0.714285714285714,0.131868131868132
"S10580_2008",725.873015873016,255.492063492063,2.83365079365079,14,11.360641997939,1.46619047619048,0,0.238095238095238,0,0.0634920634920635,0.698412698412698,0
"S10580_2009",1001.34615384615,369.41,3.65076923076923,18.1346153846154,11.9738935129352,1.90538461538462,0,0.153846153846154,0,0.230769230769231,0.615384615384615,0
"S10580_2012",690.902777777778,286.232121212121,3.01059701492537,13.75,10.9047017652545,1.5805223880597,0,0.131944444444444,0,0.166666666666667,0.631944444444444,0.430555555555556
"S1060_2004",1295.85733681462,325.865691906005,4.16057441253264,25.0693472584856,8.86175832806528,4.64031331592689,0,0,0,0.97911227154047,0.02088772845953,0
"S1060_2006",1115.8618003413,220.521749146758,3.34321672354949,24.8323293515358,8.56946203003611,4.05499146757679,0,0,0,0.877133105802048,0.122866894197952,0
"S1060_2007",1373.04069400631,553.92174553102,5.64198738170347,16.8870136698212,9.12730905186732,5.33362776025237,0,0,0,0.92534174553102,0.07465825446898,0
"S1060_2008",1389.24232081911,560.751051194539,5.64232081911263,16.644566552901,9.05897007788435,5.47158361774744,0,0,0,0.961774744027304,0.0382252559726962,0
"S1060_2009",1402.68004,536.13024,5.548,18.36824,9.10371720628042,5.38646,0,0,0,0.974,0.026,0
"S1060_2010",1386.25213445378,532.358851540616,5.50244257703081,18.1015070028011,9.09430085200612,5.33719327731092,0,0,0,0.957422969187675,0.0425770308123249,0
"S1060_2011",1264.63892288862,529.108329253366,5.40973072215422,14.9485985312118,8.947304657307,5.10032435740514,0,0,0,0.854345165238678,0.145654834761322,0
