"","AVG_MXL","AVG_LMAT","AVG_AGEMAT","AVG_LONGY","AVG_FECUND","AVG_EGGSIZE","AVG_RGUILD_Bearer","AVG_RGUILD_G_NS","AVG_RGUILD_G_SC","AVG_RGUILD_NG_BH","AVG_RGUILD_NG_OS","number_nas"
"S10015_2005",279.610111111111,66.5873333333333,1.80744444444444,8.85211111111111,7.00993508413057,2.09688888888889,0,0.6,0,0.0888888888888889,0.311111111111111,0
"S10015_2006",260.5428,68.0290666666667,1.90226666666667,8.4224,7.57099399249693,1.66373333333333,0,0.373333333333333,0,0.08,0.546666666666667,0
"S10015_2007",350.787631578947,75.1847368421053,2.05263157894737,10.4347368421053,7.79872096149852,1.77131578947368,0,0.236842105263158,0,0.184210526315789,0.578947368421053,0
"S10015_2008",440.058214285714,84.7567857142857,2.09821428571429,12.3460714285714,7.6341108107444,2.20660714285714,0,0.321428571428571,0,0.267857142857143,0.410714285714286,0
"S10015_2009",327.106385542169,71.0426506024096,2.02409638554217,10.0125301204819,7.75942626033134,1.6833734939759,0,0.240963855421687,0,0.144578313253012,0.614457831325301,0
"S10015_2010",403.50552238806,92.520447761194,2.1344776119403,11.3635820895522,8.01663299653398,1.78611940298507,0,0.208955223880597,0,0.164179104477612,0.626865671641791,0
"S10015_2011",476.665,106.959,2.271,12.6755,8.35992731302731,1.88225,0,0.1,0,0.275,0.625,0
"S10015_2012",413.897924528302,93.321320754717,2.11018867924528,11.4941509433962,7.86703690556578,1.98207547169811,0,0.283018867924528,0,0.207547169811321,0.509433962264151,0
"S10015_2013",343.561551724138,73.4746551724138,2.00862068965517,10.2936206896552,7.62948867941541,1.86413793103448,0,0.310344827586207,0,0.172413793103448,0.517241379310345,0
"S10038_2005",235.03811023622,58.966062992126,1.78346456692913,7.95818897637795,7.06850253640711,1.8955905511811,0,0.551181102362205,0,0.062992125984252,0.385826771653543,0
"S10038_2006",272.343502824859,73.1262711864407,2.15632768361582,9.34564971751412,8.12199875494124,1.45214689265537,0,0.282485875706215,0.00564971751412429,0.0282485875706215,0.683615819209039,0
"S10038_2007",222.891341991342,58.3471861471862,1.85064935064935,7.77722943722944,7.44555472270337,1.57246753246753,0,0.385281385281385,0,0.0432900432900433,0.571428571428572,0
"S10038_2008",284.928645833333,65.653125,1.94270833333333,9.09583333333333,7.56985108118578,1.67833333333333,0,0.322916666666667,0,0.104166666666667,0.572916666666667,0
"S10038_2009",301.025,71.1747674418605,2.00197674418605,9.38209302325581,7.78791398201731,1.57523255813953,0,0.244186046511628,0,0.104651162790698,0.651162790697674,0
"S10038_2010",373.26975308642,81.1137037037037,2.10086419753086,10.9634567901235,7.92058353207386,1.77975308641975,0,0.222222222222222,0.0246913580246914,0.172839506172839,0.580246913580247,0
"S10038_2011",330.356033057851,76.545867768595,2.04826446280992,9.95628099173554,7.88537551119424,1.61867768595041,0,0.214876033057851,0,0.132231404958678,0.652892561983471,0
"S10038_2012",427.095,85.6977272727273,2.01772727272727,11.9981818181818,7.34969144130138,2.36560606060606,0,0.46969696969697,0,0.227272727272727,0.303030303030303,0
"S10038_2013",580.999538461538,107.490923076923,2.22569230769231,15.1036923076923,7.66760189734212,2.75,0,0.369230769230769,0,0.415384615384615,0.215384615384615,0
"S10089_2004",88.9779050736498,44.0446589975349,1.32477086743044,3.20703764320786,6.87580885075051,1.15624386252046,0.0728314238952537,0.804418985270049,0,0.00327332242225859,0.119476268412439,0.00818330605564648
"S10089_2005",66.2541666666667,32.5144680851064,0.653041666666667,2.67291666666667,5.4415929740847,1.23805084745763,0.2375,0.195833333333333,0,0.358333333333333,0.208333333333333,0.0583333333333333
"S10089_2006",92.1845018450185,51.2268085106383,1.07107011070111,2.24169741697417,6.69893259127444,1.03546125461255,0.040590405904059,0.195571955719557,0,0.011070110701107,0.752767527675277,0.265682656826568
"S10089_2007",86.4710144927536,49.8272357723577,1.16739130434783,2.40942028985507,6.87112660671939,1.01942028985507,0.0072463768115942,0.333333333333333,0,0,0.659420289855073,0.217391304347826
"S10089_2008",87.8393501805054,44.728622327791,1.15162454873646,2.42057761732852,6.80576563695097,1.20832129963899,0.0631768953068592,0.407942238267148,0,0,0.528880866425993,0.48014440433213
"S10089_2009",86.0062893081761,44.4458762886598,1.12625786163522,2.49842767295597,6.93237936754651,1.26943396226415,0.0534591194968553,0.336477987421384,0,0,0.610062893081761,0.779874213836478
"S10089_2010",84.761329305136,45.9179841897233,0.996223564954683,2.16163141993958,6.78689244718568,1.14770392749245,0.0936555891238671,0.145015105740181,0,0,0.761329305135952,0.471299093655589
"S10089_2011",92.6844872918493,44.7071111111111,1.36586327782647,2.90885188431201,6.87837646448237,1.12036842105263,0.0289219982471516,0.744084136722174,0,0,0.226993865030675,0.0289219982471516
"S10089_2012",88.0757009345794,44.0617399438728,1.34261682242991,3.0196261682243,6.70393190289049,1.19028999064546,0.0869158878504673,0.827102803738318,0,0,0.085981308411215,0.00280373831775701
"S10089_2013",83.9830917874396,41.3890700483092,1.23759661835749,2.81461352657005,6.37271427462972,1.27484146341463,0.176328502415459,0.723429951690821,0,0.0132850241545894,0.0869565217391304,0.00966183574879227
"S10203_2005",451.728324225865,168.566739526412,2.01693989071038,9.16464480874317,10.6743158595792,0.959735883424408,0.00546448087431694,0.13023679417122,0.00455373406193078,0.0154826958105647,0.844262295081967,0
"S10203_2006",524.729016100179,200.180178890877,2.49951699463327,10.3882647584973,10.8530007428368,1.0494633273703,0.0035778175313059,0.119856887298748,0.0107334525939177,0.0250447227191413,0.840787119856887,0
"S10203_2009",533.692845953003,202.292793733681,2.41751958224543,10.9529242819843,10.5819512165904,1.151227154047,0,0.117493472584856,0.031331592689295,0.0861618798955614,0.759791122715405,0.00522193211488251
"S10203_2004",595.934677010766,224.438454718176,2.17625079164028,10.6346326789107,12.1982397392288,0.902308423052565,0.000949968334388854,0.0671310956301457,0.00474984167194427,0.00918302723242559,0.917986067131096,0
"S10203_2007",576.325975460123,209.454226993865,2.02837423312883,10.3802791411043,12.1472214492338,0.891963190184049,0.00613496932515337,0.0576687116564417,0.00214723926380368,0.00736196319018405,0.926687116564417,0
"S10203_2008",529.595633187773,197.323438864629,2.16151746724891,9.75227620087336,11.3835348694207,0.972647379912664,0.00163755458515284,0.108624454148472,0.00927947598253275,0.0180131004366812,0.862445414847162,0
"S10203_2011",499.026162310867,197.077661623109,1.99037138927098,9.52035763411279,10.6557943120781,1.02010316368638,0.00275103163686382,0.262723521320495,0.00962861072902338,0.0261348005502063,0.698762035763411,0
"S10203_2012",427.725559157212,164.124359805511,1.88811993517018,8.39722852512156,10.5430076938969,0.941239870340356,0.0137763371150729,0.301458670988655,0,0.0129659643435981,0.671799027552674,0
"S10203_2013",519.346307167236,196.402866894198,2.02684300341297,9.63542320819113,11.7109774714703,0.847853242320819,0.00170648464163823,0.0426621160409556,0.00273037542662116,0.0112627986348123,0.941638225255973,0
"S10203_2010",607.574309623431,217.742761506276,2.29556485355649,11.9319456066946,11.3154161193587,1.17882845188285,0.00627615062761506,0.320083682008368,0.0209205020920502,0.0439330543933054,0.608786610878661,0
"S1026_2005",1071.79265658747,159.591123110151,2.87904967602592,26.1699568034557,8.43799508016264,3.86408207343413,0,0,0,0.879049676025918,0.120950323974082,0
"S1026_2004",1003.82581648523,151.59732503888,2.8149300155521,24.8446034214619,8.38681254009128,3.680699844479,0,0,0,0.8149300155521,0.1850699844479,0
"S1026_2006",925.370595382746,145.049817739976,2.74527339003645,23.2571567436209,8.36265688033921,3.44876063183475,0,0,0,0.729040097205346,0.270959902794654,0
"S1026_2007",936.953316953317,143.732235872236,2.75184275184275,23.5405896805897,8.33645409497577,3.50027027027027,0,0,0,0.751842751842752,0.248157248157248,0
"S1026_2008",851.734028683181,133.709322033898,2.67144719687093,21.878813559322,8.27227957060216,3.27033898305085,0,0,0,0.671447196870926,0.328552803129074,0
"S1026_2009",1060.62283737024,158.277404844291,2.86851211072664,25.9521453287197,8.42958362953736,3.8339446366782,0,0,0,0.868512110726644,0.131487889273356,0
"S1026_2010",469.192546583851,88.7173913043478,2.31055900621118,14.4192546583851,7.98420608201492,2.23819875776398,0,0,0,0.31055900621118,0.68944099378882,0
"S1026_2011",450.689655172414,86.5412068965517,2.29310344827586,14.0584482758621,7.97027244938352,2.18827586206897,0,0,0,0.293103448275862,0.706896551724138,0
"S1026_2012",1071.21495327103,159.523177570093,2.8785046728972,26.1586915887851,8.43756003973558,3.86252336448598,0,0,0,0.878504672897196,0.121495327102804,0
"S1026_2013",738.282208588957,120.365889570552,2.56441717791411,19.6665030674847,8.1868444919755,2.96423312883436,0,0,0,0.564417177914111,0.43558282208589,0
"S1029_2007",769.375,124.0228125,2.59375,20.2728125,8.21025896938731,3.048125,0,0,0,0.59375,0.40625,0
"S1029_2011",311.377245508982,70.1562275449102,2.16167664670659,11.3418562874252,7.8653630114972,1.81239520958084,0,0,0,0.161676646706587,0.838323353293413,0
"S1029_2005",615.918367346939,105.974285714286,2.44897959183673,17.2804081632653,8.09469820125148,2.63408163265306,0,0,0,0.448979591836735,0.551020408163265,0
"S1029_2006",751.718061674009,121.946123348018,2.57709251101322,19.9285022026432,8.19696238311012,3.0004845814978,0,0,0,0.577092511013216,0.422907488986784,0
