"","BasinPairs","Country","Axis","Correlation","BasinID1","BasinID2","Euclid_Dist_Meters","MeanLat","MeanLon","MaxDist","Similarity"
"23","X2080022150.2080020330.1","FRA","Axis2",0.232819643070533,2080022150,2080020330,665436.247566832,46.0426578088381,1.38744379621442,836083.339601399,0.204102969108226
"24","X2080023010.2080020330.1","FRA","Axis2",0.0306873088608319,2080023010,2080020330,836083.339601399,45.635580523571,3.82261572590212,836083.339601399,0
"25","X2080021030.2080020590.1","FRA","Axis2",-0.154867232814102,2080021030,2080020590,293345.217097177,45.3196073787562,2.21115714906848,836083.339601399,0.649143568346872
"26","X2080022150.2080020590.1","FRA","Axis2",0.704509314352841,2080022150,2080020590,527184.970968669,46.3980469923348,2.91227981272113,836083.339601399,0.36945882545632
"27","X2080023010.2080020590.1","FRA","Axis2",-0.0411038289758521,2080023010,2080020590,604386.845314164,45.9909697070677,5.34745174240883,836083.339601399,0.277121290800623
"28","X2080022150.2080021030.1","FRA","Axis2",-0.354838179708927,2080022150,2080021030,261891.484819476,47.6832442409578,2.48698050432113,836083.339601399,0.686763899703668
"29","X2080023010.2080021030.1","FRA","Axis2",0.155669234363765,2080023010,2080021030,497358.378431338,47.2761669556908,4.92215243400883,836083.339601399,0.405133011419111
"30","X2080023010.2080022150.1","FRA","Axis2",-0.402964345160829,2080023010,2080022150,372060.503274288,48.3546065692694,5.62327509766148,836083.339601399,0.554995912905444
"31","X2080017150.2080016960","ESP","Axis1",-0.0761285824843495,2080017150,2080016960,442880.979478336,42.3363716130686,-0.0288962802985948,464950.042690162,0.0474654504474006
"32","X2080020120.2080016960","ESP","Axis1",0.106091080668293,2080020120,2080016960,464950.042690162,42.556347357778,-0.0991954013641798,464950.042690162,0
"33","X2080020120.2080017150","ESP","Axis1",-0.434932621777584,2080020120,2080017150,50203.1830551153,42.9647810010514,-2.72965512400621,464950.042690162,0.892024565123935
"34","X2080017150.2080016960.1","ESP","Axis2",0.52126323612986,2080017150,2080016960,442880.979478336,42.3363716130686,-0.0288962802985948,464950.042690162,0.0474654504474006
"35","X2080020120.2080016960.1","ESP","Axis2",0.103870902980217,2080020120,2080016960,464950.042690162,42.556347357778,-0.0991954013641798,464950.042690162,0
"36","X2080020120.2080017150.1","ESP","Axis2",0.706127134860082,2080020120,2080017150,50203.1830551153,42.9647810010514,-2.72965512400621,464950.042690162,0.892024565123935
"37","X2080030160.2080030100","SWE","Axis1",-0.0852483091242991,2080030160,2080030100,81419.9894495899,67.2936559280361,22.1189769545734,1360530.519502,0.940155705232256
"38","X2080030220.2080030100","SWE","Axis1",-0.164700970622803,2080030220,2080030100,151018.579508802,67.001705922987,21.8258073940344,1360530.519502,0.889000226496881
"39","X2080030370.2080030100","SWE","Axis1",0.609903240692772,2080030370,2080030100,288828.74468138,66.380521604404,21.6840727964611,1360530.519502,0.787708735275485
"40","X2080030420.2080030100","SWE","Axis1",0.528088031198829,2080030420,2080030100,308011.829987404,66.279356226436,21.8979540580396,1360530.519502,0.77360902561734
"41","X2080030460.2080030100","SWE","Axis1",0.110945740468039,2080030460,2080030100,315473.32110033,66.2733093738715,21.5161777651037,1360530.519502,0.768124774432987
"42","X2080030560.2080030100","SWE","Axis1",0.698173483451687,2080030560,2080030100,349158.803864806,66.1701708619692,21.0601275509948,1360530.519502,0.743365695322578
"43","X2080030610.2080030100","SWE","Axis1",0.589871949279315,2080030610,2080030100,400908.158756583,65.8956334228292,21.3620656779999,1360530.519502,0.70532953652276
"44","X2080030630.2080030100","SWE","Axis1",0.638458850187901,2080030630,2080030100,424283.135919637,65.7936126147462,21.3065620474292,1360530.519502,0.688148755328958
"45","X2080030660.2080030100","SWE","Axis1",0.131241947895824,2080030660,2080030100,434379.582877616,65.798329190037,20.8490557802015,1360530.519502,0.680727792099354
"46","X2080030710.2080030100","SWE","Axis1",-0.0817285094637687,2080030710,2080030100,451580.04013928,65.7132800962814,20.8852877799964,1360530.519502,0.66808532872561
"47","X2080030760.2080030100","SWE","Axis1",-0.224627285230098,2080030760,2080030100,455408.68992931,65.7277636680453,20.6458879731567,1360530.519502,0.665271242797254
"48","X2080031060.2080030100","SWE","Axis1",0.231952848595356,2080031060,2080030100,479452.566277514,65.8214957763646,19.561655405795,1360530.519502,0.647598815752394
"49","X2080031740.2080030100","SWE","Axis1",0.621759477051738,2080031740,2080030100,941556.144259042,63.7300221647376,18.7414119661396,1360530.519502,0.307949266287914
"50","X2080031750.2080030100","SWE","Axis1",0.698245095759311,2080031750,2080030100,978213.71849862,63.3692199046491,20.1505471862823,1360530.519502,0.281005677949303
"51","X2080031960.2080030100","SWE","Axis1",-0.00918288984346494,2080031960,2080030100,1157963.3433591,62.7596591241916,18.4434222017222,1360530.519502,0.148888373497894
"52","X2080032230.2080030100","SWE","Axis1",-0.244055941062851,2080032230,2080030100,1190064.56335821,62.531069196374,18.9868294396377,1360530.519502,0.125293739243849
"53","X2080032600.2080030100","SWE","Axis1",0.131391896980388,2080032600,2080030100,1247686.77161915,62.3180010789185,18.5974415343512,1360530.519502,0.0829409897575503
"54","X2080032670.2080030100","SWE","Axis1",-0.0164710622725459,2080032670,2080030100,1322484.193552,62.0353754995719,18.1595729808341,1360530.519502,0.0279643311227736
"55","X2080032980.2080030100","SWE","Axis1",-0.291495368736512,2080032980,2080030100,1360530.519502,61.9675861669956,17.4926159310976,1360530.519502,0
"56","X2080033010.2080030100","SWE","Axis1",-0.0541743596952973,2080033010,2080030100,1253005.42450159,62.3598769809404,18.1600176895222,1360530.519502,0.0790317405299826
"57","X2080033020.2080030100","SWE","Axis1",-0.446997638411318,2080033020,2080030100,1306749.5895322,62.1839680221924,17.7034364937535,1360530.519502,0.0395293815161748
"58","X2080033080.2080030100","SWE","Axis1",-0.244738715638305,2080033080,2080030100,1260039.01769988,62.38529748479,17.8112578571524,1360530.519502,0.0738619974794097
"59","X2080033090.2080030100","SWE","Axis1",-0.28948943055731,2080033090,2080030100,1302255.32729872,62.2282101349193,17.572956996651,1360530.519502,0.0428326975161178
"60","X2080033120.2080030100","SWE","Axis1",-0.398565026308838,2080033120,2080030100,1256695.16448815,62.43519626327,17.6201287781546,1360530.519502,0.0763197543351311
"61","X2080033190.2080030100","SWE","Axis1",-0.521884514917031,2080033190,2080030100,1236823.55839369,62.5531627871166,17.4933818502048,1360530.519502,0.0909255318679576
"62","X2080033320.2080030100","SWE","Axis1",-0.477109035729406,2080033320,2080030100,1336485.64139233,62.129853554084,17.2272770038796,1360530.519502,0.0176731633469452
"63","X2080030220.2080030160","SWE","Axis1",0.112777509337493,2080030220,2080030160,70093.419434991,66.6458909936665,21.6148856549445,1360530.519502,0.948480818011603
"64","X2080030370.2080030160","SWE","Axis1",0.381693363657004,2080030370,2080030160,207424.831369383,66.0247066750835,21.4731510573712,1360530.519502,0.847541213963133
"65","X2080030420.2080030160","SWE","Axis1",-0.291185436090299,2080030420,2080030160,227094.026785742,65.9235412971154,21.6870323189497,1360530.519502,0.83308420977659
"66","X2080030460.2080030160","SWE","Axis1",-0.569953644682171,2080030460,2080030160,234071.709480439,65.917494444551,21.3052560260138,1360530.519502,0.827955561359904
"67","X2080030560.2080030160","SWE","Axis1",-0.0156373642612754,2080030560,2080030160,268578.47923849,65.8143559326486,20.8492058119049,1360530.519502,0.802592830231549
"68","X2080030610.2080030160","SWE","Axis1",-0.102970736229717,2080030610,2080030160,319492.145091296,65.5398184935087,21.15114393891,1360530.519502,0.76517090905962
"69","X2080030630.2080030160","SWE","Axis1",0.441935806745644,2080030630,2080030160,342868.584024595,65.4377976854256,21.0956403083393,1360530.519502,0.74798905345387
"70","X2080030660.2080030160","SWE","Axis1",0.147720774065745,2080030660,2080030160,353590.768855338,65.4425142607165,20.6381340411116,1360530.519502,0.740108168257214
"71","X2080030710.2080030160","SWE","Axis1",0.442975629284901,2080030710,2080030160,370585.389476911,65.3574651669608,20.6743660409064,1360530.519502,0.727616996337165
"72","X2080030760.2080030160","SWE","Axis1",-0.0436064484921795,2080030760,2080030160,375020.473245421,65.3719487387248,20.4349662340668,1360530.519502,0.724357176946907
"73","X2080031060.2080030160","SWE","Axis1",0.318894319125911,2080031060,2080030160,404670.884142882,65.4656808470441,19.3507336667051,1360530.519502,0.702563905518998
"74","X2080031740.2080030160","SWE","Axis1",0.29957827744504,2080031740,2080030160,862164.177055755,63.374207235417,18.5304902270497,1360530.519502,0.366302949696903
"75","X2080031750.2080030160","SWE","Axis1",-0.352115440833122,2080031750,2080030160,896835.043655904,63.0134049753286,19.9396254471924,1360530.519502,0.34081960617526
"76","X2080031960.2080030160","SWE","Axis1",0.42805494336084,2080031960,2080030160,1077991.3507391,62.403844194871,18.2325004626323,1360530.519502,0.207668379880458
"77","X2080032230.2080030160","SWE","Axis1",-0.401158405765312,2080032230,2080030160,1109242.65649979,62.1752542670534,18.7759077005479,1360530.519502,0.184698438881167
"78","X2080032600.2080030160","SWE","Axis1",-0.404118943036988,2080032600,2080030160,1167180.85492458,61.9621861495979,18.3865197952613,1360530.519502,0.142113434286051
"79","X2080032670.2080030160","SWE","Axis1",0.65260685082775,2080032670,2080030160,1242353.59862438,61.6795605702513,17.9486512417442,1360530.519502,0.0868609113751236
"80","X2080032980.2080030160","SWE","Axis1",0.76325693634078,2080032980,2080030160,1281364.39623626,61.6117712376751,17.2816941920077,1360530.519502,0.0581876864436063
"81","X2080033010.2080030160","SWE","Axis1",-0.275547194702353,2080033010,2080030160,1173122.27514377,62.0040620516198,17.9490959504323,1360530.519502,0.137746446457392
"82","X2080033020.2080030160","SWE","Axis1",-0.17696713696405,2080033020,2080030160,1227440.57479491,61.8281530928719,17.4925147546635,1360530.519502,0.0978220942487982
"83","X2080033080.2080030160","SWE","Axis1",-0.0657272664060488,2080033080,2080030160,1180751.44408732,62.0294825554694,17.6003361180626,1360530.519502,0.132138950826683
"84","X2080033090.2080030160","SWE","Axis1",0.48529395257017,2080033090,2080030160,1223222.2078087,61.8723952055987,17.3620352575611,1360530.519502,0.100922625200322
"85","X2080033120.2080030160","SWE","Axis1",0.337871984455849,2080033120,2080030160,1177814.4032014,62.0793813339494,17.4092070390647,1360530.519502,0.134297697612456
"86","X2080033190.2080030160","SWE","Axis1",0.0797886290108004,2080033190,2080030160,1158347.03221854,62.197347857796,17.282460111115,1360530.519502,0.148606359346837
"87","X2080033320.2080030160","SWE","Axis1",-0.241558528476166,2080033320,2080030160,1257985.70021613,61.7740386247634,17.0163552647898,1360530.519502,0.0753712010248783
"88","X2080030370.2080030220","SWE","Axis1",0.207563925965067,2080030370,2080030220,139137.214080578,65.7327566700343,21.1799814968321,1360530.519502,0.897733118010828
"89","X2080030420.2080030220","SWE","Axis1",-0.133776605513231,2080030420,2080030220,161223.782204269,65.6315912920663,21.3938627584106,1360530.519502,0.881499326995411
"90","X2080030460.2080030220","SWE","Axis1",-0.174978224185323,2080030460,2080030220,164919.38409883,65.6255444395019,21.0120864654748,1360530.519502,0.878783032254803
"91","X2080030560.2080030220","SWE","Axis1",-0.434502071995289,2080030560,2080030220,198485.227788558,65.5224059275995,20.5560362513659,1360530.519502,0.854111888749683
"92","X2080030610.2080030220","SWE","Axis1",0.103272512952393,2080030610,2080030220,250419.077816877,65.2478684884596,20.857974378371,1360530.519502,0.815940124659211
"93","X2080030630.2080030220","SWE","Axis1",-0.217025019391279,2080030630,2080030220,273753.078685405,65.1458476803765,20.8024707478003,1360530.519502,0.798789461345116
"94","X2080030660.2080030220","SWE","Axis1",-0.32903078865733,2080030660,2080030220,283522.48035335,65.1505642556673,20.3449644805726,1360530.519502,0.79160887882388
"95","X2080030710.2080030220","SWE","Axis1",0.590845963929092,2080030710,2080030220,300596.65027199,65.0655151619117,20.3811964803674,1360530.519502,0.779059237581808
"96","X2080030760.2080030220","SWE","Axis1",0.125444858334841,2080030760,2080030220,304935.028555843,65.0799987336757,20.1417966735278,1360530.519502,0.775870497438411
"97","X2080031060.2080030220","SWE","Axis1",0.744011565142006,2080031060,2080030220,337921.024281221,65.173730841995,19.0575641061661,1360530.519502,0.751625546478066
"98","X2080031740.2080030220","SWE","Axis1",0.258148575136755,2080031740,2080030220,792266.687217312,63.0822572303679,18.2373206665107,1360530.519502,0.417678121981923
"99","X2080031750.2080030220","SWE","Axis1",-0.449976024289761,2080031750,2080030220,827371.589067609,62.7214549702795,19.6464558866534,1360530.519502,0.391875759339484
"100","X2080031960.2080030220","SWE","Axis1",0.382662923956072,2080031960,2080030220,1007940.3103973,62.1118941898219,17.9393309020932,1360530.519502,0.259156412921745
"101","X2080032230.2080030220","SWE","Axis1",-0.628647294344209,2080032230,2080030220,1039199.13858315,61.8833042620043,18.4827381400088,1360530.519502,0.236180942884295
"102","X2080032600.2080030220","SWE","Axis1",0.0941056232124539,2080032600,2080030220,1097089.30577711,61.6702361445488,18.0933502347223,1360530.519502,0.193631241599283
"103","X2080032670.2080030220","SWE","Axis1",0.565569967411798,2080032670,2080030220,1172277.67481297,61.3876105652022,17.6554816812052,1360530.519502,0.13836723395072
"104","X2080032980.2080030220","SWE","Axis1",0.0760087240557626,2080032980,2080030220,1211513.3915168,61.3198212326259,16.9885246314687,1360530.519502,0.109528691822171
"105","X2080033010.2080030220","SWE","Axis1",-0.85170188701447,2080033010,2080030220,1103085.47534563,61.7121120465707,17.6559263898933,1360530.519502,0.189224012593701
"106","X2080033020.2080030220","SWE","Axis1",-0.431307835417695,2080033020,2080030220,1157546.97321642,61.5362030878227,17.1993451941246,1360530.519502,0.149194408633977
"107","X2080033080.2080030220","SWE","Axis1",-0.472302372964439,2080033080,2080030220,1110866.54060747,61.7375325504203,17.3071665575236,1360530.519502,0.183504872044995
"108","X2080033090.2080030220","SWE","Axis1",-0.428699736197484,2080033090,2080030220,1153418.70366548,61.5804452005496,17.0688656970221,1360530.519502,0.15222871730384
"109","X2080033120.2080030220","SWE","Axis1",0.612263238577068,2080033120,2080030220,1108068.10233194,61.7874313289003,17.1160374785256,1360530.519502,0.185561744886445
"110","X2080033190.2080030220","SWE","Axis1",-0.313755502629348,2080033190,2080030220,1088760.4477034,61.9053978527469,16.989290550576,1360530.519502,0.199753013918481
"111","X2080033320.2080030220","SWE","Axis1",0.357979748772261,2080033320,2080030220,1188380.75144486,61.4820886197143,16.7231857042507,1360530.519502,0.12653135346067
"112","X2080030420.2080030370","SWE","Axis1",0.375822891059381,2080030420,2080030370,30261.9699103829,65.0104069734832,21.2521281608373,1360530.519502,0.977757228171949
"113","X2080030460.2080030370","SWE","Axis1",-0.0276920048751805,2080030460,2080030370,28677.2721702237,65.0043601209188,20.8703518679015,1360530.519502,0.978921992738009
"114","X2080030560.2080030370","SWE","Axis1",0.440669424400933,2080030560,2080030370,75438.6068702992,64.9012216090165,20.4143016537925,1360530.519502,0.944552065691321
"115","X2080030610.2080030370","SWE","Axis1",0.482674529334611,2080030610,2080030370,112418.821673846,64.6266841698765,20.7162397807977,1360530.519502,0.917371334150597
"116","X2080030630.2080030370","SWE","Axis1",0.557710896958066,2080030630,2080030370,135789.090196171,64.5246633617934,20.660736150227,1360530.519502,0.900194013842575
"117","X2080030660.2080030370","SWE","Axis1",0.326120881453629,2080030660,2080030370,152560.01225073,64.5293799370843,20.2032298829993,1360530.519502,0.887867262024689
"118","X2080030710.2080030370","SWE","Axis1",0.570879953648545,2080030710,2080030370,167473.772431208,64.4443308433287,20.2394618827941,1360530.519502,0.87690553792758
"119","X2080030760.2080030370","SWE","Axis1",0.0949074701996496,2080030760,2080030370,176528.925893821,64.4588144150926,20.0000620759545,1360530.519502,0.870249933122825
"120","X2080031060.2080030370","SWE","Axis1",0.514709117136062,2080031060,2080030370,238650.138923777,64.5525465234119,18.9158295085928,1360530.519502,0.824590381837864
"121","X2080031740.2080030370","SWE","Axis1",0.549788125010836,2080031740,2080030370,663656.324729596,62.4610729117849,18.0955860689374,1360530.519502,0.512207690149782
"122","X2080031750.2080030370","SWE","Axis1",0.185846434776372,2080031750,2080030370,689843.215967413,62.1002706516964,19.5047212890801,1360530.519502,0.492960131302368
"123","X2080031960.2080030370","SWE","Axis1",0.4034796360046,2080031960,2080030370,876680.948711088,61.4907098712389,17.7975963045199,1360530.519502,0.35563301510356
"124","X2080032230.2080030370","SWE","Axis1",-0.673551329678058,2080032230,2080030370,904636.774808263,61.2621199434213,18.3410035424355,1360530.519502,0.335085276044088
"125","X2080032600.2080030370","SWE","Axis1",0.121436925206829,2080032600,2080030370,963747.806431476,61.0490518259657,17.951615637149,1360530.519502,0.291638230368957
"126","X2080032670.2080030370","SWE","Axis1",0.48229065469594,2080032670,2080030370,1040234.78726412,60.7664262466191,17.5137470836319,1360530.519502,0.235419733439803
"127","X2080032980.2080030370","SWE","Axis1",0.400612020638595,2080032980,2080030370,1082622.49414609,60.6986369140429,16.8467900338954,1360530.519502,0.204264455205039
"128","X2080033010.2080030370","SWE","Axis1",-0.537449919251763,2080033010,2080030370,971991.898893109,61.0909277279876,17.5141917923199,1360530.519502,0.285578761401917
"129","X2080033020.2080030370","SWE","Axis1",-0.78859772214957,2080033020,2080030370,1028287.11433724,60.9150187692397,17.0576105965512,1360530.519502,0.244201361455951
"130","X2080033080.2080030370","SWE","Axis1",-0.3905053511653,2080033080,2080030370,981759.056623158,61.1163482318373,17.1654319599502,1360530.519502,0.278399828191639
"131","X2080033090.2080030370","SWE","Axis1",-0.179837964044444,2080033090,2080030370,1025051.04776019,60.9592608819666,16.9271310994488,1360530.519502,0.246579894337547
"132","X2080033120.2080030370","SWE","Axis1",-0.1021246595696,2080033120,2080030370,980276.416428247,61.1662470103172,16.9743028809523,1360530.519502,0.279489579706698
"133","X2080033190.2080030370","SWE","Axis1",-0.468754709791087,2080033190,2080030370,962287.048790589,61.2842135341639,16.8475559530026,1360530.519502,0.292711898044873
"134","X2080033320.2080030370","SWE","Axis1",-0.129869103462414,2080033320,2080030370,1061604.05091203,60.8609043011313,16.5814511066774,1360530.519502,0.219713166522266
"135","X2080030460.2080030420","SWE","Axis1",0.168931615089396,2080030460,2080030420,36176.2199665849,64.9031947429507,21.08423312948,1360530.519502,0.973410210614146
"136","X2080030560.2080030420","SWE","Axis1",0.16684172819989,2080030560,2080030420,83275.5084303994,64.8000562310484,20.628182915371,1360530.519502,0.938791885050193
"137","X2080030610.2080030420","SWE","Axis1",0.713405454169551,2080030610,2080030420,99837.4099884837,64.5255187919085,20.9301210423762,1360530.519502,0.926618764844005
"138","X2080030630.2080030420","SWE","Axis1",0.0302591034966947,2080030630,2080030420,122382.99008153,64.4234979838254,20.8746174118055,1360530.519502,0.910047596634343
"139","X2080030660.2080030420","SWE","Axis1",0.490922948499559,2080030660,2080030420,147360.68949199,64.4282145591162,20.4171111445778,1360530.519502,0.89168880272827
"140","X2080030710.2080030420","SWE","Axis1",0.232691319252212,2080030710,2080030420,159708.345458665,64.3431654653606,20.4533431443726,1360530.519502,0.88261318421793
"141","X2080030760.2080030420","SWE","Axis1",0.207951926583755,2080030760,2080030420,172480.168587919,64.3576490371245,20.213943337533,1360530.519502,0.873225799704182
"142","X2080031060.2080030420","SWE","Axis1",-0.212308115646424,2080031060,2080030420,246947.958681117,64.4513811454438,19.1297107701713,1360530.519502,0.818491422910888
"143","X2080031740.2080030420","SWE","Axis1",0.323899490662928,2080031740,2080030420,654856.036996305,62.3599075338169,18.3094673305159,1360530.519502,0.518675966757433
"144","X2080031750.2080030420","SWE","Axis1",0.332819826573541,2080031750,2080030420,673740.698042344,61.9991052737283,19.7186025506586,1360530.519502,0.504795601138769
"145","X2080031960.2080030420","SWE","Axis1",-0.21674163196932,2080031960,2080030420,865821.387082285,61.3895444932708,18.0114775660984,1360530.519502,0.363614873263403
"146","X2080032230.2080030420","SWE","Axis1",-0.0982509186953108,2080032230,2080030420,891321.941280009,61.1609545654533,18.554884804014,1360530.519502,0.344871777219474
"147","X2080032600.2080030420","SWE","Axis1",0.384969828635814,2080032600,2080030420,951331.943662624,60.9478864479977,18.1654968987275,1360530.519502,0.300763981383639
"148","X2080032670.2080030420","SWE","Axis1",0.177842853173892,2080032670,2080030420,1028670.26143664,60.6652608686511,17.7276283452104,1360530.519502,0.243919745502536
"149","X2080032980.2080030420","SWE","Axis1",-0.047679573109486,2080032980,2080030420,1072992.7731532,60.5974715360748,17.0606712954739,1360530.519502,0.211342371396449
"150","X2080033010.2080030420","SWE","Axis1",0.215861511255463,2080033010,2080030420,961125.873411035,60.9897623500196,17.7280730538984,1360530.519502,0.293565370541748
"151","X2080033020.2080030420","SWE","Axis1",-0.300462808892205,2080033020,2080030420,1018496.02540521,60.8138533912716,17.2714918581297,1360530.519502,0.251397884276778
"152","X2080033080.2080030420","SWE","Axis1",-0.128992645108537,2080033080,2080030420,972109.980122949,61.0151828538692,17.3793132215287,1360530.519502,0.285491970824163
"153","X2080033090.2080030420","SWE","Axis1",-0.286835907633102,2080033090,2080030420,1015782.69336233,60.8580955039985,17.1410123610273,1360530.519502,0.25339220340743
"154","X2080033120.2080030420","SWE","Axis1",-0.185188030981523,2080033120,2080030420,971386.551340994,61.0650816323492,17.1881841425308,1360530.519502,0.2860236963324
"155","X2080033190.2080030420","SWE","Axis1",0.00728298927808209,2080033190,2080030420,954143.539487586,61.1830481561959,17.0614372145811,1360530.519502,0.298697437645987
"156","X2080033320.2080030420","SWE","Axis1",-0.144024935134686,2080033320,2080030420,1053177.71988033,60.7597389231632,16.7953323682559,1360530.519502,0.225906582186901
"157","X2080030560.2080030460","SWE","Axis1",-0.171004518175,2080030560,2080030460,49080.6815014658,64.7940093784839,20.2464066224352,1360530.519502,0.963925335890715
"158","X2080030610.2080030460","SWE","Axis1",0.170701884521342,2080030610,2080030460,85501.2671100093,64.519471939344,20.5483447494403,1360530.519502,0.937155935949672
"159","X2080030630.2080030460","SWE","Axis1",-0.332693140065652,2080030630,2080030460,108848.274963875,64.4174511312609,20.4928411188696,1360530.519502,0.919995712405101
"160","X2080030660.2080030460","SWE","Axis1",-0.176483164529518,2080030660,2080030460,123890.78137165,64.4221677065518,20.0353348516419,1360530.519502,0.908939358878183
"161","X2080030710.2080030460","SWE","Axis1",-0.118975221143046,2080030710,2080030460,138962.234587301,64.3371186127961,20.0715668514367,1360530.519502,0.897861729233265
"162","X2080030760.2080030460","SWE","Axis1",0.133289932935857,2080030760,2080030460,147867.379212548,64.3516021845601,19.8321670445971,1360530.519502,0.891316382034067
"163","X2080031060.2080030460","SWE","Axis1",-0.193133440170685,2080031060,2080030460,213438.850671236,64.4453342928794,18.7479344772354,1360530.519502,0.843120865271466
"164","X2080031740.2080030460","SWE","Axis1",0.0593247054031756,2080031740,2080030460,635045.994608858,62.3538606812524,17.92769103758,1360530.519502,0.533236494510018
"165","X2080031750.2080030460","SWE","Axis1",0.103169705992701,2080031750,2080030460,662775.0197092,61.9930584211639,19.3368262577227,1360530.519502,0.512855455861585
"166","X2080031960.2080030460","SWE","Axis1",-0.156837088942324,2080031960,2080030460,848265.703378576,61.3834976407064,17.6297012731626,1360530.519502,0.376518430700788
"167","X2080032230.2080030460","SWE","Axis1",-0.0689630005678505,2080032230,2080030460,876676.353939023,61.1549077128888,18.1731085110782,1360530.519502,0.35563639229503
"168","X2080032600.2080030460","SWE","Axis1",0.253170932327246,2080032600,2080030460,935585.526773508,60.9418395954333,17.7837206057916,1360530.519502,0.312337714323405
"169","X2080032670.2080030460","SWE","Axis1",-0.246687663166769,2080032670,2080030460,1011912.99416696,60.6592140160867,17.3458520522745,1360530.519502,0.256236460952486
"170","X2080032980.2080030460","SWE","Axis1",-0.37003922621448,2080032980,2080030460,1054056.53113696,60.5914246835104,16.678895002538,1360530.519502,0.225260649409923
"171","X2080033010.2080030460","SWE","Axis1",0.0498608642463716,2080033010,2080030460,943570.434319608,60.9837154974552,17.3462967609626,1360530.519502,0.306468748187296
"172","X2080033020.2080030460","SWE","Axis1",-0.00731023946594252,2080033020,2080030460,999738.071933104,60.8078065387072,16.8897155651938,1360530.519502,0.265185118890942
"173","X2080033080.2080030460","SWE","Axis1",0.335728804165065,2080033080,2080030460,953198.730965186,61.0091360013048,16.9975369285929,1360530.519502,0.299391878901701
