"","Country","Axis","Correlation","BasinID1","BasinID2"
"X2080033190.2080030460","SWE","Axis1","0.00839293303148172","2080033190","2080030460"
"X2080033320.2080030460","SWE","Axis1","0.471383279509154","2080033320","2080030460"
"X2080030610.2080030560","SWE","Axis1","0.040285647888521","2080030610","2080030560"
"X2080030630.2080030560","SWE","Axis1","0.526389585371963","2080030630","2080030560"
"X2080030660.2080030560","SWE","Axis1","0.135245765974942","2080030660","2080030560"
"X2080030710.2080030560","SWE","Axis1","-0.227982731776876","2080030710","2080030560"
"X2080030760.2080030560","SWE","Axis1","-0.429794954173677","2080030760","2080030560"
"X2080031060.2080030560","SWE","Axis1","-0.122722776615657","2080031060","2080030560"
"X2080031740.2080030560","SWE","Axis1","0.169798658845985","2080031740","2080030560"
"X2080031750.2080030560","SWE","Axis1","0.566219397067822","2080031750","2080030560"
"X2080031960.2080030560","SWE","Axis1","0.254837776876306","2080031960","2080030560"
"X2080032230.2080030560","SWE","Axis1","0.00200469909216781","2080032230","2080030560"
"X2080032600.2080030560","SWE","Axis1","-0.192421727439297","2080032600","2080030560"
"X2080032670.2080030560","SWE","Axis1","-0.229162555958542","2080032670","2080030560"
"X2080032980.2080030560","SWE","Axis1","0.129506988675211","2080032980","2080030560"
"X2080033010.2080030560","SWE","Axis1","0.123936974197203","2080033010","2080030560"
"X2080033020.2080030560","SWE","Axis1","-0.297067494004939","2080033020","2080030560"
"X2080033080.2080030560","SWE","Axis1","0.0120182384942707","2080033080","2080030560"
"X2080033090.2080030560","SWE","Axis1","0.123907416785981","2080033090","2080030560"
"X2080033120.2080030560","SWE","Axis1","-0.817898925404854","2080033120","2080030560"
"X2080033190.2080030560","SWE","Axis1","-0.308621663859404","2080033190","2080030560"
"X2080033320.2080030560","SWE","Axis1","-0.542545431273282","2080033320","2080030560"
"X2080030630.2080030610","SWE","Axis1","0.10847359937949","2080030630","2080030610"
"X2080030660.2080030610","SWE","Axis1","0.48737670917419","2080030660","2080030610"
"X2080030710.2080030610","SWE","Axis1","0.337661656349017","2080030710","2080030610"
"X2080030760.2080030610","SWE","Axis1","0.489097118241751","2080030760","2080030610"
"X2080031060.2080030610","SWE","Axis1","0.144547927261112","2080031060","2080030610"
"X2080031740.2080030610","SWE","Axis1","0.538230101098283","2080031740","2080030610"
"X2080031750.2080030610","SWE","Axis1","0.347179303841503","2080031750","2080030610"
"X2080031960.2080030610","SWE","Axis1","0.0448965443235799","2080031960","2080030610"
"X2080032230.2080030610","SWE","Axis1","-0.451981371086135","2080032230","2080030610"
"X2080032600.2080030610","SWE","Axis1","0.145143048513904","2080032600","2080030610"
"X2080032670.2080030610","SWE","Axis1","0.405097226307732","2080032670","2080030610"
"X2080032980.2080030610","SWE","Axis1","0.0590173568113298","2080032980","2080030610"
"X2080033010.2080030610","SWE","Axis1","0.111205766284358","2080033010","2080030610"
"X2080033020.2080030610","SWE","Axis1","-0.358612574367284","2080033020","2080030610"
"X2080033080.2080030610","SWE","Axis1","-0.195526609271309","2080033080","2080030610"
"X2080033090.2080030610","SWE","Axis1","-0.236798977051053","2080033090","2080030610"
"X2080033120.2080030610","SWE","Axis1","0.11572044887486","2080033120","2080030610"
"X2080033190.2080030610","SWE","Axis1","0.34631376824393","2080033190","2080030610"
"X2080033320.2080030610","SWE","Axis1","-0.286608956848219","2080033320","2080030610"
"X2080030660.2080030630","SWE","Axis1","0.25655285158474","2080030660","2080030630"
"X2080030710.2080030630","SWE","Axis1","0.106585243019558","2080030710","2080030630"
"X2080030760.2080030630","SWE","Axis1","-0.01874702166008","2080030760","2080030630"
"X2080031060.2080030630","SWE","Axis1","0.49712787315148","2080031060","2080030630"
"X2080031740.2080030630","SWE","Axis1","0.298451869799414","2080031740","2080030630"
"X2080031750.2080030630","SWE","Axis1","0.45687434195602","2080031750","2080030630"
"X2080031960.2080030630","SWE","Axis1","-0.120065674648362","2080031960","2080030630"
"X2080032230.2080030630","SWE","Axis1","0.110970917173699","2080032230","2080030630"
"X2080032600.2080030630","SWE","Axis1","-0.49279678693471","2080032600","2080030630"
"X2080032670.2080030630","SWE","Axis1","-0.134791272190148","2080032670","2080030630"
"X2080032980.2080030630","SWE","Axis1","0.594497468171206","2080032980","2080030630"
"X2080033010.2080030630","SWE","Axis1","-0.12557587262749","2080033010","2080030630"
"X2080033020.2080030630","SWE","Axis1","-0.234886425557841","2080033020","2080030630"
"X2080033080.2080030630","SWE","Axis1","-0.324665850169827","2080033080","2080030630"
"X2080033090.2080030630","SWE","Axis1","-0.0234705505988503","2080033090","2080030630"
"X2080033120.2080030630","SWE","Axis1","-0.411666432650795","2080033120","2080030630"
"X2080033190.2080030630","SWE","Axis1","0.0548426257956672","2080033190","2080030630"
"X2080033320.2080030630","SWE","Axis1","-0.558255628783821","2080033320","2080030630"
"X2080030710.2080030660","SWE","Axis1","0.303925582206739","2080030710","2080030660"
"X2080030760.2080030660","SWE","Axis1","0.780155381341726","2080030760","2080030660"
"X2080031060.2080030660","SWE","Axis1","-0.136417862476808","2080031060","2080030660"
"X2080031740.2080030660","SWE","Axis1","-0.287842438852835","2080031740","2080030660"
"X2080031750.2080030660","SWE","Axis1","0.380919751135406","2080031750","2080030660"
"X2080031960.2080030660","SWE","Axis1","0.0089447689996153","2080031960","2080030660"
"X2080032230.2080030660","SWE","Axis1","0.0679005245570117","2080032230","2080030660"
"X2080032600.2080030660","SWE","Axis1","0.399551586295475","2080032600","2080030660"
"X2080032670.2080030660","SWE","Axis1","-0.00110324780324821","2080032670","2080030660"
"X2080032980.2080030660","SWE","Axis1","0.355481720533459","2080032980","2080030660"
"X2080033010.2080030660","SWE","Axis1","0.294922466762649","2080033010","2080030660"
"X2080033020.2080030660","SWE","Axis1","-0.0081076708881042","2080033020","2080030660"
"X2080033080.2080030660","SWE","Axis1","-0.425375490347249","2080033080","2080030660"
"X2080033090.2080030660","SWE","Axis1","0.414594614992943","2080033090","2080030660"
"X2080033120.2080030660","SWE","Axis1","-0.0548735577866141","2080033120","2080030660"
"X2080033190.2080030660","SWE","Axis1","0.683115358709099","2080033190","2080030660"
"X2080033320.2080030660","SWE","Axis1","-0.0662192508012913","2080033320","2080030660"
"X2080030760.2080030710","SWE","Axis1","0.385724978250846","2080030760","2080030710"
"X2080031060.2080030710","SWE","Axis1","0.563385790869029","2080031060","2080030710"
"X2080031740.2080030710","SWE","Axis1","0.229961676658845","2080031740","2080030710"
"X2080031750.2080030710","SWE","Axis1","-0.527618233734855","2080031750","2080030710"
"X2080031960.2080030710","SWE","Axis1","0.0794066198649487","2080031960","2080030710"
"X2080032230.2080030710","SWE","Axis1","-0.499328743663262","2080032230","2080030710"
"X2080032600.2080030710","SWE","Axis1","0.477010874507319","2080032600","2080030710"
"X2080032670.2080030710","SWE","Axis1","0.59620012970371","2080032670","2080030710"
"X2080032980.2080030710","SWE","Axis1","0.219303190894691","2080032980","2080030710"
"X2080033010.2080030710","SWE","Axis1","-0.579771147608041","2080033010","2080030710"
"X2080033020.2080030710","SWE","Axis1","-0.698882219699299","2080033020","2080030710"
"X2080033080.2080030710","SWE","Axis1","-0.473895406826866","2080033080","2080030710"
"X2080033090.2080030710","SWE","Axis1","0.046455318537156","2080033090","2080030710"
"X2080033120.2080030710","SWE","Axis1","0.512790522611821","2080033120","2080030710"
"X2080033190.2080030710","SWE","Axis1","0.289752580337544","2080033190","2080030710"
"X2080033320.2080030710","SWE","Axis1","0.193556543565791","2080033320","2080030710"
"X2080031060.2080030760","SWE","Axis1","0.0885995504670633","2080031060","2080030760"
"X2080031740.2080030760","SWE","Axis1","-0.215086381894235","2080031740","2080030760"
"X2080031750.2080030760","SWE","Axis1","0.10022296206179","2080031750","2080030760"
"X2080031960.2080030760","SWE","Axis1","-0.000372151756870906","2080031960","2080030760"
"X2080032230.2080030760","SWE","Axis1","-0.152981439408883","2080032230","2080030760"
"X2080032600.2080030760","SWE","Axis1","0.478143015347194","2080032600","2080030760"
"X2080032670.2080030760","SWE","Axis1","0.118230020774228","2080032670","2080030760"
"X2080032980.2080030760","SWE","Axis1","0.326039101156426","2080032980","2080030760"
"X2080033010.2080030760","SWE","Axis1","0.0489805212740658","2080033010","2080030760"
"X2080033020.2080030760","SWE","Axis1","0.0903579347471222","2080033020","2080030760"
"X2080033080.2080030760","SWE","Axis1","-0.443482394176251","2080033080","2080030760"
"X2080033090.2080030760","SWE","Axis1","0.147790810593848","2080033090","2080030760"
"X2080033120.2080030760","SWE","Axis1","0.482164342354987","2080033120","2080030760"
"X2080033190.2080030760","SWE","Axis1","0.756946074723232","2080033190","2080030760"
"X2080033320.2080030760","SWE","Axis1","0.153885044706008","2080033320","2080030760"
"X2080031740.2080031060","SWE","Axis1","0.418067967824099","2080031740","2080031060"
"X2080031750.2080031060","SWE","Axis1","-0.172080123761877","2080031750","2080031060"
"X2080031960.2080031060","SWE","Axis1","-0.0153138289147844","2080031960","2080031060"
"X2080032230.2080031060","SWE","Axis1","-0.46176961789029","2080032230","2080031060"
"X2080032600.2080031060","SWE","Axis1","-0.133807907776362","2080032600","2080031060"
"X2080032670.2080031060","SWE","Axis1","0.112465266343598","2080032670","2080031060"
"X2080032980.2080031060","SWE","Axis1","0.215145391749722","2080032980","2080031060"
"X2080033010.2080031060","SWE","Axis1","-0.822712250845584","2080033010","2080031060"
"X2080033020.2080031060","SWE","Axis1","-0.504926135493192","2080033020","2080031060"
"X2080033080.2080031060","SWE","Axis1","-0.629233614322392","2080033080","2080031060"
"X2080033090.2080031060","SWE","Axis1","-0.37392497129772","2080033090","2080031060"
"X2080033120.2080031060","SWE","Axis1","0.401084439852959","2080033120","2080031060"
"X2080033190.2080031060","SWE","Axis1","-0.212639443727319","2080033190","2080031060"
"X2080033320.2080031060","SWE","Axis1","-0.0893946304213213","2080033320","2080031060"
"X2080031750.2080031740","SWE","Axis1","0.0370082197751371","2080031750","2080031740"
"X2080031960.2080031740","SWE","Axis1","0.129953949514715","2080031960","2080031740"
"X2080032230.2080031740","SWE","Axis1","-0.550893007095153","2080032230","2080031740"
"X2080032600.2080031740","SWE","Axis1","-0.300769584248258","2080032600","2080031740"
"X2080032670.2080031740","SWE","Axis1","0.55383915235345","2080032670","2080031740"
"X2080032980.2080031740","SWE","Axis1","0.20174577061993","2080032980","2080031740"
"X2080033010.2080031740","SWE","Axis1","-0.24114274829913","2080033010","2080031740"
"X2080033020.2080031740","SWE","Axis1","-0.606423314546356","2080033020","2080031740"
"X2080033080.2080031740","SWE","Axis1","0.233827187744093","2080033080","2080031740"
"X2080033090.2080031740","SWE","Axis1","-0.592246195872125","2080033090","2080031740"
"X2080033120.2080031740","SWE","Axis1","-0.0253965770370343","2080033120","2080031740"
"X2080033190.2080031740","SWE","Axis1","-0.0697027218826835","2080033190","2080031740"
"X2080033320.2080031740","SWE","Axis1","-0.457371158772233","2080033320","2080031740"
"X2080031960.2080031750","SWE","Axis1","-0.174934616132288","2080031960","2080031750"
"X2080032230.2080031750","SWE","Axis1","0.13421384669255","2080032230","2080031750"
"X2080032600.2080031750","SWE","Axis1","-0.422731198687541","2080032600","2080031750"
"X2080032670.2080031750","SWE","Axis1","-0.558346131011968","2080032670","2080031750"
"X2080032980.2080031750","SWE","Axis1","0.0299022446705003","2080032980","2080031750"
"X2080033010.2080031750","SWE","Axis1","0.491038230714734","2080033010","2080031750"
"X2080033020.2080031750","SWE","Axis1","0.224887642599317","2080033020","2080031750"
"X2080033080.2080031750","SWE","Axis1","-0.0974722451521963","2080033080","2080031750"
"X2080033090.2080031750","SWE","Axis1","-0.0615685083602207","2080033090","2080031750"
"X2080033120.2080031750","SWE","Axis1","-0.614648413295842","2080033120","2080031750"
"X2080033190.2080031750","SWE","Axis1","0.0338258777969452","2080033190","2080031750"
"X2080033320.2080031750","SWE","Axis1","-0.414389345921889","2080033320","2080031750"
"X2080032230.2080031960","SWE","Axis1","-0.337480966090281","2080032230","2080031960"
"X2080032600.2080031960","SWE","Axis1","0.618602866858771","2080032600","2080031960"
"X2080032670.2080031960","SWE","Axis1","0.326117704805669","2080032670","2080031960"
"X2080032980.2080031960","SWE","Axis1","0.309295760285031","2080032980","2080031960"
"X2080033010.2080031960","SWE","Axis1","-0.37944772986352","2080033010","2080031960"
"X2080033020.2080031960","SWE","Axis1","-0.275293784470453","2080033020","2080031960"
"X2080033080.2080031960","SWE","Axis1","-0.0117638481712411","2080033080","2080031960"
"X2080033090.2080031960","SWE","Axis1","0.00865696881812251","2080033090","2080031960"
"X2080033120.2080031960","SWE","Axis1","0.0855760755830712","2080033120","2080031960"
"X2080033190.2080031960","SWE","Axis1","-0.174732436193146","2080033190","2080031960"
"X2080033320.2080031960","SWE","Axis1","-0.380233262015601","2080033320","2080031960"
"X2080032600.2080032230","SWE","Axis1","-0.358922663747656","2080032600","2080032230"
"X2080032670.2080032230","SWE","Axis1","-0.380350220039455","2080032670","2080032230"
"X2080032980.2080032230","SWE","Axis1","0.0227054422804451","2080032980","2080032230"
"X2080033010.2080032230","SWE","Axis1","0.586303926640945","2080033010","2080032230"
"X2080033020.2080032230","SWE","Axis1","0.686161367165071","2080033020","2080032230"
"X2080033080.2080032230","SWE","Axis1","0.22804401653514","2080033080","2080032230"
"X2080033090.2080032230","SWE","Axis1","0.343715238554043","2080033090","2080032230"
"X2080033120.2080032230","SWE","Axis1","-0.394012534610669","2080033120","2080032230"
"X2080033190.2080032230","SWE","Axis1","0.0486494919304406","2080033190","2080032230"
"X2080033320.2080032230","SWE","Axis1","0.00840542970622218","2080033320","2080032230"
