"SiteID","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"S1468",0.734090909090909,-0.299242424242424,-0.224242424242426,0.192424242424241,0.142424242424241,-0.299242424242424,0.375757575757575,-0.965909090909092,1.00909090909091,0.0507575757575758,-0.715909090909092
"S1481",0.720454545454547,-0.279545454545453,-0.237878787878785,0.262121212121215,0.0537878787878832,-0.354545454545455,0.42878787878788,-0.954545454545453,0.995454545454546,0.0621212121212125,-0.696212121212122
"S1548",0.753030303030304,-0.271969696969697,-0.221969696969698,0.211363636363636,0.128030303030304,-0.296969696969697,0.369696969696971,-0.988636363636363,1.0030303030303,0.0363636363636388,-0.721969696969698
"S1578",0.718939393939394,-0.297727272727276,-0.231060606060609,0.218939393939394,0.110606060606063,-0.314393939393939,0.402272727272727,-0.947727272727272,1.00227272727273,0.0356060606060602,-0.697727272727272
"S3412",0.485606060606059,-0.372727272727271,-0.539393939393936,0.452272727272728,0.118939393939392,-0.256060606060604,0.527272727272727,-0.897727272727273,0.893939393939394,0.210606060606061,-0.622727272727271
"S3440",0.521969696969691,-0.361363636363635,-0.594696969696972,0.43030303030303,0.0636363636363626,-0.253030303030307,0.521969696969698,-0.861363636363638,0.93030303030303,0.213636363636361,-0.611363636363638
"S5166",0.515151515151517,-0.326515151515151,-0.484848484848484,0.381818181818183,0.315151515151516,-0.27651515151515,0.398484848484848,-0.943181818181818,0.715151515151517,0.22348484848485,-0.518181818181818
"S5193",0.465909090909093,-0.367424242424242,-0.617424242424242,0.457575757575757,0.149242424242427,-0.200757575757574,0.499242424242425,-0.925757575757572,0.857575757575759,0.240909090909092,-0.559090909090905
"S5212",0.498484848484848,-0.351515151515152,-0.559848484848482,0.415151515151514,0.315151515151516,-0.25151515151515,0.423484848484851,-0.884848484848485,0.690151515151516,0.22348484848485,-0.518181818181818
"S5448",0.690909090909091,-0.292424242424241,-0.242424242424242,0.332575757575757,0.0409090909090928,-0.392424242424244,0.457575757575759,-0.942424242424245,1.02424242424243,0.0492424242424221,-0.725757575757575
"S5449",0.678030303030305,-0.30530303030303,-0.288636363636364,0.344696969696972,0.0363636363636353,-0.380303030303033,0.478030303030305,-0.955303030303028,1.0030303030303,0.0946969696969688,-0.705303030303028
"S5471",0.675757575757579,-0.274242424242424,-0.374242424242421,0.334090909090911,0.109090909090913,-0.34090909090909,0.459090909090911,-0.949242424242424,0.925757575757576,0.0840909090909108,-0.649242424242427
"S5472",0.640151515151516,-0.309848484848484,-0.359848484848484,0.356818181818184,0.0484848484848506,-0.351515151515152,0.473484848484848,-0.926515151515151,0.965151515151515,0.12348484848485,-0.659848484848482
"S5490",0.61212121212121,-0.329545454545457,-0.371212121212121,0.378787878787879,0.0787878787878746,-0.354545454545455,0.495454545454546,-0.921212121212125,0.962121212121211,0.137121212121212,-0.687878787878791
"S5546",0.676515151515151,-0.265151515151517,-0.415151515151516,0.326515151515149,0.168181818181818,-0.306818181818182,0.44318181818182,-0.956818181818182,0.851515151515152,0.101515151515152,-0.623484848484848
"S675",0.368181818181816,-0.398484848484848,-0.848484848484846,0.393181818181818,0.159848484848485,-0.173484848484849,0.459848484848488,-0.748484848484848,0.801515151515153,0.293181818181816,-0.30681818181818
"S6024",0.372727272727271,-0.368939393939396,-0.852272727272727,0.372727272727271,0.147727272727273,-0.185606060606059,0.46439393939394,-0.743939393939396,0.806060606060605,0.289393939393939,-0.302272727272729
"S2679",0.360606060606063,-0.389393939393937,-0.856060606060606,0.385606060606062,0.152272727272731,-0.189393939393941,0.468939393939394,-0.739393939393935,0.810606060606062,0.302272727272729,-0.306060606060605
"S3237",0.360606060606063,-0.389393939393937,-0.856060606060606,0.385606060606062,0.152272727272731,-0.189393939393941,0.468939393939394,-0.739393939393935,0.810606060606062,0.302272727272729,-0.306060606060605
"S3782",0.360606060606063,-0.389393939393937,-0.856060606060606,0.385606060606062,0.152272727272731,-0.189393939393941,0.468939393939394,-0.739393939393935,0.810606060606062,0.302272727272729,-0.306060606060605
"S4441",0.353030303030302,-0.388636363636365,-0.85530303030303,0.386363636363637,0.153030303030302,-0.171969696969697,0.469696969696969,-0.738636363636367,0.803030303030305,0.286363636363635,-0.296969696969697
"S5116",0.366666666666664,-0.375,-0.841666666666669,0.374999999999996,0.149999999999999,-0.175000000000001,0.458333333333332,-0.758333333333333,0.808333333333334,0.299999999999997,-0.308333333333337
"S5561",0.360606060606063,-0.389393939393941,-0.847727272727273,0.385606060606062,0.152272727272727,-0.181060606060608,0.460606060606057,-0.739393939393942,0.802272727272729,0.293939393939393,-0.297727272727276
"S7644",0.411363636363635,-0.280303030303031,-0.271969696969698,0.536363636363635,-0.313636363636366,-0.405303030303031,0.544696969696972,-0.60530303030303,0.686363636363637,0.119696969696967,-0.421969696969697
"S1245",0.39772727272727,-0.260606060606058,-0.202272727272728,0.514393939393941,-0.343939393939394,-0.41060606060606,0.539393939393939,-0.602272727272727,0.672727272727268,0.0893939393939398,-0.393939393939398
"S2548",0.403787878787881,-0.262878787878787,-0.171212121212122,0.528787878787881,-0.354545454545452,-0.421212121212122,0.503787878787882,-0.587878787878786,0.662121212121214,0.0954545454545439,-0.39621212121212
"S3048",0.420454545454543,-0.296212121212122,-0.271212121212121,0.53712121212121,-0.321212121212122,-0.404545454545454,0.528787878787877,-0.587878787878788,0.703787878787878,0.128787878787879,-0.437878787878789
"S3785",0.391666666666666,-0.274999999999999,-0.216666666666669,0.524999999999999,-0.350000000000001,-0.408333333333331,0.55833333333333,-0.600000000000001,0.700000000000003,0.091666666666665,-0.416666666666668
"S3908",0.421212121212122,-0.295454545454547,-0.220454545454544,0.529545454545453,-0.337121212121215,-0.412121212121214,0.529545454545453,-0.603787878787879,0.71287878787879,0.104545454545455,-0.42878787878788
"S4024",0.397727272727273,-0.268939393939394,-0.168939393939393,0.539393939393939,-0.352272727272727,-0.435606060606062,0.497727272727275,-0.577272727272726,0.681060606060608,0.0977272727272727,-0.410606060606062
"S5899",0.41212121212121,-0.296212121212122,-0.229545454545455,0.53712121212121,-0.33787878787879,-0.40454545454546,0.528787878787877,-0.604545454545455,0.712121212121211,0.103787878787877,-0.421212121212122
"S8253",0.402272727272727,-0.314393939393941,-0.0643939393939412,0.543939393939393,-0.381060606060604,-0.456060606060607,0.53560606060606,-0.631060606060608,0.760606060606062,0.0522727272727259,-0.447727272727274
"S1095",0.393181818181819,-0.298484848484847,-0.0734848484848492,0.534848484848485,-0.365151515151513,-0.440151515151516,0.534848484848485,-0.62348484848485,0.743181818181817,0.043181818181818,-0.448484848484849
"S1657",0.417424242424239,-0.315909090909091,-0.0575757575757585,0.53409090909091,-0.374242424242425,-0.449242424242428,0.517424242424241,-0.640909090909091,0.775757575757577,0.0507575757575722,-0.457575757575757
"S2075",0.414393939393939,-0.318939393939395,-0.0606060606060588,0.547727272727272,-0.393939393939394,-0.443939393939392,0.522727272727273,-0.618939393939392,0.764393939393941,0.0477272727272755,-0.460606060606064
"S4061",0.418181818181818,-0.323484848484849,-0.0568181818181834,0.551515151515151,-0.381818181818183,-0.440151515151516,0.518181818181816,-0.640151515151516,0.776515151515152,0.0515151515151508,-0.473484848484848
"S4714",0.395454545454545,-0.304545454545455,-0.0295454545454525,0.528787878787877,-0.354545454545455,-0.454545454545457,0.49545454545455,-0.621212121212121,0.737121212121213,0.0287878787878775,-0.421212121212122
"S522",0.403787878787877,-0.312878787878788,-0.0628787878787875,0.53712121212121,-0.371212121212121,-0.437878787878788,0.503787878787882,-0.621212121212121,0.753787878787879,0.0371212121212139,-0.429545454545455
