"","Pair","basin_ID","Axis","Country","Correlation","Site_ID1","Site_ID2","Euclid_Dist_Meters","Similarity","MeanLat","MeanLon","MaxDist"
"2389","S5610.S1298.1",7080047060,"Axis2","USA",-0.0940661318077492,"S5610","S1298",533541.926297975,0.493001544710367,40.148075,-85.55416,1052354.14572058
"2390","S5646.S1298.1",7080047060,"Axis2","USA",0.170466375843555,"S5646","S1298",537374.071172967,0.489360047320372,40.149855,-85.52454,1052354.14572058
"2391","S6018.S1298.1",7080047060,"Axis2","USA",0.242507788837897,"S6018","S1298",195436.112219326,0.814286746515827,41.876725,-89.18198,1052354.14572058
"2392","S6120.S1298.1",7080047060,"Axis2","USA",-0.0794800083417392,"S6120","S1298",448700.48228981,0.573622165015019,40.19163,-86.15196,1052354.14572058
"2393","S6165.S1298.1",7080047060,"Axis2","USA",0.127250934113076,"S6165","S1298",447914.99203494,0.574368577482784,40.1961,-86.15271,1052354.14572058
"2394","S6923.S1298.1",7080047060,"Axis2","USA",-0.361479782229865,"S6923","S1298",184704.03836508,0.824484904519849,41.846075,-89.127555,1052354.14572058
"2395","S8633.S1298.1",7080047060,"Axis2","USA",0.343268686070978,"S8633","S1298",348865.527504697,0.66849037567499,40.243015,-89.17459,1052354.14572058
"2396","S8702.S1298.1",7080047060,"Axis2","USA",0.222202144755932,"S8702","S1298",643024.865821847,0.388965332215661,40.761695,-84.4208,1052354.14572058
"2397","S8888.S1298.1",7080047060,"Axis2","USA",0.166813710161193,"S8888","S1298",348939.302456464,0.668420270993911,40.22136,-89.129105,1052354.14572058
"2398","S9019.S1298.1",7080047060,"Axis2","USA",0.114235503434621,"S9019","S1298",354325.29063027,0.663302233310772,40.245385,-89.238175,1052354.14572058
"2399","S9163.S1298.1",7080047060,"Axis2","USA",-0.0856989192474282,"S9163","S1298",361932.003852535,0.656073950652127,40.24297,-89.31222,1052354.14572058
"2400","S9165.S1298.1",7080047060,"Axis2","USA",0.646810358104098,"S9165","S1298",34445.3670639455,0.96726827446443,41.685855,-87.939945,1052354.14572058
"2401","S9269.S1298.1",7080047060,"Axis2","USA",-0.0330360110718993,"S9269","S1298",660255.660241349,0.372591762073355,41.129185,-84.18902,1052354.14572058
"2402","S9272.S1298.1",7080047060,"Axis2","USA",0.149017916227013,"S9272","S1298",660676.810076289,0.372191564253398,41.1303,-84.186195,1052354.14572058
"2403","S9313.S1298.1",7080047060,"Axis2","USA",0.659650077637263,"S9313","S1298",39293.6368836294,0.962661203888997,41.69516,-87.910755,1052354.14572058
"2404","S936.S1298.1",7080047060,"Axis2","USA",0.579820300705708,"S936","S1298",461883.898797664,0.561094617552537,39.493075,-88.21194,1052354.14572058
"2405","S9445.S1298.1",7080047060,"Axis2","USA",0.166383921038594,"S9445","S1298",359681.069864116,0.658212901686408,40.243565,-89.290385,1052354.14572058
"2406","S9447.S1298.1",7080047060,"Axis2","USA",-0.151924413189881,"S9447","S1298",35610.2266949882,0.966161366076432,41.69563,-87.94447,1052354.14572058
"2407","S9840.S1298.1",7080047060,"Axis2","USA",-0.185440460992703,"S9840","S1298",243607.980036449,0.768511407469543,40.85299,-89.170895,1052354.14572058
"2408","S995.S1298.1",7080047060,"Axis2","USA",0.297487034618711,"S995","S1298",457956.914072021,0.564826236553243,39.50988,-88.186105,1052354.14572058
"2409","S9964.S1298.1",7080047060,"Axis2","USA",0.288998514169658,"S9964","S1298",220296.062377038,0.790663567704013,40.92958,-89.07639,1052354.14572058
"2410","S1697.S1664.1",7080047060,"Axis2","USA",-0.0183541261768004,"S1697","S1664",568.247973530135,0.999460022107728,37.82292,-87.05903,1052354.14572058
"2411","S176.S1664.1",7080047060,"Axis2","USA",0.651844521345743,"S176","S1664",203337.752581643,0.806778209209779,37.44514,-88.108335,1052354.14572058
"2412","S3234.S1664.1",7080047060,"Axis2","USA",0.250856993013569,"S3234","S1664",428055.818178166,0.593239766366803,39.708535,-87.564465,1052354.14572058
"2413","S4287.S1664.1",7080047060,"Axis2","USA",0.430747279668514,"S4287","S1664",157248.600025564,0.850574447143085,38.15639,-86.27042,1052354.14572058
"2414","S4401.S1664.1",7080047060,"Axis2","USA",-0.202412724888732,"S4401","S1664",163928.980181717,0.844226412896896,38.17431,-86.23917,1052354.14572058
"2415","S4573.S1664.1",7080047060,"Axis2","USA",-0.0513147979356347,"S4573","S1664",425505.708936174,0.59566300882027,38.18403,-84.675695,1052354.14572058
"2416","S4668.S1664.1",7080047060,"Axis2","USA",-0.315156270860975,"S4668","S1664",426287.926189532,0.594919706523664,38.198615,-84.674305,1052354.14572058
"2417","S5110.S1664.1",7080047060,"Axis2","USA",0.242287978928708,"S5110","S1664",529840.809224168,0.49651853287339,39.887775,-88.608,1052354.14572058
"2418","S5557.S1664.1",7080047060,"Axis2","USA",-0.00234817615626072,"S5557","S1664",543828.933232048,0.483226311747296,39.95819,-88.61422,1052354.14572058
"2419","S5610.S1664.1",7080047060,"Axis2","USA",-0.282178433674541,"S5610","S1664",366664.037066316,0.651577333963701,38.27306,-85.04514,1052354.14572058
"2420","S5646.S1664.1",7080047060,"Axis2","USA",-0.213588518407124,"S5646","S1664",371749.41734001,0.646744949072765,38.27484,-85.01552,1052354.14572058
"2421","S6018.S1664.1",7080047060,"Axis2","USA",-0.326541226265478,"S6018","S1664",557085.693029103,0.470629069791283,40.00171,-88.67296,1052354.14572058
"2422","S6120.S1664.1",7080047060,"Axis2","USA",0.26558249377049,"S6120","S1664",271245.976165237,0.742248389224992,38.316615,-85.64294,1052354.14572058
"2423","S6165.S1664.1",7080047060,"Axis2","USA",-0.140317178843743,"S6165","S1664",271516.71690921,0.741991117711335,38.321085,-85.64369,1052354.14572058
"2424","S6923.S1664.1",7080047060,"Axis2","USA",0.59063514075572,"S6923","S1664",546659.103614438,0.480536941069279,39.97106,-88.618535,1052354.14572058
"2425","S8633.S1664.1",7080047060,"Axis2","USA",0.486031364101825,"S8633","S1664",305745.197577989,0.709465488570261,38.368,-88.66557,1052354.14572058
"2426","S8702.S1664.1",7080047060,"Axis2","USA",0.588373486091119,"S8702","S1664",595243.042731523,0.434370031084981,38.88668,-83.91178,1052354.14572058
"2427","S8888.S1664.1",7080047060,"Axis2","USA",0.50649707531817,"S8888","S1664",296618.619790619,0.71813802321507,38.346345,-88.620085,1052354.14572058
"2428","S9019.S1664.1",7080047060,"Axis2","USA",0.723204136891781,"S9019","S1664",316165.752964339,0.699563351130383,38.37037,-88.729155,1052354.14572058
"2429","S9163.S1664.1",7080047060,"Axis2","USA",-0.0970322153632214,"S9163","S1664",327949.717126468,0.688365633888475,38.367955,-88.8032,1052354.14572058
"2430","S9165.S1664.1",7080047060,"Axis2","USA",0.263151218828403,"S9165","S1664",446495.258115104,0.575717680278273,39.81084,-87.430925,1052354.14572058
"2431","S9269.S1664.1",7080047060,"Axis2","USA",-0.273863455976714,"S9269","S1664",664437.145782506,0.368618303558309,39.25417,-83.68,1052354.14572058
"2432","S9272.S1664.1",7080047060,"Axis2","USA",-0.0954125442169681,"S9272","S1664",664975.044871271,0.368107164707427,39.255285,-83.677175,1052354.14572058
"2433","S9313.S1664.1",7080047060,"Axis2","USA",0.13801089714199,"S9313","S1664",447861.067730966,0.574419819076874,39.820145,-87.401735,1052354.14572058
"2434","S936.S1664.1",7080047060,"Axis2","USA",0.334091228215886,"S936","S1664",122049.859759245,0.884022065902849,37.61806,-87.70292,1052354.14572058
"2435","S9445.S1664.1",7080047060,"Axis2","USA",0.265011140986078,"S9445","S1664",324456.076304423,0.691685467650001,38.36855,-88.781365,1052354.14572058
"2436","S9447.S1664.1",7080047060,"Axis2","USA",-0.922493873533172,"S9447","S1664",448753.546603414,0.573571740627164,39.820615,-87.43545,1052354.14572058
"2437","S9840.S1664.1",7080047060,"Axis2","USA",0.596279785158362,"S9840","S1664",378211.013588981,0.640604814332719,38.977975,-88.661875,1052354.14572058
"2438","S995.S1664.1",7080047060,"Axis2","USA",-0.0981534428351713,"S995","S1664",116425.950783503,0.889366187934973,37.634865,-87.677085,1052354.14572058
"2439","S9964.S1664.1",7080047060,"Axis2","USA",-0.312981545129581,"S9964","S1664",378292.655702121,0.64052723387801,39.054565,-88.56737,1052354.14572058
"2440","S176.S1697.1",7080047060,"Axis2","USA",-0.0778273735464727,"S176","S1697",203749.24066777,0.806387192470975,37.4475,-88.107085,1052354.14572058
"2441","S3234.S1697.1",7080047060,"Axis2","USA",0.592012156912819,"S3234","S1697",427585.522050699,0.593686665473325,39.710895,-87.563215,1052354.14572058
"2442","S4287.S1697.1",7080047060,"Axis2","USA",0.00474568565575749,"S4287","S1697",156803.812995761,0.850997106218085,38.15875,-86.26917,1052354.14572058
"2443","S4401.S1697.1",7080047060,"Axis2","USA",-0.146748890370283,"S4401","S1697",163482.072380125,0.844651087236242,38.17667,-86.23792,1052354.14572058
"2444","S4573.S1697.1",7080047060,"Axis2","USA",0.197977257098088,"S4573","S1697",425178.510102349,0.595973929659187,38.18639,-84.674445,1052354.14572058
"2445","S4668.S1697.1",7080047060,"Axis2","USA",0.463575897306261,"S4668","S1697",425957.294159305,0.595233889759004,38.200975,-84.673055,1052354.14572058
"2446","S5110.S1697.1",7080047060,"Axis2","USA",-0.270270305156671,"S5110","S1697",529489.440200411,0.496852421446153,39.890135,-88.60675,1052354.14572058
"2447","S5557.S1697.1",7080047060,"Axis2","USA",-0.125633041328765,"S5557","S1697",543471.693518155,0.483565778946,39.96055,-88.61297,1052354.14572058
"2448","S5610.S1697.1",7080047060,"Axis2","USA",0.556877680413001,"S5610","S1697",366299.564899169,0.651923673804362,38.27542,-85.04389,1052354.14572058
"2449","S5646.S1697.1",7080047060,"Axis2","USA",0.0479281744689458,"S5646","S1697",371386.020859867,0.647090266741366,38.2772,-85.01427,1052354.14572058
"2450","S6018.S1697.1",7080047060,"Axis2","USA",-0.353438489796108,"S6018","S1697",556731.247858305,0.470965881474156,40.00407,-88.67171,1052354.14572058
"2451","S6120.S1697.1",7080047060,"Axis2","USA",0.695884328038525,"S6120","S1697",270826.518603194,0.742646978961868,38.318975,-85.64169,1052354.14572058
"2452","S6165.S1697.1",7080047060,"Axis2","USA",0.205981147554803,"S6165","S1697",271095.899005534,0.742391000113459,38.323445,-85.64244,1052354.14572058
"2453","S6923.S1697.1",7080047060,"Axis2","USA",-0.323880209794536,"S6923","S1697",546301.196974341,0.480877042014908,39.97342,-88.617285,1052354.14572058
"2454","S8633.S1697.1",7080047060,"Axis2","USA",-0.408366985748993,"S8633","S1697",305729.634730725,0.709480277172869,38.37036,-88.66432,1052354.14572058
"2455","S8702.S1697.1",7080047060,"Axis2","USA",0.00488536406251065,"S8702","S1697",594819.752567758,0.434772262753366,38.88904,-83.91053,1052354.14572058
"2456","S8888.S1697.1",7080047060,"Axis2","USA",-0.595893689342288,"S8888","S1697",296605.813549181,0.718150192351753,38.348705,-88.618835,1052354.14572058
"2457","S9019.S1697.1",7080047060,"Axis2","USA",-0.0302215633496016,"S9019","S1697",316156.846359764,0.699571814635385,38.37273,-88.727905,1052354.14572058
"2458","S9163.S1697.1",7080047060,"Axis2","USA",0.508092268007684,"S9163","S1697",327949.859180725,0.688365498901354,38.370315,-88.80195,1052354.14572058
"2459","S9165.S1697.1",7080047060,"Axis2","USA",0.263179874582814,"S9165","S1697",446006.874393071,0.576181767129661,39.8132,-87.429675,1052354.14572058
"2460","S9269.S1697.1",7080047060,"Axis2","USA",0.0855223122016318,"S9269","S1697",663980.37332234,0.369052351793899,39.25653,-83.67875,1052354.14572058
"2461","S9272.S1697.1",7080047060,"Axis2","USA",0.187348743102367,"S9272","S1697",664518.267709635,0.36854121741059,39.257645,-83.675925,1052354.14572058
"2462","S9313.S1697.1",7080047060,"Axis2","USA",-0.679837030987557,"S9313","S1697",447369.402377739,0.57488702429978,39.822505,-87.400485,1052354.14572058
"2463","S936.S1697.1",7080047060,"Axis2","USA",0.0744411759909651,"S936","S1697",122445.322050343,0.883646277682974,37.62042,-87.70167,1052354.14572058
"2464","S9445.S1697.1",7080047060,"Axis2","USA",0.0461620347218657,"S9445","S1697",324453.664262576,0.69168775969385,38.37091,-88.780115,1052354.14572058
"2465","S9447.S1697.1",7080047060,"Axis2","USA",0.174825902054827,"S9447","S1697",448265.438860531,0.574035565229242,39.822975,-87.4342,1052354.14572058
"2466","S9840.S1697.1",7080047060,"Axis2","USA",0.360682152920712,"S9840","S1697",378007.702715624,0.640798010581514,38.980335,-88.660625,1052354.14572058
"2467","S995.S1697.1",7080047060,"Axis2","USA",0.24629157916696,"S995","S1697",116815.289318618,0.888996218816974,37.637225,-87.675835,1052354.14572058
"2468","S9964.S1697.1",7080047060,"Axis2","USA",0.360113383174128,"S9964","S1697",378056.876170342,0.640751283484065,39.056925,-88.56612,1052354.14572058
"2469","S3234.S176.1",7080047060,"Axis2","USA",0.437045315871665,"S3234","S176",511234.953751219,0.514198755399818,39.333115,-88.61252,1052354.14572058
"2470","S4287.S176.1",7080047060,"Axis2","USA",0.661864890473669,"S4287","S176",360216.292376118,0.657704306253797,37.78097,-87.318475,1052354.14572058
"2471","S4401.S176.1",7080047060,"Axis2","USA",-0.181946092648573,"S4401","S176",366836.891613227,0.651413078852801,37.79889,-87.287225,1052354.14572058
"2472","S4573.S176.1",7080047060,"Axis2","USA",-0.0796634399390994,"S4573","S176",626237.006075359,0.404918003485837,37.80861,-85.72375,1052354.14572058
"2473","S4668.S176.1",7080047060,"Axis2","USA",-0.455768234248728,"S4668","S176",627212.106735644,0.403991413645097,37.823195,-85.72236,1052354.14572058
"2474","S5110.S176.1",7080047060,"Axis2","USA",-0.209821444763571,"S5110","S176",549142.989401217,0.478176627483896,39.512355,-89.656055,1052354.14572058
"2475","S5557.S176.1",7080047060,"Axis2","USA",0.233646440109114,"S5557","S176",564747.669764127,0.463348272954798,39.58277,-89.662275,1052354.14572058
"2476","S5610.S176.1",7080047060,"Axis2","USA",-0.0618673881656523,"S5610","S176",569182.562309001,0.459134014320565,37.89764,-86.093195,1052354.14572058
"2477","S5646.S176.1",7080047060,"Axis2","USA",-0.164700768333598,"S5646","S176",574227.163576145,0.454340379698934,37.89942,-86.063575,1052354.14572058
"2478","S6018.S176.1",7080047060,"Axis2","USA",-0.447207464632031,"S6018","S176",575902.684450058,0.452748215235357,39.62629,-89.721015,1052354.14572058
"2479","S6120.S176.1",7080047060,"Axis2","USA",-0.00406951623786633,"S6120","S176",474555.004816718,0.549053893362319,37.941195,-86.690995,1052354.14572058
"2480","S6165.S176.1",7080047060,"Axis2","USA",-0.115048330392818,"S6165","S176",474815.815817729,0.548806057591375,37.945665,-86.691745,1052354.14572058
"2481","S6923.S176.1",7080047060,"Axis2","USA",0.365919319029245,"S6923","S176",567684.069332966,0.460557957944609,39.59564,-89.66659,1052354.14572058
"2482","S8633.S176.1",7080047060,"Axis2","USA",0.767896210987154,"S8633","S176",227051.18996129,0.784244504680674,37.99258,-89.713625,1052354.14572058
"2483","S8702.S176.1",7080047060,"Axis2","USA",0.40553295640423,"S8702","S176",798503.642177864,0.241221555096262,38.51126,-84.959835,1052354.14572058
"2484","S8888.S176.1",7080047060,"Axis2","USA",0.723791562048947,"S8888","S176",219339.652899173,0.791572396240256,37.970925,-89.66814,1052354.14572058
"2485","S9019.S176.1",7080047060,"Axis2","USA",0.240763835924804,"S9019","S176",232548.195507689,0.779020972689326,37.99495,-89.77721,1052354.14572058
"2486","S9163.S176.1",7080047060,"Axis2","USA",0.0126068248872485,"S9163","S176",238464.785188659,0.7733987306855,37.992535,-89.851255,1052354.14572058
"2487","S9165.S176.1",7080047060,"Axis2","USA",0.288518657169368,"S9165","S176",538070.561982292,0.488698206615742,39.43542,-88.47898,1052354.14572058
"2488","S9269.S176.1",7080047060,"Axis2","USA",0.162164706052495,"S9269","S176",866555.285002702,0.176555450913015,38.87875,-84.728055,1052354.14572058
"2489","S9272.S176.1",7080047060,"Axis2","USA",0.457194309649603,"S9272","S176",867092.685257674,0.176044786079168,38.879865,-84.72523,1052354.14572058
"2490","S9313.S176.1",7080047060,"Axis2","USA",0.0432596146759626,"S9313","S176",541190.624465299,0.485733365838808,39.444725,-88.44979,1052354.14572058
"2491","S936.S176.1",7080047060,"Axis2","USA",0.523239047182638,"S936","S176",81541.1274152583,0.922515507021237,37.24264,-88.750975,1052354.14572058
"2492","S9445.S176.1",7080047060,"Axis2","USA",0.00125815154445269,"S9445","S176",236638.475475081,0.775134182311748,37.99313,-89.82942,1052354.14572058
"2493","S9447.S176.1",7080047060,"Axis2","USA",-0.586562811087698,"S9447","S176",540019.575687604,0.486846155466194,39.445195,-88.483505,1052354.14572058
"2494","S9840.S176.1",7080047060,"Axis2","USA",0.379735437576765,"S9840","S176",353704.555214369,0.663892087418749,38.602555,-89.70993,1052354.14572058
"2495","S995.S176.1",7080047060,"Axis2","USA",0.350448967883047,"S995","S176",87334.2487766249,0.917010590843613,37.259445,-88.72514,1052354.14572058
"2496","S9964.S176.1",7080047060,"Axis2","USA",-0.439204587709595,"S9964","S176",366137.260127129,0.652077903986948,38.679145,-89.615425,1052354.14572058
"2497","S4287.S3234.1",7080047060,"Axis2","USA",0.233907872451423,"S4287","S3234",409327.413758758,0.61103644108469,40.044365,-86.774605,1052354.14572058
"2498","S4401.S3234.1",7080047060,"Axis2","USA",-0.440950217784332,"S4401","S3234",408874.693327251,0.611466638878225,40.062285,-86.743355,1052354.14572058
"2499","S4573.S3234.1",7080047060,"Axis2","USA",0.143235293277976,"S4573","S3234",597704.347078282,0.432031175523127,40.072005,-85.17988,1052354.14572058
"2500","S4668.S3234.1",7080047060,"Axis2","USA",-0.227512052053471,"S4668","S3234",595987.893303924,0.433662236493749,40.08659,-85.17849,1052354.14572058
"2501","S5110.S3234.1",7080047060,"Axis2","USA",-0.255387372340487,"S5110","S3234",178025.501393422,0.830831187279143,41.77575,-89.112185,1052354.14572058
"2502","S5557.S3234.1",7080047060,"Axis2","USA",0.136898376450973,"S5557","S3234",182965.558242584,0.826136896037691,41.846165,-89.118405,1052354.14572058
"2503","S5610.S3234.1",7080047060,"Axis2","USA",0.239036865211558,"S5610","S3234",534522.671353739,0.492069591280286,40.161035,-85.549325,1052354.14572058
"2504","S5646.S3234.1",7080047060,"Axis2","USA",-0.243767834426527,"S5646","S3234",538336.460729342,0.488445536211837,40.162815,-85.519705,1052354.14572058
"2505","S6018.S3234.1",7080047060,"Axis2","USA",-0.784782129038872,"S6018","S3234",195174.749129028,0.814535106909865,41.889685,-89.177145,1052354.14572058
"2506","S6120.S3234.1",7080047060,"Axis2","USA",0.540858184750001,"S6120","S3234",450024.93610535,0.572363602181466,40.20459,-86.147125,1052354.14572058
"2507","S6165.S3234.1",7080047060,"Axis2","USA",-0.0832682937350702,"S6165","S3234",449235.751793448,0.573113524928585,40.20906,-86.147875,1052354.14572058
"2508","S6923.S3234.1",7080047060,"Axis2","USA",0.262175316049887,"S6923","S3234",184498.666182474,0.824680059528685,41.859035,-89.12272,1052354.14572058
"2509","S8633.S3234.1",7080047060,"Axis2","USA",0.0596058998403937,"S8633","S3234",351719.553992838,0.665778335721759,40.255975,-89.169755,1052354.14572058
"2510","S8702.S3234.1",7080047060,"Axis2","USA",0.047463643928058,"S8702","S3234",642935.870845729,0.389049899731719,40.774655,-84.415965,1052354.14572058
"2511","S8888.S3234.1",7080047060,"Axis2","USA",-0.000382006916880359,"S8888","S3234",351815.824205623,0.665686854908788,40.23432,-89.12427,1052354.14572058
"2512","S9019.S3234.1",7080047060,"Axis2","USA",-0.215766148839545,"S9019","S3234",357154.031384493,0.660614221137564,40.258345,-89.23334,1052354.14572058
"2513","S9163.S3234.1",7080047060,"Axis2","USA",0.17492977007321,"S9163","S3234",364731.639759656,0.65341359537296,40.25593,-89.307385,1052354.14572058
"2514","S9165.S3234.1",7080047060,"Axis2","USA",-0.163690066302443,"S9165","S3234",31791.5136136158,0.969790099898502,41.698815,-87.93511,1052354.14572058
"2515","S9269.S3234.1",7080047060,"Axis2","USA",0.376381414310238,"S9269","S3234",659759.436836846,0.373063298586534,41.142145,-84.184185,1052354.14572058
"2516","S9272.S3234.1",7080047060,"Axis2","USA",0.384949454934951,"S9272","S3234",660179.08510029,0.372664527635566,41.14326,-84.18136,1052354.14572058
"2517","S9313.S3234.1",7080047060,"Axis2","USA",-0.277740495446875,"S9313","S3234",36720.5175399281,0.965106311701956,41.70812,-87.90592,1052354.14572058
"2518","S936.S3234.1",7080047060,"Axis2","USA",0.192225161050166,"S936","S3234",464800.762530115,0.558322866479657,39.506035,-88.207105,1052354.14572058
"2519","S9445.S3234.1",7080047060,"Axis2","USA",-0.299593656485562,"S9445","S3234",362489.447890676,0.655544239204314,40.256525,-89.28555,1052354.14572058
"2520","S9447.S3234.1",7080047060,"Axis2","USA",-0.0495402331085901,"S9447","S3234",32879.1766699796,0.968756547590292,41.70859,-87.939635,1052354.14572058
"2521","S9840.S3234.1",7080047060,"Axis2","USA",0.180582782203309,"S9840","S3234",246085.938664607,0.766156726169303,40.86595,-89.16606,1052354.14572058
"2522","S995.S3234.1",7080047060,"Axis2","USA",0.437510603690893,"S995","S3234",460867.384564978,0.562060560659067,39.52284,-88.18127,1052354.14572058
"2523","S9964.S3234.1",7080047060,"Axis2","USA",-0.112032473882924,"S9964","S3234",222758.864345869,0.788323289026111,40.94254,-89.071555,1052354.14572058
"2524","S4401.S4287.1",7080047060,"Axis2","USA",0.115183536652615,"S4401","S4287",6748.67654546711,0.993587067079167,38.51014,-85.44931,1052354.14572058
"2525","S4573.S4287.1",7080047060,"Axis2","USA",0.343998804963675,"S4573","S4287",278201.856000705,0.735638561284698,38.51986,-83.885835,1052354.14572058
"2526","S4668.S4287.1",7080047060,"Axis2","USA",0.124315384118644,"S4668","S4287",278478.173295398,0.735375990651212,38.534445,-83.884445,1052354.14572058
"2527","S5110.S4287.1",7080047060,"Axis2","USA",0.30426322255083,"S5110","S4287",553170.582080003,0.474349405730492,40.223605,-87.81814,1052354.14572058
"2528","S5557.S4287.1",7080047060,"Axis2","USA",0.46041827653483,"S5557","S4287",564598.540524218,0.463489983082055,40.29402,-87.82436,1052354.14572058
"2529","S5610.S4287.1",7080047060,"Axis2","USA",0.453750414859358,"S5610","S4287",215006.141002144,0.795690317868304,38.60889,-84.25528,1052354.14572058
"2530","S5646.S4287.1",7080047060,"Axis2","USA",0.352677091645178,"S5646","S4287",220170.315112743,0.790783059098432,38.61067,-84.22566,1052354.14572058
"2531","S6018.S4287.1",7080047060,"Axis2","USA",-0.14287398612903,"S6018","S4287",578298.745752095,0.450471356906077,40.33754,-87.8831,1052354.14572058
"2532","S6120.S4287.1",7080047060,"Axis2","USA",0.0861179490393582,"S6120","S4287",114887.212562298,0.89082837462133,38.652445,-84.85308,1052354.14572058
"2533","S6165.S4287.1",7080047060,"Axis2","USA",0.453466220493322,"S6165","S4287",115068.109900278,0.890656476844601,38.656915,-84.85383,1052354.14572058
"2534","S6923.S4287.1",7080047060,"Axis2","USA",0.16912607514503,"S6923","S4287",567088.555832764,0.461123844915857,40.30689,-87.828675,1052354.14572058
"2535","S8633.S4287.1",7080047060,"Axis2","USA",0.321856977173053,"S8633","S4287",419281.12648208,0.601577921095199,38.70383,-87.87571,1052354.14572058
"2536","S8702.S4287.1",7080047060,"Axis2","USA",0.628545841493108,"S8702","S4287",438371.696627477,0.5834370982334,39.22251,-83.12192,1052354.14572058
"2537","S8888.S4287.1",7080047060,"Axis2","USA",0.347338959409151,"S8888","S4287",411023.341321195,0.609424885156171,38.682175,-87.830225,1052354.14572058
"2538","S9019.S4287.1",7080047060,"Axis2","USA",0.0791250064178224,"S9019","S4287",430315.044412876,0.591092935621757,38.7062,-87.939295,1052354.14572058
"2539","S9163.S4287.1",7080047060,"Axis2","USA",0.0405818293865455,"S9163","S4287",443072.769871253,0.578969901270387,38.703785,-88.01334,1052354.14572058
"2540","S9165.S4287.1",7080047060,"Axis2","USA",0.220263437198957,"S9165","S4287",417217.324685093,0.603539049680456,40.14667,-86.641065,1052354.14572058
"2541","S9269.S4287.1",7080047060,"Axis2","USA",0.397990983064949,"S9269","S4287",507305.958928269,0.517932284496394,39.59,-82.89014,1052354.14572058
"2542","S9272.S4287.1",7080047060,"Axis2","USA",0.570740233733243,"S9272","S4287",507843.923705564,0.517421083224956,39.591115,-82.887315,1052354.14572058
"2543","S9313.S4287.1",7080047060,"Axis2","USA",0.193434767497446,"S9313","S4287",416703.593543027,0.604027222929125,40.155975,-86.611875,1052354.14572058
"2544","S936.S4287.1",7080047060,"Axis2","USA",0.636975401917763,"S936","S4287",278698.816118044,0.735166324709815,37.95389,-86.91306,1052354.14572058
"2545","S9445.S4287.1",7080047060,"Axis2","USA",-0.132765315735619,"S9445","S4287",439307.648908695,0.582547709157465,38.70438,-87.991505,1052354.14572058
"2546","S9447.S4287.1",7080047060,"Axis2","USA",-0.480988761113697,"S9447","S4287",419480.900116455,0.601388086109336,40.156445,-86.64559,1052354.14572058
"2547","S9840.S4287.1",7080047060,"Axis2","USA",0.374634533491159,"S9840","S4287",450946.523867012,0.571487862996696,39.313805,-87.872015,1052354.14572058
"2548","S995.S4287.1",7080047060,"Axis2","USA",0.395286669949843,"S995","S4287",272950.732164313,0.740628444070588,37.970695,-86.887225,1052354.14572058
"2549","S9964.S4287.1",7080047060,"Axis2","USA",-0.459583405282063,"S9964","S4287",443086.525310816,0.57895683015776,39.390395,-87.77751,1052354.14572058
"2550","S4573.S4401.1",7080047060,"Axis2","USA",0.513226535120201,"S4573","S4401",272625.359420087,0.740937629667044,38.53778,-83.854585,1052354.14572058
"2551","S4668.S4401.1",7080047060,"Axis2","USA",0.555833593122623,"S4668","S4401",272857.391088885,0.74071714146947,38.552365,-83.853195,1052354.14572058
"2552","S5110.S4401.1",7080047060,"Axis2","USA",-0.0140242325898632,"S5110","S4401",554190.749637366,0.473379991050547,40.241525,-87.78689,1052354.14572058
"2553","S5557.S4401.1",7080047060,"Axis2","USA",-0.0878711349058706,"S5557","S4401",565489.559077572,0.462643292301221,40.31194,-87.79311,1052354.14572058
"2554","S5610.S4401.1",7080047060,"Axis2","USA",0.220998651528675,"S5610","S4401",209097.730217052,0.801304787872645,38.62681,-84.22403,1052354.14572058
"2555","S5646.S4401.1",7080047060,"Axis2","USA",0.699362034333829,"S5646","S4401",214263.675549686,0.796395845998238,38.62859,-84.19441,1052354.14572058
"2556","S6018.S4401.1",7080047060,"Axis2","USA",0.764215127763127,"S6018","S4401",579185.13154456,0.44962906840836,40.35546,-87.85185,1052354.14572058
"2557","S6120.S4401.1",7080047060,"Axis2","USA",-0.281055420089756,"S6120","S4401",108477.947553799,0.896918781576595,38.670365,-84.82183,1052354.14572058
"2558","S6165.S4401.1",7080047060,"Axis2","USA",0.692820501085242,"S6165","S4401",108640.440799561,0.89676437229677,38.674835,-84.82258,1052354.14572058
"2559","S6923.S4401.1",7080047060,"Axis2","USA",-0.271663299629368,"S6923","S4401",567960.755361696,0.460295036921439,40.32481,-87.797425,1052354.14572058
"2560","S8633.S4401.1",7080047060,"Axis2","USA",0.118982649855489,"S8633","S4401",424155.957986018,0.596945610267364,38.72175,-87.84446,1052354.14572058
"2561","S8702.S4401.1",7080047060,"Axis2","USA",0.460174712479755,"S8702","S4401",431797.477503738,0.589684252910817,39.24043,-83.09067,1052354.14572058
"2562","S8888.S4401.1",7080047060,"Axis2","USA",-0.258183178645701,"S8888","S4401",415944.840311074,0.604748228528844,38.700095,-87.798975,1052354.14572058
"2563","S9019.S4401.1",7080047060,"Axis2","USA",-0.111614193609788,"S9019","S4401",435193.705038893,0.586456986168945,38.72412,-87.908045,1052354.14572058
"2564","S9163.S4401.1",7080047060,"Axis2","USA",0.158162847387411,"S9163","S4401",447967.417143556,0.574318760499757,38.721705,-87.98209,1052354.14572058
