"","AVG_MXL","AVG_LMAT","AVG_AGEMAT","AVG_LONGY","AVG_FECUND","AVG_EGGSIZE","AVG_RGUILD_ORD"
"S10203_2006",5.93216615874334,5.01264359002294,0.788459334567623,2.18258972108601,10.8530007428368,-0.026650244524444,"1"
"S10203_2009",5.9178645903942,4.98239424732724,0.775121223444739,2.18063364259098,10.5819512165904,0.0431152538192373,"1"
"S10203_2004",6.33079880025809,5.35071063999999,0.748492622532367,2.31311357477264,12.1982397392288,-0.165799191842144,"1"
"S10203_2007",6.27620209675321,5.28629410692129,0.681542861723792,2.29296660855661,12.1472214492338,-0.194289343705727,"1"
"S10203_2008",6.11269432543864,5.13660606583624,0.727251488953795,2.19882134606214,11.3835348694207,-0.107115501245768,"1"
"S10203_2011",5.8898446291048,5.01739775188443,0.585584125934662,2.09258829683024,10.6557943120781,-0.03675217257295,"1"
"S10203_2012",5.75058029073549,4.85735299987053,0.557251850527096,1.99647037016158,10.5430076938969,-0.0987105322489189,"1"
"S10203_2013",6.10033168984606,5.15001693975101,0.669647617075554,2.19463907413419,11.7109774714703,-0.200159817758157,"1"
"S10203_2010",6.21269137249989,5.20276661108987,0.731070711801843,2.35456920347567,11.3154161193587,0.0682826875473489,"1"
"S1026_2005",6.8302229974665,5.0116046856073,1.04957115248224,3.20146910853445,8.43799508016263,1.299898822438,"2"
"S1026_2004",6.69246611234398,4.93139897491861,1.02357286741637,3.1196261494946,8.38681254009128,1.2269718100986,"2"
"S1026_2006",6.5305596395531,4.84590634227359,0.994648299292571,3.02193752053202,8.36265688033921,1.13623562749846,"2"
"S1026_2007",6.55692726395829,4.85248466402205,0.997993183216207,3.03910095173862,8.33645409497577,1.15521900253547,"2"
"S1026_2008",6.38420268699118,4.7519198360882,0.965395590828139,2.93648328246335,8.27227957060216,1.06378047048246,"2"
"S1026_2009",6.80758372954655,4.99842350361863,1.04529853742897,3.18801885756937,8.42958362953736,1.28791383766221,"2"
"S1026_2010",5.60885807887228,4.3004936495313,0.819068021587326,2.4758420814983,7.98420608201492,0.65332137979318,"1"
"S1026_2011",5.57135595750302,4.27865892022481,0.811990401901993,2.45356163736367,7.97027244938352,0.633468160366669,"1"
"S1026_2012",6.82905209398947,5.01092295456032,1.04935017272973,3.20077346123359,8.43756003973559,1.29927895873942,"2"
"S1026_2013",6.15425571102246,4.61803861039206,0.921998652620995,2.79986912398548,8.1868444919755,0.94204901626901,"2"
"S1029_2007",6.21727535542708,4.65473031812286,0.933892088499168,2.83730982374525,8.21025896938731,0.975410937751434,"2"
"S1029_2011",5.28899409419914,4.11426035751394,0.758701419595397,2.28580718797814,7.8653630114972,0.483988828926905,"1"
"S1029_2005",5.90624562852092,4.47364056518871,0.875192739302386,2.65252346496024,8.09469820125148,0.81075514786599,"1"
"S1029_2006",6.18148783285093,4.63389387369067,0.927138057926331,2.81604804258831,8.19696238311012,0.956465408472178,"2"
"S1029_2009",5.74996428102849,4.38264942139311,0.845698409353116,2.55967490853317,8.03663303577301,0.72802148452232,"1"
"S1029_2012",5.4328229391806,4.21813333045807,0.789588994072913,2.36781996677801,8.00140629517257,0.548600687476694,"1"
"S1029_2004",6.4201349219929,4.77284053593113,0.972176932376317,2.95783103894638,8.28562992369844,1.08280260896231,"2"
"S1029_2008",5.69991339196229,4.3535084668442,0.836252512833415,2.52993909634411,8.01803700238448,0.701525082536439,"1"
"S1029_2010",5.46247500761943,4.21526554458261,0.791441752222531,2.38887420548964,7.92981854702163,0.575827757357963,"1"
"S1029_2013",5.64299084674226,4.32036665190319,0.825509757173768,2.4961207537419,7.99688785656069,0.671390899740719,"1"
"S1031_2007",6.37393203138716,4.74593998810292,0.963457252632055,2.9303813671568,8.26846358535,1.05834329594631,"2"
"S1031_2011",5.65778722699823,4.32898149676553,0.828302216596,2.50491145441832,8.00238534094914,0.679223944198322,"1"
"S1031_2005",5.89867229756542,4.46923117112447,0.873763455989946,2.64802406143035,8.09188438679306,0.806745907968099,"1"
"S1031_2006",5.2803997159717,4.10925648265828,0.757079438269946,2.2807011684524,7.86216983456363,0.479439057592538,"1"
"S1031_2009",6.32429823306318,4.71704187484191,0.954090071916685,2.90089335340265,8.25002251890637,1.03206769731031,"2"
"S1031_2012",5.12132055707006,4.02637650421028,0.728868171950891,2.18452724361901,7.84303041207327,0.389646100963702,"1"
"S1031_2004",5.55548082637124,4.26941599800305,0.808994354305135,2.44413003831282,7.96437416317759,0.625064036805753,"1"
"S1031_2008",5.80101618787602,4.41237319503301,0.855333223803211,2.59000543696601,8.05560098982931,0.755047814547919,"1"
"S1031_2010",5.66641547765352,4.3340050930467,0.829930590524145,2.51003759794529,8.00559110292988,0.68379164723143,"1"
"S1031_2013",5.23911795674009,4.08522114798367,0.749288503221076,2.25617519774044,7.84683190576095,0.457584938561039,"1"
"S10328_2007",6.18550527346466,5.17470430696542,0.899331584559437,2.34425104510378,10.9974181010576,0.102336851646742,"1"
"S10328_2008",6.31648928226073,5.41580062866291,1.04616632016123,2.24936806523266,11.4608043291153,0.146586529977516,"1"
"S10328_2004",5.75034598716506,4.82858714106966,0.582389505687859,2.02541329161841,10.8750553335928,-0.205674589766677,"1"
"S10328_2012",5.46564604716114,4.56975131785576,0.618687000828476,1.90266873786611,9.68679577677585,-0.0309783202272434,"1"
"S10328_2006",6.03959458337946,5.1196381530898,0.706393487861916,2.18499752183748,11.6012046099022,-0.169585708978303,"1"
"S10328_2009",6.40569852654022,5.38601693286638,0.961843113713631,2.506538572788,11.5714681503791,0.274575167292697,"1"
"S10328_2010",6.10061539822448,5.24169792449085,0.81730127906297,2.11017020217049,11.5811665600553,-0.0172479363907437,"1"
"S10328_2011",5.58176194340488,4.69096884488521,0.654090481996404,1.87284047997037,10.046073555392,-0.0928408638292067,"1"
"S10328_2013",6.08912598058947,5.12813900583598,0.674763586830724,2.17834544399017,11.7063334247777,-0.203916528582067,"1"
"S10328_2005",6.06075900900841,5.07689342694736,0.822583886312874,2.30766473069675,10.8304707492523,0.105994636835451,"1"
"S10329_2004",4.46812523728047,3.742179680663,0.210978440867392,1.0568201555127,6.75065582877686,0.140133707800376,"4"
"S10329_2005",4.5099046866122,3.84883893573245,0.294774443531011,1.05000737876165,6.94222163941472,0.0914576333158364,"4"
"S10329_2006",4.49990813650006,3.81778941136778,0.243624927780626,1.02100862067679,6.91726324297797,0.155486175495997,"4"
"S10329_2007",4.44000864309424,3.79509890451539,0.119400768031852,0.841675545288985,7.10811752480244,0.210658054300563,"1"
"S10329_2008",4.55783251973206,3.83164923888976,0.192204961536769,0.943953555846689,7.10720869792406,0.122390328838178,"1"
"S10329_2009",4.54174567570527,3.85786622917164,0.111780044049758,0.903002792490453,7.30869025808515,0.144833953880016,"1"
"S10329_2010",4.5798624429493,3.87503243005457,0.0371707870140331,0.804724351423967,7.44893793042846,0.101245147340755,"1"
"S10329_2011",4.42804762696218,3.68693457612205,0.0940287652792629,1.07716125741709,6.55354869031339,0.12230015606745,"4"
"S10329_2012",4.45498149831381,3.74551940354473,0.211131561866696,1.04434791995418,6.10548428581419,0.156121402316033,"1"
"S10329_2013",4.53432274458961,3.71542431267102,0.309538917500029,1.04489075382003,6.89462008001255,0.0419717832099646,"4"
"S1034_2012",6.26032208643872,5.02295967782256,1.11146018335805,2.80340458251265,10.6002723643777,0.403465474943454,"1"
"S1034_2005",6.09543425602847,4.90284141333436,1.05159623691223,2.69928574837648,10.2465100783629,0.36505740966265,"1"
"S1034_2007",6.20696179844568,4.93235501020078,1.14831979062762,2.78577415220955,10.6536593214165,0.334674603988309,"1"
"S1034_2004",6.31634743375556,5.06545535848174,1.13450661727955,2.85266657851419,10.6635484244537,0.43415382107785,"1"
"S1034_2006",6.21428657300515,4.95749063814108,1.11493737473451,2.79804912851397,10.5256459912429,0.377275178826056,"1"
"S1034_2008",6.15170222700782,4.93909133060502,1.10933510125826,2.79343669662553,10.4071309490184,0.354224937971407,"1"
"S1034_2009",6.06734732927518,4.76212278934174,1.02868071756051,2.70440028055699,10.1252162230636,0.456264497461464,"1"
"S1034_2010",6.08298379407339,4.89070671262498,1.00590082487199,2.72820658817899,10.0716559036414,0.431937512819693,"1"
"S1034_2011",5.77941370297355,4.64144717022262,0.902877066930713,2.48411982063093,9.6483849555921,0.392798433131225,"1"
"S1034_2013",6.27361495857324,4.91792184180991,1.08221810324024,2.83945034492964,10.416203642198,0.499376111194834,"3"
"S1038_2005",6.61631950364188,4.88706440055557,1.00920203405964,3.07438656839136,8.35852083730105,1.18666061499947,"2"
"S1038_2004",5.96767574393698,4.50940680700123,0.886786189973079,2.68901980716003,8.11752210105927,0.843275589809587,"1"
"S1038_2006",5.61586102800711,4.30457095217774,0.820389659106548,2.48000261459027,7.98680797537504,0.657028665694089,"1"
"S1038_2007",5.84879343510748,4.44462786247482,0.865175133603598,2.61763273764311,8.0915599696696,0.777799229480652,"1"
"S1038_2008",5.39994224327261,4.18130223669318,0.780094813637798,2.35130528829742,7.91661687522828,0.541323378124087,"1"
"S1038_2009",5.38468115752788,4.16997190261144,0.776760041836488,2.34265597922144,7.90091482401661,0.534644530396125,"1"
"S1038_2010",5.55000012633765,4.26622498914077,0.807960004539553,2.44087389102145,7.96233785008268,0.622162613195437,"1"
"S1038_2011",5.78218796766673,4.40141090605888,0.851779851963765,2.57881937353251,8.04860550546948,0.745080357412761,"1"
"S1038_2012",6.41563932823368,4.77022308205864,0.971328497628473,2.95516015468844,8.28395961946993,1.08042269001117,"2"
"S1038_2013",6.60667909281356,4.88145149778757,1.00738263934377,3.0686590887968,8.35493901478027,1.1815570852644,"2"
"S1041_2004",7.24760073317809,6.40321622769664,1.82563592267605,2.68747226464701,9.32587095824309,1.68947612010945,"2"
"S1041_2005",7.09803400977779,6.02434616441104,1.62173029346474,2.79433939864334,9.09509304520314,1.56339825166814,"2"
"S1041_2006",7.01761177606591,6.03531539365219,1.65760738908108,2.7318218270905,9.22183175326168,1.48488818822181,"2"
"S1041_2007",6.8192778674178,5.74770435091701,1.48645440616266,2.68499510648159,8.81920303913604,1.43590259638496,"2"
"S1041_2010",7.09865966977616,5.95858733555444,1.57726414859689,2.83201118682076,9.01983025435289,1.56637806920896,"2"
"S1041_2011",7.01665660890823,5.98225824529111,1.60061125466788,2.72921922715157,9.00094525226096,1.54605545232764,"2"
"S1041_2012",7.18862228706476,6.10996248091178,1.65735038359579,2.82423330139287,9.13897771549392,1.6201668382753,"2"
"S1041_2013",7.16457724205723,6.05907625894598,1.63556444152756,2.84202167543067,9.14509050816355,1.58771138414196,"2"
"S1041_2008",6.39883603766599,4.99455501549582,1.15630243859277,2.85787814828684,8.7721440422759,0.977896823705742,"2"
"S10458_2004",6.17662614298129,5.25023279202606,0.861692128673763,2.28806397070604,11.4852483925484,0.025208455992272,"1"
"S10458_2008",6.36189537740527,5.39030717146389,0.831581400903361,2.36215254275784,11.9679112634437,-0.0373382579535742,"1"
"S10458_2012",5.84015463957129,4.95489726756896,0.843147053585448,2.15533649787035,10.1431356395276,0.185124972291956,"1"
"S10458_2009",6.62549542989375,5.67442196466033,1.1188946181274,2.74218607862722,11.3949364804362,0.489355900748658,"1"
"S10458_2011",6.61137992418342,5.73422416551073,1.24078435523529,2.66964693356153,11.2937189591435,0.524070083514266,"1"
"S10458_2013",6.33210616464053,5.45702905331673,0.88015858616778,2.3433912710919,11.8072451428463,0.024279522728221,"1"
"S10458_2005",5.9883827753645,5.0746932714598,0.73405164464864,2.07082644938354,11.178752041323,-0.116334618340453,"1"
"S10458_2010",6.56511556278154,5.59402461071141,1.12247857292466,2.63048140155719,11.4880743441559,0.369355616509885,"1"
"S10458_2006",6.24808307762081,5.29488653336601,0.810719655411596,2.31321325731196,11.7859248938567,-0.0783171057042004,"1"
"S10458_2007",6.27196079046852,5.35091022933503,0.929861863203808,2.39630947071002,11.2959039455384,0.180680609389292,"1"
"S10459_2004",4.44228093716087,3.77590786009669,0.196938587253218,1.01888143182235,6.65706068747574,0.195343215627945,"4"
"S10459_2005",4.4250996534997,3.69706695052243,-0.0296867442008261,0.980540458227645,6.60546708657049,0.216982665380826,"4"
"S10459_2006",4.48951775377198,3.8435687028633,0.258441597360655,0.963472119133339,6.86699383076536,0.203573957076981,"4"
"S10459_2007",4.38773955559645,3.63270077708242,-0.551386076412326,1.03902327103106,6.63921469005159,0.283662246622133,"4"
"S10459_2008",4.53764928642752,3.83358901972169,0.0220237245627823,0.728685965343028,7.60208164794115,0.233503385291983,"1"
"S10459_2009",4.54847646612952,3.83539566403335,0.0384916388647323,0.769758201138417,7.46231981872575,0.161635551720364,"1"
"S10459_2010",4.56552495275038,3.93068826970743,0.00781286595480893,0.840590161068808,7.52495132675132,0.0864073310139172,"1"
"S10459_2011",4.53254623224799,3.8366223353264,0.177718883938429,1.0149385823094,6.90058843999159,0.139388239797805,"4"
"S10459_2012",4.49586282225039,3.81374435778298,0.38476460846663,1.1032767505518,6.71794869330714,0.142151769506231,"4"
"S10459_2013",4.50124888235133,3.81309613189706,0.37345739257207,1.08717717157789,6.74826454454252,0.140465721345346,"4"
"S1054_2007",6.85133851810953,5.13330293750564,1.07389886627904,3.19533297466246,8.89474298743491,1.24842143275984,"2"
"S1054_2011",6.37393203138716,4.74593998810292,0.963457252632055,2.9303813671568,8.26846358534999,1.05834329594631,"2"
"S1054_2005",6.96338857169478,5.1238666032484,1.09224085945843,3.27613560639398,8.79022553287985,1.31534567164101,"2"
"S1054_2006",6.26416004771804,4.70889047619307,0.947735293667879,2.86057768237278,8.33790024500272,0.984846972511653,"2"
"S1054_2009",5.38614609429898,4.17082482763756,0.777036513271979,2.34352631510372,7.90145911031433,0.535420052155983,"1"
"S1054_2012",5.50819537693992,4.24854190092217,0.812614578484672,2.41641221920662,8.13764344489096,0.560341684923504,"1"
"S1054_2004",7.09007683577609,5.1628984794403,1.09861228866811,3.35585127989528,8.53454182975085,1.43746264769429,"2"
"S1054_2008",5.58338257199679,4.28566113402918,0.814260134929916,2.46070678815977,7.97474084802438,0.63983492064009,"1"
"S1054_2010",5.06267638280062,3.98891938812686,0.72810106918996,2.15171129947332,7.96553358060622,0.325857343195025,"1"
"S1054_2013",5.79549996212381,4.44387630780029,0.860747054848678,2.58080052386264,8.19599172344914,0.732246442384387,"1"
"S10580_2005",6.29597837436839,5.33666653688346,0.982545143224424,2.44344611009874,11.0479570173791,0.294151550832419,"1"
"S10580_2006",6.29295817364008,5.3135632507334,0.978752107654888,2.49437923611805,10.92944649606,0.363672454761434,"1"
"S10580_2007",6.31041503465811,5.39931674129495,0.968254812749644,2.45827130628007,11.1859318188997,0.245194256962981,"1"
"S10580_2010",6.87535446958167,5.92983991250826,1.28362752419189,2.84647046867577,12.0665750804534,0.544493158926478,"1"
"S10580_2011",6.69410870714134,5.71833741095159,1.19447908755357,2.72835706387473,11.8381001826607,0.381226271309647,"1"
"S10580_2004",6.36748286898175,5.44105514840272,1.00127503571375,2.47318113902011,10.9267266389537,0.353776490792616,"1"
"S10580_2013",6.4980577001851,5.56873878503286,0.981541282144751,2.47584771271048,11.6756640175125,0.228549221999866,"1"
"S10580_2008",6.34153058762699,5.35771548669551,0.927222840097977,2.46003776461227,11.360641997939,0.186859812394375,"1"
"S10580_2009",6.84366241648894,5.87302568052485,1.22872071908169,2.81262312108178,11.9738935129352,0.543226300313258,"1"
"S10580_2012",6.23750001148087,5.35646717956613,0.985286084841331,2.40444688860329,10.9047017652545,0.316220925846372,"1"
"S1060_2004",7.16061394841764,5.57000422494048,1.34313773424607,3.16823441941919,8.86175832806528,1.50350954634675,"2"
"S1060_2006",6.87055886040461,5.18087013294989,1.14881472410436,3.13335071237101,8.56946203003611,1.33394645633571,"2"
"S1060_2007",7.1440774036665,6.13125603635186,1.66670324487318,2.75983549345209,9.12730905186733,1.6177188014989,"2"
"S1060_2008",7.17885140057964,6.16166081121745,1.67527645832266,2.75808898804938,9.05897007788435,1.66533226043642,"2"
"S1060_2009",7.22135455824097,6.11923924789606,1.65209797011756,2.84205173314012,9.10371720628042,1.65133530705724,"2"
"S1060_2010",7.19016823653566,6.09695721921435,1.64077583918846,2.82643627861566,9.09430085200611,1.63472788165036,"2"
"S1060_2011",6.94006635008708,5.97841281558452,1.60406812767227,2.64659748529348,8.947304657307,1.53047665683855,"2"
"S1060_2012",7.09323394353335,6.16180736868688,1.6886754125052,2.67288309516658,9.05310250354331,1.6295554494163,"2"
"S1060_2013",7.04546070828297,6.14637409586185,1.68697934160671,2.6359961089092,9.04177760795713,1.60662945642571,"2"
"S1060_2005",7.18655077002962,5.73386388986301,1.43298525948818,3.07704429506534,8.92614163414102,1.55397625778925,"2"
"S1065_2011",7.09007683577609,5.1628984794403,1.09861228866811,3.35585127989528,8.53454182975085,1.43746264769429,"2"
"S1065_2012",6.91458590598771,5.06072300755317,1.06549261399591,3.25159008840738,8.46933948768232,1.34455963823129,"2"
"S1065_2013",6.93697001552742,5.07375562956817,1.0697170740673,3.26488874682705,8.47765613612032,1.35640954490679,"2"
"S1065_2004",6.90219423971791,5.0723246506809,1.09861228866811,3.24528809401917,9.00417040850839,1.2258093821224,"2"
"S1065_2006",7.0783424543958,5.17633903583748,1.10279443334442,3.34576939550179,8.65136105726051,1.41130376564925,"2"
"S1065_2007",7.09007683577609,5.1628984794403,1.09861228866811,3.35585127989528,8.53454182975085,1.43746264769429,"2"
"S1065_2008",7.04545290625973,5.1413863211277,1.09861228866811,3.32959145638235,8.64608314883532,1.38719295479595,"2"
"S1065_2009",7.09007683577609,5.1628984794403,1.09861228866811,3.35585127989528,8.53454182975085,1.43746264769429,"2"
"S1065_2010",7.04106978256638,5.13927331916178,1.09861228866811,3.32701212157543,8.65703914046953,1.38225528381116,"2"
"S10806_2005",6.06107551396543,5.13626534863789,0.858792129613491,2.24881085033632,10.8947412396573,0.0966591792887883,"1"
"S10806_2006",5.81295466777589,4.86920370576689,0.680528443143441,2.07791266133321,10.5514720135299,-0.0476170187560305,"1"
"S10806_2008",6.51967323992636,5.58993356772549,1.05443895507297,2.56885092198544,11.5800479910567,0.302145218440632,"1"
"S10806_2010",6.48154425782842,5.5567846917803,1.13928092547185,2.57098652612194,11.0960013698715,0.476481023801219,"1"
"S10806_2013",5.70216621958692,4.82651998573893,0.687339039580093,1.97579222256605,10.119814251688,0.000471995132727534,"1"
"S10806_2004",6.34173132898952,5.40502656862306,1.09862103844983,2.4860644820176,10.8935228287078,0.405297744477797,"1"
"S10806_2007",6.29510383616577,5.36734373738233,0.979162248246722,2.43719216341856,10.9792580542238,0.295347401942181,"1"
"S10806_2011",6.71061154934415,5.83080237063218,1.34245350768895,2.77912181457069,11.1815931027015,0.675131092162531,"1"
"S10806_2012",6.29511717485088,5.38302622855399,1.01639815363282,2.42054972626064,10.9332968942261,0.287097129033703,"1"
"S10806_2009",6.5537067240878,5.60415626895618,1.01440858169489,2.58637011651234,11.8349307523255,0.214889687219062,"1"
"S1081_2004",6.9090014979921,5.05747161716593,1.06443869185717,3.24827232701607,8.46726464267,1.34160331274207,"2"
"S1081_2006",6.36442962110567,4.75412869931646,0.979659460267846,2.92991805037066,8.34616391346389,1.02844219848777,"2"
"S1081_2007",6.35703221348031,4.78789524166948,0.99088884348868,2.8847654457358,8.28906129184399,1.05928852688889,"2"
"S1081_2008",6.99650262285093,5.56867638418767,1.35305728302415,2.98412597463134,8.73860711759264,1.47582619855152,"2"
"S1081_2009",6.64996805865292,5.07279473865784,1.12307741657308,2.99401352590546,8.52699611329156,1.21032509820928,"2"
"S1081_2010",6.90065549727455,5.12248958006183,1.10938924054493,3.20302440281764,8.53952247838152,1.33602665593902,"2"
"S1081_2011",6.97568727684107,5.70021890635481,1.4340615935698,2.87308441210548,8.80542052805391,1.49224343167379,"2"
"S1081_2012",6.83480453771051,5.23185331157126,1.2062521414685,3.09491674481842,8.75642744685671,1.26826974212655,"2"
"S1081_2013",6.4512120661383,4.81005715770711,0.989347306165156,2.9631598022286,8.30709931219124,1.10290658202652,"2"
"S1081_2005",7.09007683577609,5.1628984794403,1.09861228866811,3.35585127989528,8.53454182975085,1.43746264769429,"2"
"S1087_2012",6.1964459495715,4.96208600804689,1.10116923075245,2.72165741324934,10.5195401588422,0.384633685053946,"1"
"S1087_2005",6.20841207199883,4.97242018347483,1.11744385112238,2.7538023537959,10.5324460244074,0.37574702285113,"1"
"S1087_2007",5.85669171647964,4.69011174659881,0.945769711106321,2.49447638755265,9.90464584145831,0.288776004670785,"1"
"S1087_2004",6.17831004087908,4.98630132363533,1.08191709659769,2.70014586899395,10.5133594933392,0.384980044223629,"1"
"S1087_2006",6.18711427458484,4.93105524711833,1.14066255569791,2.74225874888233,10.6043606870921,0.343075520776043,"1"
"S1087_2008",6.07917508697417,4.88275474627048,1.06244143997233,2.64945986748461,10.3347371394011,0.34851580458972,"1"
"S1087_2009",6.17507222696214,4.95977099877814,1.05971311185539,2.74897733850754,10.2623499132169,0.416000868372922,"1"
"S1087_2010",6.05566244490978,4.84801105881306,1.02744136192255,2.67454971213876,10.1457289823423,0.375494588919866,"1"
"S1087_2013",6.19339602000761,4.93840294814062,1.11420760825142,2.78325413733665,10.4964550952283,0.380004406776788,"1"
"S10918_2006",6.50956370473593,5.50225270077441,0.821762090911569,2.51919710268052,12.6133194028404,-0.111376467397907,"1"
"S10918_2008",6.3757718906684,5.38065875845214,0.752557142861762,2.35494072003744,12.3697651545453,-0.170471825793895,"1"
"S10918_2010",6.34805728204038,5.33228253697479,0.962672448556917,2.47041211757465,11.5484142663186,0.180009358419805,"1"
"S10918_2007",6.42511754992087,5.4259234943419,0.814203040968339,2.42848283667044,12.2531147566331,-0.0985485107096577,"1"
"S10918_2012",6.71599996744156,5.71508476420202,1.01824590601413,2.78653021526946,10.9723578078909,0.644163457842672,"1"
"S10918_2013",6.37547303196658,5.38867577192035,0.757491995025389,2.34553711988076,12.2763536958137,-0.166886930617991,"1"
"S10918_2005",5.06706994061048,4.12124262981545,0.406265986372182,1.65305659758899,8.44658064012927,-0.0578410500870076,"1"
"S10918_2011",6.36404295557716,5.37575854108226,0.727543893733856,2.34149582340809,12.3949045571506,-0.207321253691349,"1"
"S10918_2004",6.17546224199255,5.17971244659304,0.670619061782567,2.2653711875915,11.6083683731858,-0.101031979305709,"1"
"S10918_2009",6.48062139422531,5.43607590435339,1.00428380250288,2.54818162866342,11.4193663977174,0.311079233959585,"1"
"S1095_2007",5.45817625597128,3.38392112175964,0.733136440976865,2.77258872223978,7.07120989498538,0.405465108108164,"1"
"S1095_2008",5.00272938150607,3.45271904916146,0.706476934032252,2.77258872223978,6.96224015098322,0.405465108108164,"1"
"S1095_2010",5.46469260144967,3.51520528016568,0.784694921388617,2.77258872223978,7.28195326781975,0.405465108108164,"1"
"S1095_2009",5.0867369897128,3.56051979414882,0.778624455170369,2.78717028618117,7.25704533184494,0.409124673851378,"1"
"S1095_2004",5.51064513123349,3.39722025171208,0.742657693457084,2.77258872223978,7.11012766070044,0.405465108108164,"1"
"S1095_2005",5.56498620388391,3.45105013810546,0.766252547259627,2.77258872223978,7.20657074886307,0.405465108108164,"1"
"S1095_2006",5.53442264014322,3.49574143261556,0.779066557387459,2.80175185012256,7.25875426687984,0.412889550839,"1"
"S1095_2011",5.36300645853007,3.376385548936,0.720598554047468,2.77258872223978,7.01996174805367,0.405465108108164,"1"
"S1095_2012",5.93060125545332,4.24674433549197,1.08980705532312,2.7912359538715,8.53106795759844,0.411962046296757,"1"
"S1095_2013",5.78342482501328,3.94024025300833,0.962129668538432,2.77258872223978,8.00721120354127,0.405465108108164,"1"
"S1100_2004",7.30579703495248,6.3279938245746,2.1165358788242,3.3059986808492,11.8734747382185,0.741442810930681,"1"
"S1100_2005",7.30213279858429,6.44776817682555,1.92747291687016,2.83462937825866,9.98972395577873,1.4854874117765,"2"
"S1100_2006",7.35122245143404,6.41525643877855,2.08123898224264,3.17324604338442,11.3233617355621,0.999133998021541,"2"
"S1100_2007",7.33843620831104,6.43279495472384,1.97934416757175,2.98593103308771,10.5250356852826,1.30103112397396,"2"
"S1100_2008",7.31796736216404,6.43709421990113,2.01975477828702,3.00760246898598,10.7357724286047,1.21070863474654,"2"
