"SiteID","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"S1468",0.323863636363638,-0.167803030303029,-0.246969696969698,0.253030303030304,0.20719696969697,-0.20530303030303,0.215530303030302,-0.871969696969696,0.786363636363637,0.098863636363637,-0.39280303030303
"S1481",0.365530303030303,-0.14280303030303,-0.263636363636364,0.303030303030303,0.128030303030304,-0.251136363636366,0.261363636363635,-0.863636363636365,0.786363636363635,0.0905303030303024,-0.413636363636364
"S1548",0.330681818181818,-0.156818181818181,-0.240151515151515,0.259848484848483,0.201515151515151,-0.202651515151516,0.205681818181819,-0.885984848484849,0.793181818181818,0.0890151515151523,-0.394318181818182
"S1578",0.329545454545455,-0.170454545454547,-0.245454545454546,0.279545454545454,0.187878787878789,-0.212121212121213,0.225378787878787,-0.862121212121211,0.787878787878787,0.079545454545455,-0.399621212121211
"S3412",0.387499999999999,-0.199999999999999,-0.499999999999996,0.470833333333333,0.0500000000000007,-0.158333333333331,0.391666666666666,-0.800000000000001,0.691666666666666,0.129166666666666,-0.462499999999999
"S3440",0.441666666666665,-0.162499999999998,-0.516666666666667,0.479166666666666,-0.00833333333333286,-0.179166666666667,0.37916666666667,-0.816666666666666,0.725,0.129166666666666,-0.470833333333333
"S5166",0.362121212121213,-0.196212121212121,-0.500378787878788,0.353787878787879,0.212121212121212,-0.158712121212121,0.320454545454545,-0.775378787878788,0.57878787878788,0.153787878787879,-0.350378787878788
"S5193",0.404924242424244,-0.186742424242425,-0.540909090909089,0.488257575757576,0.0257575757575772,-0.128409090909091,0.384090909090908,-0.811742424242423,0.663257575757576,0.138257575757576,-0.436742424242423
"S5212",0.369318181818182,-0.218181818181819,-0.572348484848483,0.385984848484847,0.202651515151516,-0.139015151515151,0.352651515151516,-0.71401515151515,0.552651515151515,0.152651515151517,-0.372348484848485
"S5448",0.389015151515153,-0.160984848484848,-0.265151515151514,0.355681818181818,0.114015151515153,-0.281818181818181,0.284848484848485,-0.856818181818182,0.784848484848487,0.0848484848484841,-0.448484848484847
"S5449",0.399621212121213,-0.17537878787879,-0.308712121212123,0.370454545454546,0.0871212121212093,-0.258712121212124,0.312121212121212,-0.858712121212122,0.762121212121212,0.112121212121211,-0.442045454545454
"S5471",0.398106060606063,-0.143560606060605,-0.385227272727271,0.356439393939395,0.123106060606062,-0.235227272727272,0.293939393939395,-0.835227272727273,0.714772727272727,0.102272727272728,-0.389393939393941
"S5472",0.392045454545453,-0.174621212121213,-0.36628787878788,0.383712121212122,0.0753787878787868,-0.22878787878788,0.32121212121212,-0.837121212121215,0.737878787878788,0.112878787878786,-0.416287878787879
"S5490",0.381060606060606,-0.177272727272728,-0.364772727272726,0.397727272727273,0.0852272727272716,-0.231439393939393,0.335227272727273,-0.835606060606061,0.731060606060607,0.126893939393939,-0.448106060606062
"S5546",0.400378787878788,-0.157954545454546,-0.42878787878788,0.337878787878788,0.154545454545456,-0.203787878787878,0.308712121212123,-0.828787878787878,0.67537878787879,0.121212121212121,-0.378787878787877
"S675",0.469696969696967,-0.117803030303032,-0.601136363636362,0.490530303030303,-0.0219696969696983,-0.163636363636366,0.298863636363636,-0.767803030303032,0.590530303030304,0.103030303030303,-0.280303030303029
"S6024",0.473863636363635,-0.0969696969696976,-0.609469696969697,0.469696969696969,-0.0178030303030301,-0.171969696969697,0.298863636363638,-0.755303030303031,0.590530303030302,0.0905303030303024,-0.271969696969698
"S2679",0.456818181818182,-0.109848484848484,-0.609848484848484,0.477651515151514,-0.0181818181818159,-0.176515151515153,0.315151515151513,-0.759848484848483,0.598484848484848,0.102651515151514,-0.276515151515152
"S3237",0.456818181818182,-0.109848484848484,-0.609848484848484,0.477651515151514,-0.0181818181818159,-0.176515151515153,0.315151515151513,-0.759848484848483,0.598484848484848,0.102651515151514,-0.276515151515152
"S3782",0.456818181818182,-0.109848484848484,-0.609848484848484,0.477651515151514,-0.0181818181818159,-0.176515151515153,0.315151515151513,-0.759848484848483,0.598484848484848,0.102651515151514,-0.276515151515152
"S4441",0.459090909090907,-0.115909090909092,-0.603409090909089,0.479924242424243,-0.0242424242424235,-0.165909090909091,0.300757575757576,-0.757575757575758,0.59659090909091,0.0965909090909101,-0.265909090909089
"S5116",0.465151515151515,-0.105681818181818,-0.597348484848485,0.481818181818179,-0.0223484848484858,-0.164015151515152,0.298484848484847,-0.768181818181818,0.590151515151515,0.0984848484848477,-0.276515151515154
