"SiteID","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"S1468",6.85833333333334,6.90833333333334,6.675,7.25833333333334,7.21666666666667,6.83333333333333,7,6.16666666666667,7.50833333333334,7.09166666666667,6.875
"S1481",7.25833333333334,7.24166666666667,6.95833333333333,7.59166666666667,7.45,7.1,7.34166666666667,6.475,7.825,7.36666666666667,7.11666666666667
"S1548",6.70833333333334,6.75833333333334,6.54166666666667,7.10833333333334,7.075,6.69166666666667,6.84166666666667,6.01666666666667,7.38333333333334,6.94166666666667,6.73333333333334
"S1578",7,7.01666666666667,6.8,7.4,7.325,6.95,7.10833333333334,6.28333333333334,7.63333333333334,7.18333333333334,6.95833333333334
"S3412",9.33333333333334,9.01666666666667,8.58333333333334,9.53333333333333,9.025,8.98333333333334,9.3,8.34166666666667,9.53333333333333,9.09166666666667,8.74166666666667
"S3440",7.25,6.92500000000001,6.45,7.41666666666667,6.80833333333334,6.78333333333334,7.12500000000001,6.11666666666667,7.40833333333334,6.93333333333334,6.55833333333334
"S5166",1.38333333333334,1.10833333333334,0.658333333333334,1.5,1.28333333333333,1.13333333333334,1.41666666666667,0.56666666666667,1.61666666666667,1.25833333333334,0.991666666666669
"S5193",10.8833333333333,10.5333333333333,10.075,11.0583333333333,10.4416666666667,10.4833333333333,10.8083333333333,9.84166666666667,11.0083333333333,10.575,10.225
"S5212",4.45,4.125,3.625,4.56666666666667,4.3,4.18333333333334,4.49166666666667,3.66666666666667,4.625,4.29166666666667,3.98333333333334
"S5448",6.025,5.90833333333334,5.65,6.31666666666667,6.125,5.76666666666667,6.05,5.16666666666667,6.48333333333334,6.05833333333334,5.76666666666667
"S5449",7.6,7.43333333333334,7.15,7.875,7.61666666666667,7.34166666666667,7.625,6.71666666666667,8,7.60833333333334,7.30000000000001
"S5471",7.45,7.31666666666667,6.93333333333334,7.70833333333334,7.46666666666667,7.2,7.45833333333334,6.60833333333334,7.83333333333334,7.45,7.2
